c_1 c_2 c_3 dis_1 dis_2 ang_1 e_dir e_har e_nor e_int delta_har delta_nor delta_int e_1 e_2 e_3 e_dis_1 e_dis_2 e_ang_1
0.6462677052456041 0.49481801346848625 -0.12463209503497351 1.14342 1.2367 80.21682 1.8223321392 2.5616215573 1.9913434141953177 2.1820554863781183 -0.7392894181 -0.1690112750 -0.3597233472 0.6386401053393727 1.2273600507242421 0.12534325813170283 0.6042382387058293 1.1395919427943257 0.43822530487796324
0.47187602088634273 -0.29175092182872214 0.38430310610296325 1.02391 0.73673 79.35439 2.9878099787 2.1369741592 2.4599631626536747 2.8637114160202 0.8508358195 0.5278468160 0.1240985627 0.33443115420444564 0.8478601830741389 1.27767182537509 0.09657396319518849 2.2949866676105173 0.4721507852144942
-0.4630343558083914 0.5018167337583912 -0.0331189612480533 1.1394 1.16501 122.44225 1.6028722077 2.217047074 1.5349845292447444 1.4982955913740443 -0.6141748663 0.0678876785 0.1045766163 0.27082110758439487 1.2553996334223438 0.008763788238005586 0.5829345548824693 0.7218189160721813 0.19354212041939362
0.4639631331186697 -0.23080197120802504 -0.49854067352952613 0.71603 1.08919 79.87817 3.7571924318 2.6923295614 3.0909490062954506 3.697581710536988 1.0648628704 0.6662434255 0.0596107213 0.3229870644698476 0.5003394510131733 2.2676224908124296 2.9092282645019454 0.33697436469057146 0.45137908134447086
-0.5478633402417583 -0.08821307170464521 0.4624207121868586 1.1125 0.75938 131.23985 2.5953253854 2.1870707138 2.3517026618455494 2.580779218450682 0.4082546716 0.2436227236 0.0145461669 0.3726388257955815 0.06400999408410415 1.9150538419658638 0.4460906354510737 1.7368269212672354 0.39786166173237314
0.6571515674508097 0.33069267361356935 -0.5538248430541667 0.926 1.33789 77.32568 2.0070154377 3.8840757052 4.170790565586686 2.3447889320216717 -1.8770602675 -2.1637751279 -0.3377734943 0.6608894591630969 0.6252906186436248 2.8846104877799643 0.030755371482656647 1.756463890047607 0.5575696704914077
-0.015282957076748191 0.4573058001701207 -0.15618819028502004 1.07199 1.19301 105.10799 1.1338205185 1.7825073487 1.2779505787394967 1.1446316169772832 -0.6486868302 -0.1441300602 -0.0108110985 0.00032286319554830287 1.079850855693982 0.1977768598499662 0.2632903581985939 0.8809552055337261 0.00038605324496302466
0.40492646963622075 -0.10472512451128729 0.048624545654936624 0.96102 0.92424 85.13784 0.3275617339 0.3295910817 0.3545831891599856 0.3053342588826279 -0.0020293478 -0.0270214553 0.0222274750 0.2440817848117396 0.09158041781302137 0.01892098653522464 0.00012099511145259126 0.034288451000858956 0.2709248127703163
0.20247895737437277 0.579004446632893 -0.08311824643988547 1.15484 1.21889 96.98143 1.6268826449 2.6560861468 1.6883687553358624 1.7362407890494598 -1.0292035019 -0.0614861104 -0.1093581441 0.05908052898315688 1.5737954364856197 0.055492789867085904 0.6658019398658455 1.0329890525720753 0.037449796611539056
0.10682766414189258 -0.022752797807220084 0.24384238461569463 1.04796 0.85982 99.24935 0.5228346426 0.4957112281 0.5112013782249631 0.5185790588669981 0.0271234145 0.0116332644 0.0042555837 0.016160085594335263 0.004011813371100545 0.4910294792595273 0.17196363431689712 0.32890375673259215 0.01771166781750877
0.7085223504873326 -0.009610625723802266 0.5435985983512843 1.21265 0.81496 71.28648 2.426366589 3.0624349292 3.53340231241904 2.6357021603197555 -0.6360683402 -1.1070357234 -0.2093355713 0.7709514138119453 0.0007101722642959968 2.761740726342799 0.995983665693259 0.7790356137709562 0.8606828808555402
0.21208498664409575 -0.1596873208697091 0.3843088384408663 1.05495 0.76026 93.41768 2.032309817 1.4381345784 1.5666101850229912 1.9984082800731147 0.5941752386 0.4656996320 0.0339015369 0.064929619407368 0.2239676643799037 1.2777129012357196 0.19701029417590352 1.7173462075003072 0.08405177839690402
-0.5677949090317723 -0.340809563331241 0.40319002493383743 0.99685 0.69096 135.17995 4.2031462313 2.6298386903 3.029873068894216 4.34239802125574 1.5733075410 1.1732731624 -0.1392517900 0.39862495203151793 1.2138873702208826 1.4173607466418154 0.03499451958549381 3.803274469560104 0.5041290321101415
0.07176619744495716 0.5401724880174893 0.4723500299503993 1.3492 0.98414 101.59755 1.8136432416 4.0072441952 3.4268065518977657 1.8461662798531984 -2.1936009536 -1.6131633103 -0.0325230383 0.007244830797870623 1.4116480664778015 2.0079136546220937 1.8251518156623696 0.015933820607003654 0.005080643583825136
0.6160297951341729 0.20626350543947497 0.18887948704673757 1.1503 1.00952 78.77361 0.9747788273 1.1348156496 1.1394948239751819 1.197420760433197 -0.1600368223 -0.1647159967 -0.2226419331 0.578812590317712 0.2697217621564506 0.2909604715010193 0.6411497539139538 0.060477426345081506 0.49579358017416186
-0.052352707377980034 -0.07622532032782642 0.5540301951960749 1.14343 0.71407 106.57921 3.6057331553 2.5049312821 2.936943373188271 3.5805443587536625 1.1008018732 0.6687897821 0.0251887965 0.00376221297640655 0.04727192433697312 2.885909235874891 0.6042914817568152 2.972977478604392 0.0032753983924554203
-0.06832051617599927 0.05271027892439545 -0.1733944430821529 0.91028 1.04469 107.45158 0.2429073134 0.268224167 0.2709462604438469 0.2368971420000949 -0.0253168536 -0.0280389470 0.0060101714 0.00638702442780942 0.020055481621288593 0.24450375439474886 0.06989587604331554 0.16070334360948432 0.00629792234729504
-0.4291802584228965 0.45965353149542565 -0.5083677190850849 0.93903 1.33158 121.68472 2.031597929 3.927470761 3.6933286112079893 1.9075664112760111 -1.8958728320 -1.6617306822 0.1240315177 0.23427994935625987 1.0889370736119486 2.3701115882397805 0.01084567387170015 1.7180442497592183 0.1786764876450926
0.7695529979962153 0.42611961628534806 -0.24657373882358313 1.08802 1.27006 75.01346 1.8885809251 2.6859995773 2.376079886734942 2.3385583355747905 -0.7974186522 -0.4874989616 -0.4499774105 0.9123593001123619 0.961172378608973 0.502548208013607 0.33176478860319464 1.341999328429393 0.6647942185422028
0.35031516963779885 0.19042482236407365 0.5067010579391367 1.24269 0.85676 88.81955 1.6118217849 2.5005661553 2.7657808652732907 1.701726909977321 -0.8887443704 -1.1539590804 -0.0899051251 0.18123015019452238 0.23297879055719695 2.3515719245215716 1.175719675843967 0.35226173379725073 0.17374550033610334
-0.720476987274973 -0.18593284091001563 -0.32619058675016466 0.79107 1.03578 140.36474 1.8595428742 1.834078197 1.8344998427092982 1.9115652598973678 0.0254646772 0.0250430315 -0.0520223857 0.6223315438470794 0.3112236258246205 0.9009446730375983 1.127801320011861 0.1315819745154331 0.6521819653700736
-0.2669963854844109 0.09447701828777863 0.5459117364931113 1.20482 0.78201 116.59134 2.3872243708 2.5521753555 2.9449070314689814 2.3256614877029542 -0.1649509847 -0.5576826607 0.0615628831 0.09371541670930797 0.062238843983253966 2.7889527707764192 0.9498454762993804 1.2834580451144084 0.09235796628916523
0.7597342656659329 0.5573185064156073 -0.02396326694444864 1.21689 1.23472 76.79068 2.2493096378 3.1621675914 2.3762149984060756 2.7302161283789474 -0.9128579536 -0.1269053606 -0.4809064906 0.8888394618695841 1.4827919213457712 0.004583615190720418 1.021106801254658 1.1276771437281232 0.5814321833961663
0.6839357767285911 0.3600101811249081 -0.3587119197584204 1.01162 1.27814 77.2644 1.6641681921 2.662340924 2.5432290234787125 2.016906656392096 -0.9981727319 -0.8790608314 -0.3527384643 0.7172405488548265 0.7235859732789626 1.1024025013449232 0.06528652353032699 1.3913457881343299 0.5602743447274392
-0.20950012339286916 -0.2447878253658317 0.09865653758447464 0.90223 0.82575 114.99284 0.7546404425 0.5934853292 0.7070604204005863 0.8155578193159115 0.1611551133 0.0475800221 -0.0609173768 0.05837610954281245 0.5703818986176417 0.0783024122401321 0.09686533038933424 0.6481272515868055 0.07056523733977187
-0.6010777883879271 -0.05672687206864527 0.1033141157858413 0.98996 0.91129 132.68778 0.5179825885 0.6110228677 0.5553413806310191 0.5267587283355506 -0.0930402792 -0.0373587921 -0.0087761398 0.4437158650010542 0.025713161773913872 0.0859123538560511 0.023812219817173248 0.06685337289902951 0.43609313561934787
-0.5210701689903167 -0.18150565105532473 -0.13968597658531412 0.84572 0.95247 130.24633 0.7430809641 0.782803323 0.7920504691658556 0.8182140348141311 -0.0397223589 -0.0489695051 -0.0751330707 0.33892803539959004 0.29534401568971697 0.15777841807654863 0.44485697341616065 0.001094352554938405 0.37226270884303203
0.7357763500851175 -0.19237421414075143 -0.49613298891137214 0.77174 1.1305 67.6899 3.0350698105 3.0021139835 3.4108396887140167 3.0923358469874387 0.0329558270 -0.3757698782 -0.0572660365 0.832684886338936 0.3351912783061118 2.2429635240689687 1.4772473172176026 0.5365128719980995 1.0785756577717367
-0.7449915104370108 0.008283598108845186 -0.1287665678070241 0.93746 1.03444 138.43048 0.7799838322 0.9031227591 0.7965312378961009 0.7362665623777527 -0.1231389269 -0.0165474057 0.0437172698 0.6621526826103101 0.0005090732413757322 0.1338694820444151 0.01267908117736892 0.1274073655851222 0.5961801156152615
-0.3245256986788656 0.038207332633805643 0.22067705797230716 1.05852 0.88786 119.25851 0.5203792341 0.5469820328 0.5473994144014843 0.5024273403029845 -0.0266027987 -0.0270201803 0.0179518938 0.13684141733677294 0.010657854751363747 0.39990014231334764 0.2102984236018216 0.15763863221105454 0.13449028449010833
0.7492830440135211 0.28921439806616084 -0.1226631730939675 1.08081 1.17124 74.54731 1.3810472367 1.5339261051 1.4803603713979916 1.7446372966717174 -0.1528788684 -0.0993131347 -0.3635900600 0.8641270943396692 0.4948492546489538 0.12138402240936842 0.30028110200179414 0.7566406690492127 0.6877155256207107
