dis_1 dis_2 ang_1 e_har
0.94922 0.94334 110.20877 0.0304830493
0.90744 0.85218 85.27913 0.9675348087
0.97219 0.98001 99.80137 0.0233703535
0.999 1.00464 100.35291 0.0930872515
0.96892 1.06779 88.59074 0.2879131203
1.0277 0.95438 102.19494 0.1254243046
0.98636 0.98215 96.138 0.0613285873
0.96732 0.94607 98.67728 0.0320415772
0.95481 0.95427 103.1154 0.0023156016
0.98779 0.99449 95.52503 0.0782822313
1.06698 1.05889 85.75028 0.5420209106
0.95617 0.95872 93.64989 0.0884064432
1.12639 0.85569 112.08305 1.1202281062
0.93599 0.9858 97.19232 0.0602814226
0.96288 0.94235 100.57192 0.020160967
0.95239 0.96144 115.44511 0.0816543231
0.98134 1.019 75.27618 0.7559742355
0.93874 1.10586 130.15399 0.6095056561
0.88296 0.92834 79.65085 0.9811872286
0.93909 0.98137 97.49358 0.0501359171
0.97587 0.86758 84.50701 0.8155314045
0.98315 0.97162 95.01333 0.0679269633
0.92482 0.91181 105.99295 0.0871029657
0.94053 0.98242 98.0523 0.0448541287
0.94896 0.94208 108.34599 0.0190884806
0.93468 0.82268 85.97607 1.0991149174
1.05933 1.04422 85.96686 0.4751666449
0.96624 0.95811 107.35619 0.0080378724
0.91422 0.92943 84.64145 0.5370113756
0.9993 1.14311 111.76827 0.9516083307
0.93565 0.98612 115.45513 0.0973145524
0.96158 0.96976 95.07111 0.0578442477
0.95653 1.27297 105.81299 2.6218529268
0.94995 0.94438 100.61344 0.0207359873
0.81159 1.12272 106.13365 1.2955038993
1.08936 1.10606 118.31762 1.0686710351
0.98321 0.91313 92.94627 0.2129743862
0.99107 1.03925 79.84486 0.4582424871
0.87278 1.24985 84.18162 1.7672438157
0.77272 0.95359 114.27224 0.9303738616
0.78636 1.00395 105.5037 0.8404767415
1.02507 1.02059 111.46263 0.2544650743
0.89266 0.96799 131.21651 0.6864780841
0.83889 1.14801 89.40636 1.180167369
0.9693 1.20824 103.01525 1.6309436974
1.05883 1.30621 100.75054 3.3422385505
0.9574 0.95737 101.22959 0.0070531528
0.94801 0.89623 140.88101 1.9571673709
0.94228 0.94575 102.72162 0.0149618385
0.9566 1.12142 130.9023 0.6832789388
0.97656 0.97451 117.17444 0.1246791828
0.96204 0.951 105.96872 0.0035656152
0.96779 0.96523 90.42544 0.1477349418
0.97921 0.9804 106.92878 0.0296373689
0.93328 0.93027 85.78486 0.4317238523
0.97688 0.91612 97.56239 0.106271205
0.94732 0.94957 112.84694 0.0529231417
0.95876 0.95548 115.24756 0.082296613
0.93394 0.91886 115.69992 0.1565546708
0.90443 0.82583 87.61284 1.0423719335
0.88305 0.87247 90.1254 0.6624585035
0.92812 0.93297 106.36745 0.0423551112
1.10039 0.91029 134.18474 1.7649283636
0.95644 0.95805 108.45604 0.010958378
1.02619 1.02432 109.90853 0.2598962153
0.97656 0.92892 99.38445 0.0554992944
0.94005 0.93963 102.34794 0.0241193298
0.95249 0.92372 98.89948 0.0666697252
0.96415 0.99925 101.92961 0.0429378598
0.98228 0.93474 104.68494 0.0302816678
0.93429 0.95259 101.59857 0.0246377483
1.01029 1.00438 94.18321 0.1425732852
0.95421 1.07644 113.03549 0.3840634011
0.91412 1.01946 114.46325 0.1829695412
0.78781 1.01522 95.71137 0.9182578983
0.95055 0.951 110.06865 0.0239103972
0.89782 1.10172 96.89278 0.6053790563
0.91628 1.14004 85.72712 0.7063391774
0.94958 0.95132 101.20011 0.0123804719
0.93808 0.93592 81.79744 0.6211739815
1.12566 1.09393 100.87134 1.1683752005
0.89073 1.04211 120.34715 0.3561110932
0.91694 0.90997 100.3052 0.1341261098
1.12726 1.20981 91.56506 2.0135560448
0.96376 0.96656 89.87233 0.1601729779
0.97345 0.84205 77.92424 1.5683411661
0.9744 0.94272 102.38745 0.0163986887
0.8005 0.87709 111.38549 0.8437908154
0.83098 0.98356 118.28028 0.5121333735
0.96255 0.95347 129.0755 0.545077145
0.98629 0.91029 98.57011 0.1192761947
1.30564 1.03961 96.93043 3.2503612104
0.98414 0.98598 100.20794 0.0385269412
1.24386 1.00405 102.36489 2.1765634219
0.96905 0.97153 101.15169 0.0109736111
0.95876 0.95748 109.42058 0.0169614329
0.9719 0.97479 114.80938 0.0826607119
0.93722 0.90106 105.91736 0.0990382063
1.07953 1.1977 112.18983 1.89973456
1.1514 1.00217 90.69639 1.0338203987
0.97416 0.98739 107.81407 0.0376232906
0.92763 0.92429 104.11653 0.0571312407
0.95582 0.95508 99.37554 0.0192990086
0.9843 0.84508 117.74058 0.5672879295
1.15286 0.96174 73.7248 1.9801457278
1.25469 1.04983 82.68132 2.4687497952
0.95017 0.97871 101.60362 0.0157557192
0.93516 0.92917 83.83324 0.533979533
0.85613 0.92145 108.75454 0.3138297943
0.93967 0.9439 113.79027 0.0742995223
1.10387 1.18024 114.4079 1.8543148769
1.05725 0.93759 105.67638 0.2733836957
0.86831 0.87559 92.9948 0.6038926554
1.0942 0.8302 114.83822 1.0843013472
0.99952 0.96065 102.85882 0.0434750689
0.96286 0.95901 110.96906 0.0300720115
1.00309 0.99975 110.72608 0.1269487866
0.9575 0.95722 101.56517 0.0056582396
0.8047 1.07631 131.00877 1.0574666272
0.92737 0.91092 113.06599 0.1395995474
1.13748 1.14243 91.38039 1.4701058533
0.79414 0.91906 96.86485 0.849432989
0.94136 0.9811 106.04739 0.0231131044
0.96739 0.99222 102.83905 0.0304131613
0.96216 0.96096 111.00114 0.0300229219
0.9448 0.92475 92.32901 0.1928992108
0.9806 0.79506 107.49064 0.7278264562
0.94115 0.93707 101.0803 0.0328076897
1.00059 0.99536 87.24367 0.2336247845
0.8168 0.82634 117.69543 1.1450490119
0.81166 0.95962 125.30158 0.8283416913
1.00125 0.98438 98.31669 0.0721190498
0.99405 1.01451 112.14108 0.1524807698
0.9464 0.90653 83.52117 0.6456628027
0.94424 0.96427 117.45907 0.1164599963
0.97787 0.97316 101.72835 0.0163608639
1.02876 0.91131 133.34753 1.2214587237
0.94263 1.04035 108.9971 0.1945439675
1.03566 1.30827 96.69605 3.107450028
0.98897 0.96201 101.67504 0.0263883669
0.95025 0.84036 78.73234 1.5109398361
0.97564 0.92665 101.47429 0.0435498427
0.96176 0.94513 134.2498 0.9322419776
0.882 1.02679 90.48857 0.355371181
1.17821 0.97704 88.16682 1.3693919607
1.19782 1.1426 91.76342 2.1151442519
0.95419 0.78806 83.31289 1.6163123176
0.78882 0.99996 115.72594 0.8207793262
0.93408 0.92859 106.87932 0.0415218576
0.97497 0.97469 103.74693 0.0130425137
1.07644 1.03431 84.0371 0.5949978717
0.94535 0.95031 110.30105 0.028148241
1.03106 1.00841 123.68233 0.4405891684
0.98763 0.91425 93.25741 0.206325377
1.02439 1.00686 126.52758 0.5007469641
1.18158 1.12373 94.89503 1.8493224747
0.95772 0.94281 104.17553 0.0069132747
0.90946 0.90533 112.49922 0.1811969636
0.95919 0.97121 106.44489 0.0073728058
0.79956 0.87927 121.83076 1.0821477633
1.07524 1.24487 86.86983 1.837234306
0.934 1.02419 98.59405 0.1317390335
1.03846 0.97993 92.93008 0.2299150406
0.87813 0.85763 128.65101 1.1355311293
0.94354 0.96874 98.86925 0.0287887121
1.03402 1.01519 133.78832 0.890810636
0.96397 0.96447 106.86398 0.0062418205
0.98103 0.96245 102.01866 0.0151526987
0.90743 0.99968 95.35813 0.1560352001
1.00308 0.9443 95.27371 0.1187043253
0.94317 0.96626 106.17984 0.0096329183
1.01615 0.96933 93.53173 0.1509555698
0.95472 1.32047 114.22416 3.3453005574
0.86781 1.08191 84.8107 0.6483348439
0.90763 0.9468 117.20067 0.1762255255
0.96229 0.96329 92.58967 0.1021863566
0.99854 0.98405 95.92187 0.0829254692
0.95006 0.96194 117.99279 0.126674407
0.96576 0.96466 94.95091 0.0613746476
0.98668 0.97074 108.64116 0.0396907424
0.94429 1.21224 86.46233 1.2251716555
0.78603 1.0224 90.04793 1.0305493304
1.05344 0.92141 87.64166 0.5523098869
0.95159 0.94316 103.68351 0.0085701607
0.83733 0.82401 98.40328 0.9483215704
1.04428 1.04967 86.23473 0.4144621815
0.94945 0.95219 105.62618 0.0040345695
0.93125 0.97669 113.49112 0.072272041
0.94726 0.93727 110.21595 0.0375156071
0.94765 0.95303 98.76526 0.0297496057
0.90623 0.89309 121.21312 0.4472625867
0.94268 0.97353 102.80021 0.0141684927
0.97237 0.9272 87.39226 0.3419451181
0.808 0.84828 91.09696 1.241783498
0.99649 0.92224 115.74999 0.1915597482
0.90253 0.91165 113.21587 0.1907480404
0.93928 0.9485 111.48771 0.0437161368
0.93566 0.94382 99.522 0.0433459869
0.97127 1.00732 103.9046 0.0651680694
0.97584 0.97674 95.02819 0.0615634237
0.9786 0.96096 126.80188 0.4309918981
0.94702 0.94268 96.73117 0.0639426952
0.93145 0.89737 80.45253 0.9385991214
0.9282 0.92904 106.41443 0.0479179832
0.87658 1.1172 113.21813 0.8297815407
0.99129 0.96746 107.66043 0.0402018096
0.88504 0.95817 105.46865 0.1423881152
0.90707 0.87559 81.48729 1.0685646114
1.00896 1.01117 123.82601 0.3623498024
0.95064 0.9749 103.16607 0.0091830656
0.97696 0.91202 116.62989 0.2034748076
0.96213 0.98358 101.74276 0.0178044622
1.11769 0.84029 117.91938 1.310472695
1.2726 0.95749 99.35827 2.5766982342
1.03512 0.98739 102.62461 0.1704016669
1.0555 1.06847 82.24723 0.5665595033
0.97236 0.97603 98.17831 0.0298418355
1.11358 0.78508 112.09553 1.5356117701
1.01763 0.99719 121.97502 0.3355071947
1.06605 1.10268 101.55677 0.8166755654
0.88309 0.92264 129.60977 0.7897031957
0.95927 0.79969 134.4314 2.0827474309
1.08284 1.0905 91.27063 0.7310837153
1.16396 0.8871 95.55012 1.3152674735
0.96331 0.95889 98.75606 0.0217191444
0.92338 1.1029 86.51737 0.4926801586
0.98175 0.97898 109.91436 0.0476555727
1.06109 0.92375 87.31703 0.5926524899
0.90097 1.071 87.72336 0.4281614201
0.89589 0.79123 128.48213 1.6622712318
0.9825 0.96253 103.86704 0.0148960409
1.09036 0.8025 98.5174 1.1693860521
0.97039 0.97027 112.0618 0.0470784636
0.99495 0.90951 96.22396 0.1698600803
1.00127 0.95089 105.70945 0.0521267506
0.83766 0.82298 97.94612 0.9647347281
0.95125 0.9533 107.43375 0.0077521779
0.9662 0.96749 104.28234 0.0033574647
0.97373 0.92333 110.52011 0.0693490964
0.9928 0.97504 106.96378 0.0447397744
0.87106 1.06974 83.42347 0.6250562922
0.96597 0.96635 101.72417 0.0060379457
0.97056 0.95859 102.26087 0.0058908194
0.97201 0.9472 100.05987 0.0220652012
0.94428 0.94609 106.27277 0.0110584445
0.9983 0.99889 86.39406 0.2516335956
0.98825 0.97942 103.32511 0.0328277846
0.93978 0.94039 102.08986 0.0247425265
0.99818 1.02841 94.09966 0.1650832355
0.86162 0.88757 91.46059 0.6331445983
1.08184 1.0601 93.09499 0.5973161454
1.12892 0.84353 114.13654 1.2661774465
1.08256 1.10279 91.56976 0.7979513207
0.94167 1.02457 75.50087 0.7511918387
0.94045 0.9582 107.82597 0.0150362651
0.96 0.95789 108.19294 0.0098849303
0.94856 0.94875 94.58303 0.0882120243
0.95533 0.97196 129.55983 0.5152202626
0.93261 1.01337 98.19866 0.1053415534
0.96142 0.93032 104.41425 0.021665467
0.92698 0.88785 108.26678 0.1645865673
0.94004 0.98175 105.96054 0.0249718789
0.86677 0.77746 106.1561 1.0781375219
1.00209 1.01599 120.85673 0.2814901548
0.98435 0.96916 110.82561 0.0514823684
0.82964 0.98904 126.13273 0.6952721732
0.84226 1.03876 80.2128 0.880531472
1.23877 1.00345 100.79602 2.0883128257
0.93663 0.93572 114.36061 0.0958270116
0.86614 1.05436 90.08133 0.5082517229
0.96176 0.96253 102.40714 0.0026523642
0.96715 0.96554 104.39208 0.0030128129
1.00655 0.76462 97.52261 1.1617081686
0.83556 0.99919 115.9761 0.4742821758
0.94963 0.96293 101.8696 0.0070396723
1.02398 1.02255 101.51631 0.2082035542
0.97381 0.97663 85.06387 0.3006907656
0.93059 1.04034 108.76723 0.2068971493
0.95238 0.9475 96.76059 0.0537552379
0.95988 0.95167 98.90845 0.0243198451
0.93863 0.9929 107.22926 0.0465943884
1.03338 0.93654 105.15203 0.1626699336
1.08776 0.9638 111.34452 0.4975983466
0.92108 0.97523 99.3056 0.0631577914
0.97419 1.09988 78.09453 0.5512876897
1.04224 1.05627 75.77033 0.770913564
0.94955 0.96223 105.1585 0.0028874586
0.98169 0.94306 97.8485 0.053440791
1.12521 0.91163 120.15134 1.0973966756
0.9719 0.96249 109.20199 0.0221008543
0.94767 0.82938 86.19014 1.0105876452
0.87932 0.91137 124.70739 0.590182141
0.95968 0.95944 101.09985 0.0070266651
1.04915 1.07573 80.25637 0.6007977309
0.95775 0.92606 117.55744 0.171999424
0.97446 0.94251 102.55034 0.016157884
0.96175 0.96295 102.11756 0.0034348206
0.96709 0.99705 101.92517 0.0394169424
0.98062 0.94272 106.09736 0.0222200008
0.94852 0.95059 102.02127 0.0096836758
1.1339 0.87508 80.7218 1.7579578136
0.94826 0.94538 105.94112 0.0084831337
0.96162 0.96166 105.29839 0.0011518952
1.0605 0.91001 86.68095 0.676653155
0.97293 0.96839 106.8504 0.0130411659
1.15636 1.00078 90.5858 1.0836336504
0.98761 0.95351 93.39072 0.1117180574
1.01339 0.80077 105.65675 0.7431816446
0.99651 0.92525 104.07011 0.068068609
0.95749 0.9546 108.66316 0.0125601741
0.96808 0.96131 127.25627 0.4361445338
0.96208 0.96376 108.72283 0.0139002768
0.95181 0.95207 103.99588 0.0027070193
1.03678 0.77429 115.61673 1.2441584655
0.91473 0.91868 111.76794 0.1256555632
1.08893 1.02469 123.87717 0.8058482201
0.95526 0.96121 92.98653 0.0987340012
1.20569 0.96715 99.8074 1.5920606597
1.05884 0.77891 96.25689 1.2503229137
0.96627 0.96246 109.0306 0.0171727455
1.01615 1.12029 111.5646 0.794472011
0.8663 0.86735 105.2148 0.4396201932
0.96608 0.97595 106.20378 0.0122701415
0.97432 0.97612 104.03343 0.0138569539
0.9826 0.94073 122.3477 0.3050388298
0.96402 1.00214 110.68198 0.0741111324
0.95058 0.95364 102.3927 0.0059094679
0.94743 1.03839 103.92049 0.170375444
0.97278 0.95054 104.82332 0.0072689113
0.97273 0.941 97.02125 0.0589195246
0.9696 0.92587 105.59994 0.0325826034
0.99406 0.96383 98.06358 0.0529941491
0.95411 0.95428 104.50614 0.0011014779
0.93514 0.94644 91.07459 0.1861935533
0.93292 0.93283 100.37161 0.0542463357
0.93445 0.92354 107.85506 0.0531484694
1.07754 1.10522 91.34336 0.7798578623
1.03071 0.83108 134.72403 1.9900716632
0.87305 0.87248 88.76338 0.770731519
0.9231 0.96938 111.37752 0.0609389534
0.96574 0.96635 104.44053 0.0027724565
0.85578 1.05019 85.18944 0.6338632702
1.09943 0.98206 92.939 0.5643592333
0.92916 0.9345 98.70364 0.0738933087
0.95575 0.96022 121.60811 0.2172415684
0.97197 0.96717 92.84954 0.0951675695
0.89722 0.96064 109.82392 0.1103808139
1.19522 0.99007 99.53861 1.4730261509
0.98932 0.94982 102.6836 0.0278689213
0.93842 0.93962 108.47991 0.0292225329
0.96153 0.98245 99.05536 0.0261669296
0.96932 0.95469 107.09465 0.0090541756
1.20778 0.9681 99.23886 1.6187472919
0.93862 0.94195 100.7511 0.0320077995
1.11588 0.81541 119.63779 1.5557368309
1.07948 0.98678 137.64172 1.551818049
0.92524 0.9629 106.97532 0.0324718768
0.91697 1.04872 87.84338 0.3127762093
0.90578 1.03275 121.65538 0.3049014358
0.95695 0.95668 108.98874 0.0141136871
0.97759 0.84063 117.9651 0.5942198234
0.94133 0.95693 112.42161 0.0476808546
0.96413 0.96078 102.17536 0.0035041312
0.96601 0.95117 105.30909 0.0035936706
0.97275 0.97539 107.25106 0.0194495906
1.0307 1.00985 124.05253 0.4502314818
0.98842 1.00756 119.24588 0.2073078144
1.03231 0.98724 107.04173 0.1743933787
0.93235 0.92646 106.5452 0.0463617478
0.96163 0.97631 84.46228 0.3265192949
0.98691 0.99184 107.98564 0.061492017
0.99375 0.92086 106.29675 0.0743165913
0.95903 0.98896 97.40023 0.0430105213
0.98262 0.98745 104.92326 0.0372856366
1.00841 0.93634 99.89111 0.0921263758
0.90285 0.93994 82.02357 0.6806972599
0.88305 0.87545 92.37823 0.5575540142
1.14933 0.8945 95.09619 1.1407266083
0.85499 1.048 84.16627 0.6607687225
0.95411 0.97614 106.47413 0.0117984325
0.98341 0.9613 103.81695 0.0158663579
0.80617 0.9972 126.80257 0.870770787
0.9488 0.9489 104.3003 0.0052352533
0.79755 0.91237 98.73658 0.8022529667
1.03463 1.05125 84.98996 0.402522169
0.96221 0.96257 101.37411 0.0058491393
1.08158 1.23209 107.60998 2.3834275102
0.97035 0.99672 102.4487 0.0399731818
0.93587 0.93113 100.01421 0.0559616574
1.04006 1.05022 84.78143 0.4242007748
1.30408 1.07628 105.64334 3.5118986856
1.05296 0.8533 116.52123 0.7193683246
0.95152 0.94054 109.45948 0.0266641917
0.97721 0.98543 105.86215 0.0304738663
0.96596 0.96531 101.79361 0.0055740747
0.99868 0.87222 86.12445 0.7118467619
0.92673 0.93114 78.60566 0.8977970172
0.92821 0.93134 114.63665 0.1167696936
0.87979 0.85982 93.77683 0.6116542047
0.91278 0.97173 101.25402 0.069387467
0.93429 0.92859 106.50877 0.040374358
0.96774 0.96598 102.05755 0.0056587021
0.94596 0.94359 102.64296 0.0139575506
0.98661 0.97873 117.31562 0.1439924507
0.98524 0.95689 109.65764 0.0411663034
0.97288 0.96653 85.35601 0.3095215734
0.93384 0.93834 101.14774 0.0395740564
0.96013 0.95967 101.1081 0.0069472081
0.98071 0.84776 116.40861 0.5015757644
0.97618 0.97592 98.27157 0.0315800309
1.07654 0.94973 111.5089 0.428105134
0.94068 1.0087 94.95932 0.1030403051
0.95887 0.96801 121.75747 0.214320336
0.9476 0.9422 108.41242 0.0199267173
0.98118 0.98591 102.85104 0.0312010014
0.88401 1.04648 78.20928 0.7339763951
0.96647 0.99473 98.67916 0.0432777753
0.92474 0.9141 98.5272 0.1278299465
0.85724 0.8971 122.51299 0.6532413541
0.95361 1.01625 94.09589 0.1121282358
0.97842 0.98194 95.39945 0.0605532718
1.03492 1.1589 100.1894 1.1487100267
0.96676 0.94214 106.48887 0.0120767494
1.18613 0.95907 84.78894 1.6030757644
0.87623 1.14664 76.68976 0.9625005777
0.92869 1.14897 85.11903 0.7237827146
0.95643 0.94988 107.70093 0.0092106786
1.02214 0.91141 102.94342 0.1683032906
0.97431 0.95439 101.24295 0.0127477346
0.93851 0.94397 101.74615 0.0243207301
0.99567 0.98845 109.26728 0.0792708839
1.03547 1.02744 108.39802 0.297798992
0.99304 1.15168 112.02736 1.0207019918
0.84964 1.11202 81.29162 0.9108834186
1.0198 0.94429 99.80437 0.1146485392
0.96589 0.95107 105.10771 0.0033409264
1.1081 1.11765 98.86646 1.173076093
0.97555 0.95333 92.12403 0.1270388282
0.96749 0.95346 103.06929 0.0037896015
0.89171 0.98233 105.22875 0.1338192687
0.95508 0.95393 103.15186 0.0022815065
0.94719 0.96486 103.40003 0.0052896137
0.9661 0.97765 125.70893 0.339199287
0.91767 0.92127 94.69815 0.1917212946
0.9248 0.96928 106.36788 0.0347311339
0.95464 0.94258 132.13003 0.774094147
0.95055 0.96599 102.08525 0.0064800695
0.85262 0.86232 82.45453 1.343643122
0.94146 0.94538 105.46104 0.012593181
0.93811 0.95227 111.70088 0.0446438756
0.96023 0.90188 74.21588 1.4666079625
0.95147 0.96623 106.86372 0.0067800896
0.98325 0.97938 100.67252 0.0293366839
1.11645 0.90009 129.46442 1.5713458195
0.99846 0.88921 111.32856 0.2177421194
1.0326 0.98028 102.14685 0.1517026424
0.96809 0.95309 103.0862 0.0041553461
0.95423 0.95746 110.10635 0.0217064576
0.92913 0.93319 120.38857 0.2414241866
0.9644 0.95166 106.41798 0.0051356247
0.93382 0.98281 97.44999 0.0588826985
0.9554 0.97603 106.78186 0.012373809
0.98949 0.92868 108.13889 0.0615711425
0.87001 0.87046 105.05329 0.4079668905
1.06329 0.96526 85.284 0.552569818
0.9889 0.93664 114.4209 0.121830067
0.95463 0.9568 108.73063 0.0126486363
0.99674 0.90947 95.45247 0.1874599008
0.97723 0.97432 103.92987 0.0148294761
0.99076 0.99204 97.22411 0.067582139
0.94986 0.94925 101.70803 0.0109954832
0.94874 0.95606 93.56134 0.0975701382
0.87365 1.04148 93.94976 0.398395486
0.97747 0.96506 106.35577 0.0140826951
0.96581 0.96105 105.40856 0.0024226424
0.9145 0.91117 141.68396 1.9612518862
1.1404 0.96017 93.91713 0.9007159217
1.04123 0.96945 115.05885 0.2810714439
0.85112 0.99854 131.6641 0.7964580481
1.01435 0.92687 98.05073 0.1412253443
0.97347 1.19281 101.96132 1.4231503224
0.9234 0.90035 108.11834 0.1272400677
0.83635 0.80492 114.1838 1.0892253752
0.96752 0.84332 131.15169 1.3418161925
0.95877 0.95903 101.27481 0.0063843032
0.9348 0.97738 112.98495 0.0638033222
0.96972 0.96884 104.00859 0.0055884656
1.18755 1.18808 100.93573 2.6752761367
0.83383 0.79757 120.62591 1.3847111126
0.91844 0.92137 114.33011 0.1475129505
0.96837 0.97346 111.17517 0.0390966947
1.1503 1.06608 101.2799 1.2323675598
0.92288 0.97086 110.64471 0.0568229556
0.90651 1.17298 96.39092 1.1871086377
0.97944 0.97697 117.26544 0.1307350526
0.93318 0.97486 113.53323 0.0693634872
0.97022 1.04585 122.12515 0.307417713
0.96602 0.96605 104.5322 0.0028160116
1.15587 1.18403 120.01132 2.3218106658
0.98725 0.99136 115.76618 0.1306320016
1.01036 0.98232 72.64287 1.1677764277
0.9673 0.96592 102.65961 0.0042174119
0.94105 0.95505 107.89196 0.0150761226
0.90769 0.91741 114.45171 0.181733019
0.98004 0.93823 101.81603 0.0284451831
1.08218 0.94136 111.99348 0.4795172744
1.08101 0.96002 110.2367 0.4380468695
0.89299 1.11558 122.07418 0.6982061728
1.11836 1.15886 96.87994 1.5767516368
0.95704 0.95638 117.32631 0.1181197633
1.0391 0.86711 115.24928 0.536104495
0.97065 1.0295 109.63968 0.1533400638
0.94506 0.94543 109.86934 0.0280213949
0.96973 0.89885 110.45356 0.1284342851
0.92675 0.91033 120.44392 0.3143993997
0.98882 0.92703 108.63836 0.0665468472
0.98401 1.0291 90.04405 0.1808277222
0.93842 0.84052 108.54244 0.3882093575
0.944 0.94481 106.40752 0.012395911
0.98362 0.89363 107.06872 0.1343354531
0.93845 0.96593 101.1762 0.0199554946
0.89183 0.85127 79.42777 1.4929262615
0.97906 0.94549 104.01586 0.0156870481
0.82229 0.86049 120.45307 0.9706799953
0.95164 0.95442 118.17461 0.1366116104
0.97132 0.91502 106.79941 0.0586353941
0.98437 0.9456 100.92239 0.0298531824
0.96694 1.04136 123.81677 0.3193824222
1.33721 0.95727 88.35453 3.8445981239
0.97298 0.94257 102.62622 0.0147937746
0.99391 0.9826 122.11926 0.2664348125
0.96272 1.00425 102.06775 0.0534254736
0.85827 0.88422 125.12569 0.8310109705
0.98527 0.98679 98.88984 0.0456117371
1.02547 1.02394 101.61057 0.2179483544
0.77553 0.99066 96.35078 0.9859847346
1.04903 0.91321 88.08154 0.5489435749
0.92645 0.98977 101.08592 0.0587841427
0.93151 0.97059 117.129 0.1184391755
0.96572 0.9685 102.91077 0.0042590879
0.97914 0.97295 111.29063 0.0503726338
0.90894 0.98649 96.73834 0.1230528426
0.98107 0.96015 92.49299 0.1140474935
0.99435 0.76319 113.34056 1.1480098712
1.14725 1.21173 104.30159 2.6020843547
0.97231 0.96968 99.60616 0.0185843989
0.89781 0.90177 126.83368 0.6842590685
0.93393 0.93923 105.11803 0.0257853792
1.08617 1.04492 106.04329 0.6299050398
1.05793 0.87966 92.72863 0.5882336879
0.96816 0.91889 80.2845 0.7845916133
0.98441 0.98264 94.72627 0.073721307
0.95613 0.95544 118.33186 0.139660839
0.93263 0.95071 103.22139 0.02175361
0.96733 0.96225 90.20143 0.1573412808
0.92872 1.16027 84.21294 0.7864676947
0.92882 0.97244 140.90449 1.447018389
0.93341 0.94338 118.25441 0.161159031
0.9512 0.94671 110.06962 0.0261972208
0.92955 0.9297 106.31845 0.0447071387
0.91784 0.84402 95.74147 0.5231584389
0.978 1.00535 69.73031 1.3488089861
0.93139 0.9252 83.44981 0.5804197232
0.88443 0.88964 133.59981 1.2793358921
1.0543 1.18033 119.92142 1.4554348059
0.9476 1.00862 94.86316 0.096247016
1.30605 1.00759 92.60232 3.1710611207
1.12394 1.05294 85.09282 0.9177995885
1.08711 0.82736 116.59832 1.1094600593
0.94209 0.97657 103.93937 0.0159647642
0.9703 0.97014 99.25761 0.0196601854
0.99304 0.98734 106.05035 0.0563790387
1.05745 1.07269 80.56493 0.6236779223
0.89203 1.21435 82.86232 1.2885609288
0.96168 0.96176 105.34407 0.0012445813
0.99247 0.9981 86.9386 0.2284852268
0.8531 0.99995 91.43015 0.4553825252
0.92621 0.97491 101.67168 0.040617254
0.95886 0.96007 105.14196 0.0004866852
0.97731 0.9514 94.71348 0.0813450536
0.94777 0.94364 101.04894 0.0200711027
1.02587 1.02702 111.48848 0.2786537527
0.79431 1.13765 105.16459 1.5768448441
0.94529 1.07016 85.61937 0.3399170323
0.96197 0.96361 102.25495 0.0031917956
1.25631 0.89149 113.80279 2.6242016615
0.97802 1.09426 91.71852 0.4060253719
0.90564 0.91664 81.3904 0.824056671
0.94343 0.95559 97.28973 0.0468386571
1.32801 0.91373 115.51401 3.8848207168
0.92997 0.92881 106.93512 0.046801128
0.9322 0.92917 106.73832 0.0426615344
0.87364 1.25469 106.15531 2.5274442823
0.95901 0.96842 91.32144 0.1245857544
0.96397 0.96078 102.29982 0.0031437438
0.94791 0.95712 104.65153 0.0031738258
1.09728 1.07975 128.04065 1.0980112594
1.02098 1.01461 70.41685 1.279871867
0.97294 0.97367 105.18068 0.0120673089
1.04043 0.94713 101.97609 0.1797563207
1.03254 0.93896 92.32729 0.2679679185
0.95127 1.21541 103.54247 1.7346740141
1.29812 0.88848 79.62644 3.888784274
1.04485 0.9765 104.81766 0.2045650991
0.91867 0.92096 112.67013 0.123751475
0.99221 0.99236 97.50301 0.068576753
0.98027 1.09401 133.3235 0.6955496107
0.96325 0.96235 106.83448 0.0053353239
0.89077 0.85987 126.23409 0.92030669
0.95852 0.95866 98.66428 0.0227782945
1.0223 0.90894 138.69704 1.7594780075
0.96071 0.95591 90.95199 0.1484622169
0.79523 0.88012 98.75305 0.9348681662
0.97174 0.97252 106.30107 0.012941267
0.93541 0.93841 92.1068 0.175682902
0.96802 0.95671 91.99796 0.1222197387
0.97317 0.97556 107.23221 0.019865905
0.98362 0.92254 101.63733 0.0589930695
1.03104 1.06989 123.07026 0.5672306446
0.99266 1.15064 111.90538 1.0102198222
1.22098 0.82788 94.95638 2.3859470941
0.93432 0.9359 84.26382 0.4845737792
0.96864 0.98281 91.23823 0.1171512405
0.98223 0.98157 101.56486 0.0282394745
0.96391 0.95441 107.1211 0.0065468772
1.00748 0.92223 110.0552 0.1296166148
0.93661 0.8622 144.97307 2.8958331814
0.89929 0.91469 81.98071 0.8157230498
0.99991 0.97784 112.17697 0.1005571793
0.9998 1.01378 110.70531 0.1529519819
0.91606 0.89557 99.62221 0.189477257
1.02054 0.9464 106.57886 0.1119570284
1.12866 0.86843 110.94144 1.0518256407
0.98644 0.95594 105.37696 0.0218609184
0.9023 1.05517 88.10829 0.3712677346
0.94698 0.9459 112.3662 0.0502668988
0.98661 1.01849 109.88077 0.1359200708
0.93594 0.92109 106.82576 0.052370658
1.0907 1.06945 93.00549 0.6917620423
