dis_1 dis_2 ang_1 e_har
0.94349 1.00943 100.6988 0.0750910597
0.95817 0.92952 102.22742 0.0282677152
0.98328 0.98073 99.66828 0.0340243559
0.95797 0.98615 105.15844 0.0207159663
0.80907 0.99765 84.01039 0.991791024
0.95682 1.00596 104.31323 0.058831325
0.91456 0.97401 98.69795 0.0821891086
0.91395 1.11095 119.22576 0.6314745182
0.83055 0.97838 115.61335 0.480311052
0.89296 0.92818 75.15114 1.34252085
0.89965 0.9615 105.84826 0.0918704712
0.95983 0.96052 100.99789 0.0073652982
1.11499 1.08654 118.45835 1.153699075
0.97881 0.98466 110.09306 0.051737566
0.95546 0.99876 100.06644 0.0457199003
1.19961 1.05535 83.11479 1.7193518927
1.1389 1.1534 102.19773 1.8073688589
0.95918 0.92837 103.1481 0.0267405257
0.98122 0.96259 103.79354 0.0133587106
0.86882 0.80383 116.42216 0.9870045107
0.9713 0.96698 110.65641 0.0336893477
0.96881 0.90142 136.44854 1.4048986582
0.87057 0.85611 126.25659 1.0187881095
0.82926 1.19083 106.89854 1.8843398711
0.80052 1.00758 124.31643 0.8465357681
1.00483 1.02092 121.29308 0.3058374451
0.95549 0.9654 92.47372 0.1047588172
0.96318 0.9751 104.95904 0.0080380099
1.00141 0.99464 99.43632 0.0808695176
0.89849 1.06193 89.22543 0.393705342
1.08958 1.08317 91.73252 0.7404141543
0.95756 1.04195 96.7709 0.1726993103
0.97042 1.01649 99.61604 0.0881387165
1.02725 1.02653 111.05936 0.2791071209
0.93467 0.9323 98.33035 0.0733291282
0.93522 0.92321 111.09798 0.0767549473
0.97075 0.97148 107.04659 0.014017966
0.97529 0.92799 101.43717 0.0410639765
1.07426 0.78999 97.92001 1.1889103596
0.97235 0.93972 100.3185 0.0283131849
0.96183 0.96172 105.34539 0.0012670781
0.95361 0.92924 102.55947 0.028196996
0.96762 0.97759 95.61114 0.0515560696
0.95718 1.00721 103.67702 0.0612117347
0.96428 0.95246 101.25306 0.0088405838
1.04212 0.85684 111.81938 0.5286165959
0.97538 0.97604 104.11863 0.0147151639
0.9498 0.94314 97.1254 0.0559490336
0.89904 0.9997 108.13699 0.1433123426
0.95301 0.93379 117.64754 0.1561259569
1.07133 0.87861 114.01097 0.6239992769
0.96161 0.96191 105.20354 0.0010678264
0.99549 0.96526 102.60504 0.0362566317
1.16386 1.11916 82.28503 1.4813498971
0.93719 0.92015 111.05738 0.0806160619
0.96154 0.96158 105.29475 0.0011211306
1.21939 0.92195 83.55226 2.2196923647
1.18008 1.1115 114.70232 1.9713162944
0.97698 1.0959 92.82485 0.4211714796
0.98928 0.95396 102.57389 0.0261402965
0.91897 1.07303 86.74449 0.3876939741
0.95128 0.97456 103.26299 0.0085151068
0.95084 0.97462 103.33998 0.0086917321
0.99726 1.00505 99.22418 0.0920323433
0.94538 0.95182 104.2735 0.0060712868
0.96629 0.96621 101.47588 0.0068679126
1.00307 0.92824 117.74364 0.2410172308
1.06663 0.84041 79.24425 1.708239225
0.97991 0.81749 79.48817 1.6534747602
0.91748 0.92757 114.98231 0.1468043977
1.01939 0.97261 93.32349 0.1616354985
0.93333 1.0438 138.39263 0.940211524
0.93482 0.9701 78.92456 0.6806922909
1.07503 0.91493 86.36311 0.7456911322
0.98888 0.97395 117.29063 0.146861469
0.97784 0.97811 104.68238 0.0196132589
1.04923 0.77845 112.59326 1.1750041995
0.97524 0.95055 103.37829 0.0094536207
0.89345 0.99379 105.59927 0.1461118948
0.98758 0.97256 101.87767 0.027193603
0.96744 0.99665 103.41252 0.0386663055
0.93568 0.93388 104.86403 0.0298280338
0.91223 0.91119 112.29222 0.155668936
0.96875 0.97062 99.62909 0.0170425318
0.98462 0.99721 96.98753 0.0677069336
1.01628 1.00242 123.75675 0.3803405118
0.96264 0.94165 102.95743 0.010225399
0.86859 1.21841 121.39875 1.7198045153
0.86897 0.84318 87.37082 1.0641882091
0.96738 0.9657 104.12038 0.0030782972
0.98401 0.83874 129.3581 1.2575139187
0.98267 0.94431 106.30289 0.0241802932
1.19654 1.08444 84.09951 1.7218432651
1.08539 0.91806 86.51516 0.7868925456
0.85189 0.8339 115.94397 0.8225614816
0.91274 0.85904 124.07029 0.7514778641
0.97698 0.94315 104.98896 0.0157243431
1.06259 0.93633 83.6602 0.7180829909
0.88291 0.88258 86.44762 0.7852382733
0.94846 0.94864 104.60864 0.0054262549
0.97409 0.96908 98.39583 0.0272051793
0.88009 0.88016 138.74599 1.9076763615
0.88298 0.87932 91.95204 0.5528192845
0.88728 1.05838 121.77711 0.4329942232
0.95812 0.95787 101.45988 0.0058709258
1.1952 1.1089 113.84733 2.1346768037
0.96035 0.99405 87.57626 0.1988555108
1.08192 1.08778 93.25388 0.7265950012
0.95518 0.95897 99.11582 0.019925439
1.00638 0.99781 124.61752 0.3718938445
1.0695 0.86531 92.81717 0.7268872914
0.79707 0.83782 116.43982 1.1777691471
0.99657 0.89121 78.63325 1.1144188073
0.96049 0.9616 101.18455 0.0064979116
0.91983 0.94412 105.07033 0.0449130015
0.97031 0.91709 106.41441 0.0520151322
0.96475 0.96619 101.60446 0.0060345601
0.94391 0.98092 103.63236 0.0190841699
0.97084 0.96605 99.56213 0.0173652848
0.96221 0.96132 105.28874 0.00119613
0.95821 0.98564 104.93037 0.0196370571
0.94246 0.97572 103.58459 0.0150872957
0.97231 0.97299 118.25402 0.1396654476
1.06219 0.86257 93.17642 0.6925862895
0.96076 0.96145 105.86109 0.0019535621
0.79735 0.873 100.03427 0.9255174092
0.91779 0.96913 105.80595 0.0475248276
0.90142 0.9577 146.14553 2.3033032393
0.90911 0.92308 110.06709 0.1133083666
0.90215 0.99669 96.35175 0.1589768799
0.97852 0.96744 100.19897 0.0196836568
0.96792 0.93682 101.23975 0.0240706515
0.98271 0.97658 104.93509 0.0240651452
0.96547 0.97325 85.00269 0.3092802008
0.96809 1.12232 131.41847 0.7067126758
0.91738 0.96668 109.04867 0.056017232
0.94932 0.95103 100.76908 0.0150514136
0.9111 0.893 99.83013 0.2083370335
0.87849 0.86825 93.43684 0.5803154161
1.01163 0.94246 103.27389 0.0810558492
0.90139 1.02527 99.77062 0.209741599
0.77916 0.99884 106.57204 0.8922540936
0.8372 0.98796 126.81315 0.6741913346
1.03119 0.99409 134.4242 0.9654764711
0.95261 0.94772 112.48184 0.0487696304
0.97126 0.97304 99.10505 0.0220288033
0.92656 1.12649 130.84363 0.7057097212
1.16211 1.14103 111.5286 2.0055948344
1.19792 0.9587 88.46822 1.6244120749
0.94423 0.96597 106.46127 0.0093262987
0.94272 0.97793 97.25195 0.0459751713
0.98767 0.97432 108.04104 0.0404177838
0.92318 1.1547 85.54992 0.7787092485
0.96163 0.966 85.79774 0.2936802174
0.97429 0.96388 104.51509 0.007063942
1.01977 1.13528 106.93741 0.9312324844
1.03437 0.91004 73.71326 1.5627187572
0.92989 0.97048 112.60929 0.0618787605
0.91007 0.89431 105.94577 0.1690002258
0.96312 0.95877 128.89494 0.5199564932
0.90239 0.92208 97.90409 0.1734473396
0.7905 0.91656 128.21407 1.2669244104
0.97297 1.02971 109.05794 0.1535031481
0.92978 0.94174 105.67237 0.0293889128
0.96693 0.94422 106.73758 0.0113023274
1.18625 1.06266 80.42251 1.6342125734
1.00581 1.13081 111.91463 0.8542714583
0.9021 1.15834 96.1034 1.049224189
1.14451 0.98686 134.38106 1.8569366715
1.02419 0.84211 130.4134 1.4416151241
0.8866 1.14257 97.26002 0.9770742502
0.9268 0.93895 84.96582 0.4523633669
0.97764 0.9928 80.88099 0.4607816683
0.97544 0.97326 107.193 0.0197905216
0.90785 0.89485 99.51403 0.2145894613
0.94755 0.94802 103.28922 0.0078562643
0.93509 0.99379 99.12807 0.058697776
0.94647 0.94411 109.92209 0.0287021753
0.91372 0.9318 81.64852 0.7054337262
1.04324 1.03742 84.18002 0.4362324494
0.94179 0.96891 106.13181 0.0119970462
0.94465 0.9372 113.88055 0.0809684146
0.95123 0.9648 106.55169 0.0054089744
0.93055 0.92245 85.23399 0.4959468113
0.8983 0.94991 100.38876 0.1179148589
0.96321 0.96668 106.59228 0.0059720223
0.96947 0.99534 71.13055 1.2347719776
0.84409 0.96745 133.50857 1.0283561472
0.95185 0.97344 103.11607 0.0075834535
0.88235 0.86008 104.41424 0.4079294325
0.85759 1.04791 104.32969 0.4856740055
0.96688 0.96494 101.50312 0.0066922419
0.89017 0.9688 114.82673 0.176647338
1.13362 0.85205 114.97516 1.2817004011
0.99983 1.00329 100.15108 0.0920587085
0.82735 1.00075 82.07114 0.9293474415
0.97012 0.97181 108.92298 0.0229383356
1.19174 0.82785 90.60344 2.151638077
1.01142 1.04675 104.4807 0.275462912
1.04093 1.0537 83.03448 0.470109438
1.16064 1.09029 83.8962 1.3465317997
0.90928 1.076 88.23736 0.4136144776
1.06532 1.09181 92.85643 0.65135229
0.92973 0.83036 87.46587 0.9494336067
0.93884 0.94058 107.76889 0.0245275043
0.83994 0.78659 97.907 1.2546610791
0.99745 1.0135 95.19607 0.1241975022
1.00922 0.89497 106.43863 0.1804736156
0.98312 0.91492 97.27747 0.119720462
0.9796 0.98587 104.19393 0.0302180807
1.06163 1.02513 74.63915 0.9885297919
0.97454 0.97401 107.32532 0.0201029713
0.9345 0.97949 130.26598 0.535176926
0.97165 0.92635 98.82837 0.062722242
0.88786 0.8722 91.1538 0.6013707039
0.96296 0.95447 98.52089 0.0257983831
0.97167 0.9668 109.76907 0.0270363104
0.96997 0.96218 112.98457 0.0552362033
0.88682 0.87792 87.41458 0.7439165614
0.95548 0.93769 107.97257 0.0199638905
0.97281 0.97597 104.09382 0.0126150932
0.9605 1.09109 110.97378 0.4773732994
1.16326 1.04772 79.61094 1.4154371055
0.90916 0.90616 112.12672 0.1746329726
0.93953 1.1931 84.95794 1.0181823154
1.02488 1.003 122.87792 0.3895299196
1.05972 0.94955 67.99879 2.11356799
0.9263 0.92415 115.16984 0.1429493275
1.01678 0.922 97.88134 0.1611160168
1.12701 1.01321 111.45884 0.8837349778
0.87112 0.86069 103.65079 0.4570470459
0.94883 0.94449 109.46526 0.024049757
0.85465 0.88655 92.74555 0.6316469059
0.82818 0.84393 115.9172 0.8952262652
0.94292 0.99465 107.54464 0.0470710433
1.04537 1.1024 103.62658 0.7303803624
0.96613 0.96574 101.83062 0.0056200078
0.96146 0.9751 129.85752 0.5282545498
0.97299 0.96892 101.08759 0.0122074905
0.94929 0.98536 104.84894 0.0215195012
0.96004 0.95792 111.04738 0.0299645445
0.98311 0.97452 93.5416 0.0876435576
1.02671 1.02149 102.23685 0.2160475114
0.79167 0.88693 118.59239 1.003911383
1.00258 0.94399 95.83018 0.1099034264
0.97381 0.95154 103.08455 0.0082580041
0.96342 0.96182 101.82071 0.0044286666
0.92652 0.89846 94.6569 0.2490191845
0.97391 1.01346 100.92768 0.0810254812
0.96428 0.99643 102.82558 0.0370866608
0.85996 1.05727 84.95023 0.6275370158
0.89939 0.96086 115.00104 0.1510533664
0.92339 0.91811 115.69081 0.1715426689
0.95793 0.94533 131.14752 0.6967527526
1.02886 0.92224 73.52501 1.4779415639
0.9602 0.98799 108.81671 0.0357751483
0.96096 0.96338 102.27852 0.0030182992
0.97526 0.95779 102.56606 0.0085474231
0.9149 0.9267 86.18618 0.4684294617
0.93875 1.35797 95.43287 3.8628313182
1.17763 0.86359 95.38828 1.590923078
0.94138 0.97414 102.81961 0.0158104385
0.96716 0.94859 98.1407 0.0346750744
0.89543 0.86977 133.1346 1.3520113137
0.91492 0.94157 107.76271 0.0614913788
0.92901 0.94408 105.48023 0.0285716874
0.95106 0.96587 105.29887 0.0034755437
0.98909 0.93854 114.68093 0.1238736757
0.9761 0.97504 102.01022 0.0155318882
0.85715 0.99124 87.44005 0.5271374052
0.9748 0.97569 101.93681 0.0151154866
0.94467 0.96067 96.74963 0.0490339702
0.99035 0.99245 87.04059 0.2260886009
1.2761 0.95716 99.93574 2.6359711496
0.94102 0.94406 113.78551 0.0731228548
0.95904 0.95635 88.04691 0.2333369032
0.95381 0.96429 93.47662 0.0878097739
0.95992 0.97326 90.45773 0.1395699357
0.96342 0.95845 103.73531 0.000735315
0.9978 1.02056 94.04303 0.146186169
1.00651 0.99413 99.02381 0.0925379774
0.98197 0.93461 90.55039 0.2122253962
0.8021 1.01356 90.6711 0.8585154049
0.86273 1.04991 117.50826 0.4762563017
0.76011 0.91256 103.82303 1.0990617986
0.95939 0.94135 102.67184 0.0110581626
0.95039 0.98272 110.08401 0.0361271912
0.96203 0.96164 105.23435 0.0011374236
0.92408 0.945 93.77733 0.1450111135
0.96401 0.95045 106.21502 0.0049143834
1.03427 0.98753 101.97405 0.1665915293
1.02914 1.0252 77.86168 0.6496111095
0.97248 0.9741 107.25344 0.0181228126
0.88716 0.92412 80.37404 0.9295193909
0.9814 0.9413 121.73703 0.2806903941
0.94432 0.94599 96.63893 0.0632876954
0.94889 0.94381 104.99644 0.0083639322
0.95673 0.93224 105.07104 0.0186444473
0.96723 0.96726 102.39218 0.0051225014
0.93834 0.94214 107.2475 0.0216619343
0.95747 0.99993 102.52415 0.0439187227
0.98887 0.88395 108.71635 0.189047061
0.97607 0.96647 105.23303 0.0104472761
1.19826 0.96969 101.03239 1.5001469781
0.92848 0.99593 99.3125 0.0717788908
0.9453 0.94648 106.07377 0.009723405
0.93863 0.92704 121.18884 0.2746027277
0.82256 1.00278 118.17339 0.5846469938
0.89644 0.85955 90.98208 0.6514102579
0.95254 0.89267 105.37972 0.1156549581
0.87849 0.87405 93.14905 0.5584632843
1.00502 0.99293 126.37828 0.430105031
0.94427 0.97995 103.38762 0.0178659509
0.94548 1.01429 107.16048 0.0922166857
0.98432 0.98005 118.38917 0.1600863485
0.95678 0.95639 104.44385 0.0002600563
0.99927 0.95177 100.3819 0.0524995907
0.92602 1.02903 94.30913 0.1774162083
0.79873 0.97226 86.29227 1.0202258057
0.96355 0.95332 130.07703 0.6045295617
0.97589 0.97392 104.10266 0.0133751503
0.99823 1.1457 76.88382 0.7022090072
0.99245 1.24139 96.77092 1.9553060077
0.86996 1.25576 112.02241 2.5024831261
0.98593 0.97554 108.49133 0.0412401281
1.05263 0.83866 79.07399 1.6729745654
0.92963 0.93993 110.31507 0.0512223103
0.98561 0.98155 103.16587 0.0312939783
0.9867 1.00008 96.54102 0.0769686474
1.12332 1.12657 116.70166 1.495555527
0.87476 0.88517 93.66662 0.5038540394
1.0248 0.98606 79.53686 0.6286668065
1.00194 1.0099 121.09692 0.2768103062
1.0429 0.81369 105.4714 0.750502476
0.96789 0.94758 98.06336 0.0366679918
0.99393 0.88092 74.33811 1.6313431612
0.8651 0.85958 95.40261 0.6329920623
0.93253 0.94652 104.07302 0.022463348
1.12901 0.95515 142.57295 2.7238788118
1.05967 1.09005 92.22371 0.6085435431
0.9899 0.94584 101.91162 0.0334584178
0.95795 0.95551 107.39048 0.0062335565
0.96634 0.92769 106.36315 0.0294050867
1.11254 1.05896 121.52451 1.0353787841
0.8984 0.89818 127.00853 0.7111308138
1.02883 1.01764 100.99219 0.2089659887
0.97775 0.94086 111.92069 0.0628089284
0.95932 0.94372 104.16979 0.0061392959
0.94543 0.9525 110.00179 0.0248671832
0.95004 0.94814 110.11321 0.0259203275
0.97991 0.98262 109.69244 0.0477718761
0.96597 0.96644 101.84905 0.0057059466
0.98469 1.14606 90.23348 0.7318442128
0.94243 1.00812 94.32722 0.1054494872
0.95323 0.94422 89.04861 0.2313062104
0.97059 0.97454 106.56061 0.0145692138
0.9501 0.94883 101.99038 0.0099296123
0.94406 0.93689 102.00094 0.0251406043
0.95371 0.95543 103.09074 0.0023737977
0.94994 0.94652 101.01765 0.0163940571
0.9195 0.92133 115.91145 0.174169499
1.02267 0.79491 91.15767 1.1327905906
0.95624 0.89222 101.33035 0.1325604159
0.95244 0.95045 103.96 0.0031707256
0.91344 0.97999 97.0193 0.10317338
0.98058 0.98578 94.5626 0.0732322274
0.98751 0.96557 143.2926 1.856135836
1.16909 0.99333 102.30325 1.1833551269
0.95338 0.96839 103.24745 0.003828321
1.05997 0.96344 89.84391 0.396931756
0.91288 0.99103 96.84065 0.1158226051
1.15222 0.82924 83.88578 2.0758264133
0.94393 0.95671 104.54443 0.0059008768
0.80088 0.88673 98.81595 0.8575949911
0.96286 0.96277 102.2997 0.003076923
0.97414 0.9661 112.24207 0.0510955144
0.97394 0.97567 103.85486 0.0130670646
0.85763 0.87161 104.30439 0.4671173318
0.98272 0.99694 104.85123 0.0540095449
0.98126 0.98524 105.56425 0.0338781021
0.96536 0.99973 102.95824 0.0440171594
0.96478 0.94876 98.13214 0.0340956444
0.90681 0.78415 132.04028 2.0328567138
0.97184 0.92322 110.97906 0.0727209901
0.96107 0.97723 85.5422 0.2820514011
0.95576 0.9619 93.97109 0.0801097927
0.97991 0.98424 102.75395 0.0276451597
0.87483 0.8834 121.92159 0.618908503
0.92567 0.98198 105.81735 0.044327001
0.92432 1.0733 86.16127 0.3813615804
0.95761 1.16578 78.80328 0.7491405723
1.10779 0.98895 79.0431 1.0653898051
0.92221 0.91774 113.3527 0.1342535343
0.94163 0.93689 105.33091 0.0200472666
0.93731 0.91046 84.17934 0.59804363
0.97151 0.96754 113.43177 0.0623304083
1.02194 1.02538 102.4681 0.2134217929
0.97286 0.98025 95.54186 0.0549134428
0.95726 0.96253 96.46503 0.0436108319
0.93171 0.95508 103.24056 0.0215609637
1.01932 1.00779 119.81845 0.3049290216
1.03548 0.92748 101.47734 0.1862450732
1.03385 0.9815 104.48221 0.1618004742
0.92951 0.92076 114.46367 0.1340540673
0.96598 0.94301 106.45349 0.0108873046
0.97109 0.97462 107.35183 0.0179080425
0.89222 1.07191 73.12205 0.9965039652
0.97387 0.94921 110.27862 0.0347089014
0.93077 1.0591 104.48756 0.2884443744
0.97602 0.98253 105.53468 0.0245614421
0.99965 1.02165 110.37541 0.1742918605
0.85411 0.9651 119.86716 0.4098894543
0.94194 0.90044 104.87475 0.096337101
1.11129 1.11337 100.60188 1.1887042267
0.9492 1.01508 106.74022 0.0913099673
0.9579 0.95933 103.53618 0.0004715105
0.96592 0.93965 100.19082 0.0264462329
0.979 1.104 93.0215 0.4721792368
0.95627 0.99406 99.83485 0.0380921669
0.95708 0.95663 104.44723 0.0002026143
0.96236 0.99728 102.94917 0.0384074391
1.01861 1.02009 102.80709 0.1866424055
0.97987 0.93179 113.48692 0.0995955957
0.92061 0.93786 110.77831 0.0717275358
0.96289 0.92698 102.13665 0.0332341125
0.9754 0.94052 131.78043 0.7814920955
0.96993 0.95466 101.86858 0.0075659167
0.94643 0.91761 82.0885 0.6786029507
1.00246 1.00041 100.64521 0.0913563664
1.28831 0.98152 100.94814 2.8507694023
1.11228 0.9673 126.6417 1.1105474614
0.98103 0.98172 110.22877 0.0519285407
1.19526 0.84352 116.0199 2.0599696657
0.88556 1.10964 99.88565 0.7293411308
1.02889 1.02113 124.3719 0.461370564
1.11639 0.93003 114.05853 0.7958720587
0.83965 1.05522 77.79331 1.0145529303
0.99589 1.01484 79.49156 0.5067389301
0.95423 0.95537 103.08724 0.0022434718
1.01587 0.94483 105.91597 0.095358395
0.92915 0.93022 108.16465 0.0504212895
0.97389 0.97504 104.30835 0.0127764041
0.88961 0.86459 92.28636 0.5948904923
1.07346 1.07477 90.53813 0.6015075212
0.89636 0.96653 114.06047 0.1480406496
0.9508 0.94662 104.04794 0.0058249995
0.95452 0.97486 100.9092 0.0130041927
0.98153 0.94369 107.48351 0.0279553765
1.01386 0.93557 98.5741 0.1182367284
1.0557 1.04513 83.68446 0.5062299173
0.97101 0.96972 100.97223 0.0117341222
1.00045 1.00705 99.98978 0.101597726
0.87146 1.11277 99.07373 0.8116892892
0.99013 0.99655 89.32995 0.1687323506
0.98818 0.89412 96.15195 0.2160990917
0.9692 0.98087 89.65538 0.1519158638
0.99854 0.99211 104.8643 0.0714653144
1.03432 0.8795 88.78435 0.6304705215
0.97078 1.1355 76.61325 0.6692099627
0.94884 0.95107 101.58923 0.0110663155
1.00759 0.81671 114.85549 0.7344608436
0.97942 0.98495 109.80317 0.0508699434
0.97721 1.06605 82.7112 0.3681176406
1.15369 1.02533 91.21487 1.0769520671
0.9778 0.96646 92.42719 0.10662612
0.97037 0.9578 106.74653 0.0081082077
0.96176 0.9684 91.25122 0.1253809375
1.04587 0.86799 94.86108 0.5361881043
0.93573 0.92725 109.19213 0.0527090571
0.95084 0.97413 103.4275 0.0082232728
1.03036 0.91953 94.02675 0.2743010935
0.97048 0.97899 119.20599 0.1568677717
1.0991 0.96966 136.8722 1.7019424358
0.97603 0.97488 104.12573 0.0142954825
0.94051 0.9853 115.00668 0.0873451951
0.88975 0.98583 114.32744 0.1831441355
0.85194 0.92923 107.51831 0.3199111952
1.17417 0.83528 110.15058 1.7024126546
0.97567 0.96514 103.79139 0.008316078
0.89109 0.94163 92.30109 0.2845204158
1.15163 1.14914 100.48529 1.8582219125
0.89821 1.17494 96.08229 1.2295833482
1.1325 1.11305 119.45824 1.4820466316
0.97794 1.15711 79.3922 0.6980657632
1.2176 0.97198 101.84709 1.7570237391
0.92754 0.93246 106.96546 0.0452518956
0.96738 0.91566 105.5442 0.0515927496
0.98205 0.82544 106.69632 0.4876157076
0.95846 1.22435 89.23409 1.4376412592
1.00636 0.9666 69.77433 1.5851006247
0.94729 0.93433 104.09439 0.0195386852
0.95441 0.9621 106.98378 0.0051499538
0.95588 0.96704 92.14916 0.1096684374
1.16887 1.16729 100.81041 2.2281555962
0.87763 1.15186 98.72364 1.1216960178
0.94282 0.9375 99.71932 0.04096965
0.84687 1.06226 77.9453 0.9562808569
0.94072 0.935 108.51113 0.0325279273
0.98742 0.94292 104.50302 0.0286177912
0.94769 0.95132 101.87577 0.010420955
0.94875 0.9566 117.01237 0.1113924395
0.93658 0.94317 114.20939 0.0835809883
0.96229 0.96261 102.29565 0.0029893611
1.13155 0.90751 134.59668 2.1076815318
1.05186 1.04597 86.52091 0.4351900847
0.97251 0.95238 103.82032 0.0061816903
1.08279 1.09484 90.05871 0.7443969367
0.96305 0.97246 108.68355 0.018270066
0.96677 0.95588 91.14566 0.1431106815
0.96745 0.96473 102.50179 0.0042486566
1.11127 1.06452 118.12172 1.0069308475
0.91048 1.02084 99.90451 0.1686033102
0.8336 0.81488 115.39336 1.054886474
0.94514 0.97023 109.60926 0.024249199
0.98219 0.99189 100.0855 0.0444772162
0.98053 0.95361 112.91038 0.0685119944
0.96848 0.96992 103.7147 0.0055099636
0.93731 0.94263 102.14069 0.0250626241
1.02423 1.02971 109.54595 0.2695709557
0.93436 0.93737 114.62537 0.0996094866
0.95178 0.93135 103.0682 0.02374271
0.89996 0.91153 77.01174 1.2365324062
0.94765 0.95056 104.06329 0.0052728039
0.95388 0.95743 109.20327 0.0155007105
0.86481 0.91314 122.14094 0.5380611729
0.96157 0.92308 109.84324 0.0555189322
0.97484 0.96663 85.32818 0.3109719486
0.946 0.92385 99.95886 0.0594837257
0.87606 0.86415 102.72844 0.4241712192
0.86649 0.88052 133.57148 1.4059948156
1.04293 0.87568 94.06425 0.5025036226
0.96579 0.95053 105.29475 0.0037460133
1.1981 0.88082 121.40533 2.101071869
1.21337 0.87413 83.56765 2.430274268
0.96465 0.96388 92.75444 0.0982619543
0.99463 0.93286 118.23623 0.2221611206
0.95749 0.95851 101.56303 0.0054396757
1.00807 1.02751 123.76077 0.3775041355
1.06065 1.03999 83.92129 0.5193246081
0.95127 0.9485 131.37448 0.6957364325
0.86258 0.79828 115.61204 1.0394990197
1.05752 0.8919 119.32239 0.6391620727
0.95658 0.95786 108.44984 0.0109315204
1.05193 1.03999 79.24424 0.6417664601
0.90093 1.07498 88.21509 0.4382943735
0.96242 0.96387 109.36486 0.0179566351
0.96333 0.92186 110.57816 0.0655252175
1.03008 1.11998 91.82709 0.6622276549
1.00275 0.95166 104.61641 0.052861677
0.95672 0.96378 92.73992 0.1004008878
0.98272 0.97696 93.10904 0.0933879697
1.04492 0.93051 75.11583 1.3081033336
0.93759 1.18248 90.83676 1.0791869159
0.97974 0.94271 109.73318 0.0413455826
0.8945 0.94346 119.63713 0.2695711382
0.98736 0.87777 79.22948 1.1496739077
0.97556 0.97807 95.35154 0.0578511396
1.00264 1.02435 119.96212 0.283981762
1.00601 1.12963 112.54887 0.8429274702
0.94707 0.95448 129.7707 0.5732918518
0.96882 0.96575 113.80529 0.0644359011
0.97579 0.9623 92.7606 0.1027846042
0.91982 1.25467 94.81734 2.1149036804
0.88432 0.93095 109.05759 0.1711106302
0.95704 0.96937 94.5714 0.0660115498
0.87696 1.04272 93.42595 0.3898742125
0.94539 0.9572 105.22265 0.0049739636
0.96942 0.94101 129.03945 0.592935147
0.96683 0.96536 104.3176 0.0027763957
0.98591 1.26718 99.54019 2.4232199759
0.86066 1.13715 114.99773 1.0554927801
0.91048 0.89976 98.96367 0.1979298489
0.95108 0.9508 104.31578 0.0032713924
0.97465 0.96946 106.4087 0.0135919944
0.95978 0.88581 114.52544 0.2352995789
0.96662 0.96484 102.19626 0.0046218063
0.99266 0.99016 107.89535 0.0680901504
0.98387 0.97408 116.90938 0.1309223598
1.17561 0.95475 110.86801 1.3121084923
0.96725 0.91518 112.73299 0.1096819173
0.93708 0.91697 111.03314 0.0874800562
0.9989 0.99449 99.12055 0.0764339072
0.97544 0.95922 108.60076 0.0211994644
0.8705 0.87938 93.13039 0.5691030303
0.96846 0.8631 115.66653 0.3762636142
1.02555 1.02323 103.4427 0.2215577916
1.19011 0.85917 96.10893 1.7493167
1.00359 1.27796 96.48279 2.506807901
0.94747 0.95284 112.09054 0.0424440504
0.97237 0.98364 95.06051 0.0612993915
1.02269 1.10753 81.05718 0.5594591119
0.92576 0.89921 115.61758 0.2245723366
1.24325 1.04995 112.09731 2.4366759967
1.03896 0.94826 100.50421 0.176820009
0.95318 0.96872 103.43889 0.0038435683
0.95137 0.94865 101.13698 0.0134043951
1.15561 0.89723 97.33729 1.1588566865
0.75712 1.02321 106.71419 1.1834334887
0.95699 1.18799 84.6234 0.9461714243
0.94865 1.01098 106.18825 0.0782871252
0.87818 0.91311 83.31843 0.8252532358
1.21828 0.99365 102.03594 1.7889008847
0.94214 0.97931 106.3231 0.0209068939
0.91174 0.89163 129.8297 0.8992911167
1.02104 1.02189 126.31731 0.4854719527
0.83416 1.09771 117.51734 0.88024923
0.95076 0.9589 115.58665 0.0849808383
0.97398 0.97474 107.1415 0.0194761839
1.27904 0.91755 89.06028 2.9044292747
0.89561 1.30941 92.60805 2.9288737534
0.95578 0.97065 102.30722 0.0059247073
0.90169 1.11381 100.18323 0.7045848812
0.95811 0.9382 107.78203 0.018478737
1.13167 1.13747 96.98754 1.4967723348
0.96095 0.966 109.88333 0.0216682311
0.95897 0.90683 141.04099 1.9026088969
0.9321 0.93023 100.66512 0.0572767646
0.97101 1.01672 94.51484 0.1075546398
0.91956 0.9506 104.44602 0.042251826
0.95372 0.96403 93.55781 0.086622451
1.09063 1.12924 126.73354 1.2418536375
0.96477 0.94872 98.748 0.0282654033
1.2388 1.01105 99.25637 2.0951245497
1.13679 0.87503 111.37713 1.105102046
0.99164 0.96628 97.93389 0.0497735405
0.9504 0.9493 100.67282 0.0161103522
0.94902 0.94762 104.5468 0.0057166344
1.02465 1.01634 102.81645 0.194870997
0.96346 0.98752 109.07482 0.0373110666
0.97199 0.9818 94.92084 0.061964486
0.95032 0.97146 104.15879 0.0061911813
0.97501 0.97498 104.03345 0.0134270681
1.03824 0.87351 123.70071 0.8237154533
0.9559 0.93983 107.29426 0.0146749569
0.96061 0.95902 92.85984 0.1015704372
0.97719 0.93929 107.12041 0.0251206229
0.96047 0.96077 110.1861 0.0227540549
1.21495 0.95638 103.85501 1.7311084608
1.01505 1.00861 120.08177 0.2959271699
