dis_1 dis_2 ang_1 delta_int
0.98915 0.96389 98.68565 -0.0060164683
0.87971 1.08044 132.52615 0.0397673676
1.05107 0.86981 94.57672 -0.0004496688
0.92534 0.98794 122.56642 -0.0007959550
1.02287 0.80566 126.16513 -0.0340130314
0.96949 0.95227 107.07174 0.0003686167
0.92925 0.93209 93.46198 0.0199036222
0.93942 0.98219 121.91678 0.0022567089
0.96687 0.97124 99.42986 -0.0029907775
0.94754 0.94239 109.6891 -0.0041408838
1.02985 1.02966 115.21634 0.0334424640
0.95866 0.94541 112.25583 -0.0028430071
0.94656 1.10023 107.51025 0.0119731615
0.96549 0.91819 108.78653 -0.0038849308
0.87553 0.97359 110.36572 -0.0100922532
0.94192 0.9407 104.74861 -0.0005359375
0.93959 0.94061 112.56518 -0.0084365419
0.96917 0.96943 103.85751 -0.0003179338
0.97467 0.94866 121.26079 0.0025630288
0.98754 0.93248 116.11953 0.0015049795
0.95451 0.97699 93.03558 -0.0050149533
1.00635 0.94715 92.50967 -0.0136692180
0.992 0.78711 105.52194 -0.0008515167
0.9554 0.95508 103.0712 0.0002518734
0.99222 0.94525 97.5281 -0.0039842723
0.91469 0.9249 83.00799 0.0629223849
0.93299 0.98487 115.87723 0.0007645375
0.95189 0.9874 109.17606 0.0029797931
0.95674 0.9388 107.7076 -0.0020586570
0.96007 0.96458 106.55715 0.0004330390
0.90818 0.91068 112.61819 -0.0240157763
0.89975 1.23063 81.64837 -0.1763030111
0.96045 0.96 110.0899 0.0004339840
1.09067 1.11397 116.64707 0.0610960143
1.01253 1.01391 119.25762 0.0362727762
0.97174 0.9702 98.80356 -0.0040359814
1.21557 1.19938 99.06536 -0.0963404184
0.98525 0.93376 107.18577 0.0006057591
0.96347 0.97272 130.13613 0.0111328325
1.11179 1.10731 99.85568 -0.0473536458
0.99383 0.97027 102.95102 -0.0020164118
0.9605 0.95947 100.97779 -0.0002255100
1.10366 1.05262 105.26961 -0.0029689395
0.95585 0.97303 129.02148 0.0065995361
1.05532 1.03972 85.25593 -0.1136739572
0.96056 0.95589 107.07243 -0.0000887537
0.94435 0.94693 106.34089 -0.0015642403
0.8388 0.98647 116.67295 -0.0259146911
0.95107 0.95363 102.22129 0.0007750758
0.95337 0.92947 102.83666 0.0014802418
1.09773 1.02658 77.73035 -0.2018307611
1.02698 1.03335 74.39392 -0.1680310521
0.99329 0.95516 147.01339 0.0293489859
0.8386 0.97975 116.2949 -0.0281420772
0.95752 0.95211 99.67233 0.0011163289
1.11144 0.83216 111.57939 0.0208054822
0.94239 0.99637 108.57975 0.0028798460
0.94922 0.94334 110.20877 -0.0040758342
0.90744 0.85218 85.27913 0.1123400117
0.97219 0.98001 99.80137 -0.0046960574
0.999 1.00464 100.35291 -0.0107046147
0.96892 1.06779 88.59074 -0.0620370837
1.0277 0.95438 102.19494 -0.0037766759
0.98636 0.98215 96.138 -0.0128955659
0.96732 0.94607 98.67728 0.0007793740
0.95481 0.95427 103.1154 0.0002888272
0.98779 0.99449 95.52503 -0.0177228814
1.06698 1.05889 85.75028 -0.1279918116
0.95617 0.95872 93.64989 0.0009452017
1.12639 0.85569 112.08305 0.0271085454
0.93599 0.9858 97.19232 -0.0007372770
0.96288 0.94235 100.57192 0.0014353973
0.95239 0.96144 115.44511 -0.0010787925
0.98134 1.019 75.27618 -0.0959501810
0.93874 1.10586 130.15399 0.0764362541
0.88296 0.92834 79.65085 0.1045249668
0.93909 0.98137 97.49358 -0.0004371291
0.97587 0.86758 84.50701 0.0517577225
0.98315 0.97162 95.01333 -0.0108044972
0.92482 0.91181 105.99295 -0.0046713106
0.94053 0.98242 98.0523 -0.0008552615
0.94896 0.94208 108.34599 -0.0030261151
0.93468 0.82268 85.97607 0.1062202771
1.05933 1.04422 85.96686 -0.1134781545
0.96624 0.95811 107.35619 0.0005656750
0.91422 0.92943 84.64145 0.0537310759
0.9993 1.14311 111.76827 0.0343085332
0.93565 0.98612 115.45513 0.0018338460
0.96158 0.96976 95.07111 -0.0039576811
0.95653 1.27297 105.81299 0.0114358017
0.94995 0.94438 100.61344 0.0025447250
0.81159 1.12272 106.13365 0.0162847591
1.08936 1.10606 118.31762 0.0688191236
0.98321 0.91313 92.94627 0.0077628444
0.99107 1.03925 79.84486 -0.1019509787
0.87278 1.24985 84.18162 -0.1455564069
0.77272 0.95359 114.27224 -0.0502192573
0.78636 1.00395 105.5037 0.0007631233
1.02507 1.02059 111.46263 0.0200323834
0.89266 0.96799 131.21651 -0.0353898814
0.83889 1.14801 89.40636 -0.0374088944
0.9693 1.20824 103.01525 -0.0104293900
1.05883 1.30621 100.75054 -0.0580006991
0.9574 0.95737 101.22959 0.0002613254
0.94801 0.89623 140.88101 -0.0625070453
0.94228 0.94575 102.72162 0.0013158537
0.9566 1.12142 130.9023 0.0934070063
0.97656 0.97451 117.17444 0.0105702222
0.96204 0.951 105.96872 -0.0001931350
0.96779 0.96523 90.42544 -0.0070575894
0.97921 0.9804 106.92878 0.0027193924
0.93328 0.93027 85.78486 0.0362171055
0.97688 0.91612 97.56239 0.0053059348
0.94732 0.94957 112.84694 -0.0047541067
0.95876 0.95548 115.24756 -0.0009656987
0.93394 0.91886 115.69992 -0.0200770548
0.90443 0.82583 87.61284 0.1133279051
0.88305 0.87247 90.1254 0.0806165583
0.92812 0.93297 106.36745 -0.0036235927
1.10039 0.91029 134.18474 0.0702893854
0.95644 0.95805 108.45604 -0.0003614614
1.02619 1.02432 109.90853 0.0158021331
0.97656 0.92892 99.38445 0.0020370731
0.94005 0.93963 102.34794 0.0020932089
0.95249 0.92372 98.89948 0.0068069912
0.96415 0.99925 101.92961 -0.0032679536
0.98228 0.93474 104.68494 0.0003752492
0.93429 0.95259 101.59857 0.0024546160
1.01029 1.00438 94.18321 -0.0309176569
0.95421 1.07644 113.03549 0.0252346835
0.91412 1.01946 114.46325 0.0066943845
0.78781 1.01522 95.71137 0.0313327883
0.95055 0.951 110.06865 -0.0025431569
0.89782 1.10172 96.89278 -0.0160214671
0.91628 1.14004 85.72712 -0.0904714703
0.94958 0.95132 101.20011 0.0015190183
0.93808 0.93592 81.79744 0.0374079397
1.12566 1.09393 100.87134 -0.0394968638
0.89073 1.04211 120.34715 0.0121188557
0.91694 0.90997 100.3052 0.0103860414
1.12726 1.20981 91.56506 -0.1624894262
0.96376 0.96656 89.87233 -0.0060942197
0.97345 0.84205 77.92424 0.1030624837
0.9744 0.94272 102.38745 0.0001856591
0.8005 0.87709 111.38549 -0.0567406387
0.83098 0.98356 118.28028 -0.0332430155
0.96255 0.95347 129.0755 -0.0009347221
0.98629 0.91029 98.57011 0.0040529075
1.30564 1.03961 96.93043 -0.0934862578
0.98414 0.98598 100.20794 -0.0065814909
1.24386 1.00405 102.36489 -0.0238608033
0.96905 0.97153 101.15169 -0.0021556293
0.95876 0.95748 109.42058 -0.0001978560
0.9719 0.97479 114.80938 0.0076489446
0.93722 0.90106 105.91736 -0.0042406044
1.07953 1.1977 112.18983 0.0395910934
1.1514 1.00217 90.69639 -0.1004079409
0.97416 0.98739 107.81407 0.0038597056
0.92763 0.92429 104.11653 -0.0000426868
0.95582 0.95508 99.37554 0.0009968519
0.9843 0.84508 117.74058 -0.0271666413
1.15286 0.96174 73.7248 -0.2434884693
1.25469 1.04983 82.68132 -0.2700946472
0.95017 0.97871 101.60362 -0.0008011488
0.93516 0.92917 83.83324 0.0405389231
0.85613 0.92145 108.75454 -0.0198054648
0.93967 0.9439 113.79027 -0.0086836668
1.10387 1.18024 114.4079 0.0530807849
1.05725 0.93759 105.67638 0.0041480302
0.86831 0.87559 92.9948 0.0660056163
1.0942 0.8302 114.83822 0.0179766301
0.99952 0.96065 102.85882 -0.0018337778
0.96286 0.95901 110.96906 0.0007493013
1.00309 0.99975 110.72608 0.0127652220
0.9575 0.95722 101.56517 0.0002348157
0.8047 1.07631 131.00877 0.0021381206
0.92737 0.91092 113.06599 -0.0197366488
1.13748 1.14243 91.38039 -0.1441374239
0.79414 0.91906 96.86485 0.0470850571
0.94136 0.9811 106.04739 0.0005099494
0.96739 0.99222 102.83905 -0.0019284964
0.96216 0.96096 111.00114 0.0009707130
0.9448 0.92475 92.32901 0.0189891554
0.9806 0.79506 107.49064 -0.0098234741
0.94115 0.93707 101.0803 0.0037132773
1.00059 0.99536 87.24367 -0.0452660945
0.8168 0.82634 117.69543 -0.1166680497
0.81166 0.95962 125.30158 -0.0751733961
1.00125 0.98438 98.31669 -0.0125299241
0.99405 1.01451 112.14108 0.0166530126
0.9464 0.90653 83.52117 0.0498882172
0.94424 0.96427 117.45907 -0.0029489861
0.97787 0.97316 101.72835 -0.0026074506
1.02876 0.91131 133.34753 0.0194513884
0.94263 1.04035 108.9971 0.0090895984
1.03566 1.30827 96.69605 -0.0953623109
0.98897 0.96201 101.67504 -0.0026060769
0.95025 0.84036 78.73234 0.1277569555
0.97564 0.92665 101.47429 0.0015738558
0.96176 0.94513 134.2498 -0.0073955330
0.882 1.02679 90.48857 0.0029538473
1.17821 0.97704 88.16682 -0.1226871726
1.19782 1.1426 91.76342 -0.1616242607
0.95419 0.78806 83.31289 0.1343566144
0.78882 0.99996 115.72594 -0.0304915938
0.93408 0.92859 106.87932 -0.0043080725
0.97497 0.97469 103.74693 -0.0006376672
1.07644 1.03431 84.0371 -0.1329000392
0.94535 0.95031 110.30105 -0.0036175525
1.03106 1.00841 123.68233 0.0511054537
0.98763 0.91425 93.25741 0.0055850399
1.02439 1.00686 126.52758 0.0544838890
1.18158 1.12373 94.89503 -0.1136120416
0.95772 0.94281 104.17553 0.0000920873
0.90946 0.90533 112.49922 -0.0248164576
0.95919 0.97121 106.44489 0.0007572750
0.79956 0.87927 121.83076 -0.1215329697
1.07524 1.24487 86.86983 -0.2163139379
0.934 1.02419 98.59405 -0.0063851954
1.03846 0.97993 92.93008 -0.0363324230
0.87813 0.85763 128.65101 -0.1195148052
0.94354 0.96874 98.86925 0.0009627215
1.03402 1.01519 133.78832 0.0805395704
0.96397 0.96447 106.86398 0.0007447136
0.98103 0.96245 102.01866 -0.0017479670
0.90743 0.99968 95.35813 0.0031454076
1.00308 0.9443 95.27371 -0.0082977199
0.94317 0.96626 106.17984 -0.0003188561
1.01615 0.96933 93.53173 -0.0231444364
0.95472 1.32047 114.22416 0.0743742812
0.86781 1.08191 84.8107 -0.0285287740
0.90763 0.9468 117.20067 -0.0215429157
0.96229 0.96329 92.58967 -0.0029977081
0.99854 0.98405 95.92187 -0.0169471265
0.95006 0.96194 117.99279 -0.0019197203
0.96576 0.96466 94.95091 -0.0037472600
0.98668 0.97074 108.64116 0.0043944708
0.94429 1.21224 86.46233 -0.1394794697
0.78603 1.0224 90.04793 0.0478172362
1.05344 0.92141 87.64166 -0.0336616764
0.95159 0.94316 103.68351 0.0003904987
0.83733 0.82401 98.40328 0.0444816292
1.04428 1.04967 86.23473 -0.1060380083
0.94945 0.95219 105.62618 -0.0006146308
0.93125 0.97669 113.49112 -0.0018241600
0.94726 0.93727 110.21595 -0.0054205903
0.94765 0.95303 98.76526 0.0028420080
0.90623 0.89309 121.21312 -0.0545254528
0.94268 0.97353 102.80021 0.0002132015
0.97237 0.9272 87.39226 0.0104829518
0.808 0.84828 91.09696 0.1218145217
0.99649 0.92224 115.74999 0.0016838013
0.90253 0.91165 113.21587 -0.0269024814
0.93928 0.9485 111.48771 -0.0058507231
0.93566 0.94382 99.522 0.0054723265
0.97127 1.00732 103.9046 -0.0010644676
0.97584 0.97674 95.02819 -0.0101494563
0.9786 0.96096 126.80188 0.0116613015
0.94702 0.94268 96.73117 0.0065691949
0.93145 0.89737 80.45253 0.0830987398
0.9282 0.92904 106.41443 -0.0039952487
0.87658 1.1172 113.21813 0.0283303471
0.99129 0.96746 107.66043 0.0035410534
0.88504 0.95817 105.46865 -0.0023251988
0.90707 0.87559 81.48729 0.1213713898
1.00896 1.01117 123.82601 0.0440691033
0.95064 0.9749 103.16607 -0.0001835271
0.97696 0.91202 116.62989 -0.0081429374
0.96213 0.98358 101.74276 -0.0021300372
1.11769 0.84029 117.91938 0.0320787384
1.2726 0.95749 99.35827 -0.0403108309
1.03512 0.98739 102.62461 -0.0061412851
1.0555 1.06847 82.24723 -0.1570772077
0.97236 0.97603 98.17831 -0.0057327171
1.11358 0.78508 112.09553 0.0195811644
1.01763 0.99719 121.97502 0.0384447267
1.06605 1.10268 101.55677 -0.0269194125
0.88309 0.92264 129.60977 -0.0718937039
0.95927 0.79969 134.4314 -0.1116722520
1.08284 1.0905 91.27063 -0.1044103709
1.16396 0.8871 95.55012 -0.0312615890
0.96331 0.95889 98.75606 -0.0007553944
0.92338 1.1029 86.51737 -0.0676263268
0.98175 0.97898 109.91436 0.0060770421
1.06109 0.92375 87.31703 -0.0402212752
0.90097 1.071 87.72336 -0.0327746908
0.89589 0.79123 128.48213 -0.1506893188
0.9825 0.96253 103.86704 -0.0003929428
1.09036 0.8025 98.5174 0.0100298947
0.97039 0.97027 112.0618 0.0045895177
0.99495 0.90951 96.22396 0.0035713319
1.00127 0.95089 105.70945 0.0015242748
0.83766 0.82298 97.94612 0.0490349152
0.95125 0.9533 107.43375 -0.0011538987
0.9662 0.96749 104.28234 -0.0000386394
0.97373 0.92333 110.52011 -0.0029473075
0.9928 0.97504 106.96378 0.0032514753
0.87106 1.06974 83.42347 -0.0243538583
0.96597 0.96635 101.72417 -0.0011166771
0.97056 0.95859 102.26087 -0.0006765323
0.97201 0.9472 100.05987 -0.0001194459
0.94428 0.94609 106.27277 -0.0015659506
0.9983 0.99889 86.39406 -0.0487554687
0.98825 0.97942 103.32511 -0.0017288938
0.93978 0.94039 102.08986 0.0023702437
0.99818 1.02841 94.09966 -0.0349473427
0.86162 0.88757 91.46059 0.0743282930
1.08184 1.0601 93.09499 -0.0785522607
1.12892 0.84353 114.13654 0.0309300736
1.08256 1.10279 91.56976 -0.1064379899
0.94167 1.02457 75.50087 -0.0586601804
0.94045 0.9582 107.82597 -0.0018129997
0.96 0.95789 108.19294 0.0000244919
0.94856 0.94875 94.58303 0.0062925019
0.95533 0.97196 129.55983 0.0057985035
0.93261 1.01337 98.19866 -0.0047911092
0.96142 0.93032 104.41425 0.0000425781
0.92698 0.88785 108.26678 -0.0126888245
0.94004 0.98175 105.96054 0.0004920072
0.86677 0.77746 106.1561 -0.0232192158
1.00209 1.01599 120.85673 0.0371963928
0.98435 0.96916 110.82561 0.0059806503
0.82964 0.98904 126.13273 -0.0472248078
0.84226 1.03876 80.2128 0.0225316739
1.23877 1.00345 100.79602 -0.0362054702
0.93663 0.93572 114.36061 -0.0123137372
0.86614 1.05436 90.08133 -0.0033842419
0.96176 0.96253 102.40714 -0.0003668517
0.96715 0.96554 104.39208 0.0000133106
1.00655 0.76462 97.52261 0.0320542536
0.83556 0.99919 115.9761 -0.0198908403
0.94963 0.96293 101.8696 0.0003924152
1.02398 1.02255 101.51631 -0.0122509842
0.97381 0.97663 85.06387 -0.0222494182
0.93059 1.04034 108.76723 0.0080472517
0.95238 0.9475 96.76059 0.0041554159
0.95988 0.95167 98.90845 0.0009997178
0.93863 0.9929 107.22926 0.0015946851
1.03338 0.93654 105.15203 0.0022369624
1.08776 0.9638 111.34452 0.0232737081
0.92108 0.97523 99.3056 0.0034579453
0.97419 1.09988 78.09453 -0.1552484675
1.04224 1.05627 75.77033 -0.1962024213
0.94955 0.96223 105.1585 -0.0001121702
0.98169 0.94306 97.8485 -0.0012724035
1.12521 0.91163 120.15134 0.0522286857
0.9719 0.96249 109.20199 0.0021840405
0.94767 0.82938 86.19014 0.0907171467
0.87932 0.91137 124.70739 -0.0688506402
0.95968 0.95944 101.09985 -0.0001369016
1.04915 1.07573 80.25637 -0.1763797958
0.95775 0.92606 117.55744 -0.0114100485
0.97446 0.94251 102.55034 0.0001892096
0.96175 0.96295 102.11756 -0.0004500214
0.96709 0.99705 101.92517 -0.0033615223
0.98062 0.94272 106.09736 0.0005321748
0.94852 0.95059 102.02127 0.0012192217
1.1339 0.87508 80.7218 -0.0909855784
0.94826 0.94538 105.94112 -0.0011485244
0.96162 0.96166 105.29839 0.0001530412
1.0605 0.91001 86.68095 -0.0342043438
0.97293 0.96839 106.8504 0.0015756910
1.15636 1.00078 90.5858 -0.1027213753
0.98761 0.95351 93.39072 -0.0081985167
1.01339 0.80077 105.65675 0.0013546396
0.99651 0.92525 104.07011 0.0007000989
0.95749 0.9546 108.66316 -0.0006658593
0.96808 0.96131 127.25627 0.0063797575
0.96208 0.96376 108.72283 0.0009734724
0.95181 0.95207 103.99588 0.0001090785
1.03678 0.77429 115.61673 -0.0156944796
0.91473 0.91868 111.76794 -0.0182926845
1.08893 1.02469 123.87717 0.0769502122
0.95526 0.96121 92.98653 0.0004325728
1.20569 0.96715 99.8074 -0.0321282086
1.05884 0.77891 96.25689 0.0221469993
0.96627 0.96246 109.0306 0.0014010448
1.01615 1.12029 111.5646 0.0311612148
0.8663 0.86735 105.2148 -0.0091260136
0.96608 0.97595 106.20378 0.0012070192
0.97432 0.97612 104.03343 -0.0003912319
0.9826 0.94073 122.3477 0.0030322545
0.96402 1.00214 110.68198 0.0079597745
0.95058 0.95364 102.3927 0.0007373076
0.94743 1.03839 103.92049 -0.0002871757
0.97278 0.95054 104.82332 0.0001640427
0.97273 0.941 97.02125 0.0009718253
0.9696 0.92587 105.59994 -0.0005047633
0.99406 0.96383 98.06358 -0.0076450641
0.95411 0.95428 104.50614 -0.0000595317
0.93514 0.94644 91.07459 0.0159602374
0.93292 0.93283 100.37161 0.0060022235
0.93445 0.92354 107.85506 -0.0063256262
1.07754 1.10522 91.34336 -0.1073893027
1.03071 0.83108 134.72403 -0.0255566418
0.87305 0.87248 88.76338 0.0962002178
0.9231 0.96938 111.37752 -0.0043741782
0.96574 0.96635 104.44053 0.0000303989
0.85578 1.05019 85.18944 0.0019073870
1.09943 0.98206 92.939 -0.0581139616
0.92916 0.9345 98.70364 0.0091510615
0.95575 0.96022 121.60811 -0.0007231318
0.97197 0.96717 92.84954 -0.0079042188
0.89722 0.96064 109.82392 -0.0088387424
1.19522 0.99007 99.53861 -0.0381679862
0.98932 0.94982 102.6836 -0.0008877508
0.93842 0.93962 108.47991 -0.0047350628
0.96153 0.98245 99.05536 -0.0041530196
0.96932 0.95469 107.09465 0.0005255068
1.20778 0.9681 99.23886 -0.0367295308
0.93862 0.94195 100.7511 0.0038701932
1.11588 0.81541 119.63779 0.0287172770
1.07948 0.98678 137.64172 0.1028931940
0.92524 0.9629 106.97532 -0.0020247775
0.91697 1.04872 87.84338 -0.0281954571
0.90578 1.03275 121.65538 0.0131598113
0.95695 0.95668 108.98874 -0.0005164007
0.97759 0.84063 117.9651 -0.0322082035
0.94133 0.95693 112.42161 -0.0041620424
0.96413 0.96078 102.17536 -0.0004491993
0.96601 0.95117 105.30909 0.0000289504
0.97275 0.97539 107.25106 0.0023124647
1.0307 1.00985 124.05253 0.0524049006
0.98842 1.00756 119.24588 0.0270721391
1.03231 0.98724 107.04173 0.0060144430
0.93235 0.92646 106.5452 -0.0040786787
0.96163 0.97631 84.46228 -0.0144041279
0.98691 0.99184 107.98564 0.0053736708
0.99375 0.92086 106.29675 0.0007243858
0.95903 0.98896 97.40023 -0.0063835376
0.98262 0.98745 104.92326 0.0004820735
1.00841 0.93634 99.89111 -0.0031207591
0.90285 0.93994 82.02357 0.0635200238
0.88305 0.87545 92.37823 0.0642192740
1.14933 0.8945 95.09619 -0.0324814961
0.85499 1.048 84.16627 0.0038300183
0.95411 0.97614 106.47413 0.0008102222
0.98341 0.9613 103.81695 -0.0004201532
0.80617 0.9972 126.80257 -0.0540787267
0.9488 0.9489 104.3003 -0.0000287382
0.79755 0.91237 98.73658 0.0341852208
1.03463 1.05125 84.98996 -0.1099545037
0.96221 0.96257 101.37411 -0.0006129878
1.08158 1.23209 107.60998 0.0055292645
0.97035 0.99672 102.4487 -0.0028735590
0.93587 0.93113 100.01421 0.0064334261
1.04006 1.05022 84.78143 -0.1141349141
1.30408 1.07628 105.64334 -0.0142201487
1.05296 0.8533 116.52123 0.0062948341
0.95152 0.94054 109.45948 -0.0036390589
0.97721 0.98543 105.86215 0.0016213187
0.96596 0.96531 101.79361 -0.0010072764
0.99868 0.87222 86.12445 0.0278235151
0.92673 0.93114 78.60566 0.0616017992
0.92821 0.93134 114.63665 -0.0163932729
0.87979 0.85982 93.77683 0.0621180394
0.91278 0.97173 101.25402 0.0032670450
0.93429 0.92859 106.50877 -0.0037093100
0.96774 0.96598 102.05755 -0.0010677876
0.94596 0.94359 102.64296 0.0013183837
0.98661 0.97873 117.31562 0.0149918739
0.98524 0.95689 109.65764 0.0035433219
0.97288 0.96653 85.35601 -0.0145349887
0.93384 0.93834 101.14774 0.0041556216
0.96013 0.95967 101.1081 -0.0002002429
0.98071 0.84776 116.40861 -0.0252788615
0.97618 0.97592 98.27157 -0.0063260419
1.07654 0.94973 111.5089 0.0207934779
0.94068 1.0087 94.95932 -0.0091758702
0.95887 0.96801 121.75747 0.0039559366
0.9476 0.9422 108.41242 -0.0032306735
0.98118 0.98591 102.85104 -0.0023736798
0.88401 1.04648 78.20928 -0.0212859262
0.96647 0.99473 98.67916 -0.0074293161
0.92474 0.9141 98.5272 0.0137037812
0.85724 0.8971 122.51299 -0.0824626930
0.95361 1.01625 94.09589 -0.0167781436
0.97842 0.98194 95.39945 -0.0118825302
1.03492 1.1589 100.1894 -0.0383231361
0.96676 0.94214 106.48887 -0.0004154478
1.18613 0.95907 84.78894 -0.1496629978
0.87623 1.14664 76.68976 -0.1307853153
0.92869 1.14897 85.11903 -0.1070558052
0.95643 0.94988 107.70093 -0.0010671261
1.02214 0.91141 102.94342 0.0008833285
0.97431 0.95439 101.24295 -0.0009553801
0.93851 0.94397 101.74615 0.0025989301
0.99567 0.98845 109.26728 0.0079164075
1.03547 1.02744 108.39802 0.0116141158
0.99304 1.15168 112.02736 0.0366064016
0.84964 1.11202 81.29162 -0.0514009173
1.0198 0.94429 99.80437 -0.0058497035
0.96589 0.95107 105.10771 0.0000265520
1.1081 1.11765 98.86646 -0.0565242559
0.97555 0.95333 92.12403 -0.0044456117
0.96749 0.95346 103.06929 -0.0000910010
0.89171 0.98233 105.22875 -0.0001358097
0.95508 0.95393 103.15186 0.0002838268
0.94719 0.96486 103.40003 0.0001993126
0.9661 0.97765 125.70893 0.0131852415
0.91767 0.92127 94.69815 0.0242694204
0.9248 0.96928 106.36788 -0.0010535963
0.95464 0.94258 132.13003 -0.0133937955
0.95055 0.96599 102.08525 0.0001117476
0.85262 0.86232 82.45453 0.1767564308
0.94146 0.94538 105.46104 -0.0010830783
0.93811 0.95227 111.70088 -0.0054452550
0.96023 0.90188 74.21588 0.0695764248
0.95147 0.96623 106.86372 0.0000486808
0.98325 0.97938 100.67252 -0.0049885790
1.11645 0.90009 129.46442 0.0667708869
0.99846 0.88921 111.32856 -0.0032793539
1.0326 0.98028 102.14685 -0.0066446090
0.96809 0.95309 103.0862 -0.0000911517
0.95423 0.95746 110.10635 -0.0009362851
0.92913 0.93319 120.38857 -0.0231268836
0.9644 0.95166 106.41798 -0.0000601697
0.93382 0.98281 97.44999 0.0004047550
0.9554 0.97603 106.78186 0.0009846478
0.98949 0.92868 108.13889 0.0007553065
0.87001 0.87046 105.05329 -0.0077127609
1.06329 0.96526 85.284 -0.0733266684
0.9889 0.93664 114.4209 0.0027170633
0.95463 0.9568 108.73063 -0.0007572716
0.99674 0.90947 95.45247 0.0033636968
0.97723 0.97432 103.92987 -0.0005068199
0.99076 0.99204 97.22411 -0.0142681197
0.94986 0.94925 101.70803 0.0013968836
0.94874 0.95606 93.56134 0.0044381989
0.87365 1.04148 93.94976 0.0010152520
0.97747 0.96506 106.35577 0.0013406561
0.96581 0.96105 105.40856 0.0002789333
0.9145 0.91117 141.68396 -0.0821855239
1.1404 0.96017 93.91713 -0.0575938453
1.04123 0.96945 115.05885 0.0242232703
0.85112 0.99854 131.6641 -0.0376669162
1.01435 0.92687 98.05073 -0.0039460859
0.97347 1.19281 101.96132 -0.0174820874
0.9234 0.90035 108.11834 -0.0112600368
0.83635 0.80492 114.1838 -0.0910213699
0.96752 0.84332 131.15169 -0.0665936397
0.95877 0.95903 101.27481 -0.0000118017
0.9348 0.97738 112.98495 -0.0007984092
0.96972 0.96884 104.00859 -0.0002277901
1.18755 1.18808 100.93573 -0.0675834096
0.83383 0.79757 120.62591 -0.1441141862
0.91844 0.92137 114.33011 -0.0218355875
0.96837 0.97346 111.17517 0.0042882251
1.1503 1.06608 101.2799 -0.0350437493
0.92288 0.97086 110.64471 -0.0036390075
0.90651 1.17298 96.39092 -0.0341578703
0.97944 0.97697 117.26544 0.0122522522
0.93318 0.97486 113.53323 -0.0018823698
0.97022 1.04585 122.12515 0.0405206584
0.96602 0.96605 104.5322 0.0000694519
1.15587 1.18403 120.01132 0.0906533927
0.98725 0.99136 115.76618 0.0167329772
1.01036 0.98232 72.64287 -0.0989738592
0.9673 0.96592 102.65961 -0.0007621757
0.94105 0.95505 107.89196 -0.0021334422
0.90769 0.91741 114.45171 -0.0266727398
0.98004 0.93823 101.81603 0.0001921185
1.08218 0.94136 111.99348 0.0224314722
1.08101 0.96002 110.2367 0.0186281039
0.89299 1.11558 122.07418 0.0487846982
1.11836 1.15886 96.87994 -0.0858586628
0.95704 0.95638 117.32631 -0.0014045258
1.0391 0.86711 115.24928 0.0038771015
0.97065 1.0295 109.63968 0.0109336862
0.94506 0.94543 109.86934 -0.0041908919
0.96973 0.89885 110.45356 -0.0075501256
0.92675 0.91033 120.44392 -0.0345018054
0.98882 0.92703 108.63836 0.0005461181
0.98401 1.0291 90.04405 -0.0445020565
0.93842 0.84052 108.54244 -0.0177875831
0.944 0.94481 106.40752 -0.0017798100
0.98362 0.89363 107.06872 -0.0019478315
0.93845 0.96593 101.1762 0.0013296696
0.89183 0.85127 79.42777 0.1785686898
0.97906 0.94549 104.01586 0.0001110876
0.82229 0.86049 120.45307 -0.1130652438
0.95164 0.95442 118.17461 -0.0040973883
0.97132 0.91502 106.79941 -0.0017512402
0.98437 0.9456 100.92239 -0.0010729389
0.96694 1.04136 123.81677 0.0408767603
1.33721 0.95727 88.35453 -0.1768029322
0.97298 0.94257 102.62622 0.0002543654
0.99391 0.9826 122.11926 0.0243792073
0.96272 1.00425 102.06775 -0.0033036622
0.85827 0.88422 125.12569 -0.1003400157
0.98527 0.98679 98.88984 -0.0090280790
1.02547 1.02394 101.61057 -0.0122023052
0.77553 0.99066 96.35078 0.0380519879
1.04903 0.91321 88.08154 -0.0259181065
0.92645 0.98977 101.08592 0.0006036113
0.93151 0.97059 117.129 -0.0046883638
0.96572 0.9685 102.91077 -0.0006886211
0.97914 0.97295 111.29063 0.0061182320
0.90894 0.98649 96.73834 0.0054398456
0.98107 0.96015 92.49299 -0.0089894523
0.99435 0.76319 113.34056 -0.0307808903
1.14725 1.21173 104.30159 -0.0313390025
0.97231 0.96968 99.60616 -0.0034326842
0.89781 0.90177 126.83368 -0.0697102471
0.93393 0.93923 105.11803 -0.0011961676
1.08617 1.04492 106.04329 0.0022170333
1.05793 0.87966 92.72863 -0.0076577346
0.96816 0.91889 80.2845 0.0277047328
0.98441 0.98264 94.72627 -0.0148748258
0.95613 0.95544 118.33186 -0.0021646127
0.93263 0.95071 103.22139 0.0010425650
0.96733 0.96225 90.20143 -0.0055872211
0.92872 1.16027 84.21294 -0.1212365626
0.92882 0.97244 140.90449 -0.0129294314
0.93341 0.94338 118.25441 -0.0148318415
0.9512 0.94671 110.06962 -0.0031212768
0.92955 0.9297 106.31845 -0.0036881706
0.91784 0.84402 95.74147 0.0422211293
0.978 1.00535 69.73031 -0.0994516247
0.93139 0.9252 83.44981 0.0476358374
