dis_1 dis_2 ang_1 e_int
1.17324 0.87899 96.38191 1.015704601535364
0.97006 0.9509 111.63351 0.03870244809272149
0.80428 0.85125 95.44704 1.376438418716628
0.97368 0.9946 113.38793 0.0881524869719102
0.91477 1.115 120.53021 0.6722739188721577
1.10361 1.0828 120.17503 0.8627478514464304
1.06618 1.068 91.3273 0.6076220268267697
0.95667 0.9567 104.41961 0.00025669698209974647
1.12577 0.87566 111.15338 0.7649053024718628
0.93593 0.92247 105.77052 0.0540037496245435
0.96626 0.98738 106.34424 0.02418051139499371
1.18501 0.9708 89.31368 1.0009390441686958
0.91057 0.99648 94.32251 0.17373166126032102
0.92944 0.96698 106.61126 0.029514115263847843
0.90536 0.93301 76.23764 0.7111967111433721
0.99185 0.99802 104.01834 0.0638398103709397
0.94355 0.97249 108.38793 0.021747546830676034
1.02232 0.9062 139.04925 0.7892067926357675
1.10872 0.78159 92.84227 1.8121783175973571
1.02714 1.01838 102.04744 0.19104018644970852
0.96689 0.96477 101.96973 0.006359057280641425
1.06299 0.94651 85.12839 0.5027326076950523
0.9946 0.99889 96.82221 0.10892488137246614
0.98036 0.98224 98.43159 0.04926365503905629
0.95136 0.96274 98.48982 0.025385215350051286
0.80318 0.83357 107.216 1.508527511370537
1.27138 0.915 114.38184 1.4693184886027089
0.92416 0.99109 122.4222 0.25310707441988034
1.08475 1.16595 114.47982 1.108544746911915
0.9354 0.9318 106.05346 0.037793596359848323
0.96398 0.96203 104.71982 0.0010346171159422237
0.90769 0.99378 95.67489 0.1600967181212247
0.97744 0.95426 106.46027 0.012234131272272323
0.99196 0.91837 94.83318 0.13766072542793406
0.95359 1.04413 116.80911 0.2550799906163479
0.97184 0.97356 106.61141 0.013188355921699814
0.92196 0.88957 140.29233 0.8387649441939232
1.16712 0.88539 96.27454 0.9485446944384565
0.97967 0.98079 101.80739 0.027306161181208675
0.78724 1.00059 106.48214 1.2367902721272184
0.95788 0.95491 128.49143 0.3288814307219895
1.15326 0.94259 83.27776 0.9934364343239115
1.04755 0.87132 94.11461 0.4935610563416539
0.82072 1.18816 105.58796 1.5611705978225061
0.93575 0.95813 107.98132 0.023463220840886992
0.95682 0.96558 114.42287 0.06472818416421752
1.01363 1.01595 73.56091 0.883434506667556
0.97867 0.91259 98.64443 0.09518685272139918
0.91754 0.88412 99.25996 0.24358757054206664
0.8952 0.95995 112.01051 0.16180827652544177
0.94398 0.94773 109.6375 0.02741966735499473
0.95504 0.9697 112.90722 0.049654436986250605
1.02718 0.90715 72.29859 0.9901616690094557
0.96032 0.99347 98.87211 0.04979262557672935
0.99773 0.9994 99.46485 0.09241141055378327
1.15782 1.1574 93.35026 1.4470286604374196
0.95587 0.9611 98.3899 0.024674440705898398
1.07963 1.0578 83.14477 0.8362138738403906
0.96937 0.93435 105.83881 0.021070017217998872
1.10069 1.1162 118.18526 0.9705528308889063
1.08187 1.09194 133.59768 1.114797067712468
0.95921 0.95281 118.34268 0.1202181278483461
0.95896 0.9586 101.03764 0.007388524947614338
0.9747 0.95897 105.51662 0.007288753157609034
0.98663 1.28137 95.91025 1.4796387467348522
0.96082 0.96079 92.8972 0.09269699223164303
1.05738 0.87654 92.00872 0.5318209516017811
0.97233 0.97479 107.34436 0.016964377353146737
0.95557 0.98649 109.39934 0.035697748690048825
0.93205 0.93476 105.55578 0.037322179191184836
0.8404 0.80954 112.73966 1.3896444444230789
0.87314 1.04093 116.32802 0.47498051288736526
0.97636 0.97815 105.39091 0.01788228286443107
0.94417 1.04284 104.24681 0.16035326067538047
0.94442 0.95855 104.06364 0.005733856754952962
1.03405 0.99605 124.36288 0.3931732572369173
1.11028 1.04855 115.94379 0.692524115823276
0.9761 0.98425 117.96057 0.13671648735092032
0.89887 0.9891 108.08098 0.14121605354710787
0.8048 1.05208 89.21519 1.268259821922228
0.95312 0.95524 106.58766 0.004532148966625921
0.9201 0.96408 108.43344 0.05497397891736348
0.94712 0.95768 117.96227 0.11690630575039576
0.98761 0.93187 115.69006 0.12064354421004173
0.95766 0.95517 99.1687 0.018687320968860895
0.95635 0.94961 106.64075 0.005930387688537379
0.98394 0.91419 97.97723 0.10207368345729402
1.2918 1.02492 96.4019 1.6179909561809398
0.95768 0.98728 104.9845 0.020310653213307085
0.92846 0.98889 108.52633 0.059749252862840205
1.27951 0.87276 111.80852 1.6757128204847012
0.92869 1.04783 96.19121 0.2433783040665962
0.87923 1.16085 96.2079 0.9472265373935042
0.99102 0.94892 92.43007 0.12851758226518595
1.00702 0.79902 93.28367 1.1433832718526136
0.98957 0.98886 97.12064 0.08146943181299843
1.18988 0.93701 90.52618 1.012536263133629
0.87579 0.99829 134.79952 0.7534464782480187
0.95021 0.9661 105.31373 0.003990038219252757
0.94921 1.05503 99.58536 0.2152391257994908
1.24285 0.84979 103.43631 1.5864084520705688
0.98107 0.95457 105.24882 0.013412608242451562
0.9479 1.09006 102.60496 0.3461384540875472
0.91966 0.91379 102.9471 0.10541198195692736
0.96924 0.94761 105.88213 0.007751075212681937
0.88019 0.98158 126.73441 0.4966597046412189
0.8652 0.87794 105.24908 0.5005225296194176
1.27281 0.86405 90.3888 1.796263942255533
0.96043 0.96294 92.93377 0.09238927467398696
0.97643 0.97304 101.62913 0.01791822934471919
1.12984 1.19566 79.56895 1.8930262803939368
0.94753 0.96444 106.00752 0.006100346341597423
0.97153 0.95626 77.49977 0.5542157437394218
1.11921 1.06976 119.85932 0.878369594153455
0.98682 0.99845 109.80136 0.07639513557660083
0.9512 0.98216 105.18826 0.015640410031960487
0.93867 0.96391 99.91571 0.02524679966582384
0.96363 0.98352 103.81477 0.015958596599402665
1.03385 1.02687 110.45876 0.2544086423634567
0.80505 1.00248 106.01368 0.9608361592674111
0.93542 0.94262 99.44466 0.03886249252607665
0.88735 0.78444 98.79228 1.4215405944246016
0.96654 1.01036 96.82692 0.10297627454116207
1.2756 1.04665 75.17333 2.200276955710019
0.91774 0.9133 113.3727 0.16144137104204176
1.08504 1.07813 91.26619 0.729242803296077
0.95526 0.94468 102.24714 0.00876999560010026
0.95944 0.93893 108.51155 0.022221059216616844
0.98961 0.89349 104.97091 0.15537889786990072
0.94549 0.94744 99.46133 0.02463541817614217
0.91798 0.94909 113.36124 0.10226822477249001
0.98053 0.98264 106.63891 0.0293945570127301
0.95986 0.95942 101.14798 0.006930963707643785
0.93264 0.93966 111.70936 0.06388264147554157
0.99041 0.92835 108.28058 0.06089661194523596
0.92556 0.93382 115.31208 0.12383723290386844
0.907 0.98894 97.15757 0.13826732220563565
0.94931 0.94865 116.95731 0.10299166373932292
0.9225 1.03328 107.44619 0.1681007558916971
0.89609 0.9543 100.37481 0.13202530235282736
0.91671 0.93318 108.76604 0.08289065449508418
0.93256 0.93021 98.14131 0.06893078529977242
1.11242 1.07245 117.74469 0.8205897923324099
0.96603 1.04831 123.30439 0.3855658430351233
0.94726 0.9541 110.09699 0.02548819157951225
0.92273 0.95282 105.68598 0.03964988747975436
0.94119 0.93552 100.5776 0.03333068471578482
0.99734 0.98385 96.58219 0.09315470809787645
0.97544 0.8845 131.79381 0.5936793257017232
1.15167 1.00229 110.83668 0.7206736348905323
0.9497 0.9498 101.95596 0.008304083130127003
0.94626 0.99963 105.2755 0.04493308985297359
1.16378 1.14725 111.57839 1.372988097207181
0.9508 0.95046 104.40492 0.003646622985449186
0.99206 0.78262 106.30861 1.302085766652214
1.14655 0.99703 92.17254 0.7612524297011317
0.96992 0.97224 100.99657 0.015289769990577372
1.1633 0.89313 96.96087 0.8833831705399492
0.93959 0.93583 101.31657 0.031153817323872224
0.97278 0.97027 106.7812 0.012177457266161144
1.20776 0.95571 91.84355 1.0783116057569184
1.09119 1.0717 119.17004 0.7410281146230969
1.07944 1.05415 93.29058 0.5745764196638988
0.91314 0.92207 105.20741 0.10089804335884085
1.17832 1.13214 112.76311 1.3863739550894343
0.94344 0.98951 107.53739 0.036288457132758495
1.14727 0.95179 84.64854 0.9117727531793598
0.93235 0.94622 108.09824 0.033193388571750304
0.86181 0.89753 79.51929 0.8946969115648585
0.96837 0.97929 83.96703 0.31960428058452955
0.95161 0.95155 104.1144 0.0028801789759640437
0.9927 0.97368 107.02817 0.03833179403374403
1.10343 0.99688 92.53858 0.5361007768372809
1.01922 0.83854 132.25537 1.0209890650383768
0.94872 0.90985 123.00234 0.2788347142206167
1.26476 1.14624 92.45597 2.0289792454923656
1.16733 0.90238 95.26224 0.8885681645550851
0.90188 1.00255 106.20173 0.14611140803633624
0.93797 0.94314 102.0654 0.0223050094740652
0.84757 0.983 117.8303 0.5540279538780034
0.91691 0.91846 83.23546 0.42903586602297084
0.97314 0.95161 103.45395 0.007141486733147762
0.86459 1.28429 82.78214 2.0688855401655117
0.96142 0.93223 112.31927 0.060319927573890805
0.94007 1.20974 87.14703 1.2035264732955981
0.88342 0.84972 86.91776 0.8107253412396077
0.98525 0.99766 105.55092 0.054719845360227386
0.99878 0.94944 108.5299 0.052218063463529085
1.04592 0.87983 115.18217 0.4371010772319182
0.95054 0.9656 105.41812 0.003798853558309409
0.96491 0.97188 109.7915 0.02436424517745658
0.941 0.98282 97.03968 0.05995843160129759
0.83761 1.18413 108.89354 1.3647690906889647
0.91899 0.98102 111.92986 0.09491545501843757
0.98914 0.92424 108.13251 0.06622394980661753
0.98523 0.99042 98.23704 0.06738484466921241
0.97179 1.04682 98.18775 0.19829401145374678
0.94259 0.96099 102.37852 0.009948059702047615
0.91779 0.99818 95.0233 0.14706284196569103
0.98277 0.91681 117.19336 0.1670753737993966
0.92146 0.92057 108.94638 0.09631334953292339
1.06586 0.94701 91.86811 0.352901202402114
0.93986 0.99439 107.17707 0.04595722636407707
0.90295 1.11626 136.32893 1.0951206683026011
0.98698 0.98131 118.27513 0.150378291818249
0.96576 0.96687 101.55055 0.008145977498435443
0.96539 0.97485 103.90545 0.007732342357868029
0.94127 0.96608 99.8858 0.023351754095150293
1.16932 1.18962 78.51813 2.113622062033209
0.95249 0.97425 103.0046 0.00831559811484266
0.95716 0.95893 111.08421 0.029056030157966976
0.95493 0.95446 103.15418 0.0018750148267029066
0.8236 0.96438 125.13427 0.9239642796350682
0.98768 1.0017 107.75845 0.0721577984150436
1.08399 1.05882 125.54649 0.7848387847804493
0.98213 0.98378 81.99937 0.40157515924324483
1.0614 1.07547 93.34243 0.5841803047031294
1.01774 0.9486 106.75863 0.08686807667793839
0.95922 1.35537 109.53452 1.879864799269469
0.95077 0.99109 102.34174 0.02995907909385295
1.11839 0.87226 112.94823 0.7655302369513629
0.95727 0.95582 116.87209 0.09677325986203915
0.95065 0.94634 110.06195 0.027050260777352526
0.9506 0.94892 101.92132 0.008446283070950059
0.94842 0.95199 108.2367 0.014044716600671331
0.90182 1.27708 94.36809 1.5529556175043757
0.97999 0.99586 97.67849 0.07507734361730996
0.94302 0.95613 105.22151 0.007563421144489316
0.96355 0.83105 131.78261 1.002054706017811
0.97893 0.94249 106.64035 0.020941530373329343
1.0157 1.02902 101.99552 0.18988531021003544
0.94951 0.94952 101.72761 0.009313794198133706
0.81284 1.03704 129.82286 1.3036959307689022
0.95795 1.01719 94.55912 0.1458404366115373
0.94601 0.95004 105.07527 0.006929372773221942
0.97484 0.83897 115.50585 0.5919522384087855
0.95974 1.01075 99.02 0.08266097410788086
0.95228 0.97317 103.16265 0.007316725461110016
0.91072 1.11836 92.86978 0.6365047438714999
0.98618 0.95584 109.49655 0.035871510061678755
0.943 0.97435 102.64343 0.014916244450138696
1.022 1.01579 101.95349 0.1705199448926626
0.95098 0.96489 105.25197 0.0031553357150228964
0.83029 1.04766 104.8987 0.7687366986121973
0.94536 0.93418 107.94959 0.030405910668852988
1.00014 1.00248 124.94437 0.33258431897518137
0.98915 0.96389 98.68565 0.045199881786796056
0.87971 1.08044 132.52615 0.9303248346266322
1.05107 0.86981 94.57672 0.5089913105111769
0.92534 0.98794 122.56642 0.24899287067517792
1.02287 0.80566 126.16513 1.2718723359488726
0.96949 0.95227 107.07174 0.008931731586985207
0.92925 0.93209 93.46198 0.12822774274668286
0.93942 0.98219 121.91678 0.20721882902967612
0.96687 0.97124 99.42986 0.022044614465314326
0.94754 0.94239 109.6891 0.029269839553720596
1.02985 1.02966 115.21634 0.2999518074110908
0.95866 0.94541 112.25583 0.0445569897012338
0.94656 1.10023 107.51025 0.3980724495081043
0.96549 0.91819 108.78653 0.061943631058715684
0.87553 0.97359 110.36572 0.25259090060124445
0.94192 0.9407 104.74861 0.0170288701237547
0.93959 0.94061 112.56518 0.06209688352710327
0.96917 0.96943 103.85751 0.005762132136673351
0.97467 0.94866 121.26079 0.17973991840558942
0.98754 0.93248 116.11953 0.12551052938376756
0.95451 0.97699 93.03558 0.09903896151857372
1.00635 0.94715 92.50967 0.1563088816209599
0.992 0.78711 105.52194 1.2219724663622662
0.9554 0.95508 103.0712 0.0017833341655156248
0.99222 0.94525 97.5281 0.06429904680647552
0.91469 0.9249 83.00799 0.42803238842048186
0.93299 0.98487 115.87723 0.11786691214102007
0.95189 0.9874 109.17606 0.036537798014945506
0.95674 0.9388 107.7076 0.01859200674612387
0.96007 0.96458 106.55715 0.004097180596088187
0.90818 0.91068 112.61819 0.18840004489570508
0.89975 1.23063 81.64837 1.5942750292228216
0.96045 0.96 110.0899 0.02128746684664788
1.09067 1.11397 116.64707 0.8900563584857168
1.01253 1.01391 119.25762 0.27260894798602914
0.97174 0.9702 98.80356 0.028542920332379804
1.21557 1.19938 99.06536 1.9503108007376297
0.98525 0.93376 107.18577 0.04019883533536111
0.96347 0.97272 130.13613 0.37491417005125166
1.11179 1.10731 99.85568 0.8772945322886977
0.99383 0.97027 102.95102 0.03448920637628643
0.9605 0.95947 100.97779 0.007737814484230468
1.10366 1.05262 105.26961 0.5926531845899857
0.95585 0.97303 129.02148 0.3468450939861056
1.05532 1.03972 85.25593 0.6099881681219785
0.96056 0.95589 107.07243 0.005176303342664482
0.94435 0.94693 106.34089 0.012208270572306761
0.8388 0.98647 116.67295 0.6223085319974235
0.95107 0.95363 102.22129 0.005386482713710647
0.95337 0.92947 102.83666 0.026717034463244388
1.09773 1.02658 77.73035 1.019755360787071
1.02698 1.03335 74.39392 0.9246013561110469
0.99329 0.95516 147.01339 0.8758587140106701
0.8386 0.97975 116.2949 0.6109159281795146
0.95752 0.95211 99.67233 0.01612822296983248
1.11144 0.83216 111.57939 1.0517810693517569
0.94239 0.99637 108.57975 0.05319593339704006
0.94922 0.94334 110.20877 0.031140270595062875
0.90744 0.85218 85.27913 0.7346874918381094
0.97219 0.98001 99.80137 0.029832531669271287
0.999 1.00464 100.35291 0.09961767434188475
0.96892 1.06779 88.59074 0.4280149761846433
1.0277 0.95438 102.19494 0.11089706700775323
0.98636 0.98215 96.138 0.0790794092422783
0.96732 0.94607 98.67728 0.028267324811350327
0.95481 0.95427 103.1154 0.002009253339198235
0.98779 0.99449 95.52503 0.10579847246701175
1.06698 1.05889 85.75028 0.707904099679179
0.95617 0.95872 93.64989 0.08061323254715283
1.12639 0.85569 112.08305 0.9140704952442831
0.93599 0.9858 97.19232 0.06785826131411629
0.96288 0.94235 100.57192 0.017517613393522362
0.95239 0.96144 115.44511 0.07775422244422725
0.98134 1.019 75.27618 0.7481903630460847
0.93874 1.10586 130.15399 0.795112607563751
0.88296 0.92834 79.65085 0.6690228882593492
0.93909 0.98137 97.49358 0.055818294299900456
0.97587 0.86758 84.50701 0.5712379910684324
0.98315 0.97162 95.01333 0.07969119029051369
0.92482 0.91181 105.99295 0.10020607591038669
0.94053 0.98242 98.0523 0.050314192369445315
0.94896 0.94208 108.34599 0.020742444397821393
0.93468 0.82268 85.97607 0.9468403117742835
1.05933 1.04422 85.96686 0.6194768405144369
0.96624 0.95811 107.35619 0.007343823218898531
0.91422 0.92943 84.64145 0.36872886193151033
0.9993 1.14311 111.76827 0.6770357233753721
0.93565 0.98612 115.45513 0.1100216065908727
0.96158 0.96976 95.07111 0.06325773494175141
0.95653 1.27297 105.81299 1.361328319145389
0.94995 0.94438 100.61344 0.017274105666101332
0.81159 1.12272 106.13365 1.322114333550346
1.08936 1.10606 118.31762 0.871545273370902
0.98321 0.91313 92.94627 0.16800061081555817
0.99107 1.03925 79.84486 0.6208099970289669
0.87278 1.24985 84.18162 1.7595461992387833
0.77272 0.95359 114.27224 1.5202927202998056
0.78636 1.00395 105.5037 1.2564000771639838
1.02507 1.02059 111.46263 0.21964906100301948
0.89266 0.96799 131.21651 0.5348635736555429
0.83889 1.14801 89.40636 1.298155594955123
0.9693 1.20824 103.01525 0.9739368285657246
1.05883 1.30621 100.75054 1.7832962630386582
0.9574 0.95737 101.22959 0.006663346504815732
0.94801 0.89623 140.88101 0.7906176382454269
0.94228 0.94575 102.72162 0.013952713529470862
0.9566 1.12142 130.9023 0.8795280727868573
0.97656 0.97451 117.17444 0.115133725118489
0.96204 0.951 105.96872 0.0036595527080412462
0.96779 0.96523 90.42544 0.14162492462030601
0.97921 0.9804 106.92878 0.02646563545218103
0.93328 0.93027 85.78486 0.29349421629715705
0.97688 0.91612 97.56239 0.09322115227832717
0.94732 0.94957 112.84694 0.051544245518134565
0.95876 0.95548 115.24756 0.0741635134020412
0.93394 0.91886 115.69992 0.14360886955884147
0.90443 0.82583 87.61284 0.9392689962706361
0.88305 0.87247 90.1254 0.5690304739174554
0.92812 0.93297 106.36745 0.04822405577611274
1.10039 0.91029 134.18474 0.9347005894235861
0.95644 0.95805 108.45604 0.011134696825838345
1.02619 1.02432 109.90853 0.22054745940306417
0.97656 0.92892 99.38445 0.050056719853960166
0.94005 0.93963 102.34794 0.022591673440268044
0.95249 0.92372 98.89948 0.0567262698994114
0.96415 0.99925 101.92961 0.04398841041768899
0.98228 0.93474 104.68494 0.030021743935002728
0.93429 0.95259 101.59857 0.02297421735091703
1.01029 1.00438 94.18321 0.18401496086740973
0.95421 1.07644 113.03549 0.3299186365764623
0.91412 1.01946 114.46325 0.20730438514484506
0.78781 1.01522 95.71137 1.3079626120909806
0.95055 0.951 110.06865 0.024552147747266034
0.89782 1.10172 96.89278 0.5465387928919389
0.91628 1.14004 85.72712 0.8930209512295735
0.94958 0.95132 101.20011 0.010519320672342505
0.93808 0.93592 81.79744 0.40622990139001797
1.12566 1.09393 100.87134 0.8782359397069488
0.89073 1.04211 120.34715 0.44983236517821334
0.91694 0.90997 100.3052 0.1331066528961791
1.12726 1.20981 91.56506 1.6151728352066093
0.96376 0.96656 89.87233 0.1523257046226691
0.97345 0.84205 77.92424 1.0156033281784733
0.9744 0.94272 102.38745 0.015835115205200558
0.8005 0.87709 111.38549 1.2261979883227423
0.83098 0.98356 118.28028 0.7236213618134438
0.96255 0.95347 129.0755 0.34394883614850724
0.98629 0.91029 98.57011 0.11137193601340786
1.30564 1.03961 96.93043 1.7413967652113127
0.98414 0.98598 100.20794 0.045811008703860734
1.24386 1.00405 102.36489 1.2341368373944666
0.96905 0.97153 101.15169 0.013661011498875138
0.95876 0.95748 109.42058 0.016659033007490987
0.9719 0.97479 114.80938 0.0790385718863397
0.93722 0.90106 105.91736 0.1157975508261856
1.07953 1.1977 112.18983 1.2420088814320087
1.1514 1.00217 90.69639 0.8250360287542994
0.97416 0.98739 107.81407 0.03394797640060117
0.92763 0.92429 104.11653 0.061886561628922934
0.95582 0.95508 99.37554 0.017461891055597277
0.9843 0.84508 117.74058 0.5764169546110195
1.15286 0.96174 73.7248 1.3844843363848078
1.25469 1.04983 82.68132 1.7758860584409946
0.95017 0.97871 101.60362 0.01702844926956254
0.93516 0.92917 83.83324 0.35155929307419087
0.85613 0.92145 108.75454 0.41009648034570495
0.93967 0.9439 113.79027 0.07220489768083704
1.10387 1.18024 114.4079 1.27539760792144
1.05725 0.93759 105.67638 0.21922531216240412
0.86831 0.87559 92.9948 0.5834631160415864
1.0942 0.8302 114.83822 1.0267778982305094
0.99952 0.96065 102.85882 0.041405280130103535
0.96286 0.95901 110.96906 0.028432746865585584
1.00309 0.99975 110.72608 0.11309048598184915
0.9575 0.95722 101.56517 0.0053237357750515885
0.8047 1.07631 131.00877 1.5915046109293
0.92737 0.91092 113.06599 0.14403602874292606
1.13748 1.14243 91.38039 1.291379670102359
0.79414 0.91906 96.86485 1.1627050333700761
0.94136 0.9811 106.04739 0.022720704691237395
0.96739 0.99222 102.83905 0.030654985222271395
0.96216 0.96096 111.00114 0.028680391524232265
0.9448 0.92475 92.32901 0.14083590261742723
0.9806 0.79506 107.49064 1.0818660999523382
0.94115 0.93707 101.0803 0.02896034277715851
1.00059 0.99536 87.24367 0.28678452251602676
0.8168 0.82634 117.69543 1.5059588398407853
0.81166 0.95962 125.30158 1.0761667910798547
1.00125 0.98438 98.31669 0.08428811504903921
0.99405 1.01451 112.14108 0.14090596818129233
0.9464 0.90653 83.52117 0.40711109748410707
0.94424 0.96427 117.45907 0.111873554698858
0.97787 0.97316 101.72835 0.018952905746080974
1.02876 0.91131 133.34753 0.630974025540266
0.94263 1.04035 108.9971 0.16741940530800328
1.03566 1.30827 96.69605 1.747368730615839
0.98897 0.96201 101.67504 0.027422303064262372
0.95025 0.84036 78.73234 0.9942091811503513
0.97564 0.92665 101.47429 0.042200883242724356
0.96176 0.94513 134.2498 0.4837806907927511
0.882 1.02679 90.48857 0.42927015348087494
1.17821 0.97704 88.16682 0.9936745055685854
1.19782 1.1426 91.76342 1.621171994891666
0.95419 0.78806 83.31289 1.5064170158729673
0.78882 0.99996 115.72594 1.2860777203010252
0.93408 0.92859 106.87932 0.04727850815002939
0.97497 0.97469 103.74693 0.01320757237235129
1.07644 1.03431 84.0371 0.713290006834679
0.94535 0.95031 110.30105 0.029672745772556346
1.03106 1.00841 123.68233 0.39404324245066896
0.98763 0.91425 93.25741 0.16545430920273874
1.02439 1.00686 126.52758 0.4342369247557869
1.18158 1.12373 94.89503 1.3795140671819521
0.95772 0.94281 104.17553 0.00709554452454374
0.90946 0.90533 112.49922 0.20037364509688577
0.95919 0.97121 106.44489 0.006805071190079718
0.79956 0.87927 121.83076 1.377866451508889
1.07524 1.24487 86.86983 1.6879307952730607
0.934 1.02419 98.59405 0.13724561057272586
1.03846 0.97993 92.93008 0.24321779074337005
0.87813 0.85763 128.65101 0.8865952676441962
0.94354 0.96874 98.86925 0.029413008645807173
1.03402 1.01519 133.78832 0.6657557604563453
0.96397 0.96447 106.86398 0.005649167601065706
0.98103 0.96245 102.01866 0.01630442040702518
0.90743 0.99968 95.35813 0.17530476929732094
1.00308 0.9443 95.27371 0.10988741324142817
0.94317 0.96626 106.17984 0.01035425754942123
1.01615 0.96933 93.53173 0.16127882509613123
0.95472 1.32047 114.22416 1.7117718630243848
0.86781 1.08191 84.8107 0.8581367918315158
0.90763 0.9468 117.20067 0.18353716204323717
0.96229 0.96329 92.58967 0.0985089763643766
0.99854 0.98405 95.92187 0.10314035363779163
0.95006 0.96194 117.99279 0.1159518416216112
0.96576 0.96466 94.95091 0.06372262153296385
0.98668 0.97074 108.64116 0.03476535855589569
0.94429 1.21224 86.46233 1.232627788080811
0.78603 1.0224 90.04793 1.4515504810749342
1.05344 0.92141 87.64166 0.4342150742955887
0.95159 0.94316 103.68351 0.008441528072399188
0.83733 0.82401 98.40328 1.2167713799624154
1.04428 1.04967 86.23473 0.5768186355089513
0.94945 0.95219 105.62618 0.004663154430313981
0.93125 0.97669 113.49112 0.08205600095921063
0.94726 0.93727 110.21595 0.03866493380674965
0.94765 0.95303 98.76526 0.025602796702007366
0.90623 0.89309 121.21312 0.38609562251202423
0.94268 0.97353 102.80021 0.01423935875211793
0.97237 0.9272 87.39226 0.241797462323721
0.808 0.84828 91.09696 1.4192063145410119
0.99649 0.92224 115.74999 0.15347304547100837
0.90253 0.91165 113.21587 0.211102190086215
0.93928 0.9485 111.48771 0.04593645795181787
0.93566 0.94382 99.522 0.036979449330689945
0.97127 1.00732 103.9046 0.05968617149691637
0.97584 0.97674 95.02819 0.07599697497766192
0.9786 0.96096 126.80188 0.2980300077319573
0.94702 0.94268 96.73117 0.051047965324669625
0.93145 0.89737 80.45253 0.5658610088765105
0.9282 0.92904 106.41443 0.05457816494860946
0.87658 1.1172 113.21813 0.7364445163463854
0.99129 0.96746 107.66043 0.0348887354304564
0.88504 0.95817 105.46865 0.17243227223296778
0.90707 0.87559 81.48729 0.6943306437024407
1.00896 1.01117 123.82601 0.34540400330766474
0.95064 0.9749 103.16607 0.009283801049856134
0.97696 0.91202 116.62989 0.16591041462873737
0.96213 0.98358 101.74276 0.02008563081385329
1.11769 0.84029 117.91938 1.0795022761739517
1.2726 0.95749 99.35827 1.3745055983588697
1.03512 0.98739 102.62461 0.15165057985619101
1.0555 1.06847 82.24723 0.8119071354437011
0.97236 0.97603 98.17831 0.038228521570154654
1.11358 0.78508 112.09553 1.7186222129670148
1.01763 0.99719 121.97502 0.2998400592891406
1.06605 1.10268 101.55677 0.6435537434678557
0.88309 0.92264 129.60977 0.575469066281818
0.95927 0.79969 134.4314 1.4755281214942408
1.08284 1.0905 91.27063 0.7735522686100974
1.16396 0.8871 95.55012 0.9311530168263847
0.96331 0.95889 98.75606 0.021879223313926298
0.92338 1.1029 86.51737 0.6678546493274082
0.98175 0.97898 109.91436 0.0432701779153819
1.06109 0.92375 87.31703 0.4659799459445615
0.90097 1.071 87.72336 0.5610416022921894
0.89589 0.79123 128.48213 1.575001396735678
0.9825 0.96253 103.86704 0.014483504598102997
1.09036 0.8025 98.5174 1.3158025009919139
0.97039 0.97027 112.0618 0.04451600532004305
0.99495 0.90951 96.22396 0.1497189417178096
1.00127 0.95089 105.70945 0.04611644018013243
0.83766 0.82298 97.94612 1.229486913067522
0.95125 0.9533 107.43375 0.008609385836587134
0.9662 0.96749 104.28234 0.003316452177048982
0.97373 0.92333 110.52011 0.06624745128289578
0.9928 0.97504 106.96378 0.039325853890862475
0.87106 1.06974 83.42347 0.8296344588606543
0.96597 0.96635 101.72417 0.007377080957989277
0.97056 0.95859 102.26087 0.006424583878587076
0.97201 0.9472 100.05987 0.020571202464452928
0.94428 0.94609 106.27277 0.012660021758053605
0.9983 0.99889 86.39406 0.3114221640699966
0.98825 0.97942 103.32511 0.0326833366242178
0.93978 0.94039 102.08986 0.022814177089021587
0.99818 1.02841 94.09966 0.22031412326146846
0.86162 0.88757 91.46059 0.5927090761457104
1.08184 1.0601 93.09499 0.610235509987681
1.12892 0.84353 114.13654 1.0532184380017402
1.08256 1.10279 91.56976 0.8232747587277272
0.94167 1.02457 75.50087 0.7477998671033453
0.94045 0.9582 107.82597 0.0172171585393963
0.96 0.95789 108.19294 0.009676916869682757
0.94856 0.94875 94.58303 0.07229206794926248
0.95533 0.97196 129.55983 0.3596215311157391
0.93261 1.01337 98.19866 0.11464187447675575
0.96142 0.93032 104.41425 0.02312516063722401
0.92698 0.88785 108.26678 0.1965506521166735
0.94004 0.98175 105.96054 0.02459535603919594
0.86677 0.77746 106.1561 1.6485396768483918
1.00209 1.01599 120.85673 0.2835883400364744
0.98435 0.96916 110.82561 0.04576085320406478
0.82964 0.98904 126.13273 0.8997964760510897
0.84226 1.03876 80.2128 1.056104006870402
1.23877 1.00345 100.79602 1.2080795501088715
0.93663 0.93572 114.36061 0.09128929931023194
0.86614 1.05436 90.08133 0.6242582701721762
0.96176 0.96253 102.40714 0.0030834025091335954
0.96715 0.96554 104.39208 0.002930215798404988
1.00655 0.76462 97.52261 1.7091302943644002
0.83556 0.99919 115.9761 0.6651133364563557
0.94963 0.96293 101.8696 0.006842842031928099
1.02398 1.02255 101.51631 0.19501060097439005
0.97381 0.97663 85.06387 0.2868111390054861
0.93059 1.04034 108.76723 0.1813571597738014
0.95238 0.9475 96.76059 0.04439435810908233
0.95988 0.95167 98.90845 0.02161309637927747
0.93863 0.9929 107.22926 0.04507807735361133
1.03338 0.93654 105.15203 0.1383995759170425
