dis_1 dis_2 ang_1 e_int
0.97556 0.94384 97.38323 0.046634318861002486
0.98498 0.97448 101.39829 0.029038831355233954
0.96286 0.99348 98.83914 0.050420493581111774
0.94586 0.94711 106.22445 0.010649698399308386
1.08171 1.01922 73.54898 1.1264717918592826
1.02911 1.1265 104.82932 0.6275139439858534
0.92257 0.94374 83.26272 0.3735642090565386
0.93527 0.98764 116.13126 0.12179780460147864
1.0395 0.96207 96.16408 0.19015327858891648
0.9794 0.98375 105.74555 0.027378727773503544
0.98349 0.97314 93.57726 0.10189538805293626
0.93881 0.94225 103.38752 0.019254941841988928
0.9426 0.98798 117.2289 0.12998408446162055
0.96673 0.96736 102.44783 0.005874008875009591
0.94098 0.91782 108.43139 0.06856919356919149
1.16647 0.94845 111.69063 0.7671711975493587
1.06253 0.92201 87.74943 0.4642821025718181
0.92414 0.9173 115.46122 0.16144371102628072
0.94511 0.75445 116.16296 1.9403015681736528
0.95623 0.97575 101.06945 0.014668210820356794
1.04917 1.0639 85.02248 0.6814875873445941
1.03194 1.02727 108.86492 0.2390071141030577
0.96449 0.98608 118.35519 0.13865529939140703
0.92612 0.93321 106.57699 0.05219727231726437
1.07837 1.09178 127.49163 0.9428087865910728
0.9739 0.82209 134.56696 1.183710938132252
0.97025 0.97821 117.40709 0.11727741111125221
0.97423 0.97219 107.29916 0.01625682820713103
0.96377 0.99386 102.75884 0.0322077049555374
0.8378 0.96819 105.11359 0.5223467691788943
0.82907 0.98959 139.93728 1.2739487279354145
0.91882 0.92926 116.42832 0.16125617514421142
0.88301 0.86105 104.37802 0.5018428650029898
0.95896 0.95711 101.42706 0.005818609209065961
0.81684 1.00581 90.04178 0.9540240819453742
0.94384 0.94595 106.44719 0.01357875832650481
1.00399 0.97635 107.12026 0.061387689825942914
0.96382 0.90378 110.75385 0.11819033898039648
0.87049 1.04911 94.72112 0.49565121860390865
0.98064 0.83614 118.14319 0.6642742517992603
0.86355 1.0555 94.03042 0.575423078823474
0.94652 0.94792 103.58405 0.007748039726110403
1.01262 0.96441 97.1419 0.10423572784588853
0.88638 0.87682 126.28416 0.6572378178264187
0.95953 0.9839 103.70778 0.015921389787640877
0.91108 1.01384 103.32073 0.13872286412108603
0.89396 0.97642 130.09525 0.5060186303146741
1.15038 1.00032 111.60279 0.7164400947987393
0.95303 0.92836 103.00721 0.02844484003969249
0.95547 0.95615 109.03811 0.014735675864061031
0.88135 1.15861 96.87686 0.915871794841882
1.07614 1.04171 84.24763 0.7291351640881523
0.96933 0.94155 109.55359 0.02850803689685536
0.92186 0.97294 99.05773 0.06354740780805299
0.94141 0.9617 102.88203 0.009989606747930452
0.94289 0.93791 101.68189 0.023879831887982317
1.00892 0.94138 94.94316 0.12923692931091874
0.95634 0.9589 93.25656 0.08679137276369349
0.97953 0.9368 97.34087 0.05806923640095597
0.96411 0.98773 109.09235 0.03589336751382936
1.09412 1.17784 113.43945 1.205137955056192
0.90623 0.91938 80.28194 0.5637094070047377
1.11267 1.10129 100.38134 0.8499693011066506
0.94217 0.96695 106.11019 0.01136654251680489
0.98843 0.9886 115.53648 0.12111537827553995
0.90383 0.98532 96.91426 0.14667610321026567
0.9155 0.91601 112.14918 0.14718866908958358
0.96915 0.97247 100.81969 0.015857870902329395
1.01384 1.14094 110.83652 0.6885456962553067
0.91838 0.93115 114.86732 0.13812774213541756
0.96771 0.95354 103.16421 0.003705894548848754
0.98334 0.96257 103.65231 0.015642802877837033
0.94437 0.94464 109.78862 0.030283802552536782
0.96387 0.98151 114.5069 0.07798979016382145
0.93768 1.19308 89.56518 1.0506329585605472
1.01505 1.00665 104.80147 0.1277924970218483
1.06528 0.96888 88.79612 0.4132170247558769
0.85987 1.1479 136.06029 1.485479080611705
0.98177 1.15437 112.33763 0.7168350437051786
0.93769 0.94588 98.40232 0.04117764221673162
1.1791 0.97325 90.5077 0.9431876260325915
0.94683 0.94938 103.37898 0.006964001003557809
0.9744 0.97346 97.88623 0.04025089501109432
1.27875 1.05363 110.29188 1.6099314341802546
1.05383 0.91065 88.96423 0.43207882371526607
0.90449 0.89385 131.32848 0.6192310564303254
0.91634 0.85491 129.20013 0.7655234334935413
0.97283 0.96967 103.19141 0.008871137776015815
0.94022 0.94054 102.37488 0.021379460324885743
0.97933 0.97933 112.99837 0.06831838650211372
0.95741 0.94834 98.92917 0.023088412097318958
0.95635 0.96146 91.97519 0.10886401870734413
0.97661 0.98266 95.80633 0.07282541153699247
1.0622 1.10019 92.11192 0.7176434490581947
0.90233 0.9059 99.80946 0.1944522848473252
0.8283 0.9196 112.22163 0.703346514876711
0.84485 0.98398 116.01327 0.5526331055783342
0.97343 0.97664 104.193 0.013436207071967077
0.94134 1.02801 105.40938 0.11732412891625994
0.94996 0.95027 101.43246 0.009833080751152249
0.89663 0.99059 117.85742 0.25479575901295354
0.911 0.9893 112.15589 0.12923315961395077
0.98401 0.96364 103.37677 0.016991304909395922
1.01256 0.99399 110.80569 0.12428502829008026
0.95911 0.98359 100.38141 0.02591577986663196
0.93845 0.98221 97.37756 0.05861229597353732
0.96615 0.94682 98.56148 0.028205011554838302
0.94221 0.94981 98.21893 0.035539820255740186
0.96013 0.92034 109.08939 0.05744605456964155
0.96028 0.95933 101.13589 0.007007747314129392
0.96948 0.96331 105.16923 0.003862743122106058
1.16499 0.93827 136.32155 1.2695136384406163
0.98704 0.84802 115.31532 0.5188864330970847
0.92257 0.98184 101.83791 0.05528947815316367
0.89606 0.88454 77.46161 0.8466356161582227
1.01712 0.94119 74.52399 0.7760774066744199
1.0023 1.00336 110.60004 0.1175552248228438
0.88072 1.25007 98.77059 1.4359383129784502
0.95962 0.83882 102.0307 0.513270254858896
0.86827 0.88993 90.14323 0.5616092466476541
0.80977 1.05367 91.83116 1.1511530228844387
0.96663 0.99401 102.45751 0.034092851828570386
0.95182 0.95194 103.74384 0.0028538859295233567
0.96458 1.17605 80.37415 1.2168057692313967
0.78951 0.98681 105.95973 1.1747090246292506
0.9737 0.95108 104.66392 0.007306629671395428
1.19953 1.18419 84.26128 2.0465360475658376
0.98738 0.98904 98.83671 0.06335152722615413
0.94296 0.97182 108.52733 0.022544138043820758
1.1336 1.06858 73.2672 1.554982218336398
0.95417 0.95919 98.4745 0.02419953526989627
0.96768 0.92962 106.4161 0.028956957471540184
0.95693 0.9566 101.39701 0.006092375482224966
1.0338 0.84869 127.67869 0.8528597340473879
1.08906 1.07085 114.95892 0.665163542248119
0.96066 0.94102 102.73622 0.0105503082975092
1.08232 1.08313 115.8169 0.6985443663317901
1.04614 1.10639 108.18995 0.5918230111647729
0.95022 0.94913 112.07435 0.04244658111625882
0.98223 0.97872 120.04372 0.17182364976166478
0.96772 0.96486 104.45069 0.002964304066219062
0.96861 0.96651 102.36412 0.006588109376730504
0.93974 0.94341 102.57879 0.01866907925800215
0.95364 0.96726 103.12559 0.003540966007827924
0.8921 0.90695 110.74327 0.2445860831164166
0.9995 0.83159 113.79427 0.6794484908675639
0.97406 0.95572 105.83739 0.007615665521280177
0.99766 0.90755 103.60776 0.11529386744653496
0.99536 0.96356 98.82528 0.053815295660461726
0.95182 0.95061 104.37199 0.0031605159780372038
0.83169 1.15536 80.53671 1.6772030760200116
1.02185 1.02033 102.82121 0.17943652886255024
0.97381 0.97691 103.84484 0.014108759252756405
1.03351 1.07213 82.92748 0.729035607678678
0.96698 0.96378 99.49722 0.018338653074674797
0.93531 0.94592 91.41253 0.13894403886019518
1.04833 0.9572 107.16119 0.17851513023738372
0.92454 0.95501 102.79333 0.03567609293736147
0.81247 1.01314 89.66639 1.0350026841334665
1.06647 0.89535 119.93262 0.5111420079583121
1.08768 1.16203 115.63074 1.1144925684133975
0.95873 0.95687 109.36596 0.016364009876357857
0.88803 0.98821 109.73141 0.1967770136642831
0.94421 0.95134 97.27485 0.04183650662632581
0.93725 1.19851 84.51074 1.2156792253421806
0.95503 0.95491 103.03607 0.0019513964368165911
0.9701 0.96448 98.21952 0.029802019464696163
0.94666 0.94818 106.06034 0.009052860273446301
0.90602 0.98271 97.21685 0.13283382238555064
0.95922 0.91185 103.05355 0.06631406577393671
0.99503 0.99325 103.68351 0.06104764542974984
0.98378 0.98912 94.69465 0.10319519420060189
0.86534 0.79297 112.46975 1.4278404221761765
1.00486 0.83366 115.14939 0.6847715700312202
0.94789 1.00783 105.27782 0.060554621018066565
0.86036 1.18524 72.84919 1.9360339653144931
1.05337 1.08458 84.91875 0.7852899905748796
0.83549 0.83831 100.83658 1.065932122320593
0.96712 1.00038 106.95488 0.047690328505096635
0.93465 0.92608 111.55034 0.07996919374046457
0.95042 1.00416 104.4839 0.05087465920623064
1.04908 0.86965 94.53791 0.5035161329112169
0.97786 0.98041 93.5593 0.10261918836463894
0.94099 0.92261 122.18926 0.2350358945994493
0.95966 0.85258 116.0702 0.4707416546932584
1.18668 0.96548 91.23581 0.967903876840257
1.04414 0.95831 108.92573 0.1724157702949523
0.99498 0.94187 107.22352 0.04508914938802836
0.99794 0.97759 111.87774 0.0818366411346812
0.99113 0.93673 114.20878 0.10002039429498352
0.94891 0.9438 109.62752 0.026823255889850458
0.93246 0.94816 104.63727 0.022685142749367396
0.77771 1.00376 128.59355 1.7413456216218863
1.01714 0.87236 133.28154 0.773843008914476
0.90443 0.92457 112.35861 0.16326856858278727
0.90935 0.89767 99.1639 0.20542856062813056
0.86984 0.86264 114.7458 0.6347656408294452
1.33612 0.97148 107.26074 1.7553248666671641
1.00616 1.01976 120.28084 0.29100110552980374
0.9919 0.93575 99.22576 0.05948797513734811
1.01818 0.93349 97.65277 0.13014577254515913
0.95909 0.96433 92.69676 0.09664562374798827
0.955 0.96155 131.25955 0.3989605236697179
0.99539 1.00979 124.50248 0.32993367377516136
0.93003 1.00621 118.41296 0.1970426864734542
0.89326 0.99502 106.80621 0.1686273132512874
0.90604 0.99727 117.95653 0.23227726917189584
0.91898 1.02411 99.31149 0.16050203121792364
0.87483 0.87919 94.10708 0.5042647367715763
0.93099 1.08269 84.00447 0.6358130419715252
0.96056 0.96088 111.06947 0.0290351972554839
0.89941 0.90639 99.46972 0.20599515330008644
1.01785 1.02468 101.54086 0.18448946263120897
0.9642 0.96095 92.85278 0.09409446992006201
1.0025 1.01486 124.08493 0.3460405133534827
0.85954 0.88848 134.39888 0.9681963903116244
0.96479 0.94785 104.91822 0.004406732931052396
0.9932 0.9906 97.15156 0.08929979886588081
0.97134 0.99602 102.14129 0.04079036752870001
0.94535 0.97725 103.22217 0.014356676618927052
1.01276 1.13722 114.24228 0.7006980256245415
1.02264 0.95048 101.87941 0.09907323490533587
0.94927 0.94586 95.3114 0.06393905656799717
0.88051 1.05673 88.88689 0.5712270481769615
1.15701 1.26257 99.52951 1.9897967650999737
0.95035 0.95161 104.43172 0.0033642888483583462
0.90298 1.03204 121.04646 0.38075217786233617
0.98561 0.97745 105.44562 0.027324853640700357
0.83768 0.83343 132.30221 1.5109146786216114
0.97687 0.98428 99.70968 0.03893709238616689
1.00879 1.00349 94.46568 0.17474864474322838
1.2014 0.9035 85.5797 1.2801177823459406
0.88246 0.88125 87.03222 0.5944028185773405
0.97161 0.9694 101.27025 0.01339124836522261
0.95302 0.9517 103.8557 0.0024474820200328356
0.89506 0.96591 97.74399 0.15634734936731456
0.93378 1.02778 104.93591 0.12529552745209901
0.95657 0.95786 101.48182 0.005688495752293875
0.83773 1.19744 78.93697 1.9161760215218662
0.99725 0.94194 106.84813 0.047649481371099846
0.81169 1.04857 89.82166 1.1472048740997587
0.86426 1.13212 110.72055 0.8676048906896726
0.91438 1.06664 86.41696 0.5342482004381388
0.95681 0.97087 106.71205 0.007482598310321894
0.9811 0.97744 94.53905 0.08843018384509585
1.03594 0.97409 102.17435 0.14115116271283631
1.06622 0.87072 110.20964 0.515554661855838
1.03782 0.97025 105.23685 0.14189812685058814
0.9576 0.95648 101.8153 0.0044956345128907465
0.89411 1.28352 98.10606 1.5800996578002238
0.96637 0.95312 105.0895 0.002707442337754268
1.20364 0.90133 129.08309 1.3861159240099912
0.93176 0.93068 106.16425 0.04515403553451835
0.8346 1.05567 74.63111 1.4352874978607524
0.99683 0.99298 96.00925 0.11167454519429551
1.11055 1.04883 107.71605 0.619011384762053
0.99762 1.01028 111.3281 0.1296309172486992
0.92186 0.87179 145.75081 1.095833914162244
0.95273 0.97275 103.18598 0.006828082787276695
0.87354 1.05454 117.62086 0.5391026591765405
0.92733 0.96289 102.48914 0.030949671973518264
0.98629 0.91256 111.90845 0.11811954653163342
1.00643 1.0046 99.90723 0.116933081375802
0.7959 0.85115 97.66575 1.4786846204209756
1.142 0.86496 112.82 0.9338605517529218
0.9341 0.93119 112.08005 0.0765799973197078
0.90567 0.92337 79.584 0.5838352491225076
0.98221 0.93652 97.82837 0.0566945337721302
0.9216 0.93065 114.75845 0.1299816184316745
0.94028 1.05678 107.69454 0.22058429394155235
0.87139 0.92073 80.18048 0.730765902444428
0.94059 0.95087 104.31402 0.010888527802046561
0.9458 0.95611 106.53048 0.007968330330933221
0.91315 0.78177 98.8621 1.3697667823724524
0.98829 1.01832 110.51502 0.12746878782298915
0.96237 0.97173 130.05482 0.3719496609941676
0.95017 0.95528 112.22624 0.04172553273257515
0.95996 0.99128 99.07168 0.04481977755209761
0.96998 0.93388 105.16245 0.02104609644978405
1.00435 0.85959 101.72347 0.3845834637548116
0.98013 0.98067 110.2092 0.045386256850716566
0.91874 0.99644 102.06607 0.08444447833858214
0.95267 0.92226 105.72224 0.040790747828144965
1.09071 0.98439 64.6517 1.646763124524295
0.98452 0.96805 95.70042 0.07054996166410737
1.00765 0.94561 99.75108 0.07545613582232062
0.94561 0.94686 106.32195 0.011238942572175052
0.88824 1.1772 96.84447 0.9849829380996473
0.89479 0.80032 119.50861 1.2476609987360652
0.96053 0.94135 103.05771 0.009587073807780833
0.88138 0.85896 103.12446 0.5270874165946013
0.9702 0.97437 114.60544 0.07511251667775017
0.92193 0.93161 114.90764 0.12957840853546923
1.09298 1.19056 118.0333 1.335081007966778
0.97129 0.99444 107.94008 0.04322589304769119
0.95566 0.98714 105.14709 0.020511039836685886
0.99887 1.02006 123.91858 0.3487436732368472
0.95621 0.91383 106.34846 0.06235563361669673
0.97398 0.95418 101.37979 0.012333999484051098
1.07194 1.09008 115.4779 0.6809362607326054
0.96731 0.96709 108.96689 0.01740084131225866
0.99776 0.96656 108.58384 0.04979177100199656
0.96577 1.01938 118.01686 0.1996696741024654
0.89202 0.89936 76.40407 0.8450121672531934
0.95778 0.9623 91.98131 0.10874818168383166
1.19421 0.88347 121.77114 1.2479102928591965
1.10999 1.1134 99.28794 0.9018173017341554
0.95315 0.91307 102.7016 0.06435092745008734
0.94583 1.34942 100.2493 1.8424735834740835
0.85207 0.87296 139.85628 1.2667528825785626
0.95921 0.95922 101.14435 0.006919389894374056
0.92115 0.96613 111.05085 0.07106212525274648
0.86017 0.93885 97.35885 0.37098243485358284
0.96764 0.94461 98.40466 0.03169944446308287
0.94488 0.94774 109.64826 0.026766900199068508
0.99267 0.96856 102.10526 0.033764185890104395
1.00224 1.13449 90.47812 0.7397081294627337
1.06089 0.85308 115.74166 0.6814001623583164
0.95969 0.96017 101.0252 0.007504500674289261
0.987 0.977 106.414 0.03076266109621698
0.95189 0.94338 112.81641 0.05314166334207012
0.96853 0.9682 111.8617 0.04053134656251448
0.94985 0.95007 101.90331 0.008271260565794577
0.88934 0.91956 107.18049 0.20055273068310076
0.8816 0.86317 103.12926 0.49496630656210616
0.99078 0.90443 118.03235 0.22829732914768402
0.96041 0.95609 98.5395 0.023347676004836386
0.87274 0.88806 132.18176 0.8200236705484051
0.95592 0.95764 114.89948 0.06964643141129316
0.89359 0.87126 126.63921 0.665691202817449
0.96442 1.14028 82.49414 0.9437063237146339
0.96466 0.9207 109.28194 0.05862660128133565
0.9365 0.92455 96.26506 0.09279147942477242
0.98114 0.94066 106.15656 0.0237158325740206
0.92747 0.95646 103.22033 0.028958860891969522
0.92346 0.93119 115.49439 0.13456258440777313
0.82986 1.195 106.91548 1.4991123696512916
1.05837 1.10553 107.35114 0.6280886542608208
0.93634 0.9379 114.645 0.09240982629075893
0.94186 0.94773 105.45096 0.012076215518480076
1.00476 1.00392 125.6601 0.3605634265656595
1.09018 0.8996 135.68789 0.9664473624254082
0.98549 0.96485 109.04526 0.03283467984240736
1.08623 0.90224 141.68911 1.1115174455914747
0.82839 1.16573 82.00356 1.716632066950979
0.9325 0.93735 114.11979 0.09209346499476753
1.25547 0.97662 96.27675 1.3062757713864008
0.97056 0.96414 109.06291 0.018614863515261322
0.93035 0.93203 100.38448 0.05373117086432411
0.83883 0.84619 114.56537 1.0153984919587287
1.02283 0.99802 93.91406 0.20709158921219253
0.94305 0.97963 90.3362 0.1580531130200311
1.1865 1.18567 85.71751 1.9360829256548762
0.9495 0.9603 105.34895 0.0030813210932157616
0.93542 0.92698 106.56985 0.04741340627226813
1.00276 0.99197 87.272 0.28475212241782216
1.01652 0.93626 98.31577 0.11623456237690154
1.04787 1.10467 107.4257 0.5862052598767232
0.95814 0.95601 103.98216 0.0003178547194663795
0.98108 0.90352 98.40076 0.12881948284466593
0.95769 0.94378 104.95881 0.006489642199977648
0.95954 0.96147 98.68089 0.022141509496851702
1.08207 1.06901 120.92933 0.7212454195935619
0.94263 0.93349 108.64298 0.037163978178700874
1.01569 0.86501 130.51473 0.7456753867655548
0.98769 0.96945 98.3892 0.04775826455060998
1.0131 1.0223 119.12447 0.29315827876475903
0.93411 0.92915 111.93351 0.0785929080464206
0.98421 0.98306 102.4067 0.03317150114269642
0.95401 0.95479 106.629 0.004493464001417358
1.00527 1.01707 121.54809 0.3058027017140488
0.99271 0.9371 107.20449 0.04650440239855388
0.87152 0.85399 94.29562 0.6933751461367612
0.90838 0.99409 95.30349 0.16307632407047018
