c_1 c_2 c_3 delta_nor
0.22673292723470523 -0.03689113491525101 0.10891637175919569 -0.0360158904
-0.17575049539533946 0.138952447599189 0.18399738579620167 -0.0845033205
0.10004118579055803 -0.16349121337201394 -0.010989405048986378 -0.0107661221
0.1287497934866578 -0.14658473694405047 -0.10576825197848805 0.0333519699
-0.16406676596067515 0.09614545723615339 -0.07051851429982448 0.0098205773
-0.16788432493119454 -0.132957456186359 -0.0017720086499188742 -0.0186455397
0.0021994306510727205 0.0333899910752782 0.03207040184445371 -0.0006585268
0.3505951774634621 -0.28559083289537257 0.00562738409227885 -0.2348809751
-0.08842673919770322 -0.24970860246042206 -0.012270969977545546 -0.0076835119
0.23869028011330787 0.050151133550342786 -0.053639263273418246 0.0209833444
0.17398035995895209 -0.04928763340310741 0.13418712071115946 -0.0222428716
0.3105775561036896 0.022672086365098668 0.04763505913495098 -0.0011851115
0.67594442297117 0.10530140784464373 -0.22251494369919445 0.1466092055
0.059367317475788245 -0.008177716517739625 0.00013248997790651917 -0.0001135402
-0.020197500711527955 0.009387679479849868 -0.0002837007730616013 0.0000212696
0.09789400282362824 0.018526157485143642 0.0034313217852675187 0.0007363495
-0.17680542952630862 0.022829845940132324 0.02383165565463407 0.0009787693
-0.22221253726402965 -0.25782255854971026 0.021743724937953526 -0.0911746882
-0.09389872068886604 -0.032335605956613736 0.05986462989194688 -0.0017249888
0.17010983671141452 -0.03924544092551201 0.13506040702793776 -0.0223608488
0.04762521159090621 0.00672027390075723 0.0024601543251581877 0.0000469028
-0.6060174327902637 -0.1938960977423499 0.43074053227913045 -1.2677312388
0.12848113771005326 0.007805450511811855 0.013797826156260285 -0.0002072084
0.060833240199527266 0.062353733421767504 0.006764293365044026 0.0006597285
-0.07357780876100585 -0.02863966202027861 -0.11556194871643896 0.0125627471
-0.37230492026416345 0.0692346503507304 0.09315362418707478 0.0015875709
-0.07257184246407566 -0.03749072385482722 0.13280861579037903 0.0104181561
-0.22881505925968407 -0.1311288850876776 -0.10740266087161875 0.0509429162
-0.5807594671678689 -0.08850672260187914 -0.16913331351568417 0.3723137518
-0.04905583343795251 -0.07458980899727621 -0.0010450660684860856 -0.0007435691
-0.3472460742195383 -0.12254467660604125 0.03194149110048164 -0.0782389572
-0.21671045363516578 0.5126107277637074 -0.0886548733396533 0.0057539465
0.3757608327755169 -0.015415894262831825 -0.13779339879119512 0.0693496260
-0.7596224962633324 -0.20075546636807678 0.30122886681554245 -1.0784358124
0.47138483992486047 0.006963524270953342 -0.06628089011054729 0.0938965290
0.5990348719316038 -0.08730210869213625 -0.042152962094490404 0.0752046411
0.26304352298420636 -0.06019759429318321 0.02163814991836667 -0.0199245278
0.010393232360282384 0.002028634397447271 0.13733890442109142 -0.0012137779
-0.1544397005301217 0.12188433416767744 0.04551660890765196 0.0047957442
-0.3950181613504935 -0.03232195781581984 -0.007149287139908617 0.0242720045
0.24433440440503157 -0.12004553311216488 0.33910553917960723 -0.0182305486
-0.14065110061645852 -0.04767745439415951 0.0046927320395565505 -0.0045177150
0.060942078461834547 -0.13886834065106315 -0.002335949145151839 -0.0038985536
-0.3120267656623737 0.007552695078377136 0.2271706642472483 -0.1311964592
-0.216750205849986 -0.06471710032332544 0.02584043400583256 -0.0186902589
-0.03354060350070419 0.0658784670472694 -0.006609235632168196 0.0003824168
0.2064772917463765 0.09348281495589247 -0.000950549981312776 0.0152990513
0.34673346172502406 0.07152798583716234 -0.044514792352362276 0.0540687898
0.20795804546427799 0.48959976205249445 0.08647307157989814 -0.0316990348
0.4376168978065532 -0.07241447968884025 0.06056478019210343 -0.0630392706
-0.08946112256630913 -0.031611048782472576 0.07397423733751989 -0.0006260573
0.19852478420512973 0.030604944503164033 0.017893686067306534 0.0035821234
0.3781349840399691 0.22330368775349319 -0.30192742628815616 -0.2757792676
0.23000067970420557 -0.020675539294665757 0.25048299716022715 -0.1064609977
-0.1682891964751855 0.14946205994720355 0.16048508466632916 -0.0637262644
0.7754049194467654 -0.022008699150127486 0.2143498316083048 -0.2228987003
-0.2854215873626733 0.6050616180668993 -0.08296661065845033 0.0420585430
-0.06386349853163097 -0.04467822121707723 0.11338977738762296 0.0097516031
0.4603639005821569 0.1161940086050181 0.08868850893411147 0.0329240522
-0.23233524655197524 -0.13654084113718334 -0.15540299766669782 0.1165355806
0.360315807416337 -0.00565181859448885 0.05210423686832317 -0.0116960563
-0.12491968425820521 0.12286211119850415 -0.01900727328945414 0.0085132078
0.12579925640634376 -0.061678323518593835 0.11993191408056643 -0.0030728821
-0.08867388549117648 -0.003456101217169067 0.004212644273014602 -0.0002028518
-0.07999274929118887 0.0028317742968346563 -0.07745461009812363 0.0029090800
-0.14840509154508097 0.12189494659807289 0.013878902407432739 0.0103580793
0.053927542260269745 0.009322365059476628 0.04720666852718279 -0.0012388506
0.1660568245887731 -0.32696054160917554 -0.030458792115400465 -0.0720905624
0.18961534195670438 0.11168234758608742 0.03564407003258405 0.0066461861
-0.06566219864744506 0.029399722022993364 0.002795827570210834 0.0005794227
-0.08966946458085394 0.121716749157084 -0.06500722229988684 -0.0031301618
0.020297547953208376 -0.05293295002019872 0.20707088099666954 0.0490100865
-0.23401900990131533 0.0878617909411389 0.06160456255078721 0.0050923623
-0.06961187080817424 0.0501904298025492 -0.11055025572340324 -0.0078493151
0.19592543031816478 -0.03863765682890785 0.01306872828363373 -0.0072019523
-0.08110771292800281 0.10886962225655213 0.08974602403384482 -0.0143492708
-0.60126893758677 -0.1960535410599002 0.3643640459562357 -1.0407272177
0.02980955327660673 -0.011443109875407035 -0.0011833542666694905 -0.0000376854
0.009279795566179182 -0.018295758115247238 0.0008015277807838003 0.0000013329
0.643904259119309 -0.10536934021007 0.29380682476872133 -0.6312396847
-0.484668480360323 -0.12632210778669478 0.31048427168911097 -0.5053273363
0.4706339181183871 0.12263982392751704 0.043524898261705566 0.0825601534
-0.4484008462836861 -0.21350536355278993 0.1415060023474181 -0.3733969694
-0.3185324675815843 0.03863221525643228 0.06420623892081923 -0.0002430592
-0.32591421470846677 0.47638187022296324 -0.016895137345158337 0.1144940770
0.1758258654958441 0.09299461046722557 -0.09360475616740492 0.0013439189
0.09918166933562665 -0.34271462763241217 -0.14469161069432174 0.2016766026
-0.21264585778962516 -0.12450285794252769 0.011773094897399979 -0.0311207768
-0.2987249149232916 -0.02997590774176953 0.031994934003616624 -0.0147052894
0.054432051590768166 0.12968951020112363 -0.06267904900100538 -0.0079233373
-0.03511653456684602 -0.04095740804306762 -0.06747840436513469 0.0047172951
0.05455684109471362 0.12348327423405875 -0.08516828514599666 -0.0150795931
-0.13725664686337608 0.5248805909406079 -0.22502330476788324 -0.3037240866
0.047957874418542476 0.05635594569519792 -0.042770332004723424 -0.0012426547
-0.5496540811058549 -0.11497198984827972 0.15228337514378654 -0.2822066641
-0.04059721691968269 -0.02931129282192988 -0.05159583572949734 0.0022017972
0.03388177125313535 0.06014677173407413 -0.0053117371419394675 0.0002266491
-0.2332411912728437 -0.022713570643776437 0.2830194949681806 -0.0788144540
-0.18126440318255482 0.030916970293557684 0.007251483281953484 0.0052058327
-0.03519916256329061 -0.049717741418169974 0.002479098738194222 -0.0002441168
-0.4985842389086774 -0.09249793842328494 0.37461653384262705 -0.6397359188
-0.04555895802799138 -0.1151709683187321 -0.06453718364075327 0.0121153723
-0.003858212211254399 0.11595259390443914 -0.13711571948988335 -0.0400512135
0.0647034597260944 0.0025053288954797956 -0.01795876444474671 0.0004077781
-0.019736740909848213 0.008307162282202895 0.0005261270441827524 0.0000162076
0.3021447988829956 0.04779034732830863 -0.07474374625629342 0.0379468271
0.42259378113699536 -0.07307633944603914 0.09131688770065408 -0.0931484522
-0.01456440882519433 0.14669907178782468 0.49246657614392164 -0.7033892304
0.18423486509585532 0.04408325111667379 -0.007969896432665026 0.0083063068
-0.01606790274142966 0.02217118124352761 0.04619678794228103 -0.0009003566
0.0676331072689122 0.050443629371436885 -0.007467787437581905 0.0009894172
-0.0476883885469414 0.020563470551651433 0.031275515272250295 -0.0004439672
0.42451184377482476 -0.08801766281339463 0.07759697113384692 -0.0939270231
-0.18058075881077373 -0.32730903384241666 -0.07977935169205232 0.0350959873
-0.4963483618842676 -0.18554110307433155 0.40137901189866043 -0.7385482501
-0.36942614305941607 0.11271561458287523 0.08425065405219608 0.0286085535
0.2150384693899273 -0.2736784906690819 -0.010868917208298481 -0.0961136346
0.0960265089199533 -0.026655181919880103 -0.03029920281291959 0.0008051218
0.026726305566759624 0.003139153664804238 -0.02151415292121135 0.0000489551
-0.38461375960721306 -0.006628339599269964 -0.14008524097304964 0.1247503802
-0.5653191195211585 -0.09157864150667508 -0.16509451706525452 0.3455086441
0.6468090120246169 0.30161136226782337 -0.14130589409234673 0.1378817566
-0.13701637725846105 0.05836696875803193 0.008295244125800919 0.0047023469
-0.5519211591641747 -0.11642665113895517 0.19412302295909942 -0.3661445886
0.04467616842678749 -0.019226947803980637 0.07096460147193415 0.0006085784
0.121735978713858 -0.339486498648915 -0.05178419232236966 -0.0202068445
0.5112374692759026 0.09643229410769508 0.379450168647526 -0.7416928040
0.0010412581405576382 -0.3405340129513754 -0.05437982474125362 0.0324599178
0.2567692362260097 -0.09595528710316657 0.02877792446070873 -0.0362893423
0.004406091213269182 0.003813455284440447 0.046617390651332004 -0.0001674114
-0.05778104910821147 0.020654780151400105 -0.02566913382629942 0.0005511573
-0.23022397738983663 -0.10773435883801707 0.030487708908746185 -0.0359385742
0.12204398376716656 0.1377669610800266 0.33221865718691584 -0.3296261043
0.043437533218433945 0.02503846913552225 -0.04846014461334175 -0.0007148866
-0.17634111555230958 0.02714542798816241 0.01687369986155742 0.0027611897
0.4804311770416517 0.14322245223855615 0.08334432601730377 0.0564728168
0.25721812007867356 -0.12672259098666722 0.35800686687375144 -0.0295642937
0.14973143683875295 0.08276620671998056 -0.11924340853045373 -0.0108316291
0.09113673102171646 -0.054869195498996916 -0.11096309626060724 0.0151637659
0.3496971573698825 -0.30639891729083096 0.04811949423841362 -0.3121749940
0.02302571134356109 0.009642295772531055 0.027904704538234106 -0.0002256733
0.043239174597195285 0.01786288903258519 0.003970744650215642 0.0001073247
-0.6683511718657785 0.01786322895737605 -0.23117697708850715 0.5157219582
0.4523158802081052 0.12780733451397375 0.48177883573651487 -1.2404940707
-0.21346131882917296 -0.06611915266654915 0.022783967448427332 -0.0178428522
0.06738256084989946 0.1723397913142567 0.0019668860571756715 0.0015152090
0.007856284573555234 0.021466953680288395 0.019234004805549713 -0.0001506526
-0.09456478420007887 0.08109909282858072 -0.003777871834402039 0.0034820581
0.45076115891312735 -0.0749287925406618 0.06658144433957064 -0.0716121500
0.21320647043800134 -0.3428486034673116 -0.08497114320301172 -0.0286408872
0.1475423574614943 -0.016857805517225433 0.04994819041454883 -0.0068708633
0.0651503678192925 0.04880723122938034 0.015224461281500097 0.0002706876
0.123440757125327 0.036430320529697205 -0.03363157965352779 0.0036510892
-0.04048867212058964 -0.03037591200657303 -0.000957248235699688 -0.0001884030
0.674044693960631 0.006250002792491188 0.2663139522791434 -0.3814766903
-0.009160747608627062 0.31318021344489666 -0.12569181601290436 -0.0734115229
0.4365949105005716 -0.1800482967344491 0.05419737883288295 -0.1848824311
-0.260664755879421 -0.00279619900005576 -0.04072203310531533 0.0213174089
0.17765274459213815 0.08531783710822641 0.1126633822047736 -0.0294591093
-0.030486906648669224 0.06143785648705223 -0.005230411973595261 0.0003115109
0.23491544344446383 0.012750555758851326 0.035488991630702876 -0.0026573781
0.019775244239804864 -0.04959372227867678 -0.00428906148420452 -0.0000749756
-0.2845740788921899 0.0035794510951078773 -0.02647425619277506 0.0229350135
0.04149487143018714 0.018064706336953198 -0.00013299018051515614 0.0001415900
-0.08529879559655631 -0.07462220187918633 0.032931525129311474 -0.0023562466
-0.15403331588532815 0.2593153159435605 0.2916980382840534 -0.3478535557
0.3402479933015672 0.01430794564940624 0.2310885342957948 -0.1863452062
-0.22959144484973557 -0.10719171724832022 0.03106373078706509 -0.0357356151
-0.20263274936036935 -0.29385896453897165 0.26687582982001445 0.3625056780
0.07207832156220913 0.011829916026229823 -0.023156674934261885 0.0007053509
0.45615900502680107 0.1470722915431976 0.058377241945989714 0.0717755398
-0.1026957495010791 0.18871236789866663 0.010198511416524586 0.0077330524
-0.30815275871660464 0.025583582201931826 0.01002128929991579 0.0206342199
-0.047761289418978496 -0.07432627136003292 -0.008250143958472103 -0.0004520716
-0.5518055213197564 0.2536144448401827 0.09626415545995537 0.2062087469
-0.5373052536712486 -0.27028638910753766 0.34039938270103676 -0.9566958013
-0.2853529521398824 0.026544638029769183 0.022434272029592278 0.0113761216
-0.06436124393285193 0.04044364735225657 0.004310391570654725 0.0007429296
0.03598379362108875 0.049583479099021326 -0.0383651115000422 -0.0010382660
-0.018323813190243732 -0.14555250323839 -0.16832728569870595 0.1062185205
-0.7472975148404521 -0.32232205620296833 0.03145157182311384 -0.5399881593
-0.2523566340002906 -0.10136793205446495 0.013107733784010665 -0.0325339954
-0.0030240576198517777 -0.22788136367399892 0.028326160667244547 0.0052602986
0.06279662167223225 -0.00797451617321339 0.003981717846987996 -0.0002002834
0.31899293694957614 -0.18736235226122944 -0.20385421359131595 0.1905920517
-0.04522801995907488 -0.03438695584732112 -0.001901970468853929 -0.0002608412
-0.0602500771495612 0.0849157339500054 0.0371909625508781 -0.0011065713
-0.13101893598122083 -0.0643268955090972 0.0848337267024394 -0.0045578496
0.22615652198650463 -0.03214877988363912 -0.21165744470302444 0.0463748912
-0.259137299973423 -0.14671560277602674 0.2178004275666568 -0.0328304857
0.2436727577654136 -0.03706269909236953 -0.22590954083489365 0.0585657824
0.015881116046917682 -0.03169254256545784 -0.0017091650061526109 -0.0000239433
0.1567288517265601 0.05737231127631862 0.07209923726631581 -0.0092343724
-0.4258385326346582 -0.2575153997206557 0.09434127097363361 -0.3755630819
0.014411883107443844 0.03279743789403669 -0.03140440006359646 -0.0005838057
0.023428402586279075 0.00774691272741613 -0.13251855788139094 -0.0031861811
-0.5495504082766226 -0.15226862899562305 0.01873722089483504 -0.1011371111
-0.1601548200476446 0.306442020699652 0.20423963493246777 -0.1726435344
0.027432012440533893 -0.04984397216678823 0.032175612178650455 0.0007493888
-0.10116010289290306 -0.00529213017405801 0.0032643323511583576 -0.0002599114
0.19582257619696647 0.13454775691531914 -0.3454122875075617 -0.3005711890
0.46382049332933895 0.14822273893732768 0.12639166861934806 -0.0045149410
-0.11052937465190557 -0.006536377852396587 0.040905767422095826 -0.0025621615
0.11530746114794829 -0.04326721206935681 -0.06064219009531932 0.0042820663
0.03143660207087805 -0.02166167718509017 -0.02581227938831925 0.0003231735
0.05568654142076037 -0.05353231217965049 0.007739856333289736 -0.0009909112
0.19871602704701374 0.012788635976306514 0.10355522718174022 -0.0246396947
0.2377185234354566 -0.042819214379912846 0.019791256604306244 -0.0118757550
0.14728692627299728 -0.02092126437895917 0.06421117356327449 -0.0088881098
-0.10516145409079569 0.047566431423975444 -0.026117792343969222 0.0032933628
-0.23581625341674217 0.46200604857585287 -0.08892646450803031 0.0167414833
0.4815195529964028 -0.25854171862428144 0.08613934339747586 -0.4018645356
0.10214412374072984 0.3788729323244241 0.018153817755731935 0.0009210538
-0.03862470436094779 -0.009201614876040811 -0.03141314671275072 0.0004715353
-0.24718401401496382 0.07004292858908862 0.02407984314574932 0.0169420315
0.16393156358557323 -0.059426336887805756 -0.09458429253215894 0.0147492486
-0.1618772235016459 -0.11336431262656696 0.010294586295330685 -0.0165952848
0.0774257458270056 0.023817896694245496 -0.0019160093788021075 0.0007098728
-0.16347909137393096 0.3130054843131561 -0.15466832334167893 -0.0800296309
-0.2206732527655879 -0.09512073404617385 0.0037298401274225568 -0.0213056951
0.02535362778843139 0.0027345671520168924 0.018566952665048125 -0.0000815893
0.01534331117433531 0.035971218005835956 0.026923345864841446 -0.0005159448
-0.11617075205855713 -0.03537307494660703 0.005154136679204901 -0.0023876543
-0.22341541743123297 0.03132667251153643 -0.002883736740244093 0.0116988310
0.3951296603769414 0.20137156667491746 -0.27887823673234635 -0.1872305998
-0.009012826053234037 0.13725343606635937 0.010915276164387748 -0.0001413384
0.33627760873534734 0.08365757697091464 0.17031495858855333 -0.0981935395
-0.7800794788989337 -0.053942415928390997 -0.15059572868522264 0.6441279631
-0.20446730672104516 0.2861731553974229 -0.2083926988512077 -0.1419209799
0.12582626366417607 -0.059992756846341797 -0.0040371493783348394 -0.0041703379
0.30317713749068326 0.2506350235062864 0.30238978686084045 -0.4439180856
0.020314542449825196 -0.029738226443353916 -0.0031258951633455828 -0.0000382578
0.14161125588779158 0.021953065095973126 0.009186106110001379 0.0015221804
-0.13546765144848072 0.5465089687883026 0.29819272950537684 -0.5686205982
0.3119103908278322 -0.002517969893552227 0.22704423471158233 -0.1600274239
-0.5264648469440878 -0.24893990046600573 0.13941967317730608 -0.5580329998
-0.46690772843514716 -0.26477833708594356 0.18161602669739152 -0.5529477161
0.02547314589263937 0.030649802278440042 0.004344838845524563 0.0000609152
0.041178158798420114 -0.0520016321936287 0.0003010967906205489 -0.0004965476
-0.18984851708804226 0.05206855669426347 0.01441752260408359 0.0078369636
0.11526343193394001 -0.029028476952650796 0.017166464505258945 -0.0027303566
0.2655036112753337 -0.04712285930226749 0.022215011424824183 -0.0154195823
0.18868532108648792 0.02756430363805807 0.006245340038592284 0.0047424776
0.30379767264732027 0.26811656925784466 -0.01677586147793668 0.0540939298
0.09090548953866139 -0.15365351822875783 -0.0009679801509589955 -0.0092977463
-0.16512167636058747 -0.22320945054146396 -0.10674689243425538 0.0698611459
-0.2583981427271258 -0.12589177546124541 -0.15344709137505658 0.1150490375
0.003722408455425883 0.042309964839143246 -0.004132245719558761 0.0000055504
-0.024017963185473296 0.06931815569012262 -0.11170760000751997 -0.0159130001
0.062018696225466546 -0.028717503575804368 0.001187499942309083 -0.0005457839
-0.29959821783670043 -0.05569929692379462 -0.08593538852181964 0.0450859934
-0.17396117324080762 -0.023063511692544905 -0.08926855047605986 0.0181831173
0.021363842405084495 0.037774498405244314 0.026493881553443517 -0.0005274367
-0.1433169413749762 0.11819027005968216 0.032165003983405556 0.0063935126
0.08800617191285223 0.023845003230062774 -0.028591181885796922 0.0013678410
0.1536797594213366 -0.015994362325629022 -0.047162078670991384 0.0046128497
0.1229733667995083 -0.020829558535140867 0.031184382874246446 -0.0035394762
0.13036195381050852 -0.04965308901465872 -0.002827906519358804 -0.0035036150
-0.09885288027417466 -0.04631677018028402 0.05546716636435425 -0.0022044586
0.06926999014991735 -0.004113517397897656 0.00315839716170729 -0.0001299661
-0.017741133583479462 0.020948064709114225 0.00809725289685843 0.0000074044
-0.6408339770491029 0.10014368939368068 0.47678143505340753 -1.2208558477
-0.20967181789901013 -0.11470342090192248 0.19957489900752845 0.0035027362
0.05518931996116534 -0.022361873500691618 -0.07534811053758418 0.0029629015
0.5131026260504592 -0.3404342591086392 0.13827754596323216 -0.7617747019
0.6029746250428802 -0.15122969057231617 0.2589935079802016 -0.5850515539
-0.14006560890032857 0.11724188275604569 0.006371335729252935 0.0096336657
0.15944904008000418 0.26149906761394703 -0.4693924470720536 -1.0174445968
0.04206304236265424 -0.16039765402231188 0.15688191590346562 0.0932110228
0.27926339388984756 -0.26415107846595287 0.007093449584911191 -0.1502830538
0.2935651025331359 -0.12396629821384357 -0.2827268656540517 0.2462881073
0.04277217323312366 0.052860050065651934 -0.034673062758590466 -0.0006746755
0.012648707367975612 -0.01920081844972479 -9.07049665917546e-05 -0.0000059516
0.6183058090685842 0.11779483481671987 -0.14215347472607895 0.1831768403
-0.03785745397450112 -0.18359520122671613 -0.2543573325935507 0.3307568963
-0.006793305161071813 0.009786129245022724 0.02924050578948604 -0.0001471245
0.5301213374141958 0.48174144622922455 0.11286634008810273 0.0534272849
0.12321490054655992 0.06283238376960203 0.0037576880897588934 0.0035325017
-0.09161637722367533 -0.0009676649963057463 -0.03393391468892881 0.0017586246
0.7137124139990296 0.12387767022463284 0.2820696872815408 -0.3310621708
0.12645283204424274 -0.020837149520574492 5.158825465742534e-06 -0.0011228529
-0.043701514905568686 -0.02460197763051153 0.04993900837696394 0.0007151397
0.06337528630986708 -0.01138081512281687 0.0020553302544438195 -0.0002280874
-0.43535246289388374 -0.1079486045518394 0.3287626210438302 -0.4100547047
-0.2516481680263869 0.3112276348310249 0.04724144306309626 0.0486019702
0.03382645680894533 -0.02378677318225174 0.02584726205125457 0.0000167153
-0.2750865797483106 0.315739699676049 0.026963285448518698 0.0687020475
-0.09270734315584725 0.3115762915420757 -0.07456095125997159 -0.0149464656
-0.16518862981703258 -0.024197287785808264 0.0125601855993814 -0.0038032394
-0.3417912501266315 0.03205707108627581 0.05172198529651889 0.0078899424
-0.002153383396503081 0.01973855294545795 0.0037042558657497124 0.0000036776
0.04329346520205388 0.01923604066552704 0.003457953566696816 0.0001242792
0.03700756451638957 -0.04842962221472501 -0.004170721376766648 -0.0003131125
0.026554040977040713 0.0021706194343702858 -0.01731190918472629 0.0000511770
-0.13218196246900055 -0.1542985361382199 -0.01189539537606563 -0.0116356068
-0.17758805118997645 -0.11655558411845172 0.2314467202015269 0.0648586757
-0.03202649805727775 0.0176653487811183 0.024105718910018958 -0.0001956431
0.014852227040342711 -0.01749231352171816 0.11648208793517244 0.0045550213
0.12007325158986196 0.04018626935238214 0.04684219478406272 -0.0028169884
-0.0008384209619834561 -0.01995666264814427 0.0015542189378079112 0.0000137383
0.6015623943992521 -0.07872691254202346 -0.29111545795182797 0.2846493114
0.03663127039010491 0.1606223165917109 0.0024553404115887135 0.0002322760
0.01139410078234386 0.042604262461306344 -0.003945230379110185 0.0000215203
0.5068194582492376 0.11534730196900037 0.04573742641051748 0.0952462208
0.10520533111994211 0.005537166016867878 0.00858005457438922 -0.0000282196
0.27239292613301697 -0.09784594984601591 0.017260105431234435 -0.0354593439
-0.059594655372875255 0.11793478301186558 0.11921764413221754 -0.0292434120
0.032807169996034495 -0.05274025521479197 -0.0389188209392287 0.0016087776
0.3296404572500356 -0.1866730360275392 -0.21653162805353787 0.2182431668
-0.3104502847455548 0.03573510554511526 0.2635765868755489 -0.1766098847
-0.28944686899925476 0.42632874832019835 -0.0669224067465887 0.0666780271
-0.10823028382112744 -0.0002014914906543555 0.007159336303781079 -0.0002288887
-0.1204142611707255 -0.05198399490354081 -0.12376081092143679 0.0276780543
0.15069661822793004 -0.04875352477620755 0.00011726720444615174 -0.0046544791
0.5268134968279116 0.1574674906771431 -0.24561486268254376 -0.0136754891
0.0279930265245075 -0.012370538677041803 0.0004808541574499907 -0.0000433816
0.13293987671555005 0.005981062320738147 0.014376763207273012 -0.0003774582
-0.03700397982440756 -0.028031266259498068 -0.0014132178095927431 -0.0001360983
0.15685554079826727 -0.05859582346432788 -0.08926441587853609 0.0127061612
0.025845143167272537 -0.06328331332330159 0.06146698431614005 0.0046747369
0.015691544195980203 0.09162453811926126 0.002403139122581082 0.0000038224
0.21452615850110185 0.0396497241046396 0.011171483706340947 0.0075875503
-0.14829666909752476 -0.34114524822749487 0.10371067008193316 0.0244175668
-0.20302627983449067 -0.10967064545136981 0.24021798639641737 0.0363353753
-0.020728650990096457 0.05123841231533058 -0.07723327946384725 -0.0055764468
0.7985888069676927 -0.11539177848320531 -0.19415796540532917 0.3357905432
0.46769142736675956 0.17659578067454476 0.03944193364030486 0.0995223629
0.06287104041464976 -0.3266988763914923 -0.0016761520405120418 -0.0184337836
-0.05820187433017945 0.0680575825546007 -0.04161049759591198 -0.0004790404
-0.1508479369017846 -0.074186461604508 0.020513617968347025 -0.0103051694
