c_1 c_2 c_3 e_nor
0.0951235810594086 -0.1588042305164913 -0.2155208366374328 0.6151490551598375
0.0982089294690028 0.23712759700895364 -0.035130895031844564 0.37085593413101037
-0.34946016114045064 -0.15245477560870255 0.2340378455208044 0.8118608795326877
-0.39428800443004325 0.2287467510794925 -0.05986247283243622 0.553374922061006
0.27000598717551666 -0.06702646099051093 0.2834047082841888 0.8131856780025373
0.017762884095537827 -0.03887307640779597 0.26079148293057947 0.5765252769455814
0.3417221056065291 0.24007778296458193 -0.2795077039402775 1.1791282742532165
0.39846656420440896 0.019326899134286937 -0.18618711194986837 0.5215177471032555
-0.39218624940407154 0.12733875876792577 -0.03776131061798697 0.3184292091320545
0.3732093294768023 0.2256751266644319 -0.22947030538268318 0.957429075172599
-0.2320917419489788 0.25123251891013043 0.09682144612470112 0.5320660819334905
-0.16502084591332866 -0.08813751548837759 0.18619288095244133 0.3830326168302139
0.1451418300523693 0.1920589088339493 -0.21775765576309938 0.6559113100907603
-0.05728199841773009 0.049858192635694694 -0.07384869352069079 0.06624692745860833
0.09653725359775957 -0.05022548546709768 -0.03419484652819886 0.0425505879621715
-0.3412720072795335 -0.09362607809050416 0.05229069357831953 0.2451672578085653
0.046842002722858524 0.1019059166191828 -0.047297045571158644 0.0929252831189304
0.2801628724781459 0.02368882741876366 0.02733561506618721 0.12473504923075573
-0.089072005049084 0.2090454307566035 0.2095381762475788 0.6468564462268469
-0.33779361995105467 -0.015917534840332995 0.028588893735975195 0.15633968963161057
0.0960688874715597 -0.04152888098334519 0.09150060305159091 0.09393582891743085
-0.22834593451288296 -0.19507449490878437 -0.01059263031356339 0.415527390945335
0.10599468309782982 -0.05710732023398047 -0.27855136492319255 0.6890686044192239
0.005812756063974994 -0.08885684099874262 -0.120184094612273 0.18152437168330618
-0.1917715168847679 0.26494071333074587 0.19661711561604195 0.7885688797278954
-0.28421425065025036 0.22410734108425961 -0.21814056293916287 0.8100868107687337
-0.01882826229229297 -0.12279889668164615 0.037829626513688305 0.13993001711252764
0.22881838955520975 0.050776525892010316 0.2050755746713534 0.43859899161411386
0.1521042252704043 0.026728391723799545 -0.14824884151359274 0.2162476878250924
-0.12370403390483418 0.0033599953862323943 -0.11193641486446218 0.12174555174588725
0.12001409376962101 0.19826075754796818 0.22433512040786902 0.6849508994653477
-0.05879534835860334 -0.06278364136624213 0.0718848560936804 0.07786815981407762
0.10834674323819124 0.292712036864744 0.2442099699758004 1.0146162214707262
0.013035274540520447 0.047350664906590206 -0.26378501871358273 0.5943309380017257
-0.3527360144030124 0.02284530264942633 -0.1695655796124338 0.3982507939446839
-0.1344830383008655 -0.1635065602639096 0.2045806348995799 0.6025346687842343
0.08148228881556709 -0.032546265697548885 -0.12580829576883998 0.1453744918386894
0.01568379214121156 -0.09025498607007616 -0.28858656198192084 0.7641342049319589
0.2578954477404835 -0.029838658681817072 -0.039097795297600574 0.11593409302083615
0.2093574061810779 0.08534757485795631 -0.08785452383740966 0.1764540457142228
-0.37559503771775604 -0.16894440910284084 0.19807438779476902 0.7548583514200359
-0.12263192464781524 -0.025428241338346633 0.10623106495263734 0.11623798255336204
-0.11144585260235043 0.29747285115429783 -0.24508439014742694 1.0331147512598238
-0.2884360818182788 0.0316983970451215 0.1893410852965366 0.4086781384489629
-0.11289295763737255 0.08759139039229452 0.16969241113060665 0.305077320960558
-0.28143830193231395 0.13421663891216085 0.08432386164021699 0.28233299608873147
0.3688710551182085 -0.07941387598095716 -0.1541195269450453 0.4454641727583544
0.04584989185276962 -0.1704694346629081 0.26874102159965435 0.8612379274725155
0.16737621689484627 0.23590483901604808 0.2092116506664893 0.7427555297497755
0.2955019993913463 0.2056319118146377 -0.21618259107974389 0.7795109927597306
0.23713518667739758 0.2750777416038226 0.055155213692843194 0.5588043430338202
0.10483580016776195 -0.00346190959675911 -0.14661778809145712 0.18966036684310397
-0.19267331479118033 0.2578071374172061 -0.06172332630729423 0.48364131281945105
-0.08169855902487459 0.11505609494504809 -0.2759301147542089 0.7342798043099887
-0.3632330985431475 -0.09357988701046835 -0.2459590826502906 0.7424400373495532
-0.012381504840211673 0.009545238699952632 0.26648225639652856 0.5909260673142237
-0.29496314936836576 -0.09756880142458586 -0.08403464951773557 0.24943476005960719
0.10049589835219463 0.2632649580396257 -0.17589982189412362 0.6849539877936657
0.09225182411737254 0.02661699996919475 0.14183527116490924 0.17993952851470843
-0.024840334832667003 0.1796288065455433 0.23368836857131825 0.6598962121564208
0.15394054587157077 0.24582537032103413 -0.2725887694231847 1.023062966628344
-0.3012689694552817 0.2932632373084366 0.032903376350881544 0.6342458492782028
-0.04082450394107509 -0.12270239695128414 0.24593574333997698 0.6298481700339236
-0.14283945999084655 -0.13128047535787263 -0.16645014849860992 0.3999617558329389
-0.059051908854631664 0.07900843722093362 -0.10857014984968681 0.1438169643265463
-0.3964554743323106 0.1911903200176026 -0.14652974658059864 0.6097564794060522
-0.043273589799736105 0.04766073147300854 -0.039898412926808784 0.03176604963651975
0.23365072829274733 0.10953180291627163 0.20086765449143518 0.4915677687892794
0.1847381410353138 0.23209869846078135 0.06398013313522999 0.4160215170657583
0.3716306970090707 0.07925972923447405 -0.12983014728971523 0.3850877266938812
0.12305311913456529 0.13493652914513574 0.2927867776114301 0.8619729833641032
-0.02655335827515816 0.27300037837494345 -0.09849061178540827 0.5258831043084051
-0.32155388388822326 0.16387958501245872 0.13674261679239264 0.46201074581394963
0.2120507216853755 0.1512532559761601 0.25160054061836 0.7406822336722456
-0.22506852014512424 0.2999855707495251 0.2645569408173772 1.1760803130610855
-0.13509699798789132 0.27845090789255944 0.25754822507157915 1.0372117160581273
0.24989807034852377 0.2643003562889304 0.026622474941683447 0.5182672446140355
0.045440470525022376 0.20545736340020038 0.280589307350791 0.9275332769579492
0.25227608743563157 0.09116647580226345 -0.060658421235353616 0.1801130749373782
