dis_1 dis_2 ang_1 delta_nor
0.95628 1.16612 104.82448 -0.3168508589
1.03023 0.92341 89.70058 -0.0230935268
0.82753 0.98072 92.37318 0.1074293217
1.08568 0.93624 118.09946 -0.0710870717
1.07721 0.86233 121.14868 -0.0350813986
0.88524 0.88684 117.47276 -0.0292044534
1.11336 0.93365 101.02344 -0.1643767964
1.02162 0.83553 113.97541 0.1084356407
0.83012 0.99164 105.47057 0.1374290503
1.06784 1.05998 97.65495 -0.0005727405
0.78973 0.9929 122.25306 0.2802651663
0.85393 0.97049 93.60369 0.0461687854
0.89947 1.09413 121.98032 -0.0953330203
0.98901 1.01233 112.90347 0.0047760767
0.99573 0.82219 118.80441 0.1466873034
1.01694 1.12437 120.76006 -0.0369034398
0.93886 0.91973 92.20502 -0.0128807692
0.98039 1.05822 115.91553 -0.0115075711
0.98446 1.0483 91.85666 -0.0134735281
0.89681 1.10266 109.86475 -0.1386070936
1.07491 0.99338 105.33504 -0.0363236296
0.91202 0.97669 95.89483 0.0015693780
1.0277 0.9941 103.77305 -0.0046747471
0.87421 1.0876 107.61156 -0.0858732481
1.05409 0.84246 123.09954 0.0414202197
0.86412 0.96285 87.3214 -0.0042619626
1.1626 0.95239 102.77606 -0.3124574468
0.9663 1.07443 93.44615 -0.0541495474
0.90942 0.91282 120.88736 -0.0317824423
1.0221 1.1138 109.5301 -0.0541653311
0.97024 1.14473 118.81654 -0.1734673420
0.96876 1.07088 118.81637 -0.0236065248
0.87534 0.90225 116.06442 -0.0153948174
1.01418 1.11321 87.71905 -0.0661882217
0.86321 0.91995 95.37424 0.0043820042
0.93623 0.95787 87.14567 -0.0174172498
0.99934 1.12723 115.22788 -0.0931235057
0.99969 0.96125 96.54654 -0.0017481903
1.00227 1.15475 96.84342 -0.1891127365
0.9968 0.8362 95.01202 0.0979441833
1.06001 1.00089 117.49424 0.0050443325
0.86601 1.03732 119.18308 0.0210284555
0.959 1.04582 87.82176 -0.0237830853
1.06535 0.85657 120.8205 -0.0023925487
0.99366 0.87931 96.64327 0.0222527441
0.99097 1.06917 89.67755 -0.0265821913
1.11203 1.03145 98.70807 -0.0506322269
1.08415 1.00786 94.34517 -0.0342317600
1.03777 1.02073 87.12839 0.0095544850
1.03901 0.98805 86.95478 -0.0030439879
0.78787 1.00345 109.66209 0.3458650615
1.11925 1.01739 102.50135 -0.0777600970
0.8413 1.06041 109.99861 0.0420207464
0.99867 0.79893 89.83602 0.2110345045
0.95019 1.1647 112.646 -0.3058255324
1.01386 1.06185 90.94493 -0.0067170505
1.00752 0.97086 87.37913 -0.0005805087
0.88705 0.97506 121.25216 0.0037857289
0.99953 0.87814 111.03138 0.0292700980
1.01272 1.02541 97.44738 0.0010070158
0.93895 1.01717 86.73286 -0.0151708270
0.82427 1.00995 118.37375 0.1421820623
0.9036 1.00713 112.74198 0.0046441420
1.06887 1.04188 97.51086 -0.0045023606
0.83303 1.05793 103.3457 0.0662362203
0.84139 1.06569 117.95686 0.0312647143
0.95929 1.10458 102.26779 -0.1170172365
0.96217 0.80925 113.08598 0.1953951895
0.99971 0.89656 96.38998 0.0062434451
1.05287 0.94996 95.47355 -0.0363840916
0.93751 1.03612 119.86883 -0.0082658849
0.94676 1.16234 110.46307 -0.3081254613
0.8138 1.03771 103.59209 0.1752119514
1.00512 0.97797 112.5476 0.0029027110
1.08084 1.01378 97.19203 -0.0279314701
0.87299 1.05716 102.86851 -0.0206395054
1.02091 0.8014 96.47608 0.2345623093
0.9467 0.94977 99.34954 -0.0007248143
1.09934 0.9453 121.47017 -0.0805259295
0.99585 1.11747 97.21645 -0.1028190136
0.95119 0.91041 118.06237 -0.0065118950
0.86992 0.92875 107.04035 0.0229662543
1.10066 1.03773 113.09043 -0.0128018151
1.09397 1.01779 107.96514 -0.0351636889
0.93498 0.98718 119.97222 0.0008972623
1.07704 1.05282 92.21967 -0.0001807397
0.91649 0.96629 93.10711 -0.0040330485
1.02354 0.97944 111.38171 -0.0018489827
0.97062 0.82612 105.21433 0.1438039555
0.85844 1.07897 87.20862 -0.0811122707
0.98409 1.02852 87.27183 -0.0004959875
0.9064 0.93122 106.44782 0.0025041510
0.93385 0.91761 118.67937 -0.0143065623
0.96368 0.9144 119.32236 -0.0047450450
0.86503 1.03697 103.23677 0.0215535109
1.12464 0.91424 87.70826 -0.2293876614
1.00399 1.02242 96.61953 0.0008592092
1.05329 0.95672 109.02554 -0.0314340704
0.93311 1.0531 105.0785 -0.0408492131
1.08404 0.99875 100.25323 -0.0442898248
1.01522 1.08388 115.38652 -0.0091089408
0.93017 0.89028 105.59017 0.0084728694
0.99987 1.08067 92.00699 -0.0347210130
0.91982 1.01773 108.12728 -0.0074842635
1.00924 1.08331 119.20136 0.0004591921
1.16571 1.00133 89.4032 -0.2292643650
0.84404 1.04481 117.57114 0.0585207800
1.03766 0.94461 117.4031 -0.0108705623
0.87457 0.96702 105.67749 0.0341295550
1.07384 0.89506 115.46104 -0.0601893588
1.0752 1.0377 102.60084 -0.0102347510
1.03503 1.03337 94.91522 0.0034705160
0.89867 0.88949 115.11932 -0.0154484849
0.87055 1.02099 105.72927 0.0294238698
0.93507 1.16437 118.60661 -0.3130734460
1.13962 0.98871 116.91294 -0.1338809149
1.13803 0.96774 97.02878 -0.1987622236
0.90008 1.11188 88.6817 -0.1921100313
1.04395 1.00676 89.56923 0.0011865259
0.96592 0.95732 119.94927 0.0013522989
0.80445 0.98703 116.47143 0.2283631505
0.96627 0.88629 97.90445 0.0160378814
1.11479 0.95229 104.95938 -0.1473588961
1.08072 0.86642 120.55268 -0.0482734504
0.96768 1.04497 100.88538 -0.0228483400
0.97992 0.98068 111.83348 0.0027483970
1.08809 1.03766 96.89203 -0.0180158445
0.95379 0.9397 115.99709 -0.0027796206
1.08397 1.00355 109.17625 -0.0341368697
1.01557 0.94049 107.17088 -0.0086822856
1.0722 0.89947 99.66132 -0.0724943490
1.05809 0.84488 113.90282 0.0378848875
1.04164 0.89455 100.96178 -0.0197787190
1.14974 0.95834 118.826 -0.2115314649
0.79866 0.99981 118.55527 0.2562751795
0.89377 0.90659 95.13274 -0.0159464258
0.91428 1.08902 100.39185 -0.1103532808
0.99813 1.00079 88.30498 0.0063324240
1.03606 0.95395 115.09826 -0.0105026494
0.96703 0.90586 121.47695 -0.0070199608
1.05176 0.94905 92.87422 -0.0350161774
0.95192 0.93654 118.27316 -0.0055291205
0.91576 0.88992 90.55267 -0.0322322821
0.90704 1.00484 120.59086 0.0018653528
1.01277 0.92825 87.5363 -0.0152793899
0.98753 0.90164 96.64235 0.0059400853
0.91565 0.91304 107.46105 -0.0004291171
1.01091 0.91402 114.43325 -0.0006583706
1.05155 0.88737 107.23529 -0.0241378336
0.91546 1.0193 94.86166 -0.0113493197
0.89486 0.90721 99.15918 -0.0047785011
1.11737 0.93989 114.6584 -0.1498930349
1.00609 0.96191 114.04947 0.0013170558
1.08123 0.88824 88.31991 -0.1032995096
1.0175 0.87423 119.16191 0.0227236630
0.93116 0.94743 85.34004 -0.0300454128
0.89906 1.07196 86.80563 -0.0865754435
0.99274 1.14138 117.40032 -0.1294271266
1.00474 1.02186 103.29724 -0.0013593297
0.97193 1.15424 99.07616 -0.2455648106
0.96379 0.86888 117.11843 0.0267373494
0.95216 1.01219 100.23938 -0.0071068606
0.87925 0.97367 102.12863 0.0284560695
0.92463 0.88774 90.59342 -0.0261470192
0.99627 0.91818 99.30835 -0.0001404884
1.11573 0.97678 117.92735 -0.0907562153
0.97833 1.19415 90.16111 -0.4100000483
0.99441 0.8382 89.59539 0.0675739514
0.9779 1.14343 88.73162 -0.2000869806
0.93897 0.9362 111.24478 -0.0017673348
0.94645 0.94617 86.6129 -0.0198072102
0.99065 0.80848 101.40318 0.2197329595
1.09139 0.99065 104.46333 -0.0603792474
1.06573 0.94403 89.94286 -0.0555065620
1.08298 0.87816 121.70584 -0.0638030444
1.07975 0.90994 97.47386 -0.0910393639
1.02712 0.8676 91.09076 0.0083605564
1.11109 0.92743 116.57041 -0.1388098246
0.85708 1.07871 101.3932 -0.0447192483
1.05721 1.04007 100.85254 -0.0024589277
0.86017 0.92795 120.61384 -0.0081774971
1.09072 0.88162 111.79859 -0.0960587909
0.98351 1.09592 99.10106 -0.0757531201
0.98858 0.88615 111.85854 0.0214097838
0.89417 0.91649 94.60614 -0.0140131222
0.95707 1.14897 120.38092 -0.2046746337
0.9854 0.88346 109.6135 0.0252007567
1.18043 0.95398 89.56563 -0.4061759683
0.90347 1.00395 87.0182 -0.0152184872
0.99227 0.86018 86.23651 0.0078685685
0.92619 0.90351 94.25912 -0.0119183825
1.11444 1.01054 102.01228 -0.0779674583
0.90871 1.02328 109.95227 -0.0066300424
0.97688 0.92034 117.87371 -0.0001208008
0.96283 0.82494 106.3568 0.1429491310
0.91016 0.93675 114.71024 -0.0050323940
0.83609 1.06069 99.73959 0.0452471186
0.86783 0.98868 87.33025 0.0048768441
1.03554 0.81875 85.30107 0.0780455314
0.96599 0.94651 102.60861 0.0000717773
1.01873 0.9307 89.08039 -0.0153690469
0.99402 0.8031 122.18531 0.2093239135
0.8909 1.1105 88.3019 -0.1911421306
0.80696 1.00126 100.92749 0.2271595398
0.97495 0.87765 109.74948 0.0308869444
1.09099 0.94159 98.22707 -0.1028846360
0.91035 1.0229 93.22544 -0.0139294250
1.02367 1.02028 90.78628 0.0073931018
1.03259 0.86217 88.94603 0.0034600186
1.10779 0.96771 107.27815 -0.1110980916
1.03758 0.81487 91.67053 0.1329590791
0.98639 1.12798 106.65144 -0.1349898356
1.08574 0.95979 89.25161 -0.0768692930
0.94045 0.96439 95.54753 -0.0018594525
0.98872 1.03224 98.99479 -0.0069549698
1.0038 0.82101 116.0255 0.1616181767
0.96507 1.09195 102.61663 -0.0854500158
1.03144 0.85001 102.36228 0.0577918008
1.03535 0.91572 98.76972 -0.0225193647
1.12824 0.97534 120.0872 -0.1132219081
0.98369 0.87623 89.77894 0.0072662507
0.96503 0.94667 102.97733 0.0000857699
1.04872 1.05133 114.78152 0.0186183775
0.92751 0.88823 114.54079 -0.0022048036
0.92387 1.04844 112.14996 -0.0307207087
0.87214 1.05031 117.26153 -0.0014102442
0.8653 0.90683 114.86913 -0.0023100957
0.9046 1.05937 97.97581 -0.0513837805
0.92235 0.85233 110.34778 0.0371926312
0.8829 1.10234 90.65277 -0.1582189356
1.03314 1.02748 105.24515 0.0001910937
0.90664 1.12388 105.93824 -0.2120115839
0.98819 1.01698 100.04976 -0.0024306503
0.99412 0.85748 105.90733 0.0643989742
0.97045 1.06512 90.31462 -0.0372849244
0.93137 0.84717 118.64948 0.0242070672
0.80173 0.97312 110.59129 0.2476817159
0.8584 0.92627 106.52963 0.0353039426
1.15022 0.91813 114.43344 -0.2900597957
1.10671 0.98519 117.07274 -0.0652061662
0.83089 1.0382 89.00888 0.0624415654
1.14586 0.96501 89.9745 -0.2318539935
0.98982 1.03613 108.76818 -0.0062845354
0.93829 0.92545 108.63618 -0.0003160021
0.98336 0.78589 108.83321 0.3513495534
0.99 0.95191 90.29652 -0.0031441255
1.01835 0.83192 102.62024 0.1212433904
0.98639 0.89291 101.2599 0.0152706910
1.00583 1.07785 120.74244 0.0086059052
0.99701 0.87492 99.92516 0.0310170343
0.98103 1.09997 95.39199 -0.0847126052
0.91499 1.09255 111.85323 -0.1074559508
1.03704 0.9031 96.30505 -0.0217499132
0.91523 1.0955 95.83701 -0.1287317306
1.17067 0.94473 113.53565 -0.3402457237
1.06949 0.9576 95.242 -0.0536059270
0.92879 1.04209 90.54515 -0.0320632882
1.10798 0.94956 104.10814 -0.1334479346
1.0247 0.79748 123.77238 0.2351981802
0.91599 1.13796 113.46319 -0.2447580758
0.91942 0.92358 91.03184 -0.0213004553
1.11685 0.97237 101.89165 -0.1312594676
1.03673 0.90935 102.0271 -0.0212052906
1.02739 1.01781 110.47598 0.0048989344
1.00262 1.0372 105.51901 -0.0050984501
0.92316 0.90222 90.22691 -0.0284117725
0.94637 1.04944 86.78834 -0.0346488042
0.88492 0.95474 122.04749 -0.0098207223
0.83529 0.99051 89.79644 0.0749742647
1.0626 0.93425 90.63971 -0.0557725303
0.9506 0.82201 110.76493 0.1382474695
0.88966 0.9671 92.73211 0.0033360040
1.01533 0.97228 89.46596 -0.0013619558
0.9062 0.99158 104.87992 0.0069915200
0.99516 0.98209 107.55761 0.0003704355
0.93927 0.89195 105.00375 0.0103302374
0.9219 1.09491 101.17169 -0.1219946484
0.96355 1.13862 90.95001 -0.2088680897
1.09913 1.05409 90.63955 -0.0121587896
1.10577 0.9297 101.31267 -0.1458828853
0.99921 0.85508 113.60173 0.0655408193
1.01314 0.86187 113.4293 0.0486423772
0.90041 0.96014 121.01188 -0.0080894664
0.87811 0.95335 118.01331 0.0086071893
0.90512 0.87362 96.50716 -0.0081498655
0.91607 1.11034 114.43075 -0.1491157676
0.98305 1.09369 87.54543 -0.0671842354
0.96523 0.80602 105.3495 0.2215088951
0.87504 0.95466 119.03758 0.0086692489
1.02058 0.84297 123.53668 0.0657063957
1.07587 0.90283 86.54857 -0.0947495664
1.09782 1.02886 103.74683 -0.0342006856
0.9882 1.03026 94.09591 -0.0034162970
0.85064 1.02781 117.61901 0.0591798838
0.91154 1.12824 93.09393 -0.2386125483
1.11081 0.94636 97.02492 -0.1468707085
0.89663 1.09699 121.47687 -0.1034810297
1.03787 1.00803 97.2478 -0.0026100014
0.84049 0.98894 99.37843 0.0978208591
0.9869 1.15208 92.17315 -0.2113658035
0.89602 0.96467 109.55352 0.0126664337
1.05353 0.9112 121.37094 -0.0257093374
0.9686 0.88697 112.84687 0.0176355739
0.84901 1.05833 118.79246 0.0258886310
1.10491 0.95688 104.61254 -0.1186535608
1.01976 0.8115 102.66301 0.2023527710
1.0571 0.89231 106.78742 -0.0368145562
0.8397 1.05342 92.85374 0.0319698870
1.06325 1.08209 88.29775 0.0044909428
1.05963 1.03977 112.82712 0.0104852873
1.02298 1.09562 108.94492 -0.0307345283
0.94672 1.15215 119.74858 -0.2373903286
0.88587 1.04104 86.2824 -0.0360633474
1.03963 0.85635 86.11653 -0.0084066718
0.86935 0.97383 101.72553 0.0406695878
1.10622 1.04723 95.66864 -0.0275692885
1.00543 0.98475 89.54514 0.0036670764
0.91279 0.89176 120.01348 -0.0307859208
1.05939 0.94419 118.61303 -0.0274292621
0.88587 0.92546 114.23807 -0.0013408633
1.00102 1.13187 116.86077 -0.0945002447
1.02409 0.88474 97.4938 0.0035234965
0.91282 1.04234 99.28793 -0.0291934137
1.02138 0.8194 120.69691 0.1501128370
0.94715 1.0071 102.1626 -0.0057688287
1.01049 1.09722 112.4278 -0.0367550954
0.99631 1.06851 95.05296 -0.0262754713
0.93615 1.07364 113.06299 -0.0609713955
1.08407 0.996 114.66537 -0.0282771782
1.07134 1.05292 107.15588 0.0003075732
0.99161 0.84011 85.13341 0.0311990533
1.02758 0.94945 96.71126 -0.0148118082
0.87975 0.96448 111.49094 0.0247265968
0.92946 0.97772 94.60143 -0.0020232645
1.02188 1.07595 112.52639 -0.0061725932
0.94927 1.05687 121.26853 -0.0160546533
1.03285 0.83613 90.7111 0.0625788810
1.08611 1.00343 107.21154 -0.0395012630
1.13258 1.00557 91.70399 -0.1217639883
0.91572 1.0237 94.15329 -0.0147287679
1.11501 1.01801 107.14622 -0.0652174460
0.97511 1.20367 90.51077 -0.4695353974
0.9616 0.95934 101.3934 -0.0000059084
0.85753 0.96703 92.15383 0.0326530044
0.98395 1.06334 101.86926 -0.0315002116
1.08501 0.85977 112.65462 -0.0544297644
1.00863 1.12509 94.74036 -0.1009808169
0.97758 0.91338 119.38603 -0.0007082191
1.00897 1.13721 98.75318 -0.1286116300
0.89732 1.05826 106.60905 -0.0419027470
1.08752 0.95767 94.78869 -0.0833133130
0.98567 1.19048 89.80767 -0.3714813941
0.98243 0.93878 112.49396 0.0004829686
0.80944 1.0368 90.92212 0.1524695837
1.00715 0.9721 91.03477 0.0000943488
0.942 0.92927 118.74455 -0.0101282390
1.02413 1.03374 103.60179 -0.0006856489
1.0378 1.0948 110.89475 -0.0134260607
0.93239 0.94299 108.71703 -0.0003924365
0.98493 1.1278 89.56376 -0.1412964539
1.02469 1.01332 92.04802 0.0055416474
0.86379 0.93588 122.83362 -0.0175666602
1.14308 0.94229 100.08306 -0.2541485922
1.09258 1.03617 113.40242 -0.0059957954
1.01403 1.07276 121.21003 0.0212548577
0.94745 1.165 88.51839 -0.3470230165
0.87805 1.00882 92.61385 0.0116798516
0.89829 1.0308 114.59396 -0.0051363661
0.9939 0.93564 106.48225 -0.0015813891
0.90292 1.02715 106.84415 -0.0078123143
1.05196 0.85755 116.76449 0.0193935140
1.14842 0.93263 97.84115 -0.2912397075
0.88167 1.10718 96.45693 -0.1646315152
0.98774 0.89925 109.98456 0.0116076422
1.00075 0.80905 115.97146 0.2133629528
0.85122 0.92827 110.57666 0.0436056379
0.84498 0.95413 109.07376 0.0784583550
0.85493 1.05829 119.35982 0.0134094102
1.07685 0.9381 99.68468 -0.0767653140
0.943 1.08069 99.47722 -0.0812516394
1.05239 0.99182 91.48901 -0.0123075041
0.93144 1.08376 116.46304 -0.0741023433
0.91061 0.87008 117.32041 -0.0133664849
0.86954 0.99736 120.88816 0.0277583639
1.14072 0.9427 92.31755 -0.2494832750
0.98819 1.18791 88.80659 -0.3535313300
0.90967 1.12896 109.60786 -0.2233935255
0.93528 1.01982 96.49529 -0.0121232811
0.81772 1.00318 108.05288 0.1852304089
0.94163 1.1062 108.53453 -0.1312009020
1.06 0.95396 88.41208 -0.0417110736
0.94519 0.81917 118.38963 0.1118478432
1.0058 1.14106 102.6641 -0.1415651149
0.89348 1.08411 89.585 -0.1088090584
0.98329 0.98824 86.33799 0.0018564377
1.12901 0.92646 107.76056 -0.2134563051
0.94328 0.97488 119.78601 0.0002128061
1.05804 1.00615 102.54667 -0.0150152106
0.98891 1.1646 99.10756 -0.2484721203
0.99339 1.12516 103.8699 -0.1212857847
1.01332 0.91688 86.27471 -0.0197750808
1.12638 0.92802 104.71097 -0.2070979283
0.97 0.87825 98.26946 0.0247638896
0.83471 1.00545 106.39232 0.1212614133
0.96107 1.17583 102.84872 -0.3520788980
1.03812 1.03787 96.19273 0.0022461202
0.8933 0.93335 95.55181 -0.0038489642
0.99923 1.02275 115.38398 0.0106658861
1.11721 0.99943 115.24479 -0.0727424873
0.9502 0.90194 96.84193 0.0017430200
0.80855 1.03695 91.45222 0.1593377878
1.0422 0.99735 95.02599 -0.0062850370
0.86314 1.05774 88.05984 -0.0362536568
1.00528 0.78535 102.38427 0.3568679222
0.93419 0.93587 86.41996 -0.0295743023
1.05346 0.99044 97.82898 -0.0182438333
0.98402 0.89303 110.31034 0.0161823355
1.02304 0.9131 108.91285 -0.0085218546
0.91158 0.8616 111.35947 0.0150975404
1.04226 0.9377 115.09635 -0.0195507725
1.02389 0.97126 93.45419 -0.0058176746
1.00218 0.8079 122.23126 0.1908899957
0.99564 0.95313 90.94994 -0.0028658463
0.85697 1.02831 89.46232 0.0171435549
1.01084 0.94214 87.86774 -0.0107076280
1.12331 1.01121 90.37513 -0.0916271937
0.91659 0.86494 108.06505 0.0201871783
0.86761 1.02069 95.92018 0.0245182915
1.16136 0.9768 109.80489 -0.2468644501
0.98576 1.0528 100.09825 -0.0209175592
1.0347 0.95487 90.70405 -0.0170010877
0.83586 0.95936 105.16865 0.1061637161
0.9515 0.88218 104.13349 0.0211663605
0.88937 1.11556 103.544 -0.1878227451
0.87003 0.91096 122.30303 -0.0441900732
1.11648 0.89765 108.20545 -0.1851170615
0.89642 0.91592 96.13844 -0.0096777920
0.96511 0.88038 103.03087 0.0262572051
1.0483 1.0587 111.72355 0.0099028938
0.85508 0.98271 100.14702 0.0644618359
0.9454 0.89432 115.40186 0.0010515430
0.89505 0.97273 111.05168 0.0136880480
1.07106 1.02767 115.37227 0.0086678074
1.02872 1.03517 107.85056 0.0022387991
0.86554 1.02612 114.64803 0.0338664785
0.90699 1.10858 116.34134 -0.1436727740
1.05884 0.99495 102.40365 -0.0212828164
0.89049 0.93682 115.08117 -0.0002341695
0.8693 0.89772 108.21268 0.0062928696
0.94436 0.83522 96.06216 0.0747910842
0.88887 0.93646 93.13163 -0.0083203248
0.98426 1.19261 90.27528 -0.3852394720
0.94834 1.16989 120.6679 -0.3027704097
0.99658 1.12131 90.41282 -0.1079224440
1.02628 1.09032 117.48764 0.0024457921
0.89672 0.88531 101.18417 -0.0022009947
1.01262 0.88725 99.05956 0.0104505078
0.91017 0.87064 116.69324 -0.0110554305
1.08207 1.0099 119.93497 0.0052178365
1.01273 0.99667 118.41646 0.0170810110
0.88497 1.00911 87.06265 -0.0103849951
0.79533 0.99192 103.87106 0.2943069855
0.85494 1.0268 85.32207 0.0013992249
1.00436 0.87969 85.5544 -0.0127861991
1.02478 0.83256 106.96952 0.1178929076
1.07092 0.94278 92.90773 -0.0641939977
0.95074 1.17017 101.82314 -0.3501189660
1.04038 1.02457 117.25746 0.0217045466
0.93412 1.0948 97.3897 -0.1166362733
0.89638 1.06224 94.63258 -0.0560812392
1.01065 1.0696 99.21729 -0.0206102931
0.98527 1.10024 117.08651 -0.0539024362
1.09131 0.87365 99.76865 -0.1041366386
1.0191 0.84836 90.55693 0.0442632429
1.02123 0.9818 105.55176 -0.0050300686
0.948 1.08898 94.21702 -0.0939724483
0.97638 1.02403 117.8787 0.0079510495
0.82665 1.01818 95.86741 0.1242192747
1.10644 0.95193 102.60076 -0.1284242614
0.97168 0.94978 95.09251 -0.0011501480
0.87777 0.96137 86.31343 -0.0211498445
1.03664 0.84068 90.51492 0.0458596104
0.97027 0.94636 114.54286 0.0004208561
1.09445 0.99476 97.59842 -0.0618792868
0.93571 1.10839 97.58126 -0.1501169705
1.08958 0.89512 100.30509 -0.1113450108
1.08203 0.96403 89.82436 -0.0666058076
1.11109 0.99709 93.29204 -0.0867775720
1.0242 0.93709 99.54438 -0.0146044357
0.90331 0.94827 94.85666 -0.0028277160
0.90055 1.11608 120.84025 -0.1587425733
1.01001 0.90532 105.52132 0.0014986541
0.92895 1.05581 116.44684 -0.0329591972
1.12257 1.0255 91.03919 -0.0713490982
0.89384 1.09408 102.08241 -0.1217986716
0.79677 1.02014 88.79218 0.2119434567
0.89134 1.02576 108.20313 0.0018480304
0.88798 1.0343 90.98941 -0.0177828945
0.9958 0.79397 91.50367 0.2490683110
1.07752 1.05977 95.62597 -0.0015567872
0.94206 0.87798 106.31218 0.0217167388
1.01325 1.11693 119.88798 -0.0340631266
0.94091 0.88953 95.33081 0.0002662615
1.01626 1.04275 93.18605 0.0013429995
0.94583 1.09195 91.56543 -0.1019248161
0.9827 0.97189 95.42518 0.0010187309
1.08304 0.97063 117.16593 -0.0423289493
1.02707 0.925 114.08921 -0.0105971039
0.97372 1.06481 102.07306 -0.0391141926
0.96557 1.08965 100.81218 -0.0812830057
0.85148 0.93221 123.72469 -0.0167871693
1.10229 0.91144 95.75385 -0.1488806304
0.89182 1.04709 90.65432 -0.0355750824
1.03749 0.9193 101.12876 -0.0246328225
0.80743 1.0138 97.38201 0.2112453897
1.05465 0.89567 101.96012 -0.0379309778
0.99333 1.01034 95.37476 0.0018852819
1.0355 0.88728 87.62911 -0.0265719901
0.96961 0.86244 99.29431 0.0469729930
0.8395 0.98755 91.71715 0.0742435476
0.87466 0.96147 91.67199 0.0080111256
0.9768 1.1525 115.79201 -0.1981087425
0.82793 0.97873 120.83362 0.1076607051
0.88786 1.03173 93.89183 -0.0103019610
0.93572 0.94368 104.36881 0.0001508703
0.81789 1.03481 96.92117 0.1457681203
0.83536 0.94772 103.41914 0.0970656061
1.04121 0.96448 91.08222 -0.0176802995
0.8954 1.02034 91.18773 -0.0098962637
0.94209 0.84493 102.94436 0.0691697038
1.1185 0.91248 118.89929 -0.1650908026
0.85415 0.97595 123.72659 0.0284636959
0.95 0.92191 104.32586 0.0018253439
0.82724 0.99408 120.01246 0.1232640822
1.13461 0.93091 89.40536 -0.2454966812
1.0161 1.08227 121.0827 0.0158600339
1.09235 0.92263 90.58014 -0.1201332367
0.9501 0.94177 120.8276 -0.0081568218
0.97253 0.98339 108.07826 0.0004766929
1.03107 1.07565 107.8583 -0.0096116089
1.09069 1.02502 95.56026 -0.0286877163
1.09024 0.95982 120.90283 -0.0512378078
0.9782 1.11469 87.39827 -0.1172046311
1.02918 0.87097 111.32754 0.0233700426
0.98383 1.16353 99.00444 -0.2554733607
1.08363 0.92604 111.01595 -0.0859753751
0.87218 1.04661 92.47141 -0.0161929162
1.05229 0.96496 87.67547 -0.0261811520
1.0473 0.83424 122.18652 0.0743063018
1.0093 0.94046 110.04489 -0.0049593927
1.00101 0.9825 87.73539 0.0033470488
0.98402 0.87482 113.74821 0.0322817616
1.04139 0.95338 105.0501 -0.0242551489
0.9313 0.93514 111.28826 -0.0021775751
0.94989 0.88269 114.10254 0.0127132727
1.02518 0.92801 116.55581 -0.0075002325
1.04332 1.02745 87.22081 0.0098642221
0.98986 0.98214 87.34719 0.0023631955
1.05813 0.97538 120.87964 -0.0005024501
0.96134 0.9218 119.11751 -0.0053449020
1.04219 0.86943 120.32055 0.0106845583
1.12551 0.98653 109.04798 -0.1248903075
0.92826 0.93936 97.26152 -0.0033659066
1.10385 1.02736 111.68015 -0.0300287596
0.99277 1.15424 98.19459 -0.2056125048
0.90219 0.89948 116.50478 -0.0189438683
0.977 1.10931 112.89446 -0.0929100892
0.80268 1.02464 106.5311 0.2481065111
0.84214 1.05753 112.09943 0.0458552983
1.1217 1.00102 102.0486 -0.1042845643
1.07462 0.97116 116.48203 -0.0328546515
0.90733 1.01824 94.16337 -0.0092426830
0.91067 1.10146 87.93899 -0.1545017223
1.01913 1.0653 89.53349 -0.0048674626
1.13587 0.90381 104.71299 -0.2614260878
0.89775 0.96394 108.66838 0.0118606673
1.10013 0.93659 97.17143 -0.1278667844
0.96711 1.166 99.49008 -0.3002450023
1.09952 0.95849 116.1104 -0.0846992191
0.8812 0.92822 108.38017 0.0121999506
0.89909 1.11639 112.47124 -0.1777989277
0.82757 0.98741 87.81869 0.0806518827
1.08394 1.03649 120.65305 0.0296369401
1.08777 0.88068 86.30472 -0.1240226293
0.8124 0.98596 99.17369 0.1944186484
0.92647 1.09326 99.45666 -0.1167133728
1.00435 0.80277 122.27552 0.2159515636
0.97526 1.09225 101.06416 -0.0772723026
1.00262 1.02033 109.67191 0.0022031564
0.9326 1.11477 100.50611 -0.1697436611
1.05122 0.94914 104.75758 -0.0349361911
0.82197 1.01748 93.95876 0.1341777935
0.98847 0.87991 103.50766 0.0287850799
0.86171 1.05394 101.1748 0.0006125666
0.96223 1.04206 100.13719 -0.0224213183
0.9899 1.04943 98.08166 -0.0156868066
0.908 1.00026 105.56412 0.0039718011
0.99392 0.83471 94.87589 0.1016072070
0.8618 0.93032 116.56564 0.0130747444
1.15501 0.94536 104.98055 -0.2906608256
0.93518 0.97881 98.90985 -0.0002505174
0.96576 1.04198 89.89863 -0.0173031884
0.90452 1.07647 122.4294 -0.0574529060
0.8666 0.90589 105.80235 0.0134788530
0.93594 0.96948 103.94704 0.0006651820
0.96519 0.97342 100.45906 0.0001241883
0.92083 1.05138 87.79191 -0.0471375884
0.99444 0.99251 90.54997 0.0045517752
1.05595 1.00803 101.39605 -0.0128057109
0.98851 0.99148 114.29721 0.0066198980
0.81562 0.99549 114.67731 0.1860259155
1.05412 1.00161 91.37049 -0.0082718842
0.95184 1.01241 93.98855 -0.0064335153
1.07778 0.92523 117.3757 -0.0641147263
0.98893 0.88297 90.33492 0.0046034190
0.87797 0.97609 102.19565 0.0302387089
1.01134 0.97344 108.79218 -0.0022904215
1.03945 1.04805 114.64265 0.0167506913
