dis_1 dis_2 ang_1 delta_nor
0.85772 0.98375 105.6619 0.0639158183
0.98031 1.13624 116.89315 -0.1390980322
1.08037 0.86414 94.43637 -0.0709429639
0.81831 1.03483 122.64958 0.1390355310
0.87516 1.02536 85.98796 -0.0162955300
0.84261 0.99632 95.49069 0.0825286786
1.12181 1.01816 103.4776 -0.0807540899
0.99082 1.08342 99.21482 -0.0498424724
1.12396 0.98201 119.22261 -0.0963859997
0.89241 0.87964 106.71554 0.0015486987
1.04756 0.98688 86.933 -0.0086675255
0.90589 0.87142 99.86722 0.0034575610
1.07955 1.0451 109.96017 -0.0008447398
0.8064 0.99029 92.12406 0.1894100849
1.17511 0.97025 94.26594 -0.3362771110
1.01908 1.04249 94.64337 0.0007792485
1.02445 0.89742 89.02927 -0.0177422380
1.02712 0.87062 90.37483 0.0025813626
1.04614 0.8205 96.42387 0.1179552947
0.96131 1.09554 98.91698 -0.0964235963
1.01342 0.83369 89.11242 0.0746783343
0.96491 0.88762 89.40046 -0.0076813369
0.9383 1.10388 111.35445 -0.1235034253
1.03405 0.92991 103.44975 -0.0217667027
1.04762 0.91472 113.16027 -0.0281717386
0.99661 1.00805 90.33695 0.0055366525
0.89662 0.99673 119.39731 0.0071638076
0.98985 1.12726 101.60612 -0.1328895771
0.99722 0.8481 94.6273 0.0669429404
0.91288 1.13603 119.35999 -0.2242766454
0.90666 1.11099 114.54516 -0.1547018005
1.11571 0.91222 121.42846 -0.1499894044
1.00474 0.99242 95.27399 0.0023453276
0.98267 0.99225 90.58168 0.0031397035
1.02118 1.13927 94.1379 -0.1136937196
1.02279 1.00508 112.66642 0.0067090460
1.08506 1.00319 114.96531 -0.0220722846
1.03457 0.92026 101.27363 -0.0219291301
0.97046 1.03207 118.31372 0.0039892380
0.95662 0.94928 85.68395 -0.0177020203
1.13188 0.99665 109.82316 -0.1233313357
0.9254 1.13255 121.78818 -0.1908286794
0.93936 1.05562 109.11922 -0.0398716473
0.92586 0.97542 119.995 -0.0022556936
0.9846 1.12915 99.02492 -0.1462929521
0.94053 0.84265 94.803 0.0492209426
0.9309 0.94616 117.24445 -0.0064663034
1.05451 0.87683 103.75366 -0.0201418219
1.08313 1.00093 87.93356 -0.0336128423
1.01105 0.81738 110.10656 0.1843232092
1.06711 0.87812 108.47738 -0.0410951622
0.85187 1.08102 91.83343 -0.0609866393
0.92297 0.97229 88.6448 -0.0120907582
0.85249 0.94565 123.07718 0.0044614416
1.07009 1.04176 94.19653 -0.0025331954
0.92016 0.90398 106.85341 0.0011369552
0.90838 1.05772 91.48075 -0.0537846992
0.95917 1.05366 103.90371 -0.0340628356
0.94893 0.91747 91.42243 -0.0119345254
0.97906 0.94461 86.194 -0.0114402734
1.0103 0.9132 112.67039 -0.0006117723
0.90113 0.91377 86.77182 -0.0545685004
1.05298 0.91109 91.45197 -0.0467553567
0.99739 0.84582 97.05705 0.0789677595
0.8044 0.99075 92.46433 0.2009935923
0.9977 1.08856 101.08899 -0.0510996744
0.88008 1.01572 122.64981 0.0118561457
1.0913 1.02273 91.63986 -0.0280794391
0.91209 1.05599 89.49137 -0.0531345630
1.03487 0.8942 117.23994 -0.0051675961
0.97949 1.02502 93.77449 -0.0038881573
1.16053 0.95353 107.1945 -0.2949564475
1.01499 0.93833 94.66625 -0.0095722080
0.90568 1.09781 103.12322 -0.1323554334
1.1323 0.91007 111.55802 -0.2318964920
1.032 0.90621 104.29914 -0.0145576586
1.01653 0.85748 100.09805 0.0514713333
0.9092 1.13686 112.70153 -0.2478822200
0.99154 1.04096 99.32622 -0.0103655791
0.88784 1.05252 101.03469 -0.0298681793
1.0342 1.0759 103.089 -0.0121747287
0.92023 1.13863 116.06966 -0.2363461202
0.98408 1.03174 104.05757 -0.0088469979
1.04551 0.89787 121.46108 -0.0153599145
1.09176 0.91518 97.07757 -0.1184440385
0.87914 0.94628 114.79461 0.0124177652
1.03674 0.85873 119.45019 0.0333435635
1.00641 0.91653 107.53268 -0.0013520405
1.05439 0.8428 113.25092 0.0498401120
1.05468 0.83799 117.54797 0.0609245714
0.9063 0.88373 119.78077 -0.0333220533
0.79586 0.98704 101.67197 0.2848091899
1.01244 0.91603 89.09844 -0.0139062135
1.0848 1.04815 105.87827 -0.0083971326
1.03772 1.05854 105.03324 -0.0023417593
0.9184 1.13628 119.06505 -0.2206718786
0.99803 0.78173 107.41955 0.3881078659
1.17069 1.00837 89.55902 -0.2312455517
0.7982 1.00166 103.58865 0.2789589767
1.03731 0.82267 91.56716 0.1031917595
0.92336 0.92902 94.391 -0.0098026818
1.0793 1.02042 119.37959 0.0140262263
0.93917 1.10374 96.79077 -0.1350378431
0.99705 1.05036 102.08101 -0.0142657768
1.02484 0.91296 121.64288 -0.0042133988
1.05415 0.87313 115.60719 -0.0082927934
0.92213 1.0581 91.49698 -0.0528961553
1.01919 1.02759 103.65824 -0.0004971994
0.91996 1.0288 110.33409 -0.0137183223
0.8953 0.96517 87.2317 -0.0192451136
1.03415 1.06654 119.6805 0.0308006004
0.95167 0.93705 97.69967 -0.0015833203
0.94227 1.13197 95.76879 -0.2167282071
0.98679 1.09705 107.21456 -0.0703714590
1.03225 0.90511 118.21771 -0.0078469871
1.00949 1.06476 107.6839 -0.0147616333
0.93716 0.93604 99.84479 -0.0012636581
1.09706 0.88297 98.67196 -0.1294162328
0.98921 0.80951 107.66308 0.2210475064
1.00871 1.09008 102.30095 -0.0432372724
0.82171 0.95168 122.59599 0.0826586140
0.9915 0.95472 109.62235 -0.0005845831
0.90033 0.97433 119.39826 0.0015629896
0.88563 0.97353 112.38342 0.0203173298
0.89737 1.10199 88.54768 -0.1607431070
0.98905 1.02464 114.39734 0.0053679903
0.97986 0.97188 120.80268 0.0091787243
1.07336 0.99194 99.63944 -0.0366953575
1.09497 0.9021 100.72642 -0.1264525666
0.90838 1.09045 110.01088 -0.1060084377
0.87475 0.90896 108.22103 0.0080796385
0.90118 0.99591 96.65985 0.0048484195
0.83611 0.98638 117.88621 0.1009900432
0.95938 1.10342 113.9491 -0.0976200037
1.04449 1.01054 89.27335 0.0026590098
0.94224 0.87154 116.10362 0.0134546953
1.09649 0.88482 99.28596 -0.1279473737
1.06631 1.02701 104.71286 -0.0094206439
0.95334 0.82713 100.67598 0.1210526613
1.02903 0.98181 93.61897 -0.0046941133
0.94845 1.04609 90.95644 -0.0292043240
0.85785 0.96675 102.6653 0.0581652154
1.00451 1.09219 91.02976 -0.0450251153
0.87064 0.91507 115.8758 -0.0041140551
0.90557 0.91866 96.99069 -0.0073353162
1.0176 1.02238 118.77986 0.0241179506
1.0053 0.99525 88.66116 0.0060376466
0.90851 1.10795 98.41755 -0.1651462103
1.01773 0.8671 102.87849 0.0357969640
0.99771 1.02729 92.4761 0.0015650066
0.98222 0.94527 103.76154 -0.0005912825
1.08345 0.98544 101.90661 -0.0544631689
0.94624 0.84094 97.87776 0.0703400298
0.86037 1.02717 116.99068 0.0405778076
1.05451 0.93472 116.30929 -0.0302386577
1.00382 0.96847 114.71179 0.0036803318
1.10943 0.92593 105.06693 -0.1556263610
0.90767 1.00813 99.48552 -0.0005834862
1.07748 0.97619 113.877 -0.0391511280
1.00176 0.87551 102.22523 0.0308150377
0.94744 1.04087 97.77733 -0.0256100687
0.96858 0.99748 119.53084 0.0098805365
0.93349 1.10976 109.21238 -0.1459811562
1.02078 1.05956 120.95948 0.0308626003
0.97429 0.95919 89.00318 -0.0037730815
1.05218 0.93389 109.06744 -0.0370267742
1.06609 0.92047 121.29586 -0.0399224503
0.86697 1.06686 119.78239 -0.0206825752
0.85985 1.01337 105.19129 0.0529672745
1.15222 0.99145 96.65371 -0.2022420656
0.91138 1.10519 103.64976 -0.1517420144
0.87615 0.98243 116.44424 0.0266251922
0.90746 0.86239 106.5119 0.0178896481
1.06178 0.96783 119.75426 -0.0123622572
0.89938 0.98219 110.26804 0.0117109442
0.93409 1.16493 99.0478 -0.3612631920
0.89478 0.88559 115.11124 -0.0164087782
1.01596 0.96733 119.3185 0.0087173189
0.84858 1.07494 89.95003 -0.0450348877
1.07822 1.01086 99.61421 -0.0283935219
0.98156 0.97146 102.58293 -0.0000856603
0.97566 0.92377 92.08735 -0.0048182827
0.92094 1.13235 113.9637 -0.2179657102
1.06474 0.94463 104.45165 -0.0532856639
0.95835 1.04209 105.94325 -0.0229939811
0.9101 1.07172 99.43764 -0.0736272391
1.03149 1.0575 89.60634 0.0042819523
1.07104 0.9716 98.91997 -0.0477681156
0.89308 0.93173 104.283 0.0074246164
0.96148 1.08646 90.07948 -0.0768154276
0.82504 0.98491 92.259 0.1165934557
1.04023 1.04076 118.48885 0.0295682308
0.99083 0.78269 118.18261 0.3509410854
0.94801 1.10524 104.4817 -0.1278735018
1.04174 1.09608 99.89695 -0.0231503565
0.99198 1.07758 112.61028 -0.0296299907
1.03492 1.03693 115.30379 0.0177076469
0.92662 0.93065 113.13867 -0.0044363068
0.89531 0.93602 120.74397 -0.0201769047
0.87177 1.04024 108.93881 0.0099711268
0.91474 0.87254 121.68923 -0.0367594419
1.05793 0.89055 114.1645 -0.0314804238
1.10788 1.01765 89.40659 -0.0540825919
0.98969 0.8747 107.72632 0.0359970210
0.93326 0.91949 88.25507 -0.0283856950
0.96222 1.16774 106.15436 -0.3092734791
0.98781 0.84131 91.95313 0.0712037425
0.95673 0.88966 90.04936 -0.0096761926
0.90325 1.01521 90.11205 -0.0117572892
0.92319 1.11745 121.08698 -0.1476058378
0.95495 0.91437 102.47954 0.0036270572
0.90008 1.08113 105.57809 -0.0879094138
0.91375 1.05789 95.37058 -0.0515312476
0.81518 1.00756 89.37769 0.1374496789
1.06983 0.89108 88.2072 -0.0784489445
1.05135 0.94762 89.47184 -0.0351242477
0.90926 1.0718 96.54793 -0.0751059121
1.17056 0.97963 98.02757 -0.2924946144
0.88502 1.10684 101.31802 -0.1588874308
1.08048 0.91762 102.78033 -0.0892906243
0.9408 0.84318 99.7486 0.0660312652
0.95789 0.81462 102.93627 0.1741371396
0.95841 1.06664 117.86845 -0.0289744321
0.98254 0.81238 96.6894 0.1841027250
0.9279 0.97607 96.36508 -0.0006848962
1.04179 0.92408 91.4958 -0.0320693510
1.1419 1.00067 96.09488 -0.1548033824
1.05628 0.8364 121.12818 0.0580579912
0.89285 1.02403 108.34563 0.0019762654
0.87589 1.02493 106.81873 0.0189891273
1.02651 1.10336 105.39369 -0.0414770170
0.99345 1.00732 105.82706 -0.0002991858
1.04747 0.87589 113.29035 -0.0031206981
0.98179 1.03359 120.97242 0.0156375072
0.99541 1.09645 104.07621 -0.0637167307
0.88443 0.93673 108.62305 0.0131754105
1.05128 1.00621 109.38025 -0.0062275021
1.07095 0.90311 89.55949 -0.0794009715
0.84504 1.07364 122.54257 0.0020363539
1.09257 0.95255 99.48163 -0.0978623442
0.89951 0.94999 113.63667 0.0034747213
0.88982 0.89283 113.42424 -0.0110630879
1.05149 0.97106 99.18546 -0.0266435816
1.04329 0.87868 90.07146 -0.0233985699
1.01393 1.12036 97.54472 -0.0849311662
1.04546 0.98425 118.98444 0.0071514314
0.95993 0.98523 94.20379 -0.0002754328
0.95222 0.83042 121.52514 0.0673342416
0.83606 1.06486 112.8688 0.0490086707
0.88061 0.90181 108.47765 0.0022949111
0.91528 0.97254 96.49817 0.0011998753
0.9254 0.94271 86.87885 -0.0279303593
1.09665 0.89529 105.63822 -0.1259691224
0.77862 1.00889 110.19886 0.4113921670
1.04537 0.81944 85.82253 0.0677275751
1.13494 0.93641 119.05917 -0.1944720328
0.96433 0.81898 107.75506 0.1656234645
0.90863 1.01108 112.72821 0.0007897745
1.13124 0.90853 97.12328 -0.2484041247
0.83405 1.02266 90.4658 0.0759131034
1.01802 1.14381 92.37466 -0.1295549205
0.96842 0.83035 107.80443 0.1286076699
1.00179 1.09063 102.079 -0.0501128077
0.78988 0.99696 111.42095 0.3295767639
0.97702 0.84739 113.64303 0.0789781651
1.03075 1.12373 94.42555 -0.0685341084
1.00822 1.11822 90.06033 -0.0849526958
1.04699 1.04267 100.38648 -0.0004925555
1.15629 0.97554 114.31749 -0.2185187420
0.89379 1.06081 108.00041 -0.0431070503
0.90844 0.8637 110.15793 0.0134423566
0.97971 0.79617 110.47498 0.2835111120
0.98989 0.82204 105.27772 0.1665246337
0.85743 1.04547 105.42714 0.0261201194
0.88921 0.98981 113.62954 0.0175182568
1.05497 0.991 104.67042 -0.0197897290
0.99525 1.05693 107.98936 -0.0166086804
0.9619 0.98093 118.03846 0.0049115319
1.02794 0.99847 87.04205 0.0053157240
0.98224 1.14022 95.22161 -0.1817081409
1.0049 0.89616 94.02409 0.0019238782
1.03632 0.86952 119.25019 0.0169088311
1.08196 1.0077 91.55161 -0.0295278364
1.05278 0.86735 89.49108 -0.0277321368
1.03068 1.05792 89.22878 0.0042833501
0.966 0.96823 96.78418 0.0001781394
0.8922 1.04926 97.08268 -0.0310027846
0.9628 0.86647 115.74482 0.0329145203
0.9018 1.02872 118.91492 -0.0041760303
0.98707 0.93236 89.38226 -0.0077240150
1.01971 1.03218 90.36586 0.0071563180
0.93981 1.06653 118.52097 -0.0382821100
1.04306 0.81266 97.91348 0.1603125785
0.93988 1.16568 97.88874 -0.3554164501
0.9744 0.94818 93.67004 -0.0018606218
0.77407 1.00116 118.23953 0.4205758691
0.80946 0.98505 108.16613 0.2195265017
1.11932 0.92188 87.07268 -0.2034663702
1.00776 0.97287 107.35611 -0.0023635713
1.01145 0.92409 95.62545 -0.0078856609
1.01222 0.87997 113.54006 0.0220871468
1.09131 1.00809 115.28591 -0.0234999021
1.0789 0.8939 109.19244 -0.0772494270
0.92421 1.08459 105.58479 -0.0945979664
1.14342 0.93084 90.364 -0.2797005744
1.06583 0.92157 88.31245 -0.0676039749
1.09916 1.02083 114.44278 -0.0228655032
1.11311 0.89143 117.52063 -0.1576214576
1.12014 0.98025 119.47814 -0.0893201735
1.03576 1.04434 121.1126 0.0397471824
0.91649 1.11043 103.29614 -0.1656307390
0.96741 1.18764 92.47653 -0.4045087595
0.99678 0.90972 111.53856 0.0044929188
0.85762 0.95752 103.28939 0.0551221609
0.87856 1.07492 98.03543 -0.0676838804
1.029 1.02639 88.75791 0.0095911589
1.03957 1.03877 121.08385 0.0396963310
1.01398 1.10829 119.06631 -0.0239340768
0.87345 0.92102 117.43432 -0.0080954504
0.94581 1.11529 110.07913 -0.1483349031
0.91617 0.95378 111.2786 0.0014798442
1.01601 0.93005 122.42695 0.0000942927
0.96484 0.89993 89.3357 -0.0116762577
1.00974 0.93976 90.16749 -0.0090184530
0.8409 0.99252 100.8824 0.0995736125
0.92856 1.13368 98.49826 -0.2380307059
0.96851 0.87411 107.85781 0.0347871209
0.92522 0.91131 85.65416 -0.0498095435
1.09371 1.04357 103.46737 -0.0190806538
1.05461 0.84 103.27537 0.0515069923
1.04422 0.87558 98.70428 -0.0072751378
1.02291 1.02177 107.0544 0.0014086355
1.03284 0.98287 92.32089 -0.0052436592
1.0636 1.06304 109.57635 0.0066715082
1.08781 0.93205 100.31449 -0.1012326086
1.01998 1.02504 101.38843 -0.0002034442
1.10934 1.02084 92.75243 -0.0553168932
1.05147 0.93908 100.14253 -0.0388650931
0.94431 1.07483 87.74795 -0.0704070655
1.00368 0.77603 97.81873 0.4073630405
1.11346 0.99651 96.33827 -0.0934816429
0.94706 0.85832 101.30764 0.0460316605
0.97771 1.07873 110.47973 -0.0464875243
0.95148 1.11938 119.28446 -0.1278195029
1.07222 0.9667 89.33968 -0.0490094971
0.8715 1.0344 115.01556 0.0176475700
0.97055 0.84373 119.17498 0.0672298045
0.85635 1.05057 101.92093 0.0172455623
0.97939 0.86543 123.15589 0.0180774563
0.92741 1.12801 97.35824 -0.2195447233
1.02258 0.8376 112.24738 0.1028298329
0.94046 1.06572 102.34847 -0.0570331146
1.08989 0.94763 110.9093 -0.0868294818
1.08316 1.06782 96.93175 -0.0024243565
1.01731 0.8849 92.81563 0.0016700645
0.94685 0.9585 113.80286 -0.0006652139
0.90068 0.90202 106.4144 0.0000797253
0.8681 0.96744 109.63909 0.0417629943
0.99574 0.83574 87.73926 0.0619167576
0.89156 0.89851 108.61906 -0.0010053184
0.85133 1.02158 97.20782 0.0560360494
1.07888 1.07492 94.55925 0.0006603828
0.84845 1.0447 89.63623 0.0143962447
0.97861 0.96433 109.40046 0.0005932643
1.07236 0.96867 95.96715 -0.0505655028
0.94125 0.85138 116.92507 0.0360914686
1.01677 1.1221 108.96783 -0.0756844518
0.94308 0.9515 114.23861 -0.0018649007
1.17264 0.9576 115.98503 -0.3136426145
0.841 1.02284 105.12495 0.0919629602
0.88636 1.00775 96.15886 0.0106347450
0.93441 1.01189 92.15878 -0.0094716870
0.89969 0.88237 120.28316 -0.0404623507
0.90317 0.90144 117.18344 -0.0209599858
0.98648 0.80637 97.72495 0.2171037053
1.01183 0.95424 97.79876 -0.0063156367
1.0612 0.84854 86.24999 -0.0294567770
1.02775 1.04794 93.2619 0.0025245700
0.88157 0.91261 109.92269 0.0038326564
1.02032 1.11684 88.50431 -0.0657190414
1.02041 0.84452 122.20407 0.0669421275
0.81779 1.03315 97.20425 0.1490115555
1.0675 0.90391 102.94827 -0.0627651571
1.02402 0.83064 118.39781 0.1153841168
1.11708 0.93738 116.63258 -0.1462370148
1.09215 0.9493 120.18034 -0.0669797264
1.01739 1.04476 105.93893 -0.0031790056
1.01235 1.01166 107.29313 0.0013065714
0.93293 1.153 104.23815 -0.3031418237
0.86594 1.00636 107.62251 0.0457087285
0.92878 0.9118 113.60516 -0.0053551212
0.84786 0.92268 116.89326 0.0226427459
0.95687 1.11691 87.21691 -0.1526096260
1.10898 0.92473 113.49202 -0.1421697242
0.96623 1.06279 90.49815 -0.0374675468
0.85522 1.03279 113.24466 0.0482624432
0.83407 1.00542 101.74555 0.1191793964
1.00484 0.95167 107.59004 -0.0040417057
1.01311 0.8648 114.80499 0.0425021506
1.0644 0.96637 100.96934 -0.0429306878
0.98288 0.90296 92.67576 -0.0000974040
1.01878 0.88148 103.12055 0.0151856344
1.01969 1.0344 107.13279 0.0005219167
0.98159 1.05423 109.9434 -0.0193456461
0.88709 1.10552 108.99169 -0.1462882379
1.07194 1.01033 106.3869 -0.0210816718
1.09872 0.93017 98.23454 -0.1284731326
1.02909 1.09441 89.62168 -0.0245327858
1.12752 0.97919 120.81365 -0.1021476712
0.98764 0.96643 101.4227 -0.0005328262
1.0765 1.061 100.34235 -0.0030263936
0.93807 0.86062 100.18241 0.0350307426
0.94346 0.95049 89.51635 -0.0116843810
0.98974 0.79316 107.22978 0.3093716603
0.87327 1.06308 115.80116 -0.0229675639
1.02842 0.95863 94.481 -0.0124067188
0.97801 0.93747 111.81302 0.0005012645
1.15217 0.99453 88.77442 -0.1971146990
0.95177 0.81679 119.48079 0.1225042980
0.80948 1.00282 97.65806 0.2053249381
1.0188 1.05261 89.99489 0.0015879645
1.00452 0.92816 99.97176 -0.0044351038
0.99825 0.91349 112.99279 0.0027648951
0.98973 0.83815 116.36592 0.1009954652
0.94936 0.90247 90.45864 -0.0144334453
1.00479 0.91671 111.22347 -0.0001031556
0.87335 1.06876 114.28006 -0.0345867430
1.01009 0.84366 102.06497 0.0897836070
0.88961 1.10794 102.41369 -0.1627676433
0.98034 0.99686 105.51523 -0.0005040290
1.00504 0.956 105.46282 -0.0042884755
0.86487 0.953 98.68199 0.0352418422
0.93406 0.85283 106.49901 0.0495566708
0.93837 1.15207 94.36236 -0.3006322375
1.07529 0.91248 115.83384 -0.0651943118
1.02327 0.88467 104.44101 0.0089300038
0.96556 1.09907 119.57804 -0.0651923183
0.98971 0.86003 107.64835 0.0597838376
0.89738 1.00594 118.73046 0.0067020240
1.07034 1.01035 108.34506 -0.0175483660
1.01837 1.08886 102.31712 -0.0337308908
0.9765 0.82915 89.84588 0.0845533601
0.81568 1.03228 95.21383 0.1517911107
0.88237 0.97709 88.72389 -0.0031566423
0.80454 1.03055 90.14103 0.1764942065
1.03162 1.05185 100.39717 -0.0027399134
0.93566 1.03327 102.58053 -0.0211366034
0.99619 0.92636 93.62902 -0.0042268810
1.0693 1.05599 96.63523 -0.0007014306
0.99749 0.81589 122.52454 0.1528908283
0.95071 0.86512 93.79617 0.0194993856
0.90273 1.13225 107.19506 -0.2438068094
0.97835 0.79888 106.5252 0.2695032838
1.131 0.97538 107.75427 -0.1574833410
0.99364 0.89693 106.50861 0.0125770345
0.95915 0.96376 115.73706 0.0011537482
0.83158 1.02376 118.62078 0.1118104533
1.07729 1.05671 112.2318 0.0102450426
0.84618 1.06613 102.10973 0.0098691642
1.1032 0.99777 99.16729 -0.0734696652
1.01956 1.01634 108.96682 0.0030082907
1.03533 1.08008 120.2042 0.0286616434
1.06694 0.97735 101.87729 -0.0393607756
1.00365 0.86361 103.17706 0.0492223982
1.04796 1.07349 111.61614 0.0065894477
0.96258 0.88802 100.29972 0.0167485243
0.98359 0.97122 121.26005 0.0102819203
0.95184 0.86318 119.38701 0.0177980717
0.92194 1.12675 102.40312 -0.2162497615
0.95912 1.13863 91.85934 -0.2159860590
0.94598 1.04071 87.79453 -0.0260666108
0.91108 0.95457 90.56864 -0.0125084391
1.01598 0.99051 95.76326 0.0003078887
0.82799 0.97004 98.8136 0.1264936694
1.02647 1.01153 97.47084 0.0006959742
0.8884 1.07081 118.67005 -0.0478826991
0.96196 1.18889 93.56268 -0.4240619084
1.08658 0.87953 97.199 -0.0986962810
0.83919 1.01432 94.38311 0.0829397244
1.00631 0.81653 85.91663 0.1046835201
1.06794 0.9096 115.72805 -0.0526104132
0.83278 1.00527 97.76627 0.1152862784
0.95663 0.96858 101.51329 -0.0000247536
1.06881 0.85767 100.1724 -0.0230052110
0.93981 1.08278 99.51302 -0.0870061614
1.05031 0.93113 87.65958 -0.0423974202
1.11843 0.97663 109.24746 -0.1213762336
0.88359 1.04506 119.97389 -0.0070545087
1.00652 1.08281 88.31407 -0.0286657855
0.93601 0.96435 86.25584 -0.0179223488
0.98976 1.01376 118.89842 0.0161250311
0.96208 1.1755 104.42863 -0.3459789393
0.97299 0.89203 93.61004 0.0056157842
1.05659 0.94068 99.67981 -0.0447071733
0.80649 1.00616 112.7138 0.2335356034
1.13137 1.00839 113.45173 -0.0943133193
0.91005 0.95734 122.43621 -0.0146162033
0.95402 0.87091 93.90398 0.0157480098
0.92143 1.13479 107.39606 -0.2396571691
0.87882 1.04066 110.79744 0.0008536359
0.92039 0.90511 116.6825 -0.0141365069
1.02227 1.0921 97.4032 -0.0334845098
1.03203 1.06473 95.68871 -0.0047747008
0.94606 0.8686 90.35236 -0.0030647714
1.00334 0.80492 117.30682 0.2296125143
1.08039 0.86724 86.43792 -0.0964938691
0.96062 1.15383 92.211 -0.2691318479
0.98736 0.97179 98.65039 0.0002859384
0.93854 1.11711 109.82697 -0.1610359386
0.95447 0.87036 109.03093 0.0342171475
1.05768 0.88248 114.75627 -0.0242462770
0.97292 0.83266 90.79576 0.0789070871
0.98914 1.02157 116.29422 0.0097048375
0.86808 0.96363 93.61529 0.0227326290
1.07575 0.85478 106.05875 -0.0273229876
0.95612 0.8657 111.92766 0.0380562205
1.03592 1.07501 97.81723 -0.0101380718
1.13775 0.99054 119.87025 -0.1129407301
0.98271 1.01066 96.36158 -0.0003700723
0.94683 0.94155 114.18706 -0.0025172748
0.77855 0.98729 114.96703 0.3923075427
0.96603 0.89452 100.69552 0.0130609074
0.83438 1.05989 89.0605 0.0176357937
1.07683 1.05967 109.70205 0.0051110004
1.04413 0.93416 122.27774 -0.0110600173
0.89587 1.11015 89.6115 -0.1860340552
0.99325 1.00677 86.9147 0.0060361929
0.82578 1.03843 105.53693 0.1265111774
1.16542 0.95883 111.86069 -0.2939015283
0.859 1.08753 114.86102 -0.0583856286
1.01355 1.11614 119.68989 -0.0333598571
1.05557 1.06597 120.62833 0.0443998535
1.01736 1.11201 88.07528 -0.0604073421
0.9517 1.16199 115.62016 -0.2822599643
0.99583 0.98155 94.05325 0.0021715540
0.92663 0.91566 104.83907 0.0005230999
0.81363 1.02175 108.34049 0.1958478096
0.85162 1.07052 123.00682 -0.0053404511
0.83137 0.99219 98.98412 0.1240366907
0.80988 1.04129 116.3443 0.1881364246
0.8027 1.03106 104.62295 0.2401088365
0.84227 1.05855 86.04043 -0.0139390329
0.87604 1.00892 114.68554 0.0275409745
0.85749 0.9316 101.39121 0.0369638583
1.02605 0.92144 90.31476 -0.0196365803
1.16118 0.96058 96.24658 -0.2963991887
0.9807 1.19498 89.29941 -0.4085037275
0.9992 1.13818 115.64044 -0.1170777116
0.97894 0.92008 95.92387 -0.0000907003
1.037 0.96599 97.33952 -0.0165364675
0.96673 1.15771 90.87152 -0.2730203588
1.02542 0.8566 98.6227 0.0443473582
0.95714 1.0343 99.32065 -0.0179995916
1.04797 0.89006 99.69398 -0.0257028325
0.9372 1.13909 87.52946 -0.2556884739
0.90334 1.04098 88.70437 -0.0347600700
1.0128 1.05424 89.47234 -0.0011709462
1.08303 1.06333 102.29651 -0.0041155770
0.91096 1.01444 98.12271 -0.0056411134
1.01409 0.9077 102.87303 -0.0024812705
0.98935 1.12846 117.51002 -0.1025332963
1.17668 0.96999 120.41377 -0.2834024204
1.01095 1.11042 89.61542 -0.0663161244
1.09939 0.96323 98.33246 -0.1025672707
1.06536 0.93981 113.54145 -0.0464417098
1.00773 0.98162 106.37334 -0.0015201208
0.98526 1.14547 95.63235 -0.1925181367
0.88816 0.96659 106.13811 0.0198493589
0.9752 0.84033 86.72368 0.0341551309
0.96526 1.11819 93.18268 -0.1445700478
0.97913 0.99276 88.70499 0.0024113348
1.10952 0.94796 97.74079 -0.1417263257
1.029 1.056 108.53714 -0.0005240689
0.98924 0.7769 119.11581 0.3849145703
1.09207 0.98699 117.4012 -0.0385020742
1.08036 1.04988 102.92405 -0.0074608778
0.88426 0.90823 98.27427 -0.0046023517
0.86998 0.96175 119.98214 0.0148521196
0.97253 1.08597 88.69592 -0.0650626575
0.90892 0.95199 106.69617 0.0052332356
0.94668 0.90834 123.22819 -0.0237374742
0.98485 1.02706 98.22847 -0.0055831966
1.06539 0.90427 109.67202 -0.0542649887
0.80887 1.02081 91.20588 0.1710116850
0.9419 0.91882 109.57792 0.0002786764
1.13722 0.93306 89.4277 -0.2525193853
1.07247 1.02198 117.86996 0.0132881099
0.82587 1.00993 105.1068 0.1497064934
1.12827 0.99929 106.31216 -0.1172208909
0.80282 0.96775 111.68006 0.2350758876
1.01369 0.89479 94.80359 -0.0001744653
0.98288 1.16008 107.17047 -0.2354371193
0.95141 0.96167 102.85825 0.0000129726
0.80036 0.97598 108.68827 0.2593552342
0.96647 1.10562 118.49198 -0.0805921679
0.93767 0.87068 91.51636 -0.0051759518
0.95553 1.07167 120.79306 -0.0288728225
0.86713 1.00653 100.29794 0.0396039058
0.96555 0.90737 92.67511 -0.0036544289
1.04881 1.03156 121.39446 0.0397435189
1.04318 0.87399 97.76759 -0.0049332574
0.96734 1.0263 107.71893 -0.0094843692
0.99791 0.92083 103.84748 -0.0003529132
0.88147 1.05753 108.02684 -0.0275152478
0.9407 1.0268 119.2889 -0.0033938648
0.9676 1.12025 102.00997 -0.1457690634
1.14422 0.93113 117.02259 -0.2415178302
1.03454 0.93734 120.55971 -0.0064227269
0.88688 0.94456 90.32697 -0.0142779743
1.03805 0.89982 93.60371 -0.0238095475
1.13385 0.90534 99.57026 -0.2585056528
1.12116 0.89266 117.3402 -0.1854521894
1.02437 0.86002 106.9076 0.0457495772
1.05262 1.06234 92.21606 0.0042516094
0.99884 1.13392 88.44966 -0.1350295659
0.83233 1.01397 102.27708 0.1219760837
1.09073 1.04069 91.71286 -0.0142953567
0.89677 1.05422 104.57732 -0.0365213316
0.85723 0.99571 110.54707 0.0639717057
