dis_1 dis_2 ang_1 e_dir
1.06001 1.00089 117.49424 0.4055685679
0.86601 1.03732 119.18308 0.5568066703
0.959 1.04582 87.82176 0.3136652301
1.06535 0.85657 120.8205 0.7663892496
0.99366 0.87931 96.64327 0.2837730355
0.99097 1.06917 89.67755 0.3639104176
1.11203 1.03145 98.70807 0.5435011188
1.08415 1.00786 94.34517 0.3875904786
1.03777 1.02073 87.12839 0.3607994977
1.03901 0.98805 86.95478 0.3189100479
0.78787 1.00345 109.66209 1.2348764577
1.11925 1.01739 102.50135 0.5450245048
0.8413 1.06041 109.99861 0.7306346775
0.99867 0.79893 89.83602 1.2481712687
0.95019 1.1647 112.646 0.8065650052
1.01386 1.06185 90.94493 0.3541516091
1.00752 0.97086 87.37913 0.2336917993
0.88705 0.97506 121.25216 0.31664467
0.99953 0.87814 111.03138 0.2726959143
1.01272 1.02541 97.44738 0.1757021289
0.93895 1.01717 86.73286 0.2917379524
0.82427 1.00995 118.37375 0.8241069068
0.9036 1.00713 112.74198 0.1924453872
1.06887 1.04188 97.51086 0.3927456349
0.83303 1.05793 103.3457 0.7842250451
0.84139 1.06569 117.95686 0.8451302196
0.95929 1.10458 102.26779 0.4023916222
0.96217 0.80925 113.08598 0.869618818
0.99971 0.89656 96.38998 0.2085051091
1.05287 0.94996 95.47355 0.2233422616
0.93751 1.03612 119.86883 0.3133812657
0.94676 1.16234 110.46307 0.7658038048
0.8138 1.03771 103.59209 0.9392778491
1.00512 0.97797 112.5476 0.1158634258
1.08084 1.01378 97.19203 0.3670166
0.87299 1.05716 102.86851 0.4495809602
1.02091 0.8014 96.47608 1.1219057437
0.9467 0.94977 99.34954 0.0263944349
1.09934 0.9453 121.47017 0.6156861203
0.99585 1.11747 97.21645 0.4965661638
0.95119 0.91041 118.06237 0.165784542
0.86992 0.92875 107.04035 0.2783457545
1.10066 1.03773 113.09043 0.6125291642
1.09397 1.01779 107.96514 0.459785796
0.93498 0.98718 119.97222 0.1852091423
1.07704 1.05282 92.21967 0.4970997655
0.91649 0.96629 93.10711 0.1554881018
1.02354 0.97944 111.38171 0.1523055125
0.97062 0.82612 105.21433 0.6458207276
0.85844 1.07897 87.20862 0.8285849812
0.98409 1.02852 87.27183 0.2826722859
0.9064 0.93122 106.44782 0.1010582467
0.93385 0.91761 118.67937 0.1664668103
0.96368 0.9144 119.32236 0.179441259
0.86503 1.03697 103.23677 0.431767889
1.12464 0.91424 87.70826 0.6966978206
1.00399 1.02242 96.61953 0.1564223639
1.05329 0.95672 109.02554 0.2167932238
0.93311 1.0531 105.0785 0.2120422165
1.08404 0.99875 100.25323 0.342764191
1.01522 1.08388 115.38652 0.5050678117
0.93017 0.89028 105.59017 0.1659256847
0.99987 1.08067 92.00699 0.3848523982
0.91982 1.01773 108.12728 0.1373094456
1.00924 1.08331 119.20136 0.5591791113
1.16571 1.00133 89.4032 0.8123889928
0.84404 1.04481 117.57114 0.7288002927
1.03766 0.94461 117.4031 0.2695771983
0.87457 0.96702 105.67749 0.2301080108
1.07384 0.89506 115.46104 0.4938724243
1.0752 1.0377 102.60084 0.402044639
1.03503 1.03337 94.91522 0.2712445161
0.89867 0.88949 115.11932 0.2916055173
0.87055 1.02099 105.72927 0.3469064905
0.93507 1.16437 118.60661 0.9218798304
1.13962 0.98871 116.91294 0.7597763739
1.13803 0.96774 97.02878 0.5743891223
0.90008 1.11188 88.6817 0.6742585335
1.04395 1.00676 89.56923 0.3055499567
0.96592 0.95732 119.94927 0.1500628317
0.80445 0.98703 116.47143 0.9973995083
0.96627 0.88629 97.90445 0.2082229243
1.11479 0.95229 104.95938 0.4618104537
1.08072 0.86642 120.55268 0.7628020841
0.96768 1.04497 100.88538 0.1620081703
0.97992 0.98068 111.83348 0.0668130712
1.08809 1.03766 96.89203 0.4596927983
0.95379 0.9397 115.99709 0.0874043378
1.08397 1.00355 109.17625 0.3935618023
1.01557 0.94049 107.17088 0.0929832733
1.0722 0.89947 99.66132 0.3814287079
1.05809 0.84488 113.90282 0.7250770703
1.04164 0.89455 100.96178 0.2858104037
1.14974 0.95834 118.826 0.8288536855
0.79866 0.99981 118.55527 1.1352458291
0.89377 0.90659 95.13274 0.3058407784
0.91428 1.08902 100.39185 0.3978206754
0.99813 1.00079 88.30498 0.2219974177
1.03606 0.95395 115.09826 0.2250093699
0.96703 0.90586 121.47695 0.2418981547
1.05176 0.94905 92.87422 0.2507401435
0.95192 0.93654 118.27316 0.1227721354
0.91576 0.88992 90.55267 0.3908628546
0.90704 1.00484 120.59086 0.2889037859
1.01277 0.92825 87.5363 0.2854120535
0.98753 0.90164 96.64235 0.1674615498
0.91565 0.91304 107.46105 0.1136231559
1.01091 0.91402 114.43325 0.1902830372
1.05155 0.88737 107.23529 0.3563440713
0.91546 1.0193 94.86166 0.1973026332
0.89486 0.90721 99.15918 0.2413305524
1.11737 0.93989 114.6584 0.584203578
1.00609 0.96191 114.04947 0.1246027243
1.08123 0.88824 88.31991 0.6131342638
1.0175 0.87423 119.16191 0.4398777636
0.93116 0.94743 85.34004 0.3168324749
0.89906 1.07196 86.80563 0.5612088956
0.99274 1.14138 117.40032 0.7853979919
1.00474 1.02186 103.29724 0.1371502073
0.97193 1.15424 99.07616 0.6540778812
0.96379 0.86888 117.11843 0.3386802844
0.95216 1.01219 100.23938 0.073802449
0.87925 0.97367 102.12863 0.2160909442
0.92463 0.88774 90.59342 0.376111731
0.99627 0.91818 99.30835 0.100333798
1.11573 0.97678 117.92735 0.6358933827
0.97833 1.19415 90.16111 0.9294650151
0.99441 0.8382 89.59539 0.7431327528
0.9779 1.14343 88.73162 0.6871183678
0.93897 0.9362 111.24478 0.0473393299
0.94645 0.94617 86.6129 0.2534011586
0.99065 0.80848 101.40318 0.9079412387
1.09139 0.99065 104.46333 0.3697193737
1.06573 0.94403 89.94286 0.3491021065
1.08298 0.87816 121.70584 0.7263476243
1.07975 0.90994 97.47386 0.3860799991
1.02712 0.8676 91.09076 0.5133756002
1.11109 0.92743 116.57041 0.5996601405
0.85708 1.07871 101.3932 0.6507672895
1.05721 1.04007 100.85254 0.3376324801
0.86017 0.92795 120.61384 0.454946289
1.09072 0.88162 111.79859 0.5875947725
0.98351 1.09592 99.10106 0.3757950666
0.98858 0.88615 111.85854 0.2169648542
0.89417 0.91649 94.60614 0.2809933217
0.95707 1.14897 120.38092 0.857402854
0.9854 0.88346 109.6135 0.2097062115
1.18043 0.95398 89.56563 0.8652585906
0.90347 1.00395 87.0182 0.3641884118
0.99227 0.86018 86.23651 0.6323128976
0.92619 0.90351 94.25912 0.2224523567
1.11444 1.01054 102.01228 0.504694047
0.90871 1.02328 109.95227 0.1945041762
0.97688 0.92034 117.87371 0.1565842717
0.96283 0.82494 106.3568 0.6534345877
0.91016 0.93675 114.71024 0.1305841271
0.83609 1.06069 99.73959 0.7767671661
0.86783 0.98868 87.33025 0.5390563185
1.03554 0.81875 85.30107 1.1629412948
0.96599 0.94651 102.60861 0.0077789761
1.01873 0.9307 89.08039 0.2560984545
0.99402 0.8031 122.18531 1.1136004995
0.8909 1.1105 88.3019 0.7185592032
0.80696 1.00126 100.92749 0.9506365129
0.97495 0.87765 109.74948 0.228410657
1.09099 0.94159 98.22707 0.3591148326
0.91035 1.0229 93.22544 0.2450290478
1.02367 1.02028 90.78628 0.2589211814
1.03259 0.86217 88.94603 0.6135616567
1.10779 0.96771 107.27815 0.4421247656
1.03758 0.81487 91.67053 1.0560857521
0.98639 1.12798 106.65144 0.5544557725
1.08574 0.95979 89.25161 0.4223089881
0.94045 0.96439 95.54753 0.0675488698
0.98872 1.03224 98.99479 0.145314551
1.0038 0.82101 116.0255 0.8145285561
0.96507 1.09195 102.61663 0.3452650807
1.03144 0.85001 102.36228 0.5338723998
1.03535 0.91572 98.76972 0.2013973754
1.12824 0.97534 120.0872 0.7452491619
0.98369 0.87623 89.77894 0.414895597
0.96503 0.94667 102.97733 0.00655168
1.04872 1.05133 114.78152 0.4651722027
0.92751 0.88823 114.54079 0.2192305694
0.92387 1.04844 112.14996 0.2610531282
0.87214 1.05031 117.26153 0.5365530479
0.8653 0.90683 114.86913 0.3941364687
0.9046 1.05937 97.97581 0.3224925602
0.92235 0.85233 110.34778 0.4227160867
0.8829 1.10234 90.65277 0.6827879696
1.03314 1.02748 105.24515 0.2309397431
0.90664 1.12388 105.93824 0.5962014618
0.98819 1.01698 100.04976 0.1005040977
0.99412 0.85748 105.90733 0.3779579119
0.97045 1.06512 90.31462 0.3263880279
0.93137 0.84717 118.64948 0.522958751
0.80173 0.97312 110.59129 0.9694628899
0.8584 0.92627 106.52963 0.3628450673
1.15022 0.91813 114.43344 0.7960670838
1.10671 0.98519 117.07274 0.583764672
0.83089 1.0382 89.00888 0.9208006459
1.14586 0.96501 89.9745 0.6782195698
0.98982 1.03613 108.76818 0.1798855312
0.93829 0.92545 108.63618 0.048664538
0.98336 0.78589 108.83321 1.2283723704
0.99 0.95191 90.29652 0.1550218701
1.01835 0.83192 102.62024 0.6706115139
0.98639 0.89291 101.2599 0.163806198
1.00583 1.07785 120.74244 0.558685992
0.99701 0.87492 99.92516 0.2831434075
0.98103 1.09997 95.39199 0.4099031621
0.91499 1.09255 111.85323 0.4663356691
1.03704 0.9031 96.30505 0.2692762131
0.91523 1.0955 95.83701 0.4488563809
1.17067 0.94473 113.53565 0.8577992776
1.06949 0.9576 95.242 0.2805832107
0.92879 1.04209 90.54515 0.2891795324
1.10798 0.94956 104.10814 0.4264527869
1.0247 0.79748 123.77238 1.3134858524
0.91599 1.13796 113.46319 0.7184615035
0.91942 0.92358 91.03184 0.2405032881
1.11685 0.97237 101.89165 0.4635619554
1.03673 0.90935 102.0271 0.2108618573
1.02739 1.01781 110.47598 0.2278890828
1.00262 1.0372 105.51901 0.1845695032
0.92316 0.90222 90.22691 0.3206285585
0.94637 1.04944 86.78834 0.3583503505
0.88492 0.95474 122.04749 0.3236258763
0.83529 0.99051 89.79644 0.7645593546
1.0626 0.93425 90.63971 0.3413314544
0.9506 0.82201 110.76493 0.6937144432
0.88966 0.9671 92.73211 0.2690208125
1.01533 0.97228 89.46596 0.2034245121
0.9062 0.99158 104.87992 0.1100834525
0.99516 0.98209 107.55761 0.0569400892
0.93927 0.89195 105.00375 0.1471712682
0.9219 1.09491 101.17169 0.4023425111
0.96355 1.13862 90.95001 0.6297429237
1.09913 1.05409 90.63955 0.6088095283
1.10577 0.9297 101.31267 0.4357968966
0.99921 0.85508 113.60173 0.4470236478
1.01314 0.86187 113.4293 0.429204707
0.90041 0.96014 121.01188 0.245825242
0.87811 0.95335 118.01331 0.2930022532
0.90512 0.87362 96.50716 0.3983510716
0.91607 1.11034 114.43075 0.5855581282
0.98305 1.09369 87.54543 0.4882889391
0.96523 0.80602 105.3495 0.8976538572
0.87504 0.95466 119.03758 0.3247644007
1.02058 0.84297 123.53668 0.7567594176
1.07587 0.90283 86.54857 0.564946687
1.09782 1.02886 103.74683 0.4780761984
0.9882 1.03026 94.09591 0.1773587417
0.85064 1.02781 117.61901 0.611880774
0.91154 1.12824 93.09393 0.6384718438
1.11081 0.94636 97.02492 0.44957579
0.89663 1.09699 121.47687 0.7056847155
1.03787 1.00803 97.2478 0.2019829481
0.84049 0.98894 99.37843 0.5466812047
0.9869 1.15208 92.17315 0.6923714769
0.89602 0.96467 109.55352 0.1316208673
1.05353 0.9112 121.37094 0.4559063231
0.9686 0.88697 112.84687 0.1966908342
0.84901 1.05833 118.79246 0.7598658912
1.10491 0.95688 104.61254 0.4108540041
1.01976 0.8115 102.66301 0.9199293971
1.0571 0.89231 106.78742 0.3523596387
0.8397 1.05342 92.85374 0.7938763604
1.06325 1.08209 88.29775 0.6031093062
1.05963 1.03977 112.82712 0.4354340463
1.02298 1.09562 108.94492 0.4907446578
0.94672 1.15215 119.74858 0.864351363
0.88587 1.04104 86.2824 0.5452388135
1.03963 0.85635 86.11653 0.7511276621
0.86935 0.97383 101.72553 0.2789792301
1.10622 1.04723 95.66864 0.5741106954
1.00543 0.98475 89.54514 0.1901783794
0.91279 0.89176 120.01348 0.3010358707
1.05939 0.94419 118.61303 0.3744654122
0.88587 0.92546 114.23807 0.2304231758
1.00102 1.13187 116.86077 0.7385366137
1.02409 0.88474 97.4938 0.3054341505
0.91282 1.04234 99.28793 0.2283317903
1.02138 0.8194 120.69691 0.9517605173
0.94715 1.0071 102.1626 0.0600254086
1.01049 1.09722 112.4278 0.5093274576
0.99631 1.06851 95.05296 0.3012415072
0.93615 1.07364 113.06299 0.3549799863
1.08407 0.996 114.66537 0.4511499089
1.07134 1.05292 107.15588 0.4630627897
0.99161 0.84011 85.13341 0.850040008
1.02758 0.94945 96.71126 0.135999465
0.87975 0.96448 111.49094 0.2193432899
0.92946 0.97772 94.60143 0.1031093893
1.02188 1.07595 112.52639 0.4434004653
0.94927 1.05687 121.26853 0.4141126193
1.03285 0.83613 90.7111 0.8111267356
1.08611 1.00343 107.21154 0.3851216032
1.13258 1.00557 91.70399 0.6259587152
0.91572 1.0237 94.15329 0.2163788298
1.11501 1.01801 107.14622 0.5535010556
0.97511 1.20367 90.51077 0.975848077
0.9616 0.95934 101.3934 0.0057926374
0.85753 0.96703 92.15383 0.4902637401
0.98395 1.06334 101.86926 0.2382963386
1.08501 0.85977 112.65462 0.7079903091
1.00863 1.12509 94.74036 0.5683194186
0.97758 0.91338 119.38603 0.197200849
1.00897 1.13721 98.75318 0.6126091901
0.89732 1.05826 106.60905 0.3348151111
1.08752 0.95767 94.78869 0.3563001276
0.98567 1.19048 89.80767 0.9190167164
0.98243 0.93878 112.49396 0.0682460527
0.80944 1.0368 90.92212 1.1437421
1.00715 0.9721 91.03477 0.1593308801
0.942 0.92927 118.74455 0.1409077432
1.02413 1.03374 103.60179 0.2172269815
1.0378 1.0948 110.89475 0.5540264993
0.93239 0.94299 108.71703 0.0335717754
0.98493 1.1278 89.56376 0.6044783028
1.02469 1.01332 92.04802 0.2282008518
0.86379 0.93588 122.83362 0.4590263126
1.14308 0.94229 100.08306 0.6036698662
1.09258 1.03617 113.40242 0.5740335293
1.01403 1.07276 121.21003 0.5668022749
0.94745 1.165 88.51839 0.8065593997
0.87805 1.00882 92.61385 0.3766987595
0.89829 1.0308 114.59396 0.300849704
0.9939 0.93564 106.48225 0.0492363009
0.90292 1.02715 106.84415 0.2075325116
1.05196 0.85755 116.76449 0.6340395117
1.14842 0.93263 97.84115 0.6505798003
0.88167 1.10718 96.45693 0.6383704378
0.98774 0.89925 109.98456 0.1458270285
1.00075 0.80905 115.97146 0.9572575438
0.85122 0.92827 110.57666 0.4223705593
0.84498 0.95413 109.07376 0.4507377244
0.85493 1.05829 119.35982 0.7217113947
1.07685 0.9381 99.68468 0.2980322807
0.943 1.08069 99.47722 0.3085989299
1.05239 0.99182 91.48901 0.2799088391
0.93144 1.08376 116.46304 0.4570012929
0.91061 0.87008 117.32041 0.3790367862
0.86954 0.99736 120.88816 0.4435973669
1.14072 0.9427 92.31755 0.6380793821
0.98819 1.18791 88.80659 0.9205419363
0.90967 1.12896 109.60786 0.6408873006
0.93528 1.01982 96.49529 0.1350726615
0.81772 1.00318 108.05288 0.7944244902
0.94163 1.1062 108.53453 0.4512350723
1.06 0.95396 88.41208 0.3484757222
0.94519 0.81917 118.38963 0.793766206
1.0058 1.14106 102.6641 0.6309579393
0.89348 1.08411 89.585 0.5720992923
0.98329 0.98824 86.33799 0.2395317328
1.12901 0.92646 107.76056 0.5825068066
0.94328 0.97488 119.78601 0.1572851662
1.05804 1.00615 102.54667 0.2539991914
0.98891 1.1646 99.10756 0.7237281584
0.99339 1.12516 103.8699 0.5325636138
1.01332 0.91688 86.27471 0.3500048987
1.12638 0.92802 104.71097 0.5469674521
0.97 0.87825 98.26946 0.2497004863
0.83471 1.00545 106.39232 0.6045270738
0.96107 1.17583 102.84872 0.775195997
1.03812 1.03787 96.19273 0.2832079747
0.8933 0.93335 95.55181 0.2298992341
0.99923 1.02275 115.38398 0.2347122889
1.11721 0.99943 115.24479 0.6286947248
0.9502 0.90194 96.84193 0.1540255769
0.80855 1.03695 91.45222 1.1454087294
1.0422 0.99735 95.02599 0.2135337243
0.86314 1.05774 88.05984 0.6986112899
1.00528 0.78535 102.38427 1.2892800865
0.93419 0.93587 86.41996 0.2965597528
1.05346 0.99044 97.82898 0.2200977637
0.98402 0.89303 110.31034 0.1672543813
1.02304 0.9131 108.91285 0.1737640197
0.91158 0.8616 111.35947 0.3818259996
1.04226 0.9377 115.09635 0.2554200638
1.02389 0.97126 93.45419 0.1573350937
1.00218 0.8079 122.23126 1.0679873865
0.99564 0.95313 90.94994 0.1479787335
0.85697 1.02831 89.46232 0.6326027669
1.01084 0.94214 87.86774 0.2476321515
1.12331 1.01121 90.37513 0.6082230576
0.91659 0.86494 108.06505 0.3363079332
0.86761 1.02069 95.92018 0.4192831418
1.16136 0.9768 109.80489 0.7557664116
0.98576 1.0528 100.09825 0.203606959
1.0347 0.95487 90.70405 0.2293981528
0.83586 0.95936 105.16865 0.5367680287
0.9515 0.88218 104.13349 0.1881914721
0.88937 1.11556 103.544 0.6161452254
0.87003 0.91096 122.30303 0.4496754245
1.11648 0.89765 108.20545 0.6064631802
0.89642 0.91592 96.13844 0.2469777449
0.96511 0.88038 103.03087 0.2013893507
1.0483 1.0587 111.72355 0.4461813111
0.85508 0.98271 100.14702 0.4025001358
0.9454 0.89432 115.40186 0.1857104821
0.89505 0.97273 111.05168 0.1505350418
1.07106 1.02767 115.37227 0.483410909
1.02872 1.03517 107.85056 0.2576208418
0.86554 1.02612 114.64803 0.4558155731
0.90699 1.10858 116.34134 0.6321690773
1.05884 0.99495 102.40365 0.2365073369
0.89049 0.93682 115.08117 0.2035921777
0.8693 0.89772 108.21268 0.3664705247
0.94436 0.83522 96.06216 0.6346693601
0.88887 0.93646 93.13163 0.289224668
0.98426 1.19261 90.27528 0.923789188
0.94834 1.16989 120.6679 0.987180909
0.99658 1.12131 90.41282 0.5748750605
1.02628 1.09032 117.48764 0.6040312089
0.89672 0.88531 101.18417 0.3064017166
1.01262 0.88725 99.05956 0.2513305245
0.91017 0.87064 116.69324 0.3695751669
1.08207 1.0099 119.93497 0.5704318031
1.01273 0.99667 118.41646 0.2526032717
0.88497 1.00911 87.06265 0.4609531073
0.79533 0.99192 103.87106 1.0907971158
0.85494 1.0268 85.32207 0.7562256173
1.00436 0.87969 85.5544 0.5281184625
1.02478 0.83256 106.96952 0.6779138471
1.07092 0.94278 92.90773 0.3238232242
0.95074 1.17017 101.82314 0.7437511942
1.04038 1.02457 117.25746 0.3878269401
0.93412 1.0948 97.3897 0.3908800522
0.89638 1.06224 94.63258 0.3982743137
1.01065 1.0696 99.21729 0.3083885451
0.98527 1.10024 117.08651 0.5519471249
1.09131 0.87365 99.76865 0.593842085
1.0191 0.84836 90.55693 0.6620294454
1.02123 0.9818 105.55176 0.1054390377
0.948 1.08898 94.21702 0.3741835947
0.97638 1.02403 117.8787 0.243028434
0.82665 1.01818 95.86741 0.7888195896
1.10644 0.95193 102.60076 0.4138767374
0.97168 0.94978 95.09251 0.0650813685
0.87777 0.96137 86.31343 0.4980852476
1.03664 0.84068 90.51492 0.7785910854
0.97027 0.94636 114.54286 0.0723768989
1.09445 0.99476 97.59842 0.3881486957
0.93571 1.10839 97.58126 0.4485490664
1.08958 0.89512 100.30509 0.4702084779
1.08203 0.96403 89.82436 0.3968220094
1.11109 0.99709 93.29204 0.4956091285
1.0242 0.93709 99.54438 0.1205761793
0.90331 0.94827 94.85666 0.178747366
0.90055 1.11608 120.84025 0.7774771492
1.01001 0.90532 105.52132 0.1500048416
0.92895 1.05581 116.44684 0.3388022921
1.12257 1.0255 91.03919 0.6273572362
0.89384 1.09408 102.08241 0.4925444516
0.79677 1.02014 88.79218 1.3456475637
0.89134 1.02576 108.20313 0.2559509335
0.88798 1.0343 90.98941 0.4082672408
0.9958 0.79397 91.50367 1.283064214
1.07752 1.05977 95.62597 0.4946466808
0.94206 0.87798 106.31218 0.2136875693
1.01325 1.11693 119.88798 0.7493830749
0.94091 0.88953 95.33081 0.2400280522
1.01626 1.04275 93.18605 0.268862279
0.94583 1.09195 91.56543 0.4212171094
0.9827 0.97189 95.42518 0.0637371451
1.08304 0.97063 117.16593 0.4550483018
1.02707 0.925 114.08921 0.2083989657
0.97372 1.06481 102.07306 0.2351151698
0.96557 1.08965 100.81218 0.3345371768
0.85148 0.93221 123.72469 0.566475839
1.10229 0.91144 95.75385 0.4912990898
0.89182 1.04709 90.65432 0.4313686653
1.03749 0.9193 101.12876 0.1870288438
0.80743 1.0138 97.38201 1.0053319756
1.05465 0.89567 101.96012 0.3228350835
0.99333 1.01034 95.37476 0.1234336361
1.0355 0.88728 87.62911 0.4886251249
0.96961 0.86244 99.29431 0.3434050654
0.8395 0.98755 91.71715 0.6732331622
0.87466 0.96147 91.67199 0.3773019134
0.9768 1.1525 115.79201 0.7958781034
0.82793 0.97873 120.83362 0.753177953
0.88786 1.03173 93.89183 0.352929905
0.93572 0.94368 104.36881 0.0210076335
0.81789 1.03481 96.92117 0.9248212179
0.83536 0.94772 103.41914 0.55110118
1.04121 0.96448 91.08222 0.2374398738
0.8954 1.02034 91.18773 0.3340684824
0.94209 0.84493 102.94436 0.4655017435
1.1185 0.91248 118.89929 0.7140416642
0.85415 0.97595 123.72659 0.5606573018
0.95 0.92191 104.32586 0.0412956919
0.82724 0.99408 120.01246 0.7764786655
1.13461 0.93091 89.40536 0.6683892008
1.0161 1.08227 121.0827 0.6124576744
1.09235 0.92263 90.58014 0.4805367907
0.9501 0.94177 120.8276 0.1617719156
0.97253 0.98339 108.07826 0.0325428639
1.03107 1.07565 107.8583 0.4147941801
1.09069 1.02502 95.56026 0.4432907626
1.09024 0.95982 120.90283 0.5569298616
0.9782 1.11469 87.39827 0.5768814866
1.02918 0.87097 111.32754 0.3964196264
0.98383 1.16353 99.00444 0.7124389108
1.08363 0.92604 111.01595 0.3907050013
0.87218 1.04661 92.47141 0.5102961557
1.05229 0.96496 87.67547 0.3338089783
1.0473 0.83424 122.18652 0.9109216583
1.0093 0.94046 110.04489 0.0957975348
1.00101 0.9825 87.73539 0.2197128069
0.98402 0.87482 113.74821 0.2868567794
1.04139 0.95338 105.0501 0.1525550736
0.9313 0.93514 111.28826 0.0577128544
0.94989 0.88269 114.10254 0.2230622482
1.02518 0.92801 116.55581 0.2319297804
1.04332 1.02745 87.22081 0.3889949753
0.98986 0.98214 87.34719 0.2156690017
1.05813 0.97538 120.87964 0.4230383974
0.96134 0.9218 119.11751 0.1590463171
1.04219 0.86943 120.32055 0.5730456962
1.12551 0.98653 109.04798 0.5639292233
0.92826 0.93936 97.26152 0.0824977821
1.10385 1.02736 111.68015 0.5753044752
0.99277 1.15424 98.19459 0.6743636075
0.90219 0.89948 116.50478 0.2550890727
0.977 1.10931 112.89446 0.5182586372
0.80268 1.02464 106.5311 1.0504640784
0.84214 1.05753 112.09943 0.7285939488
1.1217 1.00102 102.0486 0.5215210511
1.07462 0.97116 116.48203 0.4054083826
0.90733 1.01824 94.16337 0.2309557652
0.91067 1.10146 87.93899 0.6031429367
1.01913 1.0653 89.53349 0.3982077465
1.13587 0.90381 104.71299 0.6627929207
0.89775 0.96394 108.66838 0.1204058007
1.10013 0.93659 97.17143 0.4119278008
0.96711 1.166 99.49008 0.7154533038
1.09952 0.95849 116.1104 0.5097329181
0.8812 0.92822 108.38017 0.2151759695
0.89909 1.11639 112.47124 0.6436690553
0.82757 0.98741 87.81869 0.9016512071
1.08394 1.03649 120.65305 0.6728978417
1.08777 0.88068 86.30472 0.7268661945
0.8124 0.98596 99.17369 0.8683219451
0.92647 1.09326 99.45666 0.3887058788
1.00435 0.80277 122.27552 1.1455794972
0.97526 1.09225 101.06416 0.3500368884
1.00262 1.02033 109.67191 0.1636888789
0.9326 1.11477 100.50611 0.4742823299
1.05122 0.94914 104.75758 0.1876253827
0.82197 1.01748 93.95876 0.8726492711
0.98847 0.87991 103.50766 0.2233205714
0.86171 1.05394 101.1748 0.519074274
0.96223 1.04206 100.13719 0.1535209417
0.9899 1.04943 98.08166 0.204422955
0.908 1.00026 105.56412 0.120202918
0.99392 0.83471 94.87589 0.6700226268
0.8618 0.93032 116.56564 0.3865042899
1.15501 0.94536 104.98055 0.6766841374
0.93518 0.97881 98.90985 0.0466207316
0.96576 1.04198 89.89863 0.2597339229
0.90452 1.07647 122.4294 0.5981036955
0.8666 0.90589 105.80235 0.3571636211
0.93594 0.96948 103.94704 0.0179210324
0.96519 0.97342 100.45906 0.0142734223
0.92083 1.05138 87.79191 0.3925035814
0.99444 0.99251 90.54997 0.1633722281
1.05595 1.00803 101.39605 0.2493060055
0.98851 0.99148 114.29721 0.1247341825
0.81562 0.99549 114.67731 0.8461210052
1.05412 1.00161 91.37049 0.3004757053
0.95184 1.01241 93.98855 0.1285569523
1.07778 0.92523 117.3757 0.4548853764
0.98893 0.88297 90.33492 0.365732609
0.87797 0.97609 102.19565 0.2249457442
1.01134 0.97344 108.79218 0.0903155044
1.03945 1.04805 114.64265 0.4180707956
1.12022 0.95263 95.28353 0.5006699646
0.95606 1.02429 97.72239 0.1156164062
1.05968 1.05199 102.46412 0.3882751851
1.02689 0.91903 105.41835 0.1542076673
0.99724 1.11351 115.15853 0.6040559848
0.91053 1.10385 97.68206 0.4872583541
1.07254 1.01543 106.97287 0.3518820516
0.93778 1.01342 88.37535 0.2475629367
1.03127 1.06565 107.71409 0.3732115795
1.01066 0.95698 113.34676 0.1258372777
0.87907 0.94583 116.24968 0.2658597066
0.83727 1.02711 99.15545 0.6595454051
0.94032 0.9916 100.98317 0.0422604852
0.96993 1.05862 101.58733 0.2097945832
0.92319 1.01263 93.61395 0.178978426
0.96318 0.9303 98.34879 0.0525985207
1.02174 0.94534 107.42308 0.10656797
0.86758 0.96753 89.04438 0.487032818
1.05003 0.93027 102.77729 0.2025275323
0.91487 1.11226 118.17276 0.6610314733
0.77826 0.99182 120.91354 1.4894457956
0.97687 1.07027 115.88912 0.381764608
1.10227 1.02167 119.29954 0.6849844781
0.93068 0.96605 115.44592 0.0944082221
0.80666 1.01839 96.586 1.037080014
1.1201 1.03072 91.78015 0.6206685496
1.06315 1.06619 89.66144 0.5237536691
0.91658 0.95815 86.12835 0.322249753
1.00405 1.02658 99.20282 0.1527865173
0.87539 0.92639 114.80539 0.2883920349
1.01215 0.89491 89.9324 0.3452741339
0.99675 0.88561 102.23397 0.2099719852
0.93686 1.11544 91.27937 0.5396982569
0.97807 0.97263 99.0135 0.0282857432
1.06129 0.97427 110.48289 0.268489385
0.84991 1.04512 90.10691 0.7236071602
1.07479 1.06262 109.28837 0.5348103954
1.0592 1.05102 121.11478 0.6282477016
0.99265 0.83319 114.66954 0.640422892
1.05269 0.9846 92.66525 0.2575779186
1.07689 1.04451 105.08931 0.4417420157
1.05732 1.10422 92.73659 0.6192429124
1.01214 0.83188 88.02619 0.8773184266
1.07414 0.91597 87.04426 0.4990618343
1.06452 0.84942 118.88575 0.7846211748
0.94731 0.95535 120.19626 0.1488861162
1.07105 0.94103 115.96122 0.3807060197
0.92898 1.09848 97.54624 0.4156231913
1.1076 0.99261 113.14938 0.5341154411
1.07145 0.9385 86.71017 0.4426568407
0.86837 0.92127 119.1938 0.3904191675
1.1065 1.01399 104.94979 0.4864008825
0.95134 0.89017 117.88163 0.2331764129
0.91378 1.12425 93.78877 0.6044883602
1.03073 1.01828 110.25201 0.2368397811
0.92766 0.90484 90.59485 0.2899728831
0.98764 0.81644 117.36731 0.8509459649
0.89778 1.10134 104.03325 0.5108383534
0.92719 0.95682 91.68161 0.1565582658
0.86278 0.98812 104.34163 0.3299995339
1.12758 0.96222 98.77378 0.5154831683
