dis_1 dis_2 ang_1 e_dir
0.96131 1.09554 98.91698 0.364066249
1.01342 0.83369 89.11242 0.8314047557
0.96491 0.88762 89.40046 0.3530518609
0.9383 1.10388 111.35445 0.472176974
1.03405 0.92991 103.44975 0.1504198642
1.04762 0.91472 113.16027 0.2903728932
0.99661 1.00805 90.33695 0.1924546527
0.89662 0.99673 119.39731 0.2836352615
0.98985 1.12726 101.60612 0.5310046653
0.99722 0.8481 94.6273 0.5475661979
0.91288 1.13603 119.35999 0.8179656235
0.90666 1.11099 114.54516 0.6174704961
1.11571 0.91222 121.42846 0.7514539702
1.00474 0.99242 95.27399 0.1126140924
0.98267 0.99225 90.58168 0.1510514214
1.02118 1.13927 94.1379 0.66862385
1.02279 1.00508 112.66642 0.2089687367
1.08506 1.00319 114.96531 0.4749078951
1.03457 0.92026 101.27363 0.1752153444
0.97046 1.03207 118.31372 0.2706344069
0.95662 0.94928 85.68395 0.2654317042
1.13188 0.99665 109.82316 0.6213088036
0.9254 1.13255 121.78818 0.8221008753
0.93936 1.05562 109.11922 0.2358946454
0.92586 0.97542 119.995 0.179573422
0.9846 1.12915 99.02492 0.5341772381
0.94053 0.84265 94.803 0.5867314451
0.9309 0.94616 117.24445 0.1146573328
1.05451 0.87683 103.75366 0.4159057489
1.08313 1.00093 87.93356 0.4583487681
1.01105 0.81738 110.10656 0.8254810138
1.06711 0.87812 108.47738 0.4729082338
0.85187 1.08102 91.83343 0.7965388612
0.92297 0.97229 88.6448 0.2312615749
0.85249 0.94565 123.07718 0.5401254294
1.07009 1.04176 94.19653 0.4173409318
0.92016 0.90398 106.85341 0.1300803817
0.90838 1.05772 91.48075 0.3801620723
0.95917 1.05366 103.90371 0.191234271
0.94893 0.91747 91.42243 0.1932709834
0.97906 0.94461 86.194 0.2525275234
1.0103 0.9132 112.67039 0.1706686239
0.90113 0.91377 86.77182 0.4506645421
1.05298 0.91109 91.45197 0.3556564532
0.99739 0.84582 97.05705 0.5338218683
0.8044 0.99075 92.46433 1.0934288296
0.9977 1.08856 101.08899 0.3601032508
0.88008 1.01572 122.64981 0.4661600033
1.0913 1.02273 91.63986 0.476093117
0.91209 1.05599 89.49137 0.3979511213
1.03487 0.8942 117.23994 0.3681112896
0.97949 1.02502 93.77449 0.1600465178
1.16053 0.95353 107.1945 0.7181063622
1.01499 0.93833 94.66625 0.1398225532
0.90568 1.09781 103.12322 0.4629033936
1.1323 0.91007 111.55802 0.6789545901
1.032 0.90621 104.29914 0.2050335567
1.01653 0.85748 100.09805 0.4435643078
0.9092 1.13686 112.70153 0.7210052946
0.99154 1.04096 99.32622 0.1738348917
0.88784 1.05252 101.03469 0.3539429032
1.0342 1.0759 103.089 0.3957460875
0.92023 1.13863 116.06966 0.7530569657
0.98408 1.03174 104.05757 0.133295124
1.04551 0.89787 121.46108 0.467934904
1.09176 0.91518 97.07757 0.4229990606
0.87914 0.94628 114.79461 0.2492005723
1.03674 0.85873 119.45019 0.6095873113
1.00641 0.91653 107.53268 0.1143984001
1.05439 0.8428 113.25092 0.721587172
1.05468 0.83799 117.54797 0.8240513439
0.9063 0.88373 119.78077 0.3497340964
0.79586 0.98704 101.67197 1.08784406
1.01244 0.91603 89.09844 0.281879787
1.0848 1.04815 105.87827 0.4929886992
1.03772 1.05854 105.03324 0.3468238523
0.9184 1.13628 119.06505 0.7996854906
0.99803 0.78173 107.41955 1.325221998
1.17069 1.00837 89.55902 0.8475922786
0.7982 1.00166 103.58865 1.0649366663
1.03731 0.82267 91.56716 0.9580814583
0.92336 0.92902 94.391 0.1515237947
1.0793 1.02042 119.37959 0.5741749932
0.93917 1.10374 96.79077 0.4268215556
0.99705 1.05036 102.08101 0.2092230734
1.02484 0.91296 121.64288 0.3508962593
1.05415 0.87313 115.60719 0.5216443268
0.92213 1.0581 91.49698 0.3387069679
1.01919 1.02759 103.65824 0.1864803085
0.91996 1.0288 110.33409 0.1843318281
0.8953 0.96517 87.2317 0.3717240555
1.03415 1.06654 119.6805 0.5670302764
0.95167 0.93705 97.69967 0.0508285588
0.94227 1.13197 95.76879 0.5636801711
0.98679 1.09705 107.21456 0.4071851555
1.03225 0.90511 118.21771 0.3354473595
1.00949 1.06476 107.6839 0.3119155108
0.93716 0.93604 99.84479 0.0471718193
1.09706 0.88297 98.67196 0.5701380099
0.98921 0.80951 107.66308 0.873270088
1.00871 1.09008 102.30095 0.3888168713
0.82171 0.95168 122.59599 0.8263772779
0.9915 0.95472 109.62235 0.0486882608
0.90033 0.97433 119.39826 0.2315997281
0.88563 0.97353 112.38342 0.2034803335
0.89737 1.10199 88.54768 0.6464149018
0.98905 1.02464 114.39734 0.206810433
0.97986 0.97188 120.80268 0.1909345185
1.07336 0.99194 99.63944 0.28939918
1.09497 0.9021 100.72642 0.4643872114
0.90838 1.09045 110.01088 0.4561849677
0.87475 0.90896 108.22103 0.2948953521
0.90118 0.99591 96.65985 0.1801540477
0.83611 0.98638 117.88621 0.6381218373
0.95938 1.10342 113.9491 0.4945204581
1.04449 1.01054 89.27335 0.3188428439
0.94224 0.87154 116.10362 0.3080170253
1.09649 0.88482 99.28596 0.5545758563
1.06631 1.02701 104.71286 0.3431030136
0.95334 0.82713 100.67598 0.6571250829
1.02903 0.98181 93.61897 0.1738031878
0.94845 1.04609 90.95644 0.2626716261
0.85785 0.96675 102.6653 0.3522992212
1.00451 1.09219 91.02976 0.4510172724
0.87064 0.91507 115.8758 0.3486831627
0.90557 0.91866 96.99069 0.1904191322
1.0176 1.02238 118.77986 0.3376288746
1.0053 0.99525 88.66116 0.2178134685
0.90851 1.10795 98.41755 0.5089826893
1.01773 0.8671 102.87849 0.3628575193
0.99771 1.02729 92.4761 0.2018233941
0.98222 0.94527 103.76154 0.018942654
1.08345 0.98544 101.90661 0.3213560249
0.94624 0.84094 97.87776 0.5478071873
0.86037 1.02717 116.99068 0.5259865402
1.05451 0.93472 116.30929 0.3235396652
1.00382 0.96847 114.71179 0.1316965421
1.10943 0.92593 105.06693 0.4677835461
0.90767 1.00813 99.48552 0.1526836147
1.07748 0.97619 113.877 0.3811325528
1.00176 0.87551 102.22523 0.2752244833
0.94744 1.04087 97.77733 0.167512533
0.96858 0.99748 119.53084 0.1954705559
0.93349 1.10976 109.21238 0.4847413744
1.02078 1.05956 120.95948 0.52392546
0.97429 0.95919 89.00318 0.1673873661
1.05218 0.93389 109.06744 0.229108093
1.06609 0.92047 121.29586 0.4857975544
0.86697 1.06686 119.78239 0.6809454731
0.85985 1.01337 105.19129 0.4007096511
1.15222 0.99145 96.65371 0.6665964221
0.91138 1.10519 103.64976 0.4796962991
0.87615 0.98243 116.44424 0.3079798164
0.90746 0.86239 106.5119 0.3798427875
1.06178 0.96783 119.75426 0.4082867731
0.89938 0.98219 110.26804 0.139073938
0.93409 1.16493 99.0478 0.7328127476
0.89478 0.88559 115.11124 0.3236381241
1.01596 0.96733 119.3185 0.2367315968
0.84858 1.07494 89.95003 0.8377317158
1.07822 1.01086 99.61421 0.3423740587
0.98156 0.97146 102.58293 0.0171674267
0.97566 0.92377 92.08735 0.1562061559
0.92094 1.13235 113.9637 0.6832772412
1.06474 0.94463 104.45165 0.2409212877
0.95835 1.04209 105.94325 0.1573210363
0.9101 1.07172 99.43764 0.3418523565
1.03149 1.0575 89.60634 0.3996651502
1.07104 0.9716 98.91997 0.2634712272
0.89308 0.93173 104.283 0.1535900995
0.96148 1.08646 90.07948 0.41061505
0.82504 0.98491 92.259 0.8180245716
1.04023 1.04076 118.48885 0.4634174547
0.99083 0.78269 118.18261 1.3691449057
0.94801 1.10524 104.4817 0.4157251606
1.04174 1.09608 99.89695 0.5000948874
0.99198 1.07758 112.61028 0.3846807978
1.03492 1.03693 115.30379 0.3746937919
0.92662 0.93065 113.13867 0.085852497
0.89531 0.93602 120.74397 0.2621108239
0.87177 1.04024 108.93881 0.4109260435
0.91474 0.87254 121.68923 0.4162714482
1.05793 0.89055 114.1645 0.4273181443
1.10788 1.01765 89.40659 0.5650172842
0.98969 0.8747 107.72632 0.256559342
0.93326 0.91949 88.25507 0.286829402
0.96222 1.16774 106.15436 0.7488537753
0.98781 0.84131 91.95313 0.6503606262
0.95673 0.88966 90.04936 0.3298604429
0.90325 1.01521 90.11205 0.3109562468
0.92319 1.11745 121.08698 0.7282504785
0.95495 0.91437 102.47954 0.063324849
0.90008 1.08113 105.57809 0.4141757007
0.91375 1.05789 95.37058 0.3095383159
0.81518 1.00756 89.37769 1.0379089816
1.06983 0.89108 88.2072 0.5594917347
1.05135 0.94762 89.47184 0.3060660941
0.90926 1.0718 96.54793 0.3639321894
1.17056 0.97963 98.02757 0.7482347217
0.88502 1.10684 101.31802 0.5952451013
1.08048 0.91762 102.78033 0.3490756162
0.9408 0.84318 99.7486 0.5093630909
0.95789 0.81462 102.93627 0.7906083383
0.95841 1.06664 117.86845 0.3887636894
0.98254 0.81238 96.6894 0.8964984074
0.9279 0.97607 96.36508 0.0823335015
1.04179 0.92408 91.4958 0.2826681498
1.1419 1.00067 96.09488 0.6293186274
1.05628 0.8364 121.12818 0.9067580251
0.89285 1.02403 108.34563 0.2449377835
0.87589 1.02493 106.81873 0.3276503777
1.02651 1.10336 105.39369 0.5063095298
0.99345 1.00732 105.82706 0.0886423661
1.04747 0.87589 113.29035 0.4502060221
0.98179 1.03359 120.97242 0.3402948312
0.99541 1.09645 104.07621 0.3982296462
0.88443 0.93673 108.62305 0.1876371516
1.05128 1.00621 109.38025 0.2682644394
1.07095 0.90311 89.55949 0.4808386548
0.84504 1.07364 122.54257 0.9319677225
1.09257 0.95255 99.48163 0.3518485163
0.89951 0.94999 113.63667 0.1462144588
0.88982 0.89283 113.42424 0.2980095456
1.05149 0.97106 99.18546 0.190246778
1.04329 0.87868 90.07146 0.5039188408
1.01393 1.12036 97.54472 0.5422578987
1.04546 0.98425 118.98444 0.3466777053
0.95993 0.98523 94.20379 0.0806288524
0.95222 0.83042 121.52514 0.7136946673
0.83606 1.06486 112.8688 0.8254027974
0.88061 0.90181 108.47765 0.2857248075
0.91528 0.97254 96.49817 0.1103588454
0.9254 0.94271 86.87885 0.2917774878
1.09665 0.89529 105.63822 0.5041574221
0.77862 1.00889 110.19886 1.4136882684
1.04537 0.81944 85.82253 1.1631443979
1.13494 0.93641 119.05917 0.761364923
0.96433 0.81898 107.75506 0.7245382985
0.90863 1.01108 112.72821 0.1861755274
1.13124 0.90853 97.12328 0.6283304024
0.83405 1.02266 90.4658 0.8141614636
1.01802 1.14381 92.37466 0.6985736702
0.96842 0.83035 107.80443 0.5964908522
1.00179 1.09063 102.079 0.3772229188
0.78988 0.99696 111.42095 1.1955979594
0.97702 0.84739 113.64303 0.471638526
1.03075 1.12373 94.42555 0.6147490037
1.00822 1.11822 90.06033 0.5835382188
1.04699 1.04267 100.38648 0.3106007926
1.15629 0.97554 114.31749 0.7905947652
0.89379 1.06081 108.00041 0.3665730354
0.90844 0.8637 110.15793 0.371070721
0.97971 0.79617 110.47498 1.0604630464
0.98989 0.82204 105.27772 0.7152945961
0.85743 1.04547 105.42714 0.5160771956
0.88921 0.98981 113.62954 0.2215422583
1.05497 0.991 104.67042 0.2218315589
0.99525 1.05693 107.98936 0.2555630107
0.9619 0.98093 118.03846 0.1354194516
1.02794 0.99847 87.04205 0.3003912657
0.98224 1.14022 95.22161 0.6028436469
1.0049 0.89616 94.02409 0.2511434625
1.03632 0.86952 119.25019 0.5318747195
1.08196 1.0077 91.55161 0.4085421574
1.05278 0.86735 89.49108 0.6195326947
1.03068 1.05792 89.22878 0.4050462861
0.966 0.96823 96.78418 0.0392732084
0.8922 1.04926 97.08268 0.3464865209
0.9628 0.86647 115.74482 0.3365849968
0.9018 1.02872 118.91492 0.3461590971
0.98707 0.93236 89.38226 0.1992573604
1.01971 1.03218 90.36586 0.2851486472
0.93981 1.06653 118.52097 0.4061053234
1.04306 0.81266 97.91348 1.0070566959
0.93988 1.16568 97.88874 0.7310645902
0.9744 0.94818 93.67004 0.087676049
0.77407 1.00116 118.23953 1.5513870137
0.80946 0.98505 108.16613 0.8682114777
1.11932 0.92188 87.07268 0.6627448083
1.00776 0.97287 107.35611 0.0722014426
1.01145 0.92409 95.62545 0.147826747
1.01222 0.87997 113.54006 0.3159928512
1.09131 1.00809 115.28591 0.5201640845
1.0789 0.8939 109.19244 0.4502590679
0.92421 1.08459 105.58479 0.3578694872
1.14342 0.93084 90.364 0.6964189066
1.06583 0.92157 88.31245 0.4257003023
1.09916 1.02083 114.44278 0.5758768531
1.11311 0.89143 117.52063 0.734142764
1.12014 0.98025 119.47814 0.6942879422
1.03576 1.04434 121.1126 0.5155709169
0.91649 1.11043 103.29614 0.4894792114
0.96741 1.18764 92.47653 0.8665645603
0.99678 0.90972 111.53856 0.1388456807
0.85762 0.95752 103.28939 0.3495059534
0.87856 1.07492 98.03543 0.5049441686
1.029 1.02639 88.75791 0.3196186051
1.03957 1.03877 121.08385 0.5081807888
1.01398 1.10829 119.06631 0.6893357692
0.87345 0.92102 117.43432 0.3374972803
0.94581 1.11529 110.07913 0.5080461986
0.91617 0.95378 111.2786 0.0754809452
1.01601 0.93005 122.42695 0.3068699484
0.96484 0.89993 89.3357 0.2950790045
1.00974 0.93976 90.16749 0.1997781782
0.8409 0.99252 100.8824 0.5353615892
0.92856 1.13368 98.49826 0.580091505
0.96851 0.87411 107.85781 0.2361137596
0.92522 0.91131 85.65416 0.4101910041
1.09371 1.04357 103.46737 0.5030515051
1.05461 0.84 103.27537 0.70114261
1.04422 0.87558 98.70428 0.4061818935
1.02291 1.02177 107.0544 0.195902202
1.03284 0.98287 92.32089 0.2017613494
1.0636 1.06304 109.57635 0.4941970371
1.08781 0.93205 100.31449 0.3517193303
1.01998 1.02504 101.38843 0.1790886757
1.10934 1.02084 92.75243 0.5374268899
1.05147 0.93908 100.14253 0.199021035
0.94431 1.07483 87.74795 0.4232839176
1.00368 0.77603 97.81873 1.500338791
1.11346 0.99651 96.33827 0.4827863751
0.94706 0.85832 101.30764 0.3599493214
0.97771 1.07873 110.47973 0.3445235894
0.95148 1.11938 119.28446 0.671256538
1.07222 0.9667 89.33968 0.3680951995
0.8715 1.0344 115.01556 0.4497598206
0.97055 0.84373 119.17498 0.562104523
0.85635 1.05057 101.92093 0.5455562642
0.97939 0.86543 123.15589 0.4757548414
0.92741 1.12801 97.35824 0.5590371522
1.02258 0.8376 112.24738 0.6489120689
0.94046 1.06572 102.34847 0.2460792875
1.08989 0.94763 110.9093 0.3923502208
1.08316 1.06782 96.93175 0.5405098746
1.01731 0.8849 92.81563 0.3507298998
0.94685 0.9585 113.80286 0.0569711564
0.90068 0.90202 106.4144 0.1942642071
0.8681 0.96744 109.63909 0.2792672
0.99574 0.83574 87.73926 0.8198877814
0.89156 0.89851 108.61906 0.2451805118
0.85133 1.02158 97.20782 0.5324694733
1.07888 1.07492 94.55925 0.5626326715
0.84845 1.0447 89.63623 0.7457980401
0.97861 0.96433 109.40046 0.0304770217
1.07236 0.96867 95.96715 0.2846604559
0.94125 0.85138 116.92507 0.458759894
1.01677 1.1221 108.96783 0.6038962078
0.94308 0.9515 114.23861 0.0634163909
1.17264 0.9576 115.98503 0.9059109482
0.841 1.02284 105.12495 0.585834351
0.88636 1.00775 96.15886 0.2744773621
0.93441 1.01189 92.15878 0.1764660722
0.89969 0.88237 120.28316 0.3840565876
0.90317 0.90144 117.18344 0.2533114508
0.98648 0.80637 97.72495 0.9695168746
1.01183 0.95424 97.79876 0.0863451319
1.0612 0.84854 86.24999 0.8784502379
1.02775 1.04794 93.2619 0.3109442031
0.88157 0.91261 109.92269 0.2511338433
1.02032 1.11684 88.50431 0.6240151174
1.02041 0.84452 122.20407 0.71677089
0.81779 1.03315 97.20425 0.9179312841
1.0675 0.90391 102.94827 0.338224823
1.02402 0.83064 118.39781 0.7974200557
1.11708 0.93738 116.63258 0.6180019834
1.09215 0.9493 120.18034 0.5510968834
1.01739 1.04476 105.93893 0.244910651
1.01235 1.01166 107.29313 0.1445471246
0.93293 1.153 104.23815 0.677183352
0.86594 1.00636 107.62251 0.3446225926
0.92878 0.9118 113.60516 0.1246450706
0.84786 0.92268 116.89326 0.5080463373
0.95687 1.11691 87.21691 0.591727744
1.10898 0.92473 113.49202 0.545804813
0.96623 1.06279 90.49815 0.3151234338
0.85522 1.03279 113.24466 0.5365606725
0.83407 1.00542 101.74555 0.6219337267
1.00484 0.95167 107.59004 0.0622715181
1.01311 0.8648 114.80499 0.4240987843
1.0644 0.96637 100.96934 0.2308376678
0.98288 0.90296 92.67576 0.2167546082
1.01878 0.88148 103.12055 0.2770499918
1.01969 1.0344 107.13279 0.2246040127
0.98159 1.05423 109.9434 0.2430054377
0.88709 1.10552 108.99169 0.604686606
1.07194 1.01033 106.3869 0.3332081128
1.09872 0.93017 98.23454 0.4107118899
1.02909 1.09441 89.62168 0.5308652179
1.12752 0.97919 120.81365 0.7614905743
0.98764 0.96643 101.4227 0.0245718299
1.0765 1.061 100.34235 0.4825707221
0.93807 0.86062 100.18241 0.3609977952
0.94346 0.95049 89.51635 0.1782095193
0.98974 0.79316 107.22978 1.1156243028
0.87327 1.06308 115.80116 0.5604833993
1.02842 0.95863 94.481 0.1561518855
0.97801 0.93747 111.81302 0.0573224853
1.15217 0.99453 88.77442 0.743517315
0.95177 0.81679 119.48079 0.8367471453
0.80948 1.00282 97.65806 0.9510876232
1.0188 1.05261 89.99489 0.3479852397
1.00452 0.92816 99.97176 0.0879801036
0.99825 0.91349 112.99279 0.145387287
0.98973 0.83815 116.36592 0.6047940583
0.94936 0.90247 90.45864 0.2669447089
1.00479 0.91671 111.22347 0.1345043572
0.87335 1.06876 114.28006 0.5636778364
1.01009 0.84366 102.06497 0.5356395807
0.88961 1.10794 102.41369 0.5767521754
0.98034 0.99686 105.51523 0.0489687504
1.00504 0.956 105.46282 0.0532310058
0.86487 0.953 98.68199 0.3324173445
0.93406 0.85283 106.49901 0.3944051376
0.93837 1.15207 94.36236 0.6812181012
1.07529 0.91248 115.83384 0.4471326402
1.02327 0.88467 104.44101 0.2710093689
0.96556 1.09907 119.57804 0.5749668418
0.98971 0.86003 107.64835 0.3538185935
0.89738 1.00594 118.73046 0.2916440568
1.07034 1.01035 108.34506 0.3420782382
1.01837 1.08886 102.31712 0.4054808901
0.9765 0.82915 89.84588 0.822103074
0.81568 1.03228 95.21383 0.968808603
0.88237 0.97709 88.72389 0.4002672239
0.80454 1.03055 90.14103 1.2157888541
1.03162 1.05185 100.39717 0.2935810802
0.93566 1.03327 102.58053 0.1391832652
0.99619 0.92636 93.62902 0.1430068595
1.0693 1.05599 96.63523 0.4443374513
0.99749 0.81589 122.52454 0.9582872009
0.95071 0.86512 93.79617 0.4053189306
0.90273 1.13225 107.19506 0.6613759123
0.97835 0.79888 106.5252 1.0104585055
1.131 0.97538 107.75427 0.5681002417
0.99364 0.89693 106.50861 0.1497236037
0.95915 0.96376 115.73706 0.0825435271
0.83158 1.02376 118.62078 0.7901454481
1.07729 1.05671 112.2318 0.5603332686
0.84618 1.06613 102.10973 0.6896420143
1.1032 0.99777 99.16729 0.4270836448
1.01956 1.01634 108.96682 0.1871996878
1.03533 1.08008 120.2042 0.6414798829
1.06694 0.97735 101.87729 0.2459330617
1.00365 0.86361 103.17706 0.3539455917
1.04796 1.07349 111.61614 0.5034008449
0.96258 0.88802 100.29972 0.1765532983
0.98359 0.97122 121.26005 0.2047988884
0.95184 0.86318 119.38701 0.4024179493
0.92194 1.12675 102.40312 0.5552798448
0.95912 1.13863 91.85934 0.6197009073
0.94598 1.04071 87.79453 0.3112797875
0.91108 0.95457 90.56864 0.2275082132
1.01598 0.99051 95.76326 0.1279925392
0.82799 0.97004 98.8136 0.6672974609
1.02647 1.01153 97.47084 0.1757809548
0.8884 1.07081 118.67005 0.5608321594
0.96196 1.18889 93.56268 0.8645768964
1.08658 0.87953 97.199 0.5536504815
0.83919 1.01432 94.38311 0.6672796728
1.00631 0.81653 85.91663 1.1170763431
1.06794 0.9096 115.72805 0.4212490583
0.83278 1.00527 97.76627 0.6690243662
0.95663 0.96858 101.51329 0.0073626636
1.06881 0.85767 100.1724 0.6105337424
0.93981 1.08278 99.51302 0.3209265667
1.05031 0.93113 87.65958 0.3667594171
1.11843 0.97663 109.24746 0.5188358859
0.88359 1.04506 119.97389 0.4991927537
1.00652 1.08281 88.31407 0.458876884
0.93601 0.96435 86.25584 0.2652066905
0.98976 1.01376 118.89842 0.2511122592
0.96208 1.1755 104.42863 0.7810093477
0.97299 0.89203 93.61004 0.2425180273
1.05659 0.94068 99.67981 0.2168197713
0.80649 1.00616 112.7138 0.9735121319
1.13137 1.00839 113.45173 0.6922236674
0.91005 0.95734 122.43621 0.2414488321
0.95402 0.87091 93.90398 0.3605529979
0.92143 1.13479 107.39606 0.6208162421
0.87882 1.04066 110.79744 0.3843679838
0.92039 0.90511 116.6825 0.1914824688
1.02227 1.0921 97.4032 0.4330051798
1.03203 1.06473 95.68871 0.3582239917
0.94606 0.8686 90.35236 0.4604027298
1.00334 0.80492 117.30682 1.03659219
1.08039 0.86724 86.43792 0.785167242
0.96062 1.15383 92.211 0.6913953936
0.98736 0.97179 98.65039 0.0394452197
0.93854 1.11711 109.82697 0.5213349687
0.95447 0.87036 109.03093 0.2582583937
1.05768 0.88248 114.75627 0.4725638574
0.97292 0.83266 90.79576 0.7579354938
0.98914 1.02157 116.29422 0.2268186059
0.86808 0.96363 93.61529 0.3818043992
1.07575 0.85478 106.05875 0.6570119162
0.95612 0.8657 111.92766 0.3037590828
1.03592 1.07501 97.81723 0.3974991484
1.13775 0.99054 119.87025 0.81281087
0.98271 1.01066 96.36158 0.102832957
0.94683 0.94155 114.18706 0.0650317159
0.77855 0.98729 114.96703 1.4006106096
0.96603 0.89452 100.69552 0.1440977939
0.83438 1.05989 89.0605 0.9456827889
1.07683 1.05967 109.70205 0.5367093283
1.04413 0.93416 122.27774 0.3945726346
0.89587 1.11015 89.6115 0.6682094015
0.99325 1.00677 86.9147 0.2557801929
0.82578 1.03843 105.53693 0.7932471651
1.16542 0.95883 111.86069 0.7975345911
0.859 1.08753 114.86102 0.7531227139
1.01355 1.11614 119.68989 0.7417586459
1.05557 1.06597 120.62833 0.6628663969
1.01736 1.11201 88.07528 0.6033106759
0.9517 1.16199 115.62016 0.8384343628
0.99583 0.98155 94.05325 0.1010700428
0.92663 0.91566 104.83907 0.0824645842
0.81363 1.02175 108.34049 0.894841721
0.85162 1.07052 123.00682 0.8716909541
0.83137 0.99219 98.98412 0.6489948079
0.80988 1.04129 116.3443 1.0763225878
0.8027 1.03106 104.62295 1.0700914334
0.84227 1.05855 86.04043 0.935942506
0.87604 1.00892 114.68554 0.341859124
0.85749 0.9316 101.39121 0.3837092098
1.02605 0.92144 90.31476 0.2694278241
1.16118 0.96058 96.24658 0.698174656
0.9807 1.19498 89.29941 0.9459679261
0.9992 1.13818 115.64044 0.746499887
0.97894 0.92008 95.92387 0.1079295353
1.037 0.96599 97.33952 0.1525321371
0.96673 1.15771 90.87152 0.7257538501
1.02542 0.8566 98.6227 0.4846117883
0.95714 1.0343 99.32065 0.1334364382
1.04797 0.89006 99.69398 0.3333039159
0.9372 1.13909 87.52946 0.7104728555
0.90334 1.04098 88.70437 0.4020886316
1.0128 1.05424 89.47234 0.3494737514
1.08303 1.06333 102.29651 0.521757899
0.91096 1.01444 98.12271 0.1656887089
1.01409 0.9077 102.87303 0.1518356018
0.98935 1.12846 117.51002 0.7115681818
1.17668 0.96999 120.41377 1.0246366254
1.01095 1.11042 89.61542 0.5598506148
1.09939 0.96323 98.33246 0.3832891504
1.06536 0.93981 113.54145 0.321997185
1.00773 0.98162 106.37334 0.0754685096
0.98526 1.14547 95.63235 0.6296935432
0.88816 0.96659 106.13811 0.1570553715
0.9752 0.84033 86.72368 0.7894118944
0.96526 1.11819 93.18268 0.5060661947
0.97913 0.99276 88.70499 0.1865315449
1.10952 0.94796 97.74079 0.4384122672
1.029 1.056 108.53714 0.3365204759
0.98924 0.7769 119.11581 1.4827237288
1.09207 0.98699 117.4012 0.5206728477
1.08036 1.04988 102.92405 0.4641280746
0.88426 0.90823 98.27427 0.2998518217
0.86998 0.96175 119.98214 0.3719111692
0.97253 1.08597 88.69592 0.4317922894
0.90892 0.95199 106.69617 0.0750458052
0.94668 0.90834 123.22819 0.2594397733
0.98485 1.02706 98.22847 0.1302933054
1.06539 0.90427 109.67202 0.3563659574
0.80887 1.02081 91.20588 1.106291747
0.9419 0.91882 109.57792 0.0633966082
1.13722 0.93306 89.4277 0.676151752
1.07247 1.02198 117.86996 0.5180658636
0.82587 1.00993 105.1068 0.7106310679
1.12827 0.99929 106.31216 0.5731254446
0.80282 0.96775 111.68006 0.954150828
1.01369 0.89479 94.80359 0.2630243618
0.98288 1.16008 107.17047 0.7269194363
0.95141 0.96167 102.85825 0.003379812
0.80036 0.97598 108.68827 0.9868298713
0.96647 1.10562 118.49198 0.586622722
0.93767 0.87068 91.51636 0.4300490273
0.95553 1.07167 120.79306 0.4673466918
0.86713 1.00653 100.29794 0.3488795555
0.96555 0.90737 92.67511 0.1933855923
1.04881 1.03156 121.39446 0.5244887275
1.04318 0.87399 97.76759 0.4203406715
0.96734 1.0263 107.71893 0.119087809
0.99791 0.92083 103.84748 0.0795758779
0.88147 1.05753 108.02684 0.4132039767
0.9407 1.0268 119.2889 0.2684178653
0.9676 1.12025 102.00997 0.4784514244
1.14422 0.93113 117.02259 0.7809128316
1.03454 0.93734 120.55971 0.321236703
0.88688 0.94456 90.32697 0.3494307901
1.03805 0.89982 93.60371 0.3189830587
1.13385 0.90534 99.57026 0.6425247131
1.12116 0.89266 117.3402 0.7684522591
1.02437 0.86002 106.9076 0.4315604729
1.05262 1.06234 92.21606 0.4425185987
0.99884 1.13392 88.44966 0.6654543684
0.83233 1.01397 102.27708 0.6567666736
1.09073 1.04069 91.71286 0.5199023355
0.89677 1.05422 104.57732 0.3159787721
0.85723 0.99571 110.54707 0.3984985056
0.95628 1.16612 104.82448 0.7312178801
1.03023 0.92341 89.70058 0.2864986068
0.82753 0.98072 92.37318 0.7833214529
1.08568 0.93624 118.09946 0.4885252863
1.07721 0.86233 121.14868 0.7853287117
0.88524 0.88684 117.47276 0.3834863866
1.11336 0.93365 101.02344 0.4652748795
1.02162 0.83553 113.97541 0.6829976197
0.83012 0.99164 105.47057 0.6260214129
1.06784 1.05998 97.65495 0.4487850816
0.78973 0.9929 122.25306 1.3155820598
0.85393 0.97049 93.60369 0.4913300373
0.89947 1.09413 121.98032 0.6912810078
0.98901 1.01233 112.90347 0.1525832075
0.99573 0.82219 118.80441 0.8184353791
1.01694 1.12437 120.76006 0.8177544958
0.93886 0.91973 92.20502 0.1834013184
0.98039 1.05822 115.91553 0.3361344144
0.98446 1.0483 91.85666 0.2543733316
0.89681 1.10266 109.86475 0.5548815436
1.07491 0.99338 105.33504 0.3066260282
0.91202 0.97669 95.89483 0.1301130816
1.0277 0.9941 103.77305 0.1347978047
0.87421 1.0876 107.61156 0.5801340391
1.05409 0.84246 123.09954 0.878790217
0.86412 0.96285 87.3214 0.5620161731
1.1626 0.95239 102.77606 0.7036989946
0.9663 1.07443 93.44615 0.3166279813
0.90942 0.91282 120.88736 0.2560222219
1.0221 1.1138 109.5301 0.5822562115
0.97024 1.14473 118.81654 0.80515825
0.96876 1.07088 118.81637 0.4296559834
0.87534 0.90225 116.06442 0.3589187228
1.01418 1.11321 87.71905 0.6082641685
0.86321 0.91995 95.37424 0.4422693152
0.93623 0.95787 87.14567 0.243433002
0.99934 1.12723 115.22788 0.6805944788
0.99969 0.96125 96.54654 0.072067334
1.00227 1.15475 96.84342 0.6952496823
0.9968 0.8362 95.01202 0.6562048537
