dis_1 dis_2 ang_1 e_nor
0.93471 1.10839 121.41892 0.7812836669819865
0.97986 0.92737 85.81099 0.3145538189405162
0.9496 1.03923 111.2681 0.20793580856219884
0.95268 0.91973 112.34035 0.0760453541905921
0.90649 0.91218 112.10365 0.1670705874800887
1.07678 0.94765 103.75687 0.3564937747390895
0.98247 1.13969 100.83966 0.7631578047236434
0.88387 1.0343 87.17326 0.5410592850123292
1.06427 0.94664 101.20072 0.2880291982655946
0.87935 0.89055 117.54322 0.4260623942707
0.96871 0.88242 98.32967 0.20440720760093312
0.99893 0.95439 103.98843 0.04215767272986647
0.95314 1.02873 120.63557 0.2936946095893149
0.95405 1.14629 97.42336 0.8665742081653179
0.97943 0.78679 112.51076 0.8867439381030362
1.13872 0.9647 111.17286 0.829844235531859
1.10084 1.00931 91.97501 0.5381121368839012
1.07651 0.95661 93.82844 0.38684675117288475
1.13015 0.95359 115.14845 0.8208476160153296
0.88773 0.91049 118.28547 0.3227616281728331
0.89951 0.917 96.03664 0.24215460962677415
1.1027 0.87209 105.21155 0.7852166698720789
0.95995 0.91468 103.11622 0.05558573023616313
0.84514 1.02478 86.34255 0.7854934840658276
1.03493 0.81059 85.35316 1.1613721744660186
1.00808 0.86682 116.46336 0.37899205584361734
1.06814 0.87792 117.86466 0.6235182467025333
0.86987 0.90677 123.14504 0.5309945269320516
1.00755 1.09428 95.08618 0.4714258954110079
1.08851 1.04878 108.37998 0.5400089137555706
0.83875 0.9548 122.9594 0.6161600794928225
1.12472 0.93135 98.26849 0.7344360428215093
1.18604 0.99141 90.38029 1.2288127171186338
0.91675 1.11942 86.8892 0.8914373763295295
1.02722 0.94907 96.36023 0.15311345979622157
1.00845 0.96024 90.99261 0.16625436745032146
1.08096 0.87666 98.10047 0.6209436978891528
0.94255 0.94956 117.73428 0.11484575530036892
0.81781 1.00655 90.01912 0.8537238816656463
0.93279 0.93262 119.89497 0.1771590050931272
0.83694 0.98579 113.79604 0.4727110055179033
0.87834 0.97822 103.05864 0.19070883642564482
1.022 1.06345 92.22442 0.3656289056939397
0.95093 1.04049 97.67887 0.18870764560450692
0.92528 1.04044 90.55191 0.323611882815774
1.08548 0.9633 120.71787 0.572585899847382
0.87207 1.10205 109.51614 0.7999042260367352
0.88995 1.08742 86.19703 0.8010119044531546
1.08414 0.87638 96.83195 0.6553197025487365
0.97211 1.12836 102.50237 0.6829106884136501
1.03788 0.81036 111.92179 0.8150694643283072
0.99219 0.85596 89.742 0.5386246523012237
0.82985 0.98866 110.03997 0.4955667900845514
0.98579 0.79229 104.50176 0.8172293319097905
1.14373 0.95361 109.70111 0.876459185653917
0.84571 1.07468 121.85801 0.9180177530913088
0.98396 1.13529 89.25053 0.8076222136301845
0.8791 1.07285 120.23871 0.6891305412337027
1.11183 0.92321 96.70541 0.6647505900603767
1.00359 0.82703 101.85137 0.5505569398903094
1.07325 0.91125 119.48315 0.5597286712883907
1.04095 1.01485 89.37188 0.3099354499961337
1.14016 0.99841 105.73378 0.7777124883320954
1.03568 0.84014 110.6532 0.570035545332036
1.00225 0.81709 105.72329 0.6106278714996596
0.97433 0.93723 115.36628 0.0928320176954626
0.97221 1.1319 104.03956 0.7150209819710194
0.95719 1.0559 102.97893 0.2357622628555412
0.86145 0.98185 95.23339 0.36666724868567224
1.02096 0.88933 111.68091 0.2677793733651396
0.98748 1.04803 109.49316 0.23617487347248858
0.85139 1.0678 102.29381 0.6558277418866293
0.91694 1.14778 116.70109 1.098053291968741
1.09112 0.8931 120.20622 0.7553686778833408
0.8889 0.94311 116.28961 0.21927345679229832
0.95801 1.14252 114.26855 0.9084203575922729
0.95018 1.16017 88.43666 1.1000267914831958
0.9421 0.99928 92.89047 0.13544814806003602
0.94441 1.17222 108.55431 1.163638621793425
0.89305 0.94345 123.35652 0.33961212565563337
1.06021 1.03456 108.52638 0.3694098808288853
0.99101 0.80962 90.79791 0.889826695704767
1.04464 1.05972 113.46432 0.44831867429495226
0.9766 1.14269 107.54737 0.818826170187916
1.03519 1.12641 90.57406 0.7412400503176602
0.94173 1.01158 111.68464 0.11991981175375593
0.93969 0.86126 119.86155 0.41826114774126366
1.00453 0.97877 113.1541 0.11887684965459594
0.95506 0.9694 104.95593 0.0036879237329017376
1.08917 0.96675 97.41912 0.42228860326415507
0.93576 0.89863 117.14473 0.20565055821262207
1.1094 0.964 91.59689 0.608201747951371
1.07156 0.94121 112.17183 0.3865719464225287
0.88821 0.99919 117.84124 0.2847610439493743
1.11962 0.98592 97.57403 0.6138110043855592
0.94009 0.92995 87.77752 0.2837890868214074
0.98361 1.07193 104.64023 0.3180755943567335
1.08866 1.01856 114.77123 0.5382994344097263
0.96562 0.95012 93.57752 0.08779327879938434
0.95593 0.88271 88.74645 0.41473665503238366
0.85664 1.01488 119.40412 0.5019131542306684
0.9494 0.85715 100.28107 0.3283662531873821
0.97874 0.8042 110.00187 0.6975664801698078
0.95727 0.94537 97.78656 0.03858561459905517
1.07976 0.92939 120.78091 0.5796922389581718
1.03506 0.93105 96.72504 0.20385763020229697
0.81861 1.01219 93.16153 0.7722362959520994
0.99782 1.1072 89.85334 0.5974422295377652
1.08036 0.91201 104.31787 0.45487724743925184
1.00706 0.83501 117.14465 0.5749186933269949
0.99286 1.11533 97.76521 0.5823625603299482
0.99698 0.89185 92.18694 0.28685151392854896
0.9202 0.92293 94.73565 0.17825699763445702
0.87126 0.90981 109.93825 0.3086307134068375
1.00511 1.01179 103.46981 0.1136196153619032
0.94263 0.87274 104.23245 0.22059031775170657
0.94181 0.9632 101.75735 0.013815030827549223
0.93644 1.05793 113.47795 0.3324126288745769
0.98099 0.94144 98.57987 0.04336873814939067
0.78977 0.99955 97.76508 0.9339826591474423
0.85846 0.97906 107.0603 0.28764595611379923
0.92482 1.10579 120.35691 0.7651618809642129
0.85265 0.99332 104.44563 0.3418502489393016
1.12404 0.94121 95.55112 0.7195782186028019
1.0541 0.94739 86.52973 0.41633988011267187
0.99538 1.03309 117.66577 0.2843661955916693
0.96839 0.93174 117.08308 0.11850405959985791
0.9256 1.01622 96.65822 0.15360257944994277
1.10681 0.93474 116.73162 0.6910669488954777
1.07237 1.03086 114.11801 0.47235856486718436
0.91286 1.06333 118.34894 0.47724264386814025
0.9407 1.09803 121.75013 0.6995171901372634
1.09207 0.86438 109.1809 0.7602183102509263
1.0399 1.08937 106.29579 0.5043971975990915
0.94019 1.15967 104.15002 1.0235198941038313
0.80466 0.99455 102.58199 0.718757307709438
0.98212 0.97369 104.84982 0.01976549334368017
1.15977 0.97644 96.02684 0.9536413147159233
0.95288 0.90642 99.82709 0.10052701612185505
1.06395 1.02601 105.63715 0.3441198535232895
0.89467 0.90411 118.83666 0.325022773432334
0.80945 1.03773 106.71135 0.7970716232058623
0.93577 0.89994 105.17541 0.11242067905830012
0.84106 0.95266 104.6269 0.4001211629551967
1.03564 0.94725 119.32018 0.3007676943256196
1.10994 0.97473 87.95772 0.6551986484310895
0.83871 1.02136 123.01425 0.7100321359899182
1.05139 0.95662 117.02056 0.3283118573887891
1.0365 0.96735 113.84942 0.22047642637645834
0.99901 1.13311 103.41021 0.7122657048598462
1.05836 0.85994 110.55673 0.5670533304533405
0.83135 1.0603 100.16943 0.7611155175245563
0.92419 0.9 109.79361 0.14248884926470962
1.02613 0.90008 117.06621 0.31581306263173536
1.07667 0.86981 106.38387 0.6070094208012378
0.91776 1.02722 104.28185 0.171069780669659
0.95594 1.08687 112.8669 0.4712426422297633
1.00864 0.86197 104.70841 0.32284428154116207
1.01713 0.87547 96.92805 0.3294705169402806
1.06924 0.97979 89.79896 0.388061968604883
0.94561 0.93488 120.23973 0.16787889665277667
0.85615 0.94832 96.30833 0.3944181227248127
1.03997 0.98033 93.36951 0.21677783907978404
0.95773 0.91094 109.60217 0.074262316948818
1.09937 1.03177 113.12395 0.6047448379406123
0.93044 1.12817 98.89324 0.7634271672154772
1.13162 0.93097 98.75717 0.7917462285680348
0.9087 0.87209 118.01065 0.39976891801147457
1.06909 1.02822 114.79061 0.4589722605074018
1.01774 0.81273 122.88385 0.8933498418378913
0.88191 0.98297 123.39877 0.3893365351184772
0.85667 1.0863 95.44108 0.8022840675588729
1.01209 0.98934 101.76774 0.08854146638751757
1.01588 1.09031 109.35341 0.4824742455999602
0.87732 0.88534 111.69573 0.3887710747257701
1.0104 0.90095 91.14048 0.29739613748467264
1.0153 1.02704 107.4189 0.19217812125504696
1.00335 1.12193 109.8462 0.674273742366769
0.91223 0.89202 100.14867 0.22910135189303166
0.94847 1.03117 104.12785 0.13825461844206693
0.86473 1.01239 109.03158 0.32823203472661316
0.96774 1.03086 109.72368 0.1582618918490129
0.98972 0.93961 102.5377 0.03694140178999686
0.89907 1.01688 86.83178 0.42878779279365276
0.9222 1.06568 121.45242 0.5223841947444072
0.95582 1.09774 105.48263 0.4845451427687223
1.02998 1.07151 103.82614 0.3795978825721687
0.9462 1.01918 104.4119 0.09963297633954417
0.92177 1.08896 96.07849 0.5106331184316033
0.90446 1.12069 107.97529 0.7992254065410778
0.9823 0.934 89.92712 0.18739018296889362
1.01838 0.81292 116.76642 0.7725162846977951
0.93766 0.86038 115.91586 0.35838079235278986
0.81452 1.01191 118.47408 0.767178322639346
0.8849 1.07638 110.97542 0.5610227348965475
0.92737 0.87115 122.21838 0.43871416029657445
0.88438 0.88369 115.01916 0.39512028411159356
0.99368 1.12256 95.96829 0.6407941194910565
0.92689 0.93347 85.20595 0.39581712493655274
1.04055 1.11603 96.5311 0.6407603870066183
0.95391 0.82606 116.0953 0.5752863903476496
0.94509 1.09881 117.73365 0.6292616808946014
1.00684 1.11449 91.05632 0.6310861370226545
0.99248 0.81194 113.14547 0.6681149563230164
0.8957 0.92563 84.96011 0.5598377394760577
0.93536 0.87374 94.64854 0.3450277629383343
1.01674 0.84792 121.88459 0.6088647021288207
0.89678 0.89102 102.39071 0.27022741612802004
0.93916 0.94478 117.66016 0.11888050930198424
0.94249 1.072 114.23636 0.41100227978138437
0.99852 0.85087 115.08397 0.42211180710208407
0.95918 1.11621 87.23343 0.7345361202529899
0.88353 0.90917 105.65246 0.24210652565459723
0.99942 1.11575 88.39966 0.6743616744155043
0.97535 0.89294 122.91693 0.3269537689867962
1.02026 1.0133 117.94246 0.2834324353566242
1.12906 0.93733 92.92562 0.7962889925212807
0.84976 0.98547 120.54388 0.49646061442135164
1.07654 0.96521 118.40194 0.4791094219351462
0.94724 1.00647 95.6439 0.10568137839650978
0.80597 1.02454 112.67672 0.8030331191328811
1.12451 1.014 117.80534 0.8033052017475593
1.04038 1.05042 101.49169 0.31621730613872856
0.95776 0.91191 109.24849 0.06986679819953943
1.03152 0.97397 118.61095 0.27108848848614175
1.01803 1.02414 100.37567 0.17300494801569516
1.14866 1.00467 90.05786 0.889312606332115
1.01204 1.099 97.94082 0.4896101595128215
0.99989 1.06909 110.58331 0.3572251150178168
0.82072 1.02826 111.30412 0.6831418371749984
0.85461 0.99239 123.38123 0.5411315166917108
1.02436 0.95175 88.30641 0.26569715678924977
0.96216 0.94186 103.03025 0.009669874123979365
1.01486 1.12194 94.21525 0.6553645707049583
1.03149 0.8151 101.37196 0.7386185649874897
0.84914 1.01667 107.90703 0.42426324455426345
1.10812 0.88856 94.15476 0.8008073301689426
0.96834 0.96544 106.38929 0.006991178729629922
0.90653 1.12943 116.73051 0.9625930563645062
0.79687 1.00767 93.43242 0.9655187597911483
0.8307 0.93334 113.35469 0.5372943659031322
0.99198 0.79142 116.6006 0.9021747824839226
0.90392 0.95134 92.16521 0.23082636353137725
1.08082 1.04152 91.25147 0.4937635201540748
0.99995 1.03749 113.5485 0.25172686422718504
1.16414 0.97467 88.92294 1.0692994800487172
0.87405 1.01586 95.27165 0.35590702649820705
1.14291 0.92404 106.58494 0.9222480965249253
0.85292 0.94061 116.29265 0.40415000972112103
0.82301 1.00875 99.02661 0.6220930880076072
0.96501 0.86772 90.33965 0.44334671164440265
0.98251 1.1456 117.62005 0.956743660682906
0.99819 0.829 101.67578 0.5256158139433281
1.02219 0.85076 121.91293 0.6110746266325838
1.01132 1.03458 97.04311 0.20100367411920755
1.17043 0.95342 99.08362 1.0909408622940633
0.96213 1.17589 108.14231 1.1535245880772256
1.00518 1.04128 104.35821 0.20447052852169695
1.13478 0.95582 119.20444 0.9180630401599734
1.01457 0.8005 121.84788 0.9680714614956472
1.12073 1.04561 93.58277 0.6955375949487036
1.08394 0.88532 113.91498 0.6409947240516429
0.95601 1.12374 117.73753 0.8024967229638035
0.95388 1.08837 103.07593 0.41866826865626044
0.94386 1.02654 95.12646 0.16955052655459413
1.04467 0.84295 97.6519 0.6186950070164902
0.97999 0.81859 88.84659 0.866948413174094
0.98931 1.14535 91.75688 0.850364824570371
1.00019 0.97199 103.52145 0.046251901175612904
1.06484 0.9879 98.73707 0.28390404334428654
0.84351 1.00735 109.13002 0.43629447576606895
0.91974 1.15075 120.14811 1.1738893615967378
1.04777 1.08575 88.31487 0.5703932004425908
0.99849 0.83717 122.85333 0.6521305889214103
0.96137 0.84816 117.81264 0.44085174017315115
0.94448 1.11049 101.30712 0.584029947184622
0.98545 1.15267 91.3365 0.9194162819323342
0.99952 1.07207 103.34392 0.32744029420441206
1.08946 1.03822 92.49509 0.5146224391451918
1.01079 1.0177 88.85216 0.2517647291538575
0.96888 0.93766 88.07483 0.2241965051720315
1.00445 1.12067 98.86485 0.6197048879908296
0.99829 0.81324 95.2954 0.7467333702621977
0.84881 0.99773 91.5924 0.5441611339831905
0.80142 1.01857 114.99015 0.8484252977211584
0.90152 1.05703 116.46022 0.4461673719235318
1.10183 1.0007 118.06715 0.6405552984258642
1.10155 0.9372 108.5683 0.5569686296843593
0.83556 0.97866 104.32739 0.4368785786818895
1.10614 0.96501 88.99441 0.6233786813068403
0.91608 1.05773 94.11122 0.36844273692176993
0.98012 0.8676 90.50685 0.4358223185022898
0.98871 1.11718 93.33654 0.6232278718459066
1.02331 0.96305 118.91124 0.24345535425770737
1.00018 0.81186 89.48482 0.9182281325804803
0.85933 0.96178 93.52351 0.41604169769340127
0.82494 0.95806 98.10594 0.5849022186231727
1.08309 0.99726 98.69706 0.3833912710820334
0.91012 0.89361 121.06845 0.3546098468605449
0.99892 0.96667 110.18385 0.06950283450939886
1.09876 0.88977 113.59647 0.7281937206970721
0.93879 0.91258 107.27238 0.07176060366077565
0.93751 1.00678 88.068 0.254326880186391
0.78858 0.99989 92.66308 1.0635952848024437
0.97444 1.07479 120.77457 0.5084714745280269
1.02741 1.12036 99.37741 0.6396325741068801
1.07375 0.9546 112.19513 0.38550257114435627
0.99703 1.03739 117.35121 0.29775300629790136
0.84654 1.03589 107.32289 0.5131220552302372
1.04328 0.93108 121.7337 0.3959236206249097
1.07962 1.04579 118.80347 0.6170298985746815
1.05146 1.00687 104.93337 0.24891349409337957
1.02738 0.84265 94.38448 0.5990892241296045
1.14704 0.94761 94.60155 0.9069496957061269
1.13144 1.00359 111.59703 0.7621398585553502
0.94272 1.11091 110.59154 0.6328451408153126
0.9413 0.97534 101.17344 0.02245007829787914
0.82073 0.96335 102.59333 0.5615610315347175
0.90114 1.02745 97.1048 0.2532433378836234
0.92363 0.99535 87.25697 0.2918865425047387
0.88875 0.93257 109.90869 0.1689663298314939
0.82438 1.04164 101.85181 0.7042388036193121
1.11401 1.04875 89.43276 0.7034732635067961
1.0704 0.91056 109.03849 0.4169285413269596
0.95554 0.93666 97.46653 0.05335813414392839
1.08632 1.05506 100.73887 0.510960493866172
1.01705 1.04612 89.56137 0.3273455727146927
0.86693 0.97502 95.38043 0.32884647304381137
0.98057 0.98316 101.96851 0.026909404308097754
0.9303 1.0449 113.58867 0.2789795078097077
0.82115 1.02882 116.18444 0.7369229608113669
0.9631 0.84268 120.03935 0.5181661737907581
1.02267 0.81778 97.20072 0.7306832273796975
0.94694 1.02567 86.79331 0.3120696797131549
1.1106 0.99361 117.3918 0.6833400451449829
0.87281 1.03666 114.31569 0.4273066229979289
0.98117 0.88553 106.94673 0.15985563275093245
0.79839 1.01288 123.49021 1.0234458552177745
0.89452 0.92236 97.64021 0.22064263359083872
0.98962 0.84176 112.20704 0.4299632582701179
1.05583 0.85518 90.40596 0.7176777208274651
0.95082 0.91922 96.83965 0.09899910286003291
0.90151 1.03741 92.01532 0.3607354799838638
0.89029 0.93711 107.11143 0.14605421442234817
0.79758 1.00605 120.35008 0.9389939450167629
1.15476 0.98298 108.98272 0.929362005002314
0.97977 1.02497 110.48488 0.15087064544254006
1.02493 0.82503 119.99749 0.7567802914430477
0.96985 0.80997 104.1668 0.6432930510163672
1.0167 1.00707 89.78948 0.22715091885185615
0.97526 0.85891 121.927 0.4614846495288626
0.8284 0.97267 113.0132 0.5143749585021791
1.14133 0.97334 111.81827 0.8494774978192274
0.89023 0.98354 120.47008 0.29483909703985
0.82858 0.96911 99.23309 0.5304143521362776
1.01098 0.84659 120.253 0.5653473924052852
1.08709 1.03999 118.80965 0.6381018091692463
1.00946 1.02357 116.65774 0.26483833711306337
0.9619 0.8737 89.79016 0.4263269891572253
0.98531 0.97785 97.44659 0.04870376050781439
1.12108 0.99997 118.85525 0.7837240955580037
0.91212 0.97198 114.05824 0.11652358928139725
1.03104 0.99124 90.14116 0.23893523803993635
1.00349 1.13308 101.94456 0.7092135844665401
0.92424 0.95636 120.64949 0.187879465238503
1.0183 0.83264 92.57987 0.6836385897959618
1.0723 0.84606 116.07342 0.7977370617437551
1.07819 0.98016 117.05541 0.46862947990830606
0.82399 1.04728 99.46211 0.7537939266761439
0.91243 0.95126 119.45842 0.19159184953809993
0.96754 0.83168 115.42442 0.5169989634193028
0.99232 1.05655 96.65943 0.25925057893238235
0.93051 0.90472 123.32363 0.3167657284610881
1.03776 0.80904 94.51556 0.9129674388964619
0.8099 1.00691 98.67611 0.7352743023725634
0.97298 1.02444 120.62481 0.27999571008895546
1.06997 0.95934 111.24709 0.3516262685122257
0.9966 0.94125 117.13507 0.14911827950666373
0.96624 1.03429 88.722 0.2728340513716148
1.03981 0.90669 104.98 0.251453805715765
1.02226 0.9178 93.63436 0.22849444047353293
0.94749 0.99308 111.26099 0.06764100322342638
0.94825 1.00808 120.08734 0.2205691164394844
0.90086 0.88509 97.17521 0.348335380522102
0.85662 1.0167 115.44299 0.4450054269744024
0.9347 1.09778 89.84102 0.6140324139779584
0.93849 0.89765 113.08165 0.15268618987359367
0.95567 1.07377 117.50026 0.4535616941217051
0.9436 0.8741 86.0677 0.5846978819751543
0.90506 0.90542 119.07947 0.28762663983311404
0.88604 1.08075 111.15368 0.5870981428632194
0.85786 0.94529 89.89764 0.5508277403719022
1.06102 0.93159 93.53074 0.35152779158456937
1.03035 0.80707 91.01953 0.9876577518811612
0.99544 1.02164 107.32656 0.13657162777848597
1.12989 0.99299 108.3257 0.7157919527072154
0.84845 0.99559 97.33403 0.4302341758569766
0.84006 1.05913 88.18891 0.9031894691350977
0.87626 1.00742 102.04504 0.25557413672297835
1.03847 1.00189 90.48675 0.2661220998083628
1.14349 0.9161 117.43158 1.0702073531275018
1.12504 1.03236 96.64914 0.6832088705959918
0.89583 0.94592 96.30124 0.18850889170165525
1.0651 0.93305 86.77723 0.4920132822866937
1.04417 1.10358 94.64868 0.5854244726488604
1.13265 0.99267 90.31412 0.76666859215837
0.87416 1.00475 113.77777 0.30028435693430644
1.00936 1.03284 100.99774 0.17923546913167135
0.98111 1.07397 97.6705 0.3313092169608015
0.96212 0.86885 105.88147 0.22357923398034268
0.90184 1.10408 117.92526 0.7823003185999509
0.83452 0.97381 90.50089 0.6721788311562665
1.05459 0.84716 98.5607 0.6304771621880902
1.13053 0.99698 117.96106 0.8382785266965049
1.04475 0.87851 114.3014 0.43972950195935273
1.031 0.90182 86.5412 0.46464153798370544
0.81448 0.97599 94.80527 0.7316226184833473
0.99394 1.16141 91.11253 0.9886837246106783
1.03651 1.0046 93.51979 0.22441445010981378
1.00657 1.11679 103.08824 0.5976628301611461
1.01394 1.07865 108.57191 0.4094193267013077
1.02866 0.91148 107.06244 0.19789513378359191
1.07521 0.87279 94.69878 0.6412945263734147
0.96103 0.84414 113.84306 0.4106931291711965
1.11593 0.95178 114.88724 0.7055461577844311
0.93489 1.11569 108.14104 0.6660372671351273
1.03709 0.93278 96.79779 0.207642497090094
0.94521 0.93834 113.35496 0.061871769038676874
0.87719 1.09663 93.2932 0.7844245818907385
1.09002 1.06003 97.13754 0.5475585451237973
0.97822 1.03445 117.03137 0.2603395339982157
0.92699 0.91874 120.51281 0.22351802425733203
1.02004 0.84659 98.95408 0.4815114360096136
0.92027 0.90319 93.22835 0.2751014330388959
0.94815 0.8516 88.7171 0.630442617605152
0.92249 0.8645 117.68294 0.39453769092581326
0.99825 1.11739 109.03441 0.6318553010894211
0.86254 0.9115 110.54313 0.35604158552205134
