c_1 c_2 c_3 delta_int
0.12064818560205101 -0.03708864851927016 -0.2611332636960825 0.0060887994
0.09186654028948632 -0.1244751107556368 0.13643702725096735 0.0124046588
-0.10997660215357478 -0.09150989820831563 -0.10069131909765447 -0.0103187766
-0.10797017456790588 0.17721936462648422 -0.0877290698006663 0.0139135453
-0.13797013820442333 0.29392353362774903 0.2528653868732634 0.0295465764
0.08491039097868933 -0.17346708303696212 -0.20904169776313572 0.0171285113
0.3579132614829731 -0.15317845359068974 -0.07205165516637539 0.0472964942
0.37806812086683267 0.21776519819181928 -0.19282440980198007 -0.1050038076
-0.0533623892010697 -0.19706438976293916 0.2801866367504942 -0.0061270205
0.38274445425109077 -0.18462365264166897 0.1631992001459462 0.0634053470
-0.16536695760743553 0.022895853163594937 0.24636774575450177 0.0103695178
-0.3952354173054283 -0.08356372628318794 -0.07788021994682057 -0.0274151551
-0.08819306759899553 -0.019551471835116012 0.22633385066428252 0.0034996801
0.2893607245236073 -0.13429258351963963 0.02139318165029542 0.0350310293
0.23062432387414844 0.23909171904439577 -0.07657381464993783 -0.0596862767
-0.3157472801146902 -0.06439265039377397 0.22506406780100235 -0.0109224640
0.32020576847349613 0.2962742112325776 -0.13581716115488118 -0.1035334601
-0.17075751125914934 0.2712050516505224 -0.15110494577671177 0.0306124077
0.003089140869698387 0.0985371499103034 0.2659631962090076 0.0049070291
-0.07475036464116545 0.1713228561295369 -0.056484241685676964 0.0087103255
0.16446733063442046 -0.06575540712349467 -0.15831142458214953 0.0095464787
0.3591751442660157 0.21935037334736046 -0.14966346663833466 -0.0978259020
-0.2515722283563492 0.12622800316289395 0.26546670715077336 0.0334197921
0.21944352812270598 -0.17964806531661034 0.18272327559410284 0.0412173423
-0.28857469316609624 -0.018376444933687057 -0.25512736501826544 0.0046535267
0.2874620361416331 0.20274882228448457 -0.13302574959663402 -0.0686559455
0.363326771782998 0.15166494575414574 0.20349313678050618 -0.0788172275
-0.08771876584434446 -0.15470397162630115 -0.0280441528403762 -0.0167819202
-0.015477083579667712 0.0265811656139517 -0.11068725795460133 0.0014627415
-0.020530086578213716 -0.15894069473284853 -0.11154345689819004 -0.0041978504
-0.035806713412643416 0.2956819860444266 0.07783952314103189 0.0016467258
-0.36969887389184514 0.15214544766636906 0.25304595753093856 0.0512688376
0.16831705914931838 0.11115687362931012 -0.1760996624571812 -0.0210784153
0.07511808409307075 -0.15892228066134453 0.2471385968778115 0.0151377823
-0.16280112328486024 -0.07997589793348125 0.0670329607994572 -0.0138205134
-0.2150768091129284 0.11381414081832483 0.1844436448235673 0.0231200822
-0.012973046011853256 0.024775145996158772 0.2057233337072853 0.0039662606
-0.3624290336652724 -0.09401748966010319 -0.28236006814258663 -0.0172797161
0.2239893520122391 0.12461139673225438 0.11680566396659418 -0.0343785862
-0.09362072556242815 0.2252870609754531 -0.2986118926830299 0.0219391424
0.09287429687612599 -0.046669706369469204 0.15729360227879796 0.0050694470
-0.2706465573859142 0.28411966871416455 -0.12783066156079656 0.0493204721
-0.12219150202647858 0.13051249540456356 -0.09831121268908177 0.0130074623
0.23126441212783094 -0.04306024043271476 -0.09673759983554606 0.0042768094
0.2448720961865083 0.10650527577505153 0.056157200513178275 -0.0345669766
0.01986668012850858 -0.15537816603280974 -0.029947643464267596 0.0021397907
-0.19878980234953506 0.14697237841770033 -0.037759965107303894 0.0217079032
0.029834196486035164 0.24285105130002121 0.11381837429892687 -0.0096750258
-0.10044324728649016 -0.13813912825967442 -0.27489935748763744 -0.0078477516
-0.304037448086629 0.1176874262820706 -0.1484258737975025 0.0305117708
0.07158305427418225 -0.18334368619289837 -0.0740291085512621 0.0136706115
-0.3594834337592424 -0.14271215692565928 -0.1454472490945642 -0.0462595352
0.39650496144725345 -0.02173401364416036 0.17437207152277973 -0.0203194653
0.005005010429608414 0.1445158627973212 0.23246242159138406 0.0023400251
-0.20210215055697253 0.18324428001896856 -0.11070599211248863 0.0275448333
0.37318723241479235 0.006873290522681971 0.02159545852873373 -0.0264351641
-0.29772937259508797 -0.10938121147763567 0.06334199517323415 -0.0321535353
-0.3373743106433327 0.24405891860938578 0.20744072951965448 0.0598051581
-0.21296493056699198 -0.11573312469508784 0.2652600107131783 -0.0165888196
-0.3884089085089307 0.16159754448443947 -0.22491206249235354 0.0538263261
0.3955050987886963 -0.07319882266427509 0.06931861817904586 0.0064868979
-0.1541342964544962 0.09918408913544753 -0.11557139141086972 0.0134456496
-0.1692125367222207 -0.053969258400747934 0.04248650033309781 -0.0098115191
-0.16026411071223254 -0.12466020653808577 -0.007364824905773882 -0.0227483396
0.01413136535651293 0.13923248851064465 0.16686743261222092 -0.0009498421
0.08513945167308815 0.2615934972994375 -0.20347130232691898 -0.0217546222
0.36610550059434743 -0.0522126568867462 -0.19817258396942095 -0.0028850041
0.07165161356451372 0.11662178935952686 0.15224058568155485 -0.0077716423
-0.264739819620893 -0.19158717751266377 -0.014491871820812102 -0.0563347532
0.12382321650088055 -0.09916172924916547 0.11192850677533454 0.0124204288
0.008189510907628116 0.046271648033985 0.05755039082485942 -0.0002554270
-0.3616027950777573 0.08264431322416199 -0.09781574202517196 0.0258459152
0.16332939822443027 0.22393049136080612 -0.24955702174615488 -0.0361161180
-0.16407092950614793 -0.19373801609628177 0.2484121178066006 -0.0293463372
-0.15923975330744855 0.2498943946880401 0.2244608619410806 0.0305414663
0.294968290321145 0.21675595613627574 0.11968026490091649 -0.0745452449
0.2405240549680517 0.1241443657093663 0.15634825517001222 -0.0375724417
-0.2504292744330089 0.22302746138985718 0.22789068063402734 0.0439890774
-0.2834934806181536 -0.1551546465822996 -0.029438376447900892 -0.0465767571
0.16835144691231219 -0.15056665161241725 -0.022762000329391754 0.0262641219
-0.020268479210365634 0.07624820351678739 0.2977401391281172 0.0089697217
0.025217924095196027 -0.05839541799506168 0.05849274721758211 0.0015634022
0.37177956185449407 -0.1178984564972518 -0.2370266963110162 0.0254387155
0.38366481993996265 -0.15361687249649017 0.29646290248848517 0.0398953036
-0.255554003870302 -0.052581577982957775 0.1823797314853941 -0.0086611528
-0.2940629429383228 0.03955183392225693 0.24576556550649536 0.0185027897
-0.37671840601250733 -0.19105328765733914 -0.04789340738791709 -0.0721148063
0.22065497477919735 0.21802048276590463 -0.11287150013319168 -0.0524831795
-0.094272304948747 0.29317784070571024 0.051297787839138714 0.0139609556
-0.3754324499283619 -0.16848313349285954 -0.1505258914201959 -0.0581079861
0.13984527484142495 0.16850370728255767 0.25087964029114435 -0.0226753467
0.34082713608446374 0.29707051595686956 0.2550485135568701 -0.1121102373
0.3944990261176447 0.09826931056088188 -0.26709536885277846 -0.0717178135
0.17777045892967208 0.058654477106953914 0.10159247681790402 -0.0141379005
0.2956174799023355 0.029457065803047994 0.06311845045474934 -0.0222708527
0.1350034557809927 0.039486200485174254 0.2650826823322174 -0.0044472272
-0.28529408548202095 -0.031180324749035128 -0.009054983580479695 -0.0088514815
0.28749452541616183 -0.16058042501585612 -0.2474405360001443 0.0419042004
-0.32673353601724153 -0.06902925291231504 0.00020281588542828133 -0.0211836890
-0.1948354691093866 -0.11959200046426695 -0.19204123541780432 -0.0205361651
0.025552578345145686 -0.08215485193292943 -0.12910762611444238 0.0031149426
0.2860620082883344 0.18574442013436593 -0.054129567407402976 -0.0640145905
0.14973877439457206 0.08233922777842412 -0.11625105111387155 -0.0145191400
0.3035151446794978 0.02395279794093228 -0.15085276929216493 -0.0221372469
-0.37433981847875597 0.17025790517122957 0.158183503341027 0.0500207365
-0.11467420294828613 0.07932915347555687 -0.29658400827910925 0.0171594245
0.3973718708593136 0.01931512545853762 -0.26059394919069906 -0.0411393689
0.1627717101203885 0.03971158833247866 0.26991110362323567 -0.0073271082
0.044894778176155246 0.23676896897499158 -0.20197948185965597 -0.0103510300
-0.1583222620254897 -0.08580366342209879 0.29339350212334026 -0.0039654602
0.29958165489323646 -0.13125726299704887 0.17864551573679488 0.0327493961
-0.1181490061855054 -0.12518884099574215 -0.20481820579758128 -0.0122804876
-0.006567138383314942 -0.18301917397107723 0.2498782385899695 0.0019459163
-0.12438746102982867 0.2414189850590201 0.24521987797611686 0.0248743507
-0.37429770443157373 -4.497414683886369e-05 -0.2966202953226376 0.0157655194
0.3590302993395923 0.2165098847386311 -0.1986014837808474 -0.0972289789
-0.34615464182898603 0.044118010217958734 -0.25067802944997675 0.0229705066
0.1736560355246651 0.13645964029850036 0.24510125378877587 -0.0251324898
0.048463719473282305 -0.11826674610315308 0.22836677730103452 0.0086910335
-0.33552070800146827 0.08792201007597444 0.2095197201282622 0.0301842971
0.34723233430892847 0.1349089514816481 0.03427867980956413 -0.0671886752
-0.031088371894043655 0.29207490129764524 0.18302449448494176 0.0032761625
-0.1339184633250495 -0.04965890068379254 0.25215881148010766 0.0002882190
-0.03070379107825942 -0.12733799103722745 0.2389943942689085 -0.0001958159
-0.23717111618949613 -0.003554978706797822 0.04787060582019135 -0.0013723070
0.00875518248267123 0.2443509805017429 -0.20625990767551627 -0.0028308595
0.03176933870452146 0.12303753838172711 -0.12756235082746556 -0.0035764992
0.18646720754483617 -0.1179446019559829 -0.15672002916507344 0.0213948496
-0.1578677427959756 -0.004149608381519444 0.1697527141420439 0.0022506330
-0.11653272828607615 0.16004346313253343 -0.07806395131436344 0.0139414183
0.04195010266767111 -0.0012532900020662749 -0.27984189356832934 0.0054180695
-0.28335819466802453 0.1968323739592393 -0.2980473553777351 0.0505481236
-0.35071501914191794 0.08644863674377685 0.2562230124033092 0.0344534983
-0.24728823156235316 -0.10882137214896034 -0.07000380883853853 -0.0276089944
-0.2315922441187971 0.24568067110656594 -0.23800228460798556 0.0437020621
0.373856460166114 0.20139151302896607 -0.2759765536420943 -0.0991958476
0.24986365584474507 0.0014999544263954584 -0.07464756422330547 -0.0087332004
-0.09837276277757416 0.26620807523124224 -0.2937907907662611 0.0232360685
-0.39278019551635374 -0.11309935328269788 -0.06540774663897497 -0.0394642307
-0.09635155183992075 0.23737465065745603 0.03312704614814284 0.0135304471
0.2681683178594642 -0.18835446842278109 0.23745742011061927 0.0505287397
-0.21357815092754162 0.2509937522062673 -0.01941400033031057 0.0342451539
-0.07428328325751173 0.26885186187259036 -0.21423416606471415 0.0142073663
0.33661997608785504 0.2772199641027036 -0.1194555463104223 -0.1052057485
-0.16099117509303412 0.05249675022100671 -0.09006975408667328 0.0076531264
-0.3153123668932317 -0.15360314963762386 0.1014266261810958 -0.0481030325
-0.19585307337719204 0.09179424649506218 0.03324184007222242 0.0141030088
-0.013216243470348405 0.009800180805818348 -0.01851107488848778 0.0001531053
0.160938615672666 0.16577514739084426 0.15897142392984043 -0.0284756354
-0.2652081213843632 -0.10644936992967485 0.047931433785337235 -0.0289374776
0.29675320113781467 0.16767801218945808 0.19019284456731417 -0.0624991479
-0.17603214093581582 0.1306906538311252 0.1681311403172897 0.0207204260
-0.2863973437868983 -0.037446206911515324 -0.14338947282264028 -0.0073629826
0.1616389504852057 0.2310135567439623 0.17360277884127032 -0.0381865670
0.3468083561012134 -0.11170221563887611 0.013319188709303181 0.0275967438
-0.005308244957570346 0.18149535793490967 -0.11403248263310709 -0.0005358567
-0.2446695936921344 0.2541566254216419 0.09050055962852092 0.0408394665
0.23179827962978336 -0.029338434346903093 0.020203152193153044 0.0006628357
0.3199888609362076 -0.14783493078931909 0.09617429469146586 0.0422197473
-0.31615610139850736 -0.06024513548755188 -0.20463974827989484 -0.0111170460
0.08056053052200152 -0.15295039921981546 0.11944521640176459 0.0132285769
-0.11561346900771921 -0.17206283705960795 0.22506435928560353 -0.0182270237
0.14017500113984802 -0.03332700400773657 0.015440281371974757 0.0030057993
-0.36854619245839304 0.11816719722227345 0.19465197298705514 0.0396387517
0.16829193448194393 0.04651154478010804 0.13515681418281683 -0.0107189199
0.22481539778774562 -0.1406865915550099 -0.25261580458495253 0.0301086040
0.34357731865591284 0.2008389949692982 -0.143412580823216 -0.0866663134
0.0005121941644967223 0.09805340989217676 0.21746035878825254 0.0032441215
-0.2651198677435343 -0.09635108208325095 0.22219071783355035 -0.0185617756
0.1575673830003545 0.23509153912877423 -0.15892804679801026 -0.0379372594
0.25636974868605883 -0.06920577701367922 0.1373744930524202 0.0110818412
0.19812992414750033 -0.11986371985319821 -0.0035729603965194597 0.0228802259
-0.11409645294663764 -0.17449438761677183 -0.049747836768537876 -0.0242033609
0.021155342327966314 0.1288554809576665 -0.0086171915939794 -0.0037489075
0.0006740683049180213 -0.1344525305726293 0.09026690567002908 -0.0002711593
0.05526611852361578 -0.021005131110995657 -0.027678925023993987 0.0010151761
-0.20385034258035345 0.10630981729711812 -0.15669084880449335 0.0197980324
0.1246543052287161 -0.005391357892344368 0.05130102179877714 -0.0006741495
0.1270927419241362 -0.1810601591842724 -0.2723011829811459 0.0269608557
-0.05767160692793702 -0.10205179994052037 -0.15562358954768207 -0.0046561580
-0.3621366077418222 0.14713727475609617 -0.23415543519792145 0.0478964262
-0.0038816943848465763 -0.09390948044640807 -0.18169684698339592 0.0017462868
0.20341621771987964 0.1721155163868189 0.2378900059393064 -0.0380511058
0.39920005134239145 0.05141567966704465 0.14075161528551858 -0.0518216363
-0.3023887542920063 0.14809375492970417 -0.04868512155085038 0.0334412023
-0.2724825725931056 -0.019969692506742416 0.04732799517271478 -0.0053862766
0.16753984161187643 0.014664281034100321 -0.11776186832048635 -0.0052557863
-0.28188870766878166 0.16625244718485427 0.22222461456914322 0.0405547531
-0.22889879386375994 0.24926010093533302 0.05359778003557558 0.0370634719
-0.30946058826444844 0.07861997872117071 -0.19444191400533856 0.0249939668
-0.39542979177866217 0.15520898539999303 -0.2037866216480923 0.0519793039
-0.10659085149258035 0.05582707029086217 0.29366438724898725 0.0144375787
-0.04406907291274306 0.28058628120148343 -0.06380511585337448 0.0036765651
0.005271632615191604 0.2390023818754201 -0.2834760535854484 0.0013503067
0.03221679479658046 -0.1580763307676057 -0.24552998542631416 0.0083446210
-0.010668880065398097 0.05080847934768814 0.010890626528815062 0.0003753032
0.2001449506925978 0.2661447807953303 0.23842668598072428 -0.0536750791
0.0935966852668466 -0.08491877526596114 0.06017508313422226 0.0077888495
-0.028206952950309495 0.22807915964448988 0.04901121574408071 0.0014299466
-0.2946905247375028 -0.15507483354501123 -0.012223765360656558 -0.0481070163
-0.05154853041665478 -0.08962511335031026 -0.29458428234804773 0.0029619116
-0.0183714353890921 -0.10649024049579688 0.04624410946398607 -0.0026857976
-0.007899927057487117 -0.16229522938511967 -0.14414540133464301 -0.0014277182
-0.33256763687260404 0.08603994328236333 0.11431337270680411 0.0248591956
0.3831083870191485 0.16555413794961588 0.17789921123579203 -0.0898878417
-0.38813833065443737 -0.08139465145542268 -0.23687635213877017 -0.0173513140
-0.28482248582373293 0.1218859411264807 0.12241221947687382 0.0284553830
-0.21320052645527543 0.11860938104935238 0.08922500951077245 0.0202213833
0.024563443554098723 0.27999806655070497 -0.1732425754494189 -0.0093593855
-0.13430616753561295 0.006196461352792122 0.25587606753362074 0.0079694593
0.08519367256330632 -0.04158518485575316 -0.29651157071004675 0.0077068086
-0.11325945383148708 -0.11783575831666801 0.031171059965574878 -0.0154830610
-0.2749747340640346 0.014314787332116025 0.16278526335842974 0.0066874437
-0.04547356091309454 0.04045543423889934 0.2669607323179662 0.0084564057
0.0012387293335046484 0.03581607218064987 -0.14138684267966836 0.0015931939
-0.19417829619829385 0.1701867329969779 -0.16884337886902873 0.0270905755
-0.009136660862624497 -0.061258481829032804 0.18940640359001754 0.0022861343
0.15589737273902976 -0.048721770118921995 0.1840191889501073 0.0066284546
0.33538543547805977 0.12820503475318 0.11734055350908307 -0.0619804412
-0.33640526120149733 -0.049757916066543284 0.013873895997814321 -0.0151448049
0.1608126541341565 -0.16541242683869573 -0.1198405191222946 0.0283214861
0.25024072254063845 0.10571083189286637 0.07781788211184351 -0.0354270777
-0.11137775985621387 -0.05940193031090246 0.06033476420420769 -0.0070536349
-0.20776386711165445 0.28631977336759207 0.08724281006608357 0.0367207190
0.12561061245732405 0.17362267572869255 -0.2563396311572625 -0.0201257978
0.12896582244117616 0.1783850745539387 0.26019975621340574 -0.0213560310
-0.2754784722881468 -0.17776354524417126 0.047273805936263846 -0.0529750294
-0.24416406727459047 0.2411128890438657 0.05277499437604611 0.0387668020
-0.37901667453477894 -0.11995151420123269 0.2658070211590635 -0.0292916417
-0.39874994643219075 -0.0760012401934906 -0.1311226519888875 -0.0224023177
0.19014190846205897 0.012745042341366475 -0.29877653268589316 -0.0050977307
0.05913353016768572 0.10537490628248357 0.029453698602314463 -0.0068926792
-0.11638600994180627 0.25294667779340485 -0.09595040905870379 0.0183744057
-0.14803466200585208 -0.19836194371799257 -0.010380955157576373 -0.0358477263
0.2819511274321317 -0.0440396005797946 0.14322685377251573 0.0021594492
-0.0691059110353992 0.16751784331483874 -0.015126148076858312 0.0075870144
-0.12902664275649955 0.27830693961141534 -0.15288504796375565 0.0229642507
0.08364606844422548 -0.15626110450263486 0.026159316703081196 0.0134250338
0.005355872330935641 0.08106111655694884 -0.10681438183837462 0.0000687703
-0.0999242214063106 -0.048543024566913714 -0.19045298588918447 -0.0013141807
-0.12007146549867118 0.11158618325869787 -0.0813757997152432 0.0110190622
0.03925160629227689 0.012334474458649746 0.0647977779318396 -0.0002833504
0.3741274556033191 -0.05683429790089136 -0.1553107033410682 -0.0006953435
-0.3798249118111737 0.08909672859619358 -0.18580319494117375 0.0330167304
-0.025141696106533204 0.18012144158492974 -0.18318288455068116 0.0044250636
0.01462622856536512 0.2404900215543829 -0.05362353944136575 -0.0071923240
-0.0010937681563638856 0.06277041535241597 -0.09423953357658484 0.0005430730
0.18586669159021832 0.10284913240249272 -0.21736599137951623 -0.0221588589
-0.08217016929563131 0.14544995988949683 -0.27890609900714775 0.0164672990
0.30983614874189946 -0.042697509115931065 0.06332057357747903 0.0005500339
-0.25554923564700394 -0.11017969566370604 0.26529456120375977 -0.0184611629
-0.23554950369361172 -0.15322158034463865 0.09972577220992515 -0.0382052012
-0.2895810045021055 -0.11823653558757083 -0.2551327716819898 -0.0242991923
-0.14588571067340012 0.06291107818971112 -0.24692217635083274 0.0146412032
-0.36235611227269204 -0.16063895722203392 0.07284350489235114 -0.0566286722
-0.21444776285861222 -0.19206302957560864 0.0008663575406429175 -0.0475729483
0.2007149386218213 0.2398838736795509 -0.16756564676564295 -0.0504110327
0.3980344832608387 -0.136274957845111 -0.008720296612235862 0.0399119189
0.19232581033806845 0.2942830859582369 -0.09804932736134425 -0.0579187345
-0.23666692997749988 -0.17712567024727316 0.16502263456352675 -0.0427609594
-0.3052026231121836 0.1683324203700194 -0.1985683576116307 0.0425137666
0.318079872124401 0.22734291079489238 -0.14087769853201162 -0.0850821736
-0.17987412694787638 -0.1435607928567778 0.2328456868360901 -0.0219332545
0.3939687409252123 -0.1873976938973782 -0.039638410320677296 0.0688147661
0.19537849101437008 -0.1643891640307981 0.08023395473312755 0.0337635531
-0.3661255487028379 -0.07328256334112439 0.21869975860650498 -0.0154886862
0.0375518869839685 -0.17349359498111727 0.007426385274693931 0.0057505384
-0.2826101073655921 -0.0418358140143901 -0.007277129113821917 -0.0117078705
-0.22271692466676035 0.13250843244282584 -0.16706321943086797 0.0257228794
-0.22390578298958597 -0.08515535721522208 0.1905226110760176 -0.0149343967
0.3970839854391457 0.15013397454639327 -0.2068220340028044 -0.0900565805
-0.028157051627049606 -0.16240477071932655 -0.03312634828188624 -0.0067705913
0.37936636189384515 0.2069930290420974 -0.15290232672095327 -0.1017672457
-0.38969303808330125 -0.07057598096188444 0.10684813028430228 -0.0213185516
-0.3094369514486136 0.1544440211693076 0.009018893925522999 0.0351342332
0.26354499228101286 0.164107863312021 0.2502905386869547 -0.0519976398
-0.3340708935912721 -0.10957021748669801 -0.17565975969275713 -0.0301184875
-0.32056633828645253 0.16460815636183165 0.14390957391141565 0.0412361033
0.19134681048856586 0.027005331589441593 -0.07704972603915587 -0.0096281632
-0.17239184298570764 -0.10908967443303183 -0.28190721614924863 -0.0102663950
-0.3203464601655179 0.29251751342005716 0.14282644125810112 0.0600445000
0.06944530556182407 0.2219048440963193 -0.012958740796910333 -0.0174196643
-0.10398193449678458 -0.05827055029581409 0.05912494139108558 -0.0064453883
-0.320387849722215 0.11670990951492635 0.07440186236185631 0.0295815050
0.09288648273296456 0.15566174750586445 -0.007884469580183065 -0.0157818232
0.34624975287323434 0.2642287310768371 0.18879922739031005 -0.1056942465
0.15417956803066796 0.23928857433581568 -0.11282418811794072 -0.0382847048
-0.14339263246338155 0.20450954841691155 -0.08920810757356826 0.0205420253
-0.14575081494119574 -0.08478513414004393 -0.2676557381738048 -0.0047297085
-0.3941271679835857 -0.0993366377380268 -0.17876238484581686 -0.0287848419
0.355632235986125 0.02730632709474235 0.095459933612834 -0.0318272154
0.027938294646241396 -0.019976533272456385 0.026235705033148517 0.0005638451
0.2452608057047164 0.26034337155931037 -0.13949911410691823 -0.0681972278
0.05811178427006829 -0.0982072981015466 0.2799683335472132 0.0101372888
-0.07611044163130865 -0.06413705766086766 -0.21612808630840716 -0.0006035767
0.22521579556719434 0.07820420941085632 0.28613164177677963 -0.0236709770
-0.04437272398366302 0.023781344855494088 0.003750825095115328 0.0008990392
-0.28050349612756403 0.15899752591246666 -0.2877886128782803 0.0436509135
0.2149284399209452 -0.17379912456312696 -0.27498408356152526 0.0383706315
-0.18086539393876713 -0.19670187200275924 -0.13242610837684293 -0.0398139185
-0.24625910441874135 -0.17300642371402847 0.2589354436568146 -0.0362360049
0.2527676580916865 -0.11286091155540898 -0.061989711139975125 0.0249416061
