dis_1 dis_2 ang_1 delta_har
1.29943 1.08727 93.43502 -1.5221777667
1.15375 0.82945 91.9825 -0.2068968261
0.9051 0.97074 85.72199 0.0017491964
1.15694 1.07746 75.42712 -0.1111430787
0.92682 1.20693 125.08381 -0.6066380002
1.21537 0.81278 95.79175 -0.5069698793
0.93088 1.15189 73.2311 -0.2550606142
1.13891 1.11059 93.95947 -0.3725288444
1.00303 1.13603 94.44101 -0.2357270777
0.87686 1.09926 126.60834 -0.1035323667
0.7213 0.99708 110.49019 1.2422321563
1.07945 0.67828 120.55853 2.1355345034
0.99697 1.04231 123.84202 -0.0132156267
1.17968 0.92694 72.44281 -0.3942630912
1.2793 0.85119 90.75214 -1.2362290537
1.05381 0.85068 87.91997 0.0230819574
1.11129 0.96118 104.23464 -0.1742670990
1.26389 0.85756 101.13147 -1.0834053116
1.30246 1.00224 114.71986 -1.5787761770
0.9327 1.13005 117.18843 -0.2220729311
0.73069 1.09378 81.42514 0.8174553944
0.82571 0.9655 73.5609 0.1045684559
0.95456 0.96791 132.49111 -0.0782766757
0.86381 0.81571 102.72759 0.2922846954
1.13428 0.82305 69.44574 -0.2167508239
1.26258 0.87257 70.30424 -1.1091488412
1.18593 0.85917 82.26486 -0.4742372665
1.16178 0.81846 123.94212 -0.1596639691
1.34297 0.89286 93.50062 -2.0723977664
1.23925 0.95843 108.60989 -0.9242165293
1.06216 0.98112 111.17803 -0.0558522911
1.16806 1.0383 82.05967 -0.2550293094
0.97683 0.70954 79.88723 1.3760603048
1.25134 1.03665 90.79714 -0.9406188792
0.7886 1.23236 86.12193 -0.5429939945
1.31837 0.98172 136.05761 -1.5615167220
1.04957 1.27169 121.66372 -1.2166281580
0.98518 1.27863 120.57337 -1.2622546400
0.85589 0.81046 107.92979 0.3270293362
1.19732 0.79615 104.97454 -0.2470808605
0.86294 0.99527 94.3348 0.0522134502
0.86384 0.93583 67.63058 -0.0098331829
1.05992 0.72969 82.50059 0.9281978618
0.86905 1.14476 77.73773 -0.2752102408
1.15655 0.96044 108.34098 -0.3576239214
0.87866 1.3003 98.12534 -1.5181229587
1.04671 0.79012 130.40132 0.2390942505
1.11436 0.99827 111.2176 -0.1853083632
0.71597 1.09159 100.05989 1.2178351755
0.76252 1.16798 121.6674 0.2420103016
1.07657 1.18059 131.47452 -0.4110629998
1.34159 1.10632 74.89433 -1.5533352922
1.08703 0.64072 127.19809 3.3568113308
0.94272 1.21694 124.88265 -0.6770697362
1.02396 1.00016 137.49259 -0.0445927538
0.87869 0.89958 70.43617 -0.0052531341
0.98779 0.75152 119.17589 0.7354176662
1.20915 0.86189 116.0514 -0.5913761075
0.88514 0.77189 123.40855 0.4475243151
0.85962 0.76679 118.40675 0.5903584636
1.23632 1.03832 86.19517 -0.7457203124
1.12361 0.91972 131.96433 -0.1949977489
0.97208 1.31315 79.76198 -1.4895425351
1.07475 0.93767 71.44837 -0.0316703521
1.28125 1.06406 110.43266 -1.4142599623
1.03151 1.27807 120.48668 -1.2772754980
1.07034 0.84181 82.8932 0.0045650442
0.81659 1.1132 135.14327 -0.0665538074
1.26977 0.93155 135.97466 -1.0838584195
0.75567 1.07138 129.38442 0.5512996541
1.19303 1.10066 123.50254 -0.6332711190
0.82647 0.87345 85.73634 0.2084166188
0.9537 1.07903 86.00937 -0.0539250461
1.04619 1.20944 114.9783 -0.7110366029
1.30325 0.88705 72.51865 -1.5113872277
1.08624 1.05318 134.27809 -0.0494688111
1.04945 1.05655 134.84973 -0.0179435154
1.26252 1.04568 104.92891 -1.1822172553
0.8105 1.02681 96.85626 0.2269727269
0.72283 1.15994 90.17766 0.7590274628
1.00001 0.80696 70.84982 0.1543561541
1.10541 1.2763 99.65574 -1.4021249518
1.02431 0.80888 107.01563 0.2511780492
0.80473 1.2014 121.5631 -0.3093496359
1.0544 0.7366 63.6695 0.6113456344
0.92687 1.044 100.23719 -0.0312600721
1.08059 0.77523 143.95754 0.0125672850
0.79256 1.2253 137.62542 -0.5077631964
0.84106 1.26624 118.31355 -1.0206423834
1.02952 1.11443 133.791 -0.1025399136
0.8616 0.99803 103.45522 0.0620677406
0.99263 1.08506 83.4048 -0.0272347957
1.00264 1.05877 113.5813 -0.0515083202
1.21533 1.04303 74.71285 -0.4050854349
1.19153 1.00933 127.7931 -0.4703555065
1.1758 0.85172 73.38012 -0.4376159111
0.93468 1.01972 85.77514 -0.0015863415
1.36853 0.9099 127.14515 -2.3871952085
1.04705 1.00711 115.84364 -0.0334666542
0.90718 1.00868 109.61597 0.0027087523
1.28767 0.87875 97.8945 -1.3722570629
0.81801 0.86968 114.20593 0.2317324291
0.90506 1.05947 71.43576 -0.0492481974
1.1173 0.88306 110.44554 -0.1573140611
1.06405 1.2545 133.64183 -0.8975949780
0.98383 1.30019 111.82793 -1.5558066781
0.77159 1.1686 68.94835 -0.1468729265
1.16675 0.93293 81.25157 -0.3452503553
1.29448 1.03544 127.28713 -1.3817727348
0.86503 1.15061 83.18628 -0.2892239387
1.11963 0.91868 83.49116 -0.1709622472
1.07053 0.94089 101.12739 -0.0713914886
1.39223 0.94257 102.18218 -2.8755045198
0.71969 1.11082 88.41715 1.0140033219
1.04011 0.91075 141.03353 -0.1951815106
1.15173 0.82505 80.40131 -0.2231459667
1.04378 0.82816 116.10408 0.1326512360
0.99439 1.14447 77.48266 -0.1438417946
0.82214 0.95959 88.54469 0.1744720742
0.9496 0.75917 79.11761 0.6169573061
1.01118 1.19205 94.05407 -0.5194345005
1.25721 0.89694 75.829 -1.0158752409
0.78418 1.24459 107.98866 -0.5174712982
0.7527 1.06751 131.89277 0.5518885208
1.20531 0.92084 138.72781 -0.5876964434
0.70129 1.1199 107.43172 1.4678601778
1.03918 0.88023 98.78389 0.0021604215
1.26077 0.99153 72.49616 -0.8140532762
1.14075 0.68674 113.13987 1.7545457518
1.14045 0.85763 120.04506 -0.1917127857
1.20407 1.20697 76.27393 -0.6647202511
0.8216 0.99489 113.67724 0.1877535773
0.88504 1.21046 117.00775 -0.6369061173
0.84523 0.97316 110.0105 0.1047761603
1.09319 0.87294 106.30909 -0.0756004377
0.88162 1.0717 140.10651 -0.2003620250
0.91125 0.73605 104.27651 1.0087053024
0.99634 1.15041 72.38555 -0.1227572602
0.88525 1.06186 104.38281 -0.0299794466
1.06586 0.85746 83.83072 -0.0176173835
0.90694 0.85133 67.59503 0.0292637892
0.99782 1.06987 73.63139 0.0506566118
1.23222 1.05941 100.27001 -0.8960481947
1.1177 0.85707 80.00219 -0.1557052374
1.2032 0.90429 90.65126 -0.6115259862
0.97291 1.4244 131.69173 -3.2656663668
0.89656 1.21023 120.19422 -0.6373983713
0.70994 0.99888 106.02287 1.4690020934
0.8724 1.08606 137.58194 -0.1704356202
0.61443 1.00282 114.78641 4.7922528008
1.05375 1.05291 95.10378 -0.0623249743
1.27231 1.06769 128.09898 -1.1614347422
1.14156 0.94448 114.63293 -0.2754505336
0.74111 1.11514 122.892 0.7173822559
0.85925 1.17279 90.16578 -0.3879954218
0.78881 0.98108 143.99298 -0.1332541011
1.13235 1.20766 107.34213 -0.9359470974
0.9403 0.80444 111.56989 0.2803307887
0.93709 0.70472 110.96891 1.5679460260
0.79337 0.8437 109.77475 0.4619283407
1.26743 0.89959 75.51927 -1.1086932112
0.70479 0.9539 94.3498 1.5672717953
0.93196 0.89906 141.63469 -0.3405711370
1.01126 0.89541 128.40388 -0.0436253481
0.85938 1.13371 83.58818 -0.2094644104
0.94758 1.28006 132.23981 -1.1924099565
0.81701 0.934 109.29499 0.2160147264
1.10846 0.83264 112.02806 -0.0047341720
0.68017 1.00031 95.03188 2.1694227489
1.16823 1.22094 130.57646 -0.9705018749
1.26129 0.85641 127.86753 -0.9960000034
0.94913 1.12141 121.42175 -0.1810187976
0.99327 0.78348 137.83423 0.1206483756
1.32996 1.04374 87.66224 -1.7482863591
1.14055 0.75864 136.86133 0.2368916567
0.97624 1.35549 113.10129 -2.2954663122
1.00697 1.27114 130.16812 -1.0883041658
0.9836 0.70884 133.33479 1.2110873238
0.90935 1.31512 109.32763 -1.7253060649
1.08549 0.68888 99.84845 1.8431580363
1.09892 1.04715 117.20621 -0.1557082969
1.08686 1.0902 107.08405 -0.2260277301
1.20901 0.9526 122.43743 -0.6300756292
0.72761 0.96463 93.94455 1.1205492469
0.81341 0.85181 122.98652 0.2051091928
0.84817 1.02248 116.99082 0.0765305843
0.96337 1.30047 90.26085 -1.4729419430
0.9799 1.14272 104.36896 -0.2942821377
1.24916 0.86926 139.27213 -0.9351732462
0.75926 1.03419 93.22567 0.6320583593
1.13285 0.75412 139.23791 0.2567437474
0.9613 1.35473 90.73627 -2.1893966993
0.90201 1.01936 90.75553 -0.0035251152
1.10993 0.79124 140.97807 -0.0482084774
1.22397 0.83651 137.46194 -0.6794894458
1.11573 0.84104 123.75558 -0.0671323042
1.08592 1.12229 117.2872 -0.2959186973
0.90417 1.06414 126.76744 -0.0595583781
1.05454 0.63824 83.27846 3.4679995461
1.03138 1.14099 135.75072 -0.1732993580
0.94714 1.38937 80.87632 -2.6235496870
0.9124 1.19621 83.13285 -0.5401526949
0.9869 0.89715 71.41839 -0.0191473122
0.76523 1.19584 110.20686 0.0517068180
1.15952 0.75206 121.23765 0.4092458958
1.14082 1.06346 85.55013 -0.1929939090
1.09354 1.07307 102.92714 -0.1979516818
1.19067 1.11344 121.78812 -0.6753067989
1.09788 0.66854 77.22229 2.1563500314
0.94919 0.97268 84.5606 0.0053855532
0.70138 0.98613 87.07443 1.5949496873
0.73873 1.04969 115.97541 0.9110751627
1.11352 0.83533 97.45815 -0.0518417728
0.92568 1.33046 135.31404 -1.7787101867
1.22722 1.0479 118.69013 -0.8286464789
0.82072 0.96454 142.74471 -0.2591917411
1.15773 0.87345 77.58471 -0.3360159721
0.93556 1.02626 130.53541 -0.0482906409
0.82141 1.07832 99.15094 0.1030879684
1.23257 0.83363 136.71985 -0.7288561239
1.08795 1.13005 100.92331 -0.3377155459
1.20267 0.9296 120.55492 -0.5951363257
0.96086 0.84989 101.19035 0.0939260881
1.06124 1.21727 117.96752 -0.7739695247
1.10905 0.79097 98.13602 0.2014206232
0.5795 1.04055 106.04597 6.9880303829
1.09608 0.64423 96.08854 3.2526122144
0.83229 0.87916 78.23405 0.1556995239
1.02725 1.12478 118.38159 -0.2135186823
1.25809 0.86815 92.86312 -1.0476204422
0.84836 0.97366 93.17594 0.0885842149
0.79413 1.09448 107.53766 0.2411933873
1.00595 1.02404 123.36838 -0.0034407749
1.16134 1.20568 91.8085 -0.8744514196
1.01919 1.36199 93.2393 -2.2952586503
0.95202 1.18031 116.38509 -0.4687556849
1.1822 0.977 76.23013 -0.3295283781
0.84232 1.04105 117.95677 0.0798668652
1.10268 1.15066 123.46622 -0.4060116528
1.01827 1.15257 94.78385 -0.3104490002
0.97391 1.14768 97.67781 -0.3023401905
0.96227 0.76171 80.26517 0.5879336573
1.05812 0.86582 107.95318 0.0080013663
0.93286 1.21879 86.62888 -0.6953579185
1.35703 0.91274 91.84918 -2.2668110649
1.27095 0.87569 99.91657 -1.1887061130
1.24478 0.86086 81.50862 -0.9171844366
0.75025 0.94107 104.49081 0.7991423302
1.10238 0.78423 112.70593 0.3007912139
0.99178 1.28864 124.57739 -1.3366160075
0.70432 1.0129 73.38633 1.3843104034
1.28486 0.9457 115.64363 -1.3570375516
1.06037 0.79493 132.45471 0.1683189901
1.18357 1.04667 93.92771 -0.4799841093
0.97614 0.79854 73.49164 0.2328288848
1.36234 0.99573 87.10158 -2.2166527986
1.11718 1.09704 115.98247 -0.3129977789
0.92884 0.945 96.6115 0.0007460825
1.10488 1.0919 132.59385 -0.1362996229
0.96874 0.87279 84.60017 0.0251093998
1.15578 1.17506 103.83388 -0.8132199021
1.19514 1.02527 128.47994 -0.4888483912
1.07799 1.07014 119.77927 -0.1281096282
0.88045 1.29984 76.11849 -1.4784144732
1.05003 0.78061 69.68666 0.2431982760
1.32464 1.02446 129.33553 -1.7151808250
0.96466 1.00416 124.39996 -0.0093107501
0.97345 1.35986 92.27639 -2.2720851333
0.99116 0.94646 92.0478 0.0019249416
0.95572 1.32341 97.06448 -1.8152616830
1.08711 1.2714 132.86532 -1.0987364953
0.74421 1.14218 117.12788 0.6025998087
0.8992 0.8936 94.32811 0.0300857420
0.94387 1.19067 70.9807 -0.4159209713
1.08247 1.15238 130.43297 -0.2945681258
1.02321 0.92249 140.72528 -0.1845050141
1.03943 0.70902 144.69584 0.8583343850
0.97136 1.19735 97.79359 -0.5809294620
1.07057 0.90208 121.80816 -0.0559934934
0.79706 1.00041 104.80692 0.3366214399
1.20852 0.8455 96.92126 -0.5803040593
1.09859 0.76303 136.74098 0.3014066695
1.19042 0.73456 90.49574 0.3882189568
0.97485 1.38596 133.05503 -2.5724592420
1.15161 0.80037 83.1493 -0.0991161964
0.80904 1.211 100.13127 -0.4406110346
1.04787 0.73127 118.86389 1.0150896384
1.1505 1.05781 116.2267 -0.3651700173
1.05086 0.82205 137.00184 -0.0412811963
1.06414 1.18852 91.20239 -0.4947338841
0.64636 1.06 147.07851 2.5026062311
0.97456 0.77084 111.05356 0.5537664521
0.93443 1.021 87.86285 -0.0042410370
1.10824 1.25368 88.3678 -0.9966381394
1.00531 0.93503 136.10363 -0.1087125733
0.84654 0.91955 114.47702 0.0862995489
1.12527 1.0639 112.74113 -0.2817173801
1.07289 1.20359 87.42224 -0.5428740893
1.02944 1.26183 108.66701 -1.1642992119
0.92308 0.72679 136.3874 0.7389387990
1.32147 1.02069 92.59001 -1.7249139523
1.09641 1.19591 113.25612 -0.7230297064
1.00961 1.11422 126.0114 -0.1344779940
0.95285 1.27775 74.52034 -1.0920390226
1.20905 0.77028 126.62831 -0.1072695017
1.03112 0.71238 112.86038 1.3968828019
0.68812 0.99738 104.15775 1.9798209784
0.82808 1.00857 79.05051 0.1032264405
1.06856 0.62292 125.63407 4.2135234949
0.89162 1.28598 113.969 -1.3487976447
1.17561 1.06341 82.70452 -0.3021836696
0.98316 0.79292 132.99648 0.1600529511
1.1731 0.7638 84.22764 0.0758448018
0.95592 1.31815 111.97085 -1.7735375463
0.72683 1.07492 91.74505 1.0147749602
0.96133 1.14364 131.04149 -0.2356664687
0.90592 0.91549 98.80309 0.0147771631
1.35809 0.98357 134.51079 -2.1137393781
0.84938 0.83739 120.39864 0.1447972564
0.96755 1.20249 78.56512 -0.4827046547
1.22075 0.85203 78.32819 -0.7175509871
1.20281 0.77315 86.08077 -0.1908656598
1.03979 0.70489 142.48439 1.0341600073
1.14188 1.0132 103.83171 -0.2986685292
1.2732 1.10183 83.18255 -1.0428874252
0.68654 1.01187 135.1834 1.6945768479
0.99537 1.32403 135.59715 -1.6246864900
1.02198 1.21914 109.60454 -0.7763932696
1.21812 0.92494 74.30328 -0.6438486390
1.27615 1.06217 117.67606 -1.3206731850
1.09882 1.23003 74.76223 -0.4817515622
1.08021 1.16361 114.13175 -0.4828602134
0.95021 0.72168 131.57089 0.9812910077
0.66464 0.96123 102.07561 2.6779413507
1.14698 0.94245 126.70183 -0.2667576786
1.14888 0.77271 133.72047 0.1235171115
1.1834 0.81781 118.73666 -0.2666401702
0.86369 1.27086 94.01653 -1.1691214184
0.96594 1.03242 80.00295 0.0213426046
1.15842 1.07201 102.15121 -0.4362888885
0.96309 0.9682 85.54437 0.0081298904
1.07976 1.05064 79.10229 0.0290380106
0.91345 1.00211 72.77649 -0.0107930713
0.98192 0.76089 66.81823 0.4884081381
1.22279 1.19758 83.78888 -0.9670022843
1.37451 0.94962 117.38059 -2.5633387781
1.04833 1.16066 74.94145 -0.1236768788
0.8859 1.03389 133.66652 -0.0909774116
1.12264 1.19621 121.33064 -0.7480872855
1.24492 1.02574 122.39335 -0.9277666010
0.87716 1.29814 103.1376 -1.4912101732
0.74117 1.1307 76.80656 0.4770618491
1.14953 0.95652 123.83577 -0.2813277181
0.93103 1.3017 111.68661 -1.5634523748
0.88588 1.20095 127.92142 -0.5507071337
1.23515 1.00149 125.16384 -0.8090231873
1.29364 1.14303 81.58085 -1.2787615100
1.20951 0.97606 107.92407 -0.6859375158
1.0349 0.80063 71.60844 0.1568374204
1.08814 0.66851 93.92546 2.3847931836
0.92093 1.22792 70.09955 -0.7174655083
0.84942 0.99517 115.60082 0.0824159655
1.02959 1.03857 133.81189 -0.0091141906
0.88298 1.29975 103.34718 -1.5179165541
0.80933 0.92955 69.29668 0.1761257968
1.17881 1.18913 84.37755 -0.6863768563
0.89391 1.06822 133.75482 -0.1082099291
0.83065 0.95193 96.65254 0.1550202831
1.14646 0.70143 129.16436 1.2686527341
1.12114 1.15811 85.4139 -0.3522872962
1.02692 1.01009 92.55274 -0.0026542650
1.178 1.18722 127.21508 -0.8601446326
1.14014 0.94192 122.41679 -0.2488271641
1.07826 1.31656 86.02223 -1.5556049007
1.29264 1.01298 108.08079 -1.4840356963
1.12767 1.08688 82.60349 -0.1337670361
1.15494 1.10669 132.98186 -0.3231056215
1.3598 0.90831 92.11016 -2.3108592423
1.07694 0.80315 123.95696 0.1869351448
0.9889 1.09323 119.47099 -0.1014723131
1.10304 1.28631 130.04932 -1.3410506822
1.01894 0.95487 89.06839 0.0013857982
0.96603 0.88052 67.40581 -0.0301891418
1.08724 0.82548 131.74917 -0.0049509130
1.05309 0.82089 131.89918 0.0475463867
0.92876 0.89128 101.68059 0.0230382485
1.15901 0.73901 82.24906 0.4319859798
0.90022 1.27222 86.86956 -1.1896106204
0.96891 1.29201 108.24734 -1.4622090215
1.02672 1.20214 87.29462 -0.5145410124
1.31068 1.02965 117.06726 -1.6848139033
1.14173 0.91347 89.61872 -0.2683006970
1.32653 0.90338 127.42733 -1.7831669064
1.00948 0.71679 105.83842 1.3283444391
1.15609 1.24183 132.74703 -1.0314732069
0.92564 1.30133 132.19995 -1.4400510249
0.90831 0.92756 68.32439 -0.0387175265
1.13136 0.91296 126.36635 -0.2128486640
0.72736 1.11205 136.87859 0.7333845748
0.9607 0.68962 88.13381 1.8982495952
1.12087 1.10728 111.70965 -0.3722526105
1.18509 0.82656 77.3976 -0.4279361158
1.00504 1.11582 93.11298 -0.1566603383
0.85322 1.07626 74.4579 -0.0602877130
0.96155 1.28291 96.12281 -1.3231078594
1.24714 0.79897 117.05017 -0.6330809109
0.90093 0.93869 141.51881 -0.3269687784
0.96875 0.69902 122.10746 1.6182898506
0.89344 1.00441 74.42215 -0.0122717536
1.07772 1.17157 78.30097 -0.2176500702
1.02917 0.83444 98.24435 0.1182728292
0.67243 1.08823 102.98655 2.3160918551
0.8919 1.07297 74.81192 -0.0693973254
1.35773 0.94874 114.58231 -2.3173171234
0.79493 0.92419 87.85441 0.3386753143
0.86609 1.30292 89.02573 -1.5251402859
1.00223 0.79851 130.69442 0.1777694137
1.12389 1.04001 102.9259 -0.2442760820
0.88076 0.8637 139.42928 -0.3124544401
1.10241 0.8178 86.16332 0.0204867351
1.13638 1.16659 126.88806 -0.5527631016
0.93349 0.85968 74.24466 0.0213324019
0.78588 0.88864 97.17295 0.4524445215
1.26708 0.81483 84.51073 -1.0176494041
1.28383 0.9355 104.16838 -1.3650930073
1.32929 0.91208 112.31025 -1.9057161228
1.00765 1.20383 136.15373 -0.4840935291
0.8695 1.1304 115.47004 -0.1780398635
1.06742 1.22232 81.67537 -0.5644934356
0.93591 0.79708 124.10402 0.2390405226
1.31832 1.01765 124.51129 -1.6984559056
0.86864 1.15293 119.28184 -0.2678539473
0.67474 1.04003 111.79099 2.3302172748
1.1678 0.97124 95.45461 -0.3933242131
0.92433 1.34266 124.02214 -2.0303093711
1.07954 1.08371 78.09007 0.0189760887
1.04612 0.81859 80.76378 0.1122879864
1.16467 0.83843 131.35904 -0.2818832792
1.20369 0.7812 122.84676 -0.1560201258
1.05485 1.06495 76.59511 0.0631814104
0.75843 0.9411 93.69045 0.6864476600
1.04714 0.64934 77.4826 2.9619095913
1.12282 0.88418 99.27374 -0.1878451001
1.27077 1.08669 74.22626 -0.7842574109
0.84871 1.05339 122.4242 0.0358940922
0.84096 1.14814 82.07848 -0.2425749315
1.08541 0.86827 107.3866 -0.0476771860
1.10691 1.05467 80.28243 -0.0281118489
1.14487 0.90784 88.04666 -0.2794775412
1.13853 1.2471 91.00948 -1.0808982671
1.24867 1.03952 101.77256 -1.0274973663
0.88176 0.83676 82.21154 0.1455032027
1.04631 0.88941 72.27134 -0.0406869864
0.71287 1.1411 136.31782 0.9198581329
1.13741 0.88585 123.13983 -0.2231122138
1.24541 0.92525 78.04022 -0.8727670879
1.05194 0.80416 105.97239 0.2524963223
0.87883 0.83758 81.01735 0.1440551147
1.17168 0.77241 134.11892 0.0207857688
0.9969 0.69515 126.51886 1.6613366521
0.95233 0.81941 110.52385 0.2022941628
0.98966 0.83403 139.06084 -0.1538021222
1.12661 0.85434 116.81966 -0.1311992608
1.15509 0.76862 121.8334 0.2389387006
1.20966 0.76565 114.65939 -0.0415294592
1.10882 1.06216 125.60973 -0.1538376677
1.25886 0.9341 93.77375 -1.0746935708
1.2514 0.90033 70.75675 -0.9574382696
1.06945 1.22751 85.76525 -0.6784831871
1.09319 1.17922 82.27627 -0.3375124746
0.90367 0.89419 113.41074 0.0153354367
1.08915 1.02273 107.01862 -0.1285797290
1.10621 1.07555 136.2368 -0.0918634622
0.89956 1.17371 81.62615 -0.4114591205
1.16203 0.7401 70.80189 0.2420855770
1.25286 1.02357 110.79442 -1.0693767990
1.02207 1.08329 110.50576 -0.1118672637
0.86346 1.31693 111.60832 -1.6818357633
0.72133 1.01489 75.65284 1.0762119016
0.90408 1.27476 71.29368 -1.1698995203
0.94893 1.1684 75.41285 -0.3046587520
1.18404 0.93555 97.79455 -0.5023781597
1.07471 0.73001 114.28625 1.0196454594
1.01885 0.91958 105.5584 -0.0079076037
0.91172 1.20494 78.97485 -0.5859778512
1.00053 1.33242 115.08945 -1.9631930088
1.23698 1.12044 130.17156 -0.9138940251
0.99098 0.79481 94.20985 0.3387331719
1.0371 1.24189 131.16509 -0.8075333041
0.96408 0.84087 71.42645 0.0466838859
1.21053 0.91177 105.95275 -0.6830891933
0.92434 0.82723 126.30479 0.0545249242
1.17388 1.13743 77.44437 -0.2948905235
0.65641 1.06571 101.06226 2.8886340258
0.95513 0.84014 93.09412 0.1149884803
1.2431 1.16784 87.40721 -1.0757835302
0.73181 1.17359 124.09714 0.6140249009
0.82295 1.09048 94.14393 0.0562842914
1.02275 1.31105 82.97698 -1.4361207471
1.08407 1.26971 108.79477 -1.3329533218
1.2432 0.81992 112.93733 -0.7282006813
0.85111 1.13773 100.55786 -0.1856637462
0.78473 0.85529 133.8738 0.1565625503
1.23041 0.8862 86.67941 -0.8070050748
0.96551 1.00092 108.8984 -0.0037603069
1.02929 0.91206 137.32392 -0.1336860072
1.136 0.71286 109.0553 1.1619513430
0.98888 0.65877 114.74739 2.8520380451
1.07137 0.99696 127.23962 -0.0398729390
0.96874 1.23904 105.69621 -0.9239013825
0.73927 1.17233 123.90366 0.5071707145
0.94367 1.3614 126.69107 -2.2794140061
1.23308 1.02623 108.53867 -0.8950154477
1.03145 0.7383 82.528 0.8437943640
1.20587 1.01702 124.49607 -0.5931807504
0.92794 0.91595 106.22848 0.0065839034
1.01661 1.36856 135.09369 -2.2376595009
1.08387 1.09288 136.65646 -0.0752619585
1.25875 0.84932 77.7935 -1.0455750788
1.08233 1.29992 95.56345 -1.5549140704
1.11651 0.70776 107.29051 1.3359570360
0.8749 1.11198 126.00161 -0.1315614119
1.07137 1.10733 136.41538 -0.0894972123
0.86104 1.1567 91.09226 -0.3051965986
0.89526 1.12413 125.66019 -0.1836586460
1.25202 1.12929 130.48833 -1.0665189329
0.89876 1.25537 83.13439 -1.0134062851
1.38072 0.95837 90.00383 -2.5805676003
1.05425 0.82113 68.76644 0.0158075751
0.72021 1.16709 97.72245 0.8245011755
0.71434 1.00462 92.17541 1.3394911778
1.06728 1.21818 83.78854 -0.5744375896
1.29464 1.06267 88.42329 -1.3449149928
1.15037 0.91609 127.74292 -0.2866720609
0.79872 1.13906 71.85136 -0.1231672918
0.86515 0.97602 109.06423 0.0567888582
0.94642 1.13942 113.3344 -0.2693670062
0.6955 1.05557 109.18821 1.7543386434
1.01826 1.3927 134.38121 -2.6346494313
1.36973 1.03176 82.09124 -2.1867339766
1.22047 1.02032 133.53475 -0.6119647958
1.12811 1.23753 85.70566 -0.8486607731
0.96453 0.7843 78.89644 0.3677172613
1.25121 0.93039 115.84341 -1.0086576813
0.79235 1.11124 90.88012 0.1565233544
1.11353 0.89117 74.03976 -0.1654718762
0.91356 1.02263 122.19665 -0.0174215849
0.83838 1.15408 137.16874 -0.2935912177
0.91999 0.85313 123.67973 0.0079326805
1.26583 0.94019 97.75327 -1.1590889438
0.99544 1.05372 132.38176 -0.0236349362
0.75996 1.09981 65.01385 0.2192996501
1.00489 1.26614 107.04329 -1.1905164974
0.81162 0.97089 123.86822 0.1740804537
0.973 0.96807 129.28605 -0.0383980554
0.67588 1.07814 84.83069 2.0987323013
1.04076 1.12648 109.68619 -0.2596368333
0.83424 1.26119 117.31078 -0.9486888469
0.75927 1.11708 81.86166 0.3689477004
1.01983 0.96372 107.86746 -0.0122838628
0.89639 1.24025 117.01104 -0.8875230183
0.87895 1.22804 77.87894 -0.7817735725
0.90355 1.11388 133.79342 -0.1835427032
1.0571 1.1184 133.60105 -0.1210089768
1.3064 0.95524 104.95052 -1.6308215634
0.92051 1.37042 128.06227 -2.4092914638
0.90969 1.1596 79.87054 -0.3296181634
1.01865 0.81769 116.11796 0.1953087457
1.20249 1.0426 86.2382 -0.5021125691
1.07418 1.18045 105.50685 -0.5744827048
1.12608 0.94741 132.24327 -0.1853204995
1.12854 0.75691 142.7022 0.1405685805
1.09678 0.98546 113.26713 -0.1260149934
1.16108 0.98581 117.34229 -0.3605025340
0.834 0.89979 138.48514 -0.2311174747
0.89577 1.07453 77.97284 -0.0667741300
1.32169 0.9099 127.95623 -1.7182736552
0.90402 0.9831 101.18407 0.0095396810
1.02594 1.33137 102.98795 -1.9646278094
0.7667 1.10844 104.69252 0.4405006793
0.71138 1.03212 142.79558 0.8900761445
1.14849 0.90625 86.99667 -0.2937371485
1.21376 1.20269 85.41586 -0.9854769655
1.21652 1.00677 101.16401 -0.7336067608
1.32932 0.97998 113.53504 -1.9209946593
1.06269 1.17217 97.09213 -0.4609536038
0.76488 0.8957 100.58053 0.6451118959
1.11981 0.91608 124.86342 -0.1744258854
0.80964 0.88126 83.2097 0.2740473563
0.85372 1.22938 124.49521 -0.7127340806
1.28731 0.90787 122.55996 -1.3381069983
0.94546 1.27674 113.75484 -1.2761824862
0.73457 0.99971 85.36204 0.9506292550
1.05132 1.35697 82.47157 -1.9941960573
1.08045 1.17251 101.72666 -0.5257824274
0.7747 1.09484 136.67259 0.2010456361
0.806 1.16373 130.73651 -0.1420800247
0.94504 1.30052 124.50001 -1.4800896454
0.91671 0.90415 94.6034 0.0127480442
1.22889 0.76953 98.41991 -0.2831307632
0.73146 1.10774 138.34449 0.6410659167
1.11809 0.86866 111.30658 -0.1366417114
1.20101 0.9739 115.65529 -0.6060181530
0.83738 1.17278 95.10538 -0.3276056785
0.80056 1.06902 97.00967 0.2313734450
0.76359 1.01015 70.80162 0.4630378387
1.22813 0.7829 84.83203 -0.4754056203
0.72354 1.07549 70.3337 0.8487454565
1.21388 1.01443 118.82535 -0.6936122832
1.28307 1.10287 75.08986 -0.9193576365
1.0232 0.99307 111.10222 -0.0151176036
1.16732 1.04823 115.83099 -0.4393476257
1.07717 1.00795 98.59071 -0.0819558592
1.23559 1.02889 74.90694 -0.5664540801
0.8422 0.91411 73.20508 0.0678226765
0.94765 0.9309 123.74104 -0.0360302203
1.10957 1.20118 123.1403 -0.7173414796
