dis_1 dis_2 ang_1 delta_har
1.16213 0.79636 66.01186 -0.3041421073
0.81134 0.95015 113.60785 0.2345120350
1.03793 0.86551 111.08453 0.0328626708
1.1994 1.03363 108.60506 -0.6412027728
0.95965 1.36897 78.80168 -2.2518272478
0.78204 1.1659 109.02103 0.0634656110
0.91961 1.21229 78.82098 -0.6261015371
1.05686 1.10984 78.07292 -0.0098382293
1.02807 1.3245 107.95107 -1.8917971786
1.34857 0.9506 97.59707 -2.1657962616
1.00218 1.15328 95.89957 -0.3183204337
0.70578 1.04285 80.15737 1.3787801663
0.97361 0.86586 96.51821 0.0525648256
1.21301 0.99734 101.41984 -0.7058600966
0.89687 1.27867 71.83086 -1.2246258269
1.06504 0.66609 79.75795 2.3686827621
0.94191 1.20063 119.61062 -0.5855321952
1.07242 1.1748 129.53866 -0.3967744430
1.05742 1.10077 109.9303 -0.1957444309
1.0493 1.04847 72.10716 0.1006556988
0.84081 0.86401 128.02566 0.0051520592
1.08741 0.89472 105.38577 -0.0892192511
1.24619 0.97006 81.30796 -0.8282960524
1.33879 0.9074 86.35404 -1.9770323890
1.07711 1.20808 128.00093 -0.6269401762
1.04113 1.13653 126.12544 -0.2207853513
1.18945 1.03586 83.71843 -0.3887314550
0.8654 0.87604 73.45415 0.0518985617
0.75824 1.12649 136.34705 0.2956674288
1.03878 1.24357 92.58003 -0.8958846657
1.09892 1.05219 86.32943 -0.0727675372
0.98906 1.16808 122.20673 -0.3735065415
1.1353 0.71347 115.7926 1.1522893389
0.97708 0.84223 89.35161 0.0987888453
0.88769 1.28056 128.27082 -1.2283551300
1.31043 0.86606 132.38539 -1.5369817613
1.17083 0.89953 99.69071 -0.4201569469
0.80889 1.05449 114.43973 0.2189102627
0.91116 0.7595 110.79374 0.6750057968
0.83637 1.19977 84.94669 -0.5169299261
1.29088 1.00297 84.48432 -1.2549326617
0.91528 0.95417 105.10571 0.0054080903
1.23057 0.84862 91.4358 -0.7670982407
1.16461 1.17994 127.73877 -0.7368904175
1.0573 0.8709 138.37474 -0.1599591191
1.12974 0.81795 82.27028 -0.0916969525
1.09182 1.04859 90.31415 -0.0897297383
1.17424 0.74256 95.93411 0.4110358201
0.97096 1.09196 70.13808 -0.0028622250
0.85562 0.85673 137.85167 -0.2413331816
1.10091 1.17475 89.67926 -0.4542701458
1.17863 1.2805 75.43102 -1.0425217071
0.81554 1.12054 94.87195 0.0010350856
0.93425 0.72848 123.57628 1.0008854426
0.8737 1.29551 84.38702 -1.4376527239
1.16463 0.79625 141.4548 -0.2559368332
0.95478 1.00095 130.17469 -0.0383293889
1.11504 0.93772 125.28603 -0.1567977992
0.93139 1.17402 117.38588 -0.4274598832
0.98069 1.11982 89.69449 -0.1563191427
1.02971 0.6155 135.69873 4.3734436461
0.68829 1.08722 106.94186 1.8785117700
1.01986 1.33809 110.24749 -2.0707348293
1.10213 0.68185 129.6541 1.8819820289
0.85244 1.28346 97.43299 -1.2806220920
0.8691 0.97651 134.49392 -0.1244024711
1.23543 0.81145 130.87896 -0.6252319127
1.35466 0.91019 78.59956 -2.1491062656
1.06999 0.77756 142.21455 0.0595993799
1.12203 0.96926 91.88152 -0.1793053719
1.18769 0.92293 85.23004 -0.4863953177
0.95609 1.00581 132.4916 -0.0516499430
0.73462 1.15507 123.75027 0.6622217312
1.32745 1.03903 112.96732 -1.9366966699
1.19172 0.99416 131.66937 -0.4472837219
0.98516 0.88677 101.36451 0.0237921630
0.76881 1.21112 129.55632 -0.1268045620
0.7284 1.09761 81.64555 0.8443332528
1.00587 0.95995 88.97902 0.0066977377
0.80856 0.9072 91.10714 0.2686189763
1.04477 0.65425 76.97586 2.7789871612
1.26378 1.0721 78.0382 -0.8166341737
1.24479 0.84331 105.10894 -0.8559382211
0.87748 1.27807 96.75323 -1.2648126224
1.15295 1.07221 102.45012 -0.4110851448
1.08408 1.14877 96.15009 -0.3727351610
0.83891 1.2638 91.79427 -1.0454817775
1.05127 1.10646 113.80519 -0.1952571309
1.07364 0.97768 73.59782 0.0224504591
0.87586 0.97037 107.34901 0.0393290780
1.24229 0.92807 128.6 -0.8656069941
0.82156 1.22871 131.29727 -0.6196594554
1.4252 1.01879 76.98342 -2.9884421613
0.89342 1.33951 130.64045 -1.9359781715
1.01279 1.26521 105.39024 -1.1824785980
0.94341 1.03465 120.64136 -0.0192767913
1.06941 0.85197 113.29997 0.0232464097
1.00807 1.30738 87.5429 -1.4828276982
0.98955 0.69821 137.30281 1.3312446627
1.39332 0.9487 124.36179 -2.8150858991
1.13551 0.86681 114.74647 -0.1936499136
1.00296 0.89338 102.7014 0.0136437741
0.88872 1.15286 100.41687 -0.3184237337
1.1832 0.73921 130.22614 0.3952712068
1.19288 0.92515 90.38742 -0.5372749333
1.29534 1.07607 88.73497 -1.3691848843
0.89484 1.21308 102.996 -0.6926083153
0.67704 1.04938 116.88675 2.2343001847
1.38332 0.9453 130.40772 -2.5831728219
1.05855 1.19566 104.37069 -0.6408699749
0.95181 0.85316 71.16545 0.0194792022
1.02793 1.3235 108.79215 -1.8789642806
1.07837 1.03753 101.66202 -0.1101033111
0.88324 1.04331 115.92732 -0.0017813587
0.80327 0.97606 68.91803 0.1775814449
0.97678 1.35428 89.95406 -2.1593597611
0.71423 1.14254 119.22696 1.0983542236
0.99172 1.14071 123.12712 -0.2406011372
0.9509 1.05207 120.98713 -0.0328779072
0.71731 1.13086 95.94671 1.0400427871
1.05911 1.03467 89.43531 -0.0223407417
0.82341 1.20045 115.55749 -0.4045005024
1.25587 0.88768 127.56101 -0.9856301097
0.80673 1.00493 140.78357 -0.0911574234
0.97714 1.25807 86.27337 -0.9764467194
1.22008 0.83605 97.32722 -0.6379979520
0.99425 0.81872 131.49944 0.0573521098
1.12412 0.90606 99.81296 -0.2090927477
1.09272 1.01176 86.39236 -0.0529626583
1.29637 1.03991 131.77194 -1.3378877747
1.09552 0.82988 128.71198 -0.0066245342
1.13966 1.17351 134.49173 -0.4804019377
1.09738 0.75734 101.59296 0.5694961365
1.03866 0.66435 148.41023 1.7974690169
0.76912 1.12251 114.80558 0.3787096368
1.10582 1.02473 111.85584 -0.1707521302
0.77791 0.90401 104.32791 0.5055464912
0.82499 1.17836 130.33381 -0.2996403586
0.84458 1.07231 129.75642 -0.0213478357
1.02336 1.11829 105.48101 -0.2144194298
0.86029 1.22348 84.87177 -0.7351491063
0.68042 1.12763 119.63727 1.9588429422
1.13325 0.98171 110.38749 -0.2522173010
0.89458 1.32264 88.10337 -1.7775353456
1.31427 1.0128 121.73597 -1.6763690663
1.32579 0.9867 80.24023 -1.6218643216
0.90164 0.85368 108.96161 0.0907981308
0.96283 1.20678 106.00227 -0.6650602504
1.06224 0.75314 104.35196 0.7034477092
1.30815 0.91493 102.46056 -1.6431588459
1.10945 1.25811 85.95471 -0.9840684827
1.3028 1.04763 100.91221 -1.6035881350
0.99552 0.9854 85.39625 0.0214708897
1.2339 1.0009 91.35959 -0.8007340748
0.8597 1.18245 113.54166 -0.4146932609
1.18198 1.21552 86.81596 -0.9232174899
1.27582 1.09479 100.30309 -1.3762485983
1.08926 0.95002 133.98956 -0.1032760327
1.07796 1.01892 89.0782 -0.0422697889
1.02764 1.23014 88.70665 -0.7334125203
0.75253 1.09702 67.62155 0.3457331417
0.76006 0.93987 139.74689 0.2058418631
0.72877 1.14085 108.20568 0.8455988759
0.92048 1.03968 76.66441 -0.0140987731
0.66695 1.05597 124.62981 2.4688048159
0.91964 1.17711 90.7948 -0.4451186528
1.02175 0.81 76.54359 0.1566642294
0.97092 1.15267 89.97852 -0.2903375571
1.0771 0.83864 74.41223 -0.0369395537
1.02971 0.82483 79.73357 0.1017751210
0.81811 0.85973 86.70543 0.2791939491
0.7566 0.8885 114.70653 0.6990235512
1.25791 1.1642 87.59291 -1.1907152571
1.03649 0.60271 95.31753 5.4120466922
0.88555 1.29313 101.24949 -1.4435156449
0.93534 1.07955 85.3776 -0.0642176792
0.75934 0.90214 121.58508 0.5948590134
0.88743 1.22706 88.39713 -0.7830707569
0.99858 1.15854 128.80832 -0.2877422879
0.91097 1.19113 69.97593 -0.4903373458
1.19329 0.93629 92.46665 -0.5433548267
1.10363 0.80888 126.27384 0.0861754166
0.84719 1.0789 127.86427 -0.0217829192
0.81496 1.18336 91.27882 -0.3117780849
1.33974 1.03636 133.62871 -1.8456415022
1.1102 1.28341 82.64827 -1.1399865684
1.10919 1.11789 91.50241 -0.2678630750
0.7636 1.15041 140.46273 0.0687001208
0.8759 0.92939 130.58077 -0.1054175354
1.03696 0.99493 90.9157 -0.0027084548
1.17432 0.74083 137.24103 0.3058617577
1.0912 0.96659 70.45573 -0.0097728668
0.8804 1.33608 98.4759 -1.9794341647
0.8978 0.8663 123.86137 -0.0167174013
1.01275 0.69277 144.19528 1.2132159515
1.05029 0.81157 127.70023 0.1403284924
1.11618 1.31731 78.14795 -1.3755121372
1.12905 1.18897 99.5381 -0.7469270169
1.16151 0.87457 84.97874 -0.3481948573
0.93367 1.30441 100.24851 -1.5955596523
0.75833 1.12622 79.27514 0.3190072141
0.81432 0.84388 126.12807 0.1721676248
1.25373 1.01836 100.02095 -1.0495353515
0.80852 0.83807 118.20215 0.3224402958
1.09822 1.30574 86.72081 -1.4674614932
0.98928 0.87448 79.77816 0.0120951195
1.05883 0.93116 117.73585 -0.0438660912
1.04461 1.34373 89.00058 -1.9583471234
0.78414 1.09734 94.13374 0.2750450285
0.92363 1.06584 88.14837 -0.0505496966
1.3563 0.94866 88.96617 -2.2058728809
1.12572 0.98704 114.68273 -0.2145793420
1.15204 0.80384 94.30382 -0.0695159549
1.12314 0.8544 70.70316 -0.2115139439
1.15605 0.82321 130.83851 -0.1884730759
0.9051 0.73688 109.58734 0.9846766319
0.96021 1.06673 96.17366 -0.0573992342
1.19566 1.21085 82.95952 -0.8551012750
1.22868 0.97747 121.11006 -0.7862686187
1.06434 0.86987 67.30386 -0.0861237705
0.81564 1.00211 116.96496 0.2059217757
0.80894 1.03068 109.65494 0.2461394831
0.94099 0.91493 66.70096 -0.0410006606
1.22215 1.14921 93.42569 -0.9691377043
0.92877 1.10712 124.36826 -0.1368567840
1.002 1.10816 81.77578 -0.0590973837
1.20149 0.78197 120.63716 -0.1435293118
1.04324 0.83185 93.90637 0.1057025950
1.06298 0.74187 144.87186 0.3267986125
1.18606 0.73279 122.06878 0.5393045860
1.20624 0.89661 113.58487 -0.6275536518
1.16904 0.82844 120.96085 -0.2349120310
1.34926 1.12306 78.27086 -1.7774171575
1.35688 0.92852 99.25366 -2.3006084218
1.26429 0.92085 109.13541 -1.1522908457
1.14747 1.10123 103.12837 -0.4560352472
0.98611 0.9734 121.24374 -0.0032623453
1.35405 0.9145 83.7502 -2.1674128919
1.19564 0.79586 70.30944 -0.4516862787
1.09379 0.65953 102.59704 2.7239052182
0.87156 0.9777 98.43325 0.0437704659
1.24215 0.82414 117.37479 -0.7296557409
0.85159 0.90458 117.07874 0.0634542135
1.22374 1.14033 81.59255 -0.6771715367
0.99714 0.84288 77.22032 0.0567013500
1.15676 1.14697 108.66567 -0.6863273166
0.96594 0.91719 99.38748 0.0040374413
1.05641 1.00401 120.56467 -0.0334996287
1.194 1.00933 109.00517 -0.5862777347
0.63783 1.03515 116.72971 3.6486754697
1.02852 1.08966 119.82598 -0.1043174981
1.09188 1.13717 134.09331 -0.2134769227
1.11027 0.76851 105.52051 0.4177093533
0.75767 1.20481 129.08293 0.0379440511
1.348 0.9713 114.63591 -2.1770024793
0.94834 1.11729 109.67103 -0.1911183559
1.13151 0.71057 134.32799 1.0401175781
0.94007 0.8625 129.58052 -0.0697764080
1.30424 1.04718 90.177 -1.4795063062
0.94017 1.36821 97.7721 -2.4637018314
1.08487 0.69816 73.7257 1.3609577677
0.88634 0.83636 139.38399 -0.2692980176
0.75888 1.06014 94.8652 0.6078264409
1.28427 1.01998 121.87732 -1.3230616226
1.21153 0.97952 97.613 -0.6782015755
0.81701 1.22106 119.71174 -0.5185893699
0.78872 1.12315 73.72296 0.0201274031
0.80019 1.0277 92.96229 0.2776632152
1.23582 0.9609 80.97982 -0.7536597020
0.79436 0.86952 82.56833 0.3937772921
1.04563 0.90208 138.27363 -0.1525353261
1.10774 0.81489 108.18993 0.0753084524
0.7303 1.13637 135.1809 0.6569894263
1.01551 0.91752 91.67587 -0.0054477154
1.0642 1.13229 114.78114 -0.3023961271
1.24964 0.99074 116.30562 -1.0006748542
0.99776 0.86404 78.8029 0.0206745133
0.9892 0.94012 72.73918 0.0042020561
1.05121 0.76711 70.18684 0.3583339835
1.05982 0.84773 125.71441 0.0151871423
0.91255 1.14379 136.1457 -0.2842176372
0.8573 1.2555 125.89839 -0.9451614515
0.98758 1.0519 139.39148 -0.0687576666
1.05906 1.11876 84.99667 -0.1123582864
1.00035 1.10679 120.50705 -0.1348374708
1.11264 1.12763 85.45399 -0.2231606959
0.94572 0.79692 96.85969 0.3374391103
1.02003 1.16401 117.46697 -0.3868882283
0.87535 0.88304 97.43433 0.0714819989
1.14732 1.06331 105.01418 -0.3770378887
0.88115 0.99236 122.14483 0.0009112452
0.80341 0.99408 77.48702 0.2166866205
1.27947 0.97179 85.80372 -1.1876085207
0.81319 1.09141 102.81144 0.1211693549
0.75687 0.9623 141.56159 0.2020732260
1.04145 0.66029 81.50226 2.6323954126
1.12395 1.0613 102.9857 -0.2719171284
0.75571 1.05686 106.47025 0.6826707476
0.62628 1.04108 98.87859 4.1704252498
1.02792 1.12353 83.30165 -0.1017086191
1.07749 0.78454 79.15838 0.2392150493
1.19091 1.03502 136.12951 -0.3953389273
0.83893 1.07707 114.41832 0.0484718954
0.96722 0.87243 116.48642 0.0293566160
0.93234 1.33505 131.79009 -1.8603232291
0.95357 0.86247 98.28437 0.0619830169
1.00463 1.0377 136.89508 -0.0324079208
0.98361 0.95128 91.33237 0.0033651087
1.05448 0.77359 121.66136 0.4566967050
0.80125 1.03072 80.67571 0.2172757331
0.8169 0.82462 96.11862 0.4166064000
0.9178 1.11467 131.16242 -0.1680333960
1.05842 0.72956 100.54027 1.0431248147
0.93344 1.07644 116.39852 -0.0733039590
1.09841 0.95059 87.10821 -0.1008795709
0.78289 1.07629 134.15389 0.2096422030
0.80792 1.08856 105.04003 0.1617152867
0.93449 1.35163 76.31877 -2.0369446695
0.958 0.87003 122.97725 -0.0024673278
0.73998 0.90899 101.83979 0.9525909912
0.7428 1.20047 89.94089 0.1956373760
1.23292 0.85473 119.40631 -0.7521229899
0.77073 1.02539 71.79494 0.3845100370
1.07027 0.8003 101.3407 0.2413188003
1.02487 0.84755 108.61494 0.0865608461
1.25796 0.82696 122.9222 -0.8788940368
1.00079 1.22461 85.6086 -0.6650702682
0.89718 1.18527 111.0285 -0.4937396534
0.84859 1.10815 136.25643 -0.1633387619
0.8975 1.31225 72.10685 -1.5973510448
1.32241 0.89764 117.39692 -1.7826115178
0.80974 1.24203 100.2084 -0.6978753217
1.08317 1.08337 76.46621 0.0345129008
0.99188 0.78269 130.78019 0.2809450058
1.0773 0.88691 90.16304 -0.0655351729
1.15578 0.97154 91.40032 -0.3124189637
0.67476 1.13354 119.39045 2.1043294383
1.10499 1.17194 85.4558 -0.3784453542
1.16059 1.09749 90.01154 -0.3824699455
1.0739 0.71042 121.05433 1.3520948362
0.91556 1.1773 132.92359 -0.4166499410
1.08146 1.19738 122.01686 -0.6323325823
0.76723 1.1576 113.06885 0.2535834791
1.00541 1.30635 88.66109 -1.4890501570
1.14908 0.81323 117.76393 -0.0649754574
1.19169 1.21512 134.29201 -0.9695619506
0.73846 1.10474 93.41884 0.7619982500
1.1943 1.13367 76.2891 -0.3525356655
0.96092 0.8025 89.7663 0.2825534655
1.11217 0.7958 84.48401 0.0982741748
0.79152 1.13008 103.14249 0.1376130592
0.93322 1.14672 83.29403 -0.2604773610
1.04835 0.69093 84.18451 1.7505162245
1.32104 0.89188 127.78996 -1.7052461526
1.2659 1.20575 78.24072 -1.1393372960
1.14315 1.04026 124.55509 -0.2579581503
0.77262 1.17083 104.93321 0.1135901108
1.15198 1.00853 110.00909 -0.3438164180
1.33465 0.90233 86.41514 -1.9247260708
1.31652 0.94949 104.11686 -1.7560070786
0.7332 1.12494 86.62625 0.7193627300
1.01149 1.08461 77.27116 0.0256129060
1.38875 0.94432 81.07019 -2.6219402045
0.95492 0.83887 82.75703 0.0956659842
0.966 1.15516 72.89356 -0.2014106725
1.07871 0.68014 119.8542 2.0885598791
0.91604 0.69955 105.21718 1.7049071513
0.83721 0.86609 143.44072 -0.4176885643
0.88236 1.23758 87.9081 -0.8678508353
1.16864 1.18845 93.70055 -0.8368179821
0.90255 0.88523 135.35597 -0.2104386276
1.02758 0.91966 122.89301 -0.0213217704
0.91874 0.86377 131.47913 -0.1135993209
1.2054 1.07443 83.49485 -0.4886889927
1.14869 1.19527 104.55552 -0.9095634276
0.87456 1.30148 135.76885 -1.4391744647
1.01435 0.6753 139.90468 1.8489817038
0.89805 1.24564 124.70894 -0.9079911656
0.82297 0.9726 92.9343 0.1789963764
0.7867 1.16236 141.65056 -0.1937546865
0.99246 1.41593 83.56259 -3.0245837898
1.06334 0.99212 132.02441 -0.0320775390
1.28251 1.09449 91.74408 -1.3173133355
0.85238 1.24531 96.21711 -0.8990423674
1.11934 0.73993 114.45093 0.7528864484
0.81357 1.12083 91.81277 0.0002720342
1.08272 1.03882 123.34994 -0.0813157524
0.85811 1.05288 115.24641 0.0307408707
0.72175 1.16313 132.44927 0.7442754761
1.25705 1.13553 94.36709 -1.2269175460
0.97497 1.19736 136.23409 -0.4742051073
0.86311 1.16787 76.35439 -0.3877436073
0.89396 1.19626 77.47258 -0.5444805055
0.9063 1.31108 94.94868 -1.6584441494
1.01826 0.93998 91.76781 -0.0056510448
1.15936 1.13462 78.53945 -0.2552863831
0.95889 0.76937 117.26099 0.5377688897
1.31013 0.95252 134.47446 -1.5068540633
1.27216 0.96071 94.07568 -1.1963333096
0.92509 0.94241 99.37732 0.0022859936
1.18105 1.09989 125.47735 -0.5340415628
1.29259 0.85189 115.63151 -1.3448084343
0.79455 1.10066 107.64551 0.2218993993
0.7633 1.07428 80.04217 0.4395564615
0.98757 1.13835 73.92315 -0.1059681598
1.25736 0.92229 124.55542 -1.0225736683
1.05508 1.21429 118.094 -0.7406878214
0.81656 1.00513 86.10227 0.1798195922
1.13047 1.02511 74.71478 -0.0381298346
1.02492 0.95328 77.19818 0.0182944521
0.96723 0.75936 83.69728 0.6295907096
0.95189 1.25229 94.50271 -1.0089200764
0.98276 1.33406 77.08347 -1.6878419159
1.19014 0.83182 76.76499 -0.4766960025
0.77526 1.03505 92.7218 0.4637061663
0.88066 1.0194 86.40053 0.0074355406
1.00971 1.10452 138.48282 -0.0868770846
1.25258 1.04478 106.73513 -1.0889518055
1.24818 1.04753 113.79095 -1.0418240923
1.29171 0.89923 89.15709 -1.4076539226
1.10435 0.72622 115.028 1.0168031432
1.03874 0.64861 86.68628 3.1168693612
1.03437 0.61898 138.943 4.0824190202
0.79204 0.90049 122.49284 0.2868692184
0.96043 1.40257 129.41415 -2.9116991870
0.87292 1.13193 115.02122 -0.1901300293
0.88275 0.76775 90.52415 0.6216267531
0.84566 1.26784 125.43709 -1.0365849942
1.31165 0.96478 88.34708 -1.5852492814
0.76346 1.1038 129.62783 0.4065057872
1.21961 1.13956 81.62857 -0.6483548041
0.80366 0.86981 84.16869 0.3335302735
1.06241 0.99886 69.9008 0.0719695307
0.96193 1.1554 107.21831 -0.3527778359
1.06103 1.14867 133.39331 -0.2249224854
1.19814 0.75401 92.17639 0.0850370695
1.12783 0.97215 120.24829 -0.2037596657
0.86884 0.87081 121.62576 0.0226590960
0.96391 1.40632 120.61219 -3.0786036545
0.77958 0.95758 98.95113 0.4758244730
1.03766 0.89382 96.84903 -0.0110445355
0.90928 0.75936 130.03984 0.4571561609
0.99883 0.89351 66.57718 -0.0358889708
0.94343 0.849 109.98158 0.0918911423
1.07559 1.31152 80.24642 -1.3511859055
0.7265 0.99216 137.34891 0.7850267347
1.05505 1.08912 87.17271 -0.0627954145
1.18389 1.12288 132.02033 -0.5215428811
1.03855 0.7886 133.92675 0.1944074535
0.69693 1.12762 126.34956 1.4747938948
0.91865 1.03524 116.79245 -0.0178365488
0.84458 1.26811 122.6739 -1.0405123431
1.1764 0.79584 103.80249 -0.1165752707
1.06682 1.24301 126.11869 -0.9106250196
1.11126 0.9038 108.91795 -0.1590544591
0.68045 1.08256 91.92077 2.0257811125
1.24926 1.09834 78.61849 -0.7157965360
0.99605 1.23878 93.51073 -0.8631977488
1.1817 0.95314 99.20663 -0.4893242195
1.01077 1.1182 122.18946 -0.1647158794
0.72435 0.98439 86.2311 1.1333606780
1.13326 1.23713 134.47414 -0.8692878803
1.11017 0.74254 67.18271 0.4048971126
1.40225 0.95922 106.38999 -3.0614575501
1.09633 0.89783 88.55589 -0.1136968332
1.0915 0.88116 67.65063 -0.1349957440
0.9303 1.12772 139.2212 -0.2405216318
0.85941 1.09474 130.54696 -0.0932148340
0.96412 1.39683 114.60394 -2.9544937914
0.81451 1.15511 114.00101 -0.1003678308
0.97771 1.04815 131.99575 -0.0310089636
1.00628 1.11932 92.84092 -0.1663222639
0.95271 1.13074 89.48478 -0.2080455306
1.30289 1.06985 126.15793 -1.5341069083
0.94289 1.17157 132.58208 -0.3701404471
1.21061 1.02177 113.26561 -0.7023980081
1.08558 0.86358 123.12074 -0.0450320596
1.21143 0.76296 83.78426 -0.1773679817
0.91757 1.00923 119.21116 -0.0082883772
0.9334 0.87566 133.9014 -0.1579920038
0.87988 1.03715 120.70602 -0.0009887938
0.87977 0.99373 104.25407 0.0318410225
1.15965 0.7898 80.79584 -0.0915811667
0.91222 1.31982 126.20273 -1.7058801075
0.93693 0.80709 94.41027 0.2698635747
1.03083 1.2096 131.86766 -0.5517152980
1.0153 1.37668 76.31274 -2.1889732516
1.1902 1.12964 131.02288 -0.5955733428
1.07459 1.08664 79.0915 0.0085690357
0.85635 0.92349 78.8489 0.0450190223
1.19342 1.21113 76.96766 -0.6582296337
1.27088 1.0091 96.28039 -1.1870745298
1.23153 0.85345 102.07645 -0.7744631204
1.09464 0.68209 127.41249 1.9256836369
1.1163 0.68735 71.36402 1.4570864219
0.99868 0.78704 104.33676 0.4119416871
0.92651 1.25924 101.03385 -1.1036461334
1.22535 1.07397 106.28079 -0.8946049880
0.81059 0.86021 90.79071 0.3253760460
0.89921 0.92751 117.40657 -0.0069327727
1.05545 0.67191 80.3634 2.2176635461
0.94674 0.91808 99.38182 0.0039768136
1.03777 0.66924 73.44033 2.2442022778
1.17786 1.18598 84.1792 -0.6604687492
1.25052 0.89297 87.85466 -0.9840342988
0.88063 0.84122 113.44487 0.1291703395
1.0548 1.29377 132.59471 -1.3024544864
0.84368 1.12236 128.78508 -0.1170056614
0.69204 0.9312 108.47746 1.8755256345
0.96032 1.33671 117.71539 -1.9963167482
1.09335 0.77546 140.13591 0.1142000182
1.0703 1.1998 91.36024 -0.5739378449
1.07911 0.83403 108.52965 0.0612936871
0.79575 1.15181 135.33361 -0.0846481351
0.9777 0.90953 96.73455 0.0058080174
1.12752 1.0789 123.89075 -0.2530587305
0.88716 0.84591 90.6163 0.1253754103
0.82735 1.23911 102.5418 -0.7519376900
1.12418 0.70869 76.52622 1.0346339526
1.21084 0.98378 121.85357 -0.6436790207
0.99944 0.90129 132.3805 -0.0863070251
1.21448 0.93379 98.72304 -0.7123008485
0.96722 0.66109 111.23307 2.7847197764
1.08835 1.25021 130.08777 -0.9507621399
1.21336 1.14269 83.46509 -0.6634706617
0.82355 1.03267 98.06757 0.1590743148
1.14139 0.95874 105.38619 -0.2878935995
0.80593 1.16004 101.08649 -0.1004870567
0.84844 0.8943 126.83073 -0.0183730617
1.18677 0.88076 136.98194 -0.4917680948
0.89771 1.33207 122.31519 -1.8851372651
0.90993 1.23927 71.88549 -0.8331716554
0.79052 1.00954 136.18394 0.1258691705
1.22123 1.06117 129.80472 -0.6767181152
0.71861 1.13116 108.3082 1.0670626027
0.98863 1.14309 102.3506 -0.2940796083
0.74066 1.07628 67.2438 0.5492542482
0.93869 0.69221 94.66076 1.8685724239
1.01724 1.09284 103.27954 -0.1315880553
1.02378 1.23836 123.47362 -0.8585192682
0.86183 0.91404 139.42422 -0.2955381735
1.12646 0.71958 106.36604 1.0621672677
0.95368 1.05695 68.51618 0.0111759610
0.74512 1.03978 114.36028 0.8332796517
0.95321 0.74875 128.16191 0.6447612856
1.01536 1.00616 92.44632 0.0031092794
1.02161 1.05546 123.84282 -0.0284810150
1.24224 0.95586 92.39416 -0.9035303045
0.99389 1.27756 80.13691 -1.0657271057
1.22488 1.04447 103.11655 -0.8336092828
0.75389 0.91484 134.13376 0.4235551709
0.65692 1.10829 98.08906 2.7482505819
0.76966 0.99166 104.6378 0.5716682043
0.73145 1.19077 98.15214 0.4906350438
1.19267 1.18306 128.64459 -0.8961781372
1.0086 1.23576 86.92543 -0.7626121516
1.05468 1.26938 123.94494 -1.1725531657
1.02271 0.9626 114.8834 -0.0104481587
1.24574 0.83568 74.30437 -0.9273540378
0.84314 0.92465 75.96737 0.0689893666
0.69242 1.12568 96.11372 1.6051084237
1.20005 0.77145 111.23754 -0.0397118358
1.00885 0.98972 136.88706 -0.0575103028
1.11311 0.73336 84.31506 0.7407820755
1.17145 0.97434 114.41852 -0.4254611333
0.87758 1.11902 109.52464 -0.1566504790
1.17604 0.82218 100.40133 -0.2754784870
0.86777 1.02315 78.21086 0.0032741170
1.13756 0.83048 92.91861 -0.1346754264
0.95642 1.38365 123.7373 -2.6588865104
1.06837 1.09093 126.01813 -0.1154993799
1.00012 0.71558 117.40234 1.3202344020
1.28375 0.85692 119.49165 -1.2462016019
0.91366 0.72665 111.80841 1.1373857031
1.10674 0.77551 92.40193 0.3135726275
1.00451 1.33716 76.81101 -1.6728804657
0.8911 1.11273 96.61962 -0.1603495301
0.75935 1.04177 141.59595 0.2471973140
0.63645 1.05492 75.49887 3.4313254065
0.83946 0.85451 99.52688 0.2138866444
1.05129 0.91882 73.08733 -0.0263715133
0.79826 0.97833 113.14905 0.3204893949
1.10827 1.10288 77.5276 -0.0368142054
0.74112 1.15993 99.57946 0.5305626185
0.90863 1.0183 91.88502 -0.0051244695
1.36442 0.99889 126.14602 -2.3216101535
0.84905 0.84108 97.36249 0.2232265727
0.83129 0.93909 82.26635 0.1233960112
1.14188 1.18106 103.99027 -0.7847042810
0.79439 1.22706 115.08843 -0.4319688824
0.95929 0.67963 116.9158 2.1661981035
1.18953 0.78471 116.63043 -0.0870155593
0.90672 1.08279 88.71828 -0.0836464026
1.03036 1.20811 99.9801 -0.6765163212
1.17909 0.85325 100.33451 -0.4010024022
1.08664 0.91646 73.46481 -0.0781190361
1.3532 1.01 88.41546 -2.0927652070
0.89871 0.86478 138.17778 -0.2727556061
0.82981 1.03747 70.44995 0.0264176452
1.081 0.84691 107.69512 0.0132604681
1.08437 1.01848 128.27062 -0.0564212279
1.31391 1.00499 129.5658 -1.5751316907
0.84252 0.88362 92.42721 0.1432160925
1.12578 0.99593 85.53433 -0.1412288838
1.01628 0.93707 137.41096 -0.1173333341
1.09459 0.66483 69.79264 2.1501606049
1.11983 0.75434 66.40065 0.2171864990
1.1884 0.91879 88.88158 -0.5064001668
0.82502 1.03575 140.07804 -0.1218502997
1.40385 0.9721 93.68295 -2.9982463927
0.9944 1.22456 81.34151 -0.6214303756
0.96571 0.9449 114.85182 -0.0033332294
1.15963 0.89194 110.9553 -0.3444964722
1.05217 0.76513 75.87059 0.4313023753
0.8859 1.34409 113.84977 -2.0817856734
1.32061 1.05649 90.66924 -1.6904772839
1.05279 0.78358 98.21498 0.3868326683
1.16004 0.82779 75.25914 -0.3023753607
