c_1 c_2 c_3 e_int
0.6462677052456041 0.49481801346848625 -0.12463209503497351 2.1820554863781183
0.47187602088634273 -0.29175092182872214 0.38430310610296325 2.8637114160202
-0.4630343558083914 0.5018167337583912 -0.0331189612480533 1.4982955913740443
0.4639631331186697 -0.23080197120802504 -0.49854067352952613 3.697581710536988
-0.5478633402417583 -0.08821307170464521 0.4624207121868586 2.580779218450682
0.6571515674508097 0.33069267361356935 -0.5538248430541667 2.3447889320216717
-0.015282957076748191 0.4573058001701207 -0.15618819028502004 1.1446316169772832
0.40492646963622075 -0.10472512451128729 0.048624545654936624 0.3053342588826279
0.20247895737437277 0.579004446632893 -0.08311824643988547 1.7362407890494598
0.10682766414189258 -0.022752797807220084 0.24384238461569463 0.5185790588669981
0.7085223504873326 -0.009610625723802266 0.5435985983512843 2.6357021603197555
0.21208498664409575 -0.1596873208697091 0.3843088384408663 1.9984082800731147
-0.5677949090317723 -0.340809563331241 0.40319002493383743 4.34239802125574
0.07176619744495716 0.5401724880174893 0.4723500299503993 1.8461662798531984
0.6160297951341729 0.20626350543947497 0.18887948704673757 1.197420760433197
-0.052352707377980034 -0.07622532032782642 0.5540301951960749 3.5805443587536625
-0.06832051617599927 0.05271027892439545 -0.1733944430821529 0.2368971420000949
-0.4291802584228965 0.45965353149542565 -0.5083677190850849 1.9075664112760111
0.7695529979962153 0.42611961628534806 -0.24657373882358313 2.3385583355747905
0.35031516963779885 0.19042482236407365 0.5067010579391367 1.701726909977321
-0.720476987274973 -0.18593284091001563 -0.32619058675016466 1.9115652598973678
-0.2669963854844109 0.09447701828777863 0.5459117364931113 2.3256614877029542
0.7597342656659329 0.5573185064156073 -0.02396326694444864 2.7302161283789474
0.6839357767285911 0.3600101811249081 -0.3587119197584204 2.016906656392096
-0.20950012339286916 -0.2447878253658317 0.09865653758447464 0.8155578193159115
-0.6010777883879271 -0.05672687206864527 0.1033141157858413 0.5267587283355506
-0.5210701689903167 -0.18150565105532473 -0.13968597658531412 0.8182140348141311
0.7357763500851175 -0.19237421414075143 -0.49613298891137214 3.0923358469874387
-0.7449915104370108 0.008283598108845186 -0.1287665678070241 0.7362665623777527
-0.3245256986788656 0.038207332633805643 0.22067705797230716 0.5024273403029845
0.7492830440135211 0.28921439806616084 -0.1226631730939675 1.7446372966717174
0.635363406008193 -0.12251805115240928 -0.47579125524728033 2.510502499603196
0.10824719035143701 -0.024873969046341156 0.2525168929736194 0.5596747255124604
-0.139564931518582 0.27810582503520265 -0.45211941179420123 1.3296990759292828
0.27153674364722136 0.41554441814428167 0.5322506828881853 1.8470341692120926
0.6460804163313285 0.47306139417434534 -0.4117500763738776 2.3227367656114284
0.01642694742162673 0.33593408068852537 -0.5910489844953009 1.962272371627874
-0.14614425229294623 0.15962010656052378 0.15471764840465868 0.31240966338337905
-0.07618001388830806 0.15471989517579024 0.3561647595273352 0.8782714517200454
