dis_1 dis_2 ang_1 delta_int
0.7213 0.99708 110.49019 -0.0266177109
1.07945 0.67828 120.55853 -0.0101984034
0.99697 1.04231 123.84202 0.0517803732
1.17968 0.92694 72.44281 -0.2573741216
1.2793 0.85119 90.75214 -0.0832702913
1.05381 0.85068 87.91997 0.0030519164
1.11129 0.96118 104.23464 -0.0006760164
1.26389 0.85756 101.13147 -0.0011473459
1.30246 1.00224 114.71986 0.0699987123
0.9327 1.13005 117.18843 0.0486363856
0.73069 1.09378 81.42514 0.0430841742
0.82571 0.9655 73.5609 0.1597460111
0.95456 0.96791 132.49111 0.0032171798
0.86381 0.81571 102.72759 0.0057681924
1.13428 0.82305 69.44574 -0.1115855093
1.26258 0.87257 70.30424 -0.3436543537
1.18593 0.85917 82.26486 -0.1124946306
1.16178 0.81846 123.94212 0.0595927966
1.34297 0.89286 93.50062 -0.0868801379
1.23925 0.95843 108.60989 0.0284168338
1.06216 0.98112 111.17803 0.0201314872
1.16806 1.0383 82.05967 -0.2166939816
0.97683 0.70954 79.88723 0.1984128618
1.25134 1.03665 90.79714 -0.1502078526
0.7886 1.23236 86.12193 -0.0745664889
1.31837 0.98172 136.05761 0.2077307329
1.04957 1.27169 121.66372 0.1089445404
0.98518 1.27863 120.57337 0.1049013682
0.85589 0.81046 107.92979 -0.0356577309
1.19732 0.79615 104.97454 0.0252928788
0.86294 0.99527 94.3348 0.0188278467
0.86384 0.93583 67.63058 0.2054866562
1.05992 0.72969 82.50059 0.0742081968
0.86905 1.14476 77.73773 -0.1155288651
1.15655 0.96044 108.34098 0.0198413536
0.87866 1.3003 98.12534 -0.0309399682
1.04671 0.79012 130.40132 -0.0281168000
1.11436 0.99827 111.2176 0.0283025273
0.71597 1.09159 100.05989 0.0229445336
0.76252 1.16798 121.6674 0.0508543365
1.07657 1.18059 131.47452 0.1528870864
1.34159 1.10632 74.89433 -0.5246345488
1.08703 0.64072 127.19809 0.0400911527
0.94272 1.21694 124.88265 0.1088262823
1.02396 1.00016 137.49259 0.0745445114
0.87869 0.89958 70.43617 0.2206549645
0.98779 0.75152 119.17589 -0.0592781913
1.20915 0.86189 116.0514 0.0637201290
0.88514 0.77189 123.40855 -0.1418370989
0.85962 0.76679 118.40675 -0.1270044461
1.23632 1.03832 86.19517 -0.2029560789
1.12361 0.91972 131.96433 0.0841405864
0.97208 1.31315 79.76198 -0.3067242302
1.07475 0.93767 71.44837 -0.1383592139
1.28125 1.06406 110.43266 0.0295798337
1.03151 1.27807 120.48668 0.1028842206
1.07034 0.84181 82.8932 -0.0063624120
0.81659 1.1132 135.14327 0.0386073734
1.26977 0.93155 135.97466 0.1825911573
0.75567 1.07138 129.38442 -0.0206220661
1.19303 1.10066 123.50254 0.1114366833
0.82647 0.87345 85.73634 0.1536544163
0.9537 1.07903 86.00937 -0.0728060583
1.04619 1.20944 114.9783 0.0597693943
1.30325 0.88705 72.51865 -0.3660690538
1.08624 1.05318 134.27809 0.1260451752
1.04945 1.05655 134.84973 0.1126914246
1.26252 1.04568 104.92891 -0.0119089505
0.8105 1.02681 96.85626 0.0197144413
0.72283 1.15994 90.17766 0.0057334470
1.00001 0.80696 70.84982 0.1432043066
1.10541 1.2763 99.65574 -0.0778734383
1.02431 0.80888 107.01563 0.0002128061
0.80473 1.2014 121.5631 0.0733611172
1.0544 0.7366 63.6695 0.1546382179
0.92687 1.044 100.23719 -0.0052809368
1.08059 0.77523 143.95754 -0.0155165752
0.79256 1.2253 137.62542 0.1276459798
0.84106 1.26624 118.31355 0.0915810253
1.02952 1.11443 133.791 0.1273897889
0.8616 0.99803 103.45522 0.0034637534
0.99263 1.08506 83.4048 -0.1164357328
1.00264 1.05877 113.5813 0.0292643693
1.21533 1.04303 74.71285 -0.3691788806
1.19153 1.00933 127.7931 0.1240074639
1.1758 0.85172 73.38012 -0.1713887637
0.93468 1.01972 85.77514 -0.0246732860
1.36853 0.9099 127.14515 0.1658563425
1.04705 1.00711 115.84364 0.0345931904
0.90718 1.00868 109.61597 0.0017314058
1.28767 0.87875 97.8945 -0.0318006938
0.81801 0.86968 114.20593 -0.0725499805
0.90506 1.05947 71.43576 -0.0770715451
1.1173 0.88306 110.44554 0.0224705775
1.06405 1.2545 133.64183 0.1825437483
0.98383 1.30019 111.82793 0.0521054945
0.77159 1.1686 68.94835 -0.1200629470
1.16675 0.93293 81.25157 -0.1541029305
1.29448 1.03544 127.28713 0.1479221165
0.86503 1.15061 83.18628 -0.0834601074
1.11963 0.91868 83.49116 -0.0924463521
1.07053 0.94089 101.12739 -0.0076697772
1.39223 0.94257 102.18218 -0.0162174520
0.71969 1.11082 88.41715 0.0292999166
1.04011 0.91075 141.03353 0.0329627929
1.15173 0.82505 80.40131 -0.0742332921
1.04378 0.82816 116.10408 -0.0027702390
0.99439 1.14447 77.48266 -0.2202821786
0.82214 0.95959 88.54469 0.0729282002
0.9496 0.75917 79.11761 0.2022287253
1.01118 1.19205 94.05407 -0.0882489954
1.25721 0.89694 75.829 -0.2713177628
0.78418 1.24459 107.98866 0.0465018429
0.7527 1.06751 131.89277 -0.0288085033
1.20531 0.92084 138.72781 0.1580830237
0.70129 1.1199 107.43172 0.0212867411
1.03918 0.88023 98.78389 0.0016299289
1.26077 0.99153 72.49616 -0.4109362585
1.14075 0.68674 113.13987 0.0312149939
1.14045 0.85763 120.04506 0.0486200248
1.20407 1.20697 76.27393 -0.4627376477
0.8216 0.99489 113.67724 -0.0202399886
0.88504 1.21046 117.00775 0.0686298451
0.84523 0.97316 110.0105 -0.0140420782
1.09319 0.87294 106.30909 0.0101315917
0.88162 1.0717 140.10651 0.0410883590
0.91125 0.73605 104.27651 -0.0056914943
0.99634 1.15041 72.38555 -0.2926840328
0.88525 1.06186 104.38281 0.0043865482
1.06586 0.85746 83.83072 -0.0119584782
0.90694 0.85133 67.59503 0.2856313008
0.99782 1.06987 73.63139 -0.1843150515
1.23222 1.05941 100.27001 -0.0532527429
1.1177 0.85707 80.00219 -0.0670126797
1.2032 0.90429 90.65126 -0.0800249359
0.97291 1.4244 131.69173 0.1978509587
0.89656 1.21023 120.19422 0.0818139522
0.70994 0.99888 106.02287 -0.0048822690
0.8724 1.08606 137.58194 0.0456656703
0.61443 1.00282 114.78641 0.1390268750
1.05375 1.05291 95.10378 -0.0543340292
1.27231 1.06769 128.09898 0.1499862508
1.14156 0.94448 114.63293 0.0440012391
0.74111 1.11514 122.892 0.0129431205
0.85925 1.17279 90.16578 -0.0528546426
0.78881 0.98108 143.99298 -0.1243329908
1.13235 1.20766 107.34213 -0.0020496519
0.9403 0.80444 111.56989 -0.0361655594
0.93709 0.70472 110.96891 -0.0539004596
0.79337 0.8437 109.77475 -0.0566458876
1.26743 0.89959 75.51927 -0.2880267260
0.70479 0.9539 94.3498 0.0791253046
0.93196 0.89906 141.63469 -0.0765913966
1.01126 0.89541 128.40388 -0.0019590991
0.85938 1.13371 83.58818 -0.0654912536
0.94758 1.28006 132.23981 0.1687906919
0.81701 0.934 109.29499 -0.0253711650
1.10846 0.83264 112.02806 0.0204812359
0.68017 1.00031 95.03188 0.0750462071
1.16823 1.22094 130.57646 0.1640402263
1.26129 0.85641 127.86753 0.1294868445
0.94913 1.12141 121.42175 0.0618501050
0.99327 0.78348 137.83423 -0.0975141085
1.32996 1.04374 87.66224 -0.2249884152
1.14055 0.75864 136.86133 0.0401273711
0.97624 1.35549 113.10129 0.0669926975
1.00697 1.27114 130.16812 0.1598121838
0.9836 0.70884 133.33479 -0.1407982350
0.90935 1.31512 109.32763 0.0474197640
1.08549 0.68888 99.84845 0.0333921386
1.09892 1.04715 117.20621 0.0566203204
1.08686 1.0902 107.08405 0.0062522405
1.20901 0.9526 122.43743 0.0961649079
0.72761 0.96463 93.94455 0.0715709155
0.81341 0.85181 122.98652 -0.1391141287
0.84817 1.02248 116.99082 -0.0078964379
0.96337 1.30047 90.26085 -0.1422188334
0.9799 1.14272 104.36896 -0.0021660695
1.24916 0.86926 139.27213 0.1727990827
0.75926 1.03419 93.22567 0.0419866196
1.13285 0.75412 139.23791 0.0311730587
0.9613 1.35473 90.73627 -0.1513485787
0.90201 1.01936 90.75553 -0.0023172211
1.10993 0.79124 140.97807 0.0260523003
1.22397 0.83651 137.46194 0.1387014522
1.11573 0.84104 123.75558 0.0386812035
1.08592 1.12229 117.2872 0.0650941899
0.90417 1.06414 126.76744 0.0333635602
1.05454 0.63824 83.27846 0.2151864171
1.03138 1.14099 135.75072 0.1488977493
0.94714 1.38937 80.87632 -0.3180258886
0.9124 1.19621 83.13285 -0.1448111965
0.9869 0.89715 71.41839 0.0441989367
0.76523 1.19584 110.20686 0.0432691731
1.15952 0.75206 121.23765 0.0435669182
1.14082 1.06346 85.55013 -0.1743192562
1.09354 1.07307 102.92714 -0.0181219139
1.19067 1.11344 121.78812 0.1013358131
1.09788 0.66854 77.22229 0.1092123447
0.94919 0.97268 84.5606 -0.0030587360
0.70138 0.98613 87.07443 0.1271257923
0.73873 1.04969 115.97541 -0.0181054311
1.11352 0.83533 97.45815 -0.0014251920
0.92568 1.33046 135.31404 0.2029006217
1.22722 1.0479 118.69013 0.0848039142
0.82072 0.96454 142.74471 -0.1139538934
1.15773 0.87345 77.58471 -0.1334950050
0.93556 1.02626 130.53541 0.0288179467
0.82141 1.07832 99.15094 0.0078202287
1.23257 0.83363 136.71985 0.1414925107
1.08795 1.13005 100.92331 -0.0387443036
1.20267 0.9296 120.55492 0.0836260911
0.96086 0.84989 101.19035 0.0100318610
1.06124 1.21727 117.96752 0.0791065766
1.10905 0.79097 98.13602 0.0101995173
0.5795 1.04055 106.04597 0.5354426147
1.09608 0.64423 96.08854 0.1160915376
0.83229 0.87916 78.23405 0.2274906714
1.02725 1.12478 118.38159 0.0643184196
1.25809 0.86815 92.86312 -0.0651397404
0.84836 0.97366 93.17594 0.0342155506
0.79413 1.09448 107.53766 0.0130458522
1.00595 1.02404 123.36838 0.0468675388
1.16134 1.20568 91.8085 -0.1706828983
1.01919 1.36199 93.2393 -0.1430841198
0.95202 1.18031 116.38509 0.0608667436
1.1822 0.977 76.23013 -0.2569784426
0.84232 1.04105 117.95677 -0.0017286188
1.10268 1.15066 123.46622 0.1052627197
1.01827 1.15257 94.78385 -0.0736917739
0.97391 1.14768 97.67781 -0.0398225196
0.96227 0.76171 80.26517 0.1730351210
1.05812 0.86582 107.95318 0.0071428053
0.93286 1.21879 86.62888 -0.1352629410
1.35703 0.91274 91.84918 -0.1171665542
1.27095 0.87569 99.91657 -0.0141449797
1.24478 0.86086 81.50862 -0.1640413445
0.75025 0.94107 104.49081 -0.0027501358
1.10238 0.78423 112.70593 0.0157986150
0.99178 1.28864 124.57739 0.1303532974
0.70432 1.0129 73.38633 0.2130002342
1.28486 0.9457 115.64363 0.0787403375
1.06037 0.79493 132.45471 -0.0165811864
1.18357 1.04667 93.92771 -0.0990367229
0.97614 0.79854 73.49164 0.1757868120
1.36234 0.99573 87.10158 -0.2229229405
1.11718 1.09704 115.98247 0.0582963592
0.92884 0.945 96.6115 0.0105138123
1.10488 1.0919 132.59385 0.1399512858
0.96874 0.87279 84.60017 0.0534038950
1.15578 1.17506 103.83388 -0.0319750277
1.19514 1.02527 128.47994 0.1313327357
1.07799 1.07014 119.77927 0.0679132227
0.88045 1.29984 76.11849 -0.2947619972
1.05003 0.78061 69.68666 0.0882072846
1.32464 1.02446 129.33553 0.1659504893
0.96466 1.00416 124.39996 0.0242085536
0.97345 1.35986 92.27639 -0.1371553059
0.99116 0.94646 92.0478 -0.0079934797
0.95572 1.32341 97.06448 -0.0676164167
1.08711 1.2714 132.86532 0.1820608766
0.74421 1.14218 117.12788 0.0298398105
0.8992 0.8936 94.32811 0.0404059658
0.94387 1.19067 70.9807 -0.3082840085
1.08247 1.15238 130.43297 0.1406260035
1.02321 0.92249 140.72528 0.0263864539
1.03943 0.70902 144.69584 -0.1119199763
0.97136 1.19735 97.79359 -0.0467937953
1.07057 0.90208 121.80816 0.0298876093
0.79706 1.00041 104.80692 0.0022110859
1.20852 0.8455 96.92126 -0.0200947374
1.09859 0.76303 136.74098 0.0013281109
1.19042 0.73456 90.49574 -0.0095001470
0.97485 1.38596 133.05503 0.2022190820
1.15161 0.80037 83.1493 -0.0458772205
0.80904 1.211 100.13127 0.0047380389
1.04787 0.73127 118.86389 -0.0281679962
1.1505 1.05781 116.2267 0.0607336339
1.05086 0.82205 137.00184 -0.0143721594
1.06414 1.18852 91.20239 -0.1345919799
0.64636 1.06 147.07851 -0.0621979604
0.97456 0.77084 111.05356 -0.0278456611
0.93443 1.021 87.86285 -0.0217282160
1.10824 1.25368 88.3678 -0.2142806764
1.00531 0.93503 136.10363 0.0180087425
0.84654 0.91955 114.47702 -0.0448939573
1.12527 1.0639 112.74113 0.0392274386
1.07289 1.20359 87.42224 -0.1888468907
1.02944 1.26183 108.66701 0.0207889214
0.92308 0.72679 136.3874 -0.2132285612
1.32147 1.02069 92.59001 -0.1424643222
1.09641 1.19591 113.25612 0.0460456788
1.00961 1.11422 126.0114 0.0896885224
0.95285 1.27775 74.52034 -0.3569507104
1.20905 0.77028 126.62831 0.0853051917
1.03112 0.71238 112.86038 -0.0233891528
0.68812 0.99738 104.15775 0.0106951950
0.82808 1.00857 79.05051 0.0695801523
1.06856 0.62292 125.63407 0.0953416878
0.89162 1.28598 113.969 0.0735100344
1.17561 1.06341 82.70452 -0.2294734023
0.98316 0.79292 132.99648 -0.0886367150
1.1731 0.7638 84.22764 -0.0363221949
0.95592 1.31815 111.97085 0.0586918090
0.72683 1.07492 91.74505 0.0393267604
0.96133 1.14364 131.04149 0.1067782649
0.90592 0.91549 98.80309 0.0157265536
1.35809 0.98357 134.51079 0.2069694021
0.84938 0.83739 120.39864 -0.1110744662
0.96755 1.20249 78.56512 -0.2375043349
1.22075 0.85203 78.32819 -0.1724110321
1.20281 0.77315 86.08077 -0.0506834221
1.03979 0.70489 142.48439 -0.1073905510
1.14188 1.0132 103.83171 -0.0090731523
1.2732 1.10183 83.18255 -0.3025314698
0.68654 1.01187 135.1834 -0.1220718323
0.99537 1.32403 135.59715 0.2069265506
1.02198 1.21914 109.60454 0.0270947861
1.21812 0.92494 74.30328 -0.2755889958
1.27615 1.06217 117.67606 0.0824457636
1.09882 1.23003 74.76223 -0.4295300030
1.08021 1.16361 114.13175 0.0505438579
0.95021 0.72168 131.57089 -0.1611906886
0.66464 0.96123 102.07561 0.0443273373
1.14698 0.94245 126.70183 0.0878805038
1.14888 0.77271 133.72047 0.0511669387
1.1834 0.81781 118.73666 0.0594067916
0.86369 1.27086 94.01653 -0.0567675594
0.96594 1.03242 80.00295 -0.0738733952
1.15842 1.07201 102.15121 -0.0304719099
0.96309 0.9682 85.54437 -0.0090165548
1.07976 1.05064 79.10229 -0.1922937842
0.91345 1.00211 72.77649 -0.0010466688
0.98192 0.76089 66.81823 0.2775529826
1.22279 1.19758 83.78888 -0.3177822782
1.37451 0.94962 117.38059 0.1030609073
1.04833 1.16066 74.94145 -0.3171399311
0.8859 1.03389 133.66652 0.0090264674
1.12264 1.19621 121.33064 0.0993031360
1.24492 1.02574 122.39335 0.1094940609
0.87716 1.29814 103.1376 0.0088474280
0.74117 1.1307 76.80656 -0.0053612374
1.14953 0.95652 123.83577 0.0820471523
0.93103 1.3017 111.68661 0.0582659881
0.88588 1.20095 127.92142 0.1048391731
1.23515 1.00149 125.16384 0.1217973081
1.29364 1.14303 81.58085 -0.3675061459
1.20951 0.97606 107.92407 0.0202273346
1.0349 0.80063 71.60844 0.0857355043
1.08814 0.66851 93.92546 0.0697037458
0.92093 1.22792 70.09955 -0.3477180719
0.84942 0.99517 115.60082 -0.0174195972
1.02959 1.03857 133.81189 0.0904963049
0.88298 1.29975 103.34718 0.0091076960
0.80933 0.92955 69.29668 0.2887805806
1.17881 1.18913 84.37755 -0.2797260835
0.89391 1.06822 133.75482 0.0390202043
0.83065 0.95193 96.65254 0.0321482120
1.14646 0.70143 129.16436 0.0262872405
1.12114 1.15811 85.4139 -0.2168441520
1.02692 1.01009 92.55274 -0.0445572196
1.178 1.18722 127.21508 0.1394743383
1.14014 0.94192 122.41679 0.0705728267
1.07826 1.31656 86.02223 -0.2627687584
1.29264 1.01298 108.08079 0.0192751269
1.12767 1.08688 82.60349 -0.2147025262
1.15494 1.10669 132.98186 0.1611061933
1.3598 0.90831 92.11016 -0.1127697146
1.07694 0.80315 123.95696 0.0043423831
0.9889 1.09323 119.47099 0.0543601310
1.10304 1.28631 130.04932 0.1645880263
1.01894 0.95487 89.06839 -0.0287718338
0.96603 0.88052 67.40581 0.1197136550
1.08724 0.82548 131.74917 0.0198054796
1.05309 0.82089 131.89918 -0.0097638930
0.92876 0.89128 101.68059 0.0069553702
1.15901 0.73901 82.24906 -0.0200610398
0.90022 1.27222 86.86956 -0.1422397959
0.96891 1.29201 108.24734 0.0280085396
1.02672 1.20214 87.29462 -0.1670916071
1.31068 1.02965 117.06726 0.0838497590
1.14173 0.91347 89.61872 -0.0660298826
1.32653 0.90338 127.42733 0.1559111870
1.00948 0.71679 105.83842 -0.0022195663
1.15609 1.24183 132.74703 0.1804940573
0.92564 1.30133 132.19995 0.1742421118
0.90831 0.92756 68.32439 0.1392079646
1.13136 0.91296 126.36635 0.0716031304
0.72736 1.11205 136.87859 -0.0027775827
0.9607 0.68962 88.13381 0.1454103014
1.12087 1.10728 111.70965 0.0338492942
1.18509 0.82656 77.3976 -0.1275748741
1.00504 1.11582 93.11298 -0.0706063903
0.85322 1.07626 74.4579 -0.0350863148
0.96155 1.28291 96.12281 -0.0728564212
1.24714 0.79897 117.05017 0.0798902269
0.90093 0.93869 141.51881 -0.0682607562
0.96875 0.69902 122.10746 -0.1045204683
0.89344 1.00441 74.42215 0.0191673602
1.07772 1.17157 78.30097 -0.2995119064
1.02917 0.83444 98.24435 0.0119448822
0.67243 1.08823 102.98655 0.0405900175
0.8919 1.07297 74.81192 -0.0685568377
1.35773 0.94874 114.58231 0.0822923526
0.79493 0.92419 87.85441 0.1160389508
0.86609 1.30292 89.02573 -0.1147925297
1.00223 0.79851 130.69442 -0.0625290127
1.12389 1.04001 102.9259 -0.0168555639
0.88076 0.8637 139.42928 -0.1538018964
1.10241 0.8178 86.16332 -0.0119163331
1.13638 1.16659 126.88806 0.1319525641
0.93349 0.85968 74.24466 0.1607432906
0.78588 0.88864 97.17295 0.0535232059
1.26708 0.81483 84.51073 -0.1213795151
1.28383 0.9355 104.16838 0.0035065575
1.32929 0.91208 112.31025 0.0688412086
1.00765 1.20383 136.15373 0.1712268505
0.8695 1.1304 115.47004 0.0366656875
1.06742 1.22232 81.67537 -0.2765831510
0.93591 0.79708 124.10402 -0.0951677712
1.31832 1.01765 124.51129 0.1344202553
0.86864 1.15293 119.28184 0.0540229101
0.67474 1.04003 111.79099 -0.0042557261
1.1678 0.97124 95.45461 -0.0579411119
0.92433 1.34266 124.02214 0.1409103575
1.07954 1.08371 78.09007 -0.2310501909
1.04612 0.81859 80.76378 0.0327093568
1.16467 0.83843 131.35904 0.0808847013
1.20369 0.7812 122.84676 0.0753718338
1.05485 1.06495 76.59511 -0.2086785798
0.75843 0.9411 93.69045 0.0746232701
1.04714 0.64934 77.4826 0.2243878951
1.12282 0.88418 99.27374 -0.0084158972
1.27077 1.08669 74.22626 -0.4668724341
0.84871 1.05339 122.4242 0.0050760063
0.84096 1.14814 82.07848 -0.0728035551
1.08541 0.86827 107.3866 0.0109225100
1.10691 1.05467 80.28243 -0.2047384250
1.14487 0.90784 88.04666 -0.0742753650
1.13853 1.2471 91.00948 -0.1872109919
1.24867 1.03952 101.77256 -0.0370096313
0.88176 0.83676 82.21154 0.1750583535
1.04631 0.88941 72.27134 -0.0364925318
0.71287 1.1411 136.31782 0.0215679123
1.13741 0.88585 123.13983 0.0597262946
1.24541 0.92525 78.04022 -0.2500872654
1.05194 0.80416 105.97239 0.0060448035
0.87883 0.83758 81.01735 0.1901640132
1.17168 0.77241 134.11892 0.0708065091
0.9969 0.69515 126.51886 -0.1020692139
0.95233 0.81941 110.52385 -0.0252390592
0.98966 0.83403 139.06084 -0.0684893687
1.12661 0.85434 116.81966 0.0360667050
1.15509 0.76862 121.8334 0.0443630819
1.20966 0.76565 114.65939 0.0587184745
1.10882 1.06216 125.60973 0.0996509939
1.25886 0.9341 93.77375 -0.0811809834
1.2514 0.90033 70.75675 -0.3474334505
1.06945 1.22751 85.76525 -0.2206053782
1.09319 1.17922 82.27627 -0.2563636741
0.90367 0.89419 113.41074 -0.0322149282
1.08915 1.02273 107.01862 0.0077856618
1.10621 1.07555 136.2368 0.1525195757
0.89956 1.17371 81.62615 -0.1340095162
1.16203 0.7401 70.80189 -0.0696225535
1.25286 1.02357 110.79442 0.0367593475
1.02207 1.08329 110.50576 0.0229504884
0.86346 1.31693 111.60832 0.0693294920
0.72133 1.01489 75.65284 0.1739022064
0.90408 1.27476 71.29368 -0.3704434995
0.94893 1.1684 75.41285 -0.2288716116
1.18404 0.93555 97.79455 -0.0353419857
1.07471 0.73001 114.28625 -0.0042400664
1.01885 0.91958 105.5584 0.0021863842
0.91172 1.20494 78.97485 -0.1937899795
1.00053 1.33242 115.08945 0.0754676217
1.23698 1.12044 130.17156 0.1607108672
0.99098 0.79481 94.20985 0.0419261910
1.0371 1.24189 131.16509 0.1610888952
0.96408 0.84087 71.42645 0.1581163225
1.21053 0.91177 105.95275 0.0161665467
0.92434 0.82723 126.30479 -0.0957008323
1.17388 1.13743 77.44437 -0.3619980628
0.65641 1.06571 101.06226 0.0700288686
0.95513 0.84014 93.09412 0.0444796064
1.2431 1.16784 87.40721 -0.2516395926
0.73181 1.17359 124.09714 0.0505621348
0.82295 1.09048 94.14393 0.0020443213
1.02275 1.31105 82.97698 -0.2813254493
1.08407 1.26971 108.79477 0.0134893472
1.2432 0.81992 112.93733 0.0624718224
0.85111 1.13773 100.55786 0.0006680906
0.78473 0.85529 133.8738 -0.2246570804
1.23041 0.8862 86.67941 -0.1172391235
0.96551 1.00092 108.8984 0.0057692555
1.02929 0.91206 137.32392 0.0224141469
1.136 0.71286 109.0553 0.0235890081
0.98888 0.65877 114.74739 -0.0256651706
1.07137 0.99696 127.23962 0.0728918104
0.96874 1.23904 105.69621 0.0077739549
0.73927 1.17233 123.90366 0.0512381539
0.94367 1.3614 126.69107 0.1594955624
1.23308 1.02623 108.53867 0.0197527743
1.03145 0.7383 82.528 0.0971465263
1.20587 1.01702 124.49607 0.1122591881
0.92794 0.91595 106.22848 -0.0046742685
1.01661 1.36856 135.09369 0.2117109472
1.08387 1.09288 136.65646 0.1523302053
1.25875 0.84932 77.7935 -0.2113930156
1.08233 1.29992 95.56345 -0.1225359704
1.11651 0.70776 107.29051 0.0192070765
0.8749 1.11198 126.00161 0.0494115000
1.07137 1.10733 136.41538 0.1522211418
0.86104 1.1567 91.09226 -0.0424530159
0.89526 1.12413 125.66019 0.0612292560
1.25202 1.12929 130.48833 0.1647177482
0.89876 1.25537 83.13439 -0.1752225398
1.38072 0.95837 90.00383 -0.1674953431
1.05425 0.82113 68.76644 0.0320751812
0.72021 1.16709 97.72245 0.0180730755
0.71434 1.00462 92.17541 0.0717455785
1.06728 1.21818 83.78854 -0.2424295939
1.29464 1.06267 88.42329 -0.2088385873
1.15037 0.91609 127.74292 0.0859295176
0.79872 1.13906 71.85136 -0.0813461575
0.86515 0.97602 109.06423 -0.0086178353
0.94642 1.13942 113.3344 0.0387315803
0.6955 1.05557 109.18821 -0.0002488854
1.01826 1.3927 134.38121 0.2088374036
1.36973 1.03176 82.09124 -0.3336447167
1.22047 1.02032 133.53475 0.1660018227
1.12811 1.23753 85.70566 -0.2567606110
0.96453 0.7843 78.89644 0.1628174531
1.25121 0.93039 115.84341 0.0740813761
0.79235 1.11124 90.88012 0.0021904333
1.11353 0.89117 74.03976 -0.1234216146
0.91356 1.02263 122.19665 0.0113471309
0.83838 1.15408 137.16874 0.0846669842
0.91999 0.85313 123.67973 -0.0748568650
1.26583 0.94019 97.75327 -0.0485893432
0.99544 1.05372 132.38176 0.0777084659
0.75996 1.09981 65.01385 0.0132811597
1.00489 1.26614 107.04329 0.0122278284
0.81162 0.97089 123.86822 -0.0629124190
0.973 0.96807 129.28605 0.0135778713
0.67588 1.07814 84.83069 0.0935013201
1.04076 1.12648 109.68619 0.0222801361
0.83424 1.26119 117.31078 0.0856412945
0.75927 1.11708 81.86166 0.0048614609
1.01983 0.96372 107.86746 0.0060883978
0.89639 1.24025 117.01104 0.0775838535
0.87895 1.22804 77.87894 -0.2032118494
0.90355 1.11388 133.79342 0.0756669472
1.0571 1.1184 133.60105 0.1381088649
1.3064 0.95524 104.95052 0.0057541239
0.92051 1.37042 128.06227 0.1710694565
0.90969 1.1596 79.87054 -0.1442510403
1.01865 0.81769 116.11796 -0.0161450977
1.20249 1.0426 86.2382 -0.1878752233
1.07418 1.18045 105.50685 -0.0073522095
1.12608 0.94741 132.24327 0.0967482908
1.12854 0.75691 142.7022 0.0287391437
1.09678 0.98546 113.26713 0.0330765422
1.16108 0.98581 117.34229 0.0630799128
0.834 0.89979 138.48514 -0.1587442331
0.89577 1.07453 77.97284 -0.0625766431
1.32169 0.9099 127.95623 0.1573089949
0.90402 0.9831 101.18407 0.0033925067
1.02594 1.33137 102.98795 -0.0290788261
0.7667 1.10844 104.69252 0.0167735594
0.71138 1.03212 142.79558 -0.1147249372
1.14849 0.90625 86.99667 -0.0818761685
1.21376 1.20269 85.41586 -0.2873985720
1.21652 1.00677 101.16401 -0.0318251628
1.32932 0.97998 113.53504 0.0672324168
1.06269 1.17217 97.09213 -0.0721004316
0.76488 0.8957 100.58053 0.0258791335
1.11981 0.91608 124.86342 0.0629878281
0.80964 0.88126 83.2097 0.1880638323
0.85372 1.22938 124.49521 0.1013807957
1.28731 0.90787 122.55996 0.1183929600
0.94546 1.27674 113.75484 0.0660846754
0.73457 0.99971 85.36204 0.1111324564
1.05132 1.35697 82.47157 -0.3310014541
1.08045 1.17251 101.72666 -0.0370301799
0.7747 1.09484 136.67259 0.0033678819
0.806 1.16373 130.73651 0.0692987855
0.94504 1.30052 124.50001 0.1326322408
0.91671 0.90415 94.6034 0.0301714366
1.22889 0.76953 98.41991 0.0064915903
0.73146 1.10774 138.34449 -0.0063485477
1.11809 0.86866 111.30658 0.0240500456
1.20101 0.9739 115.65529 0.0625668374
0.83738 1.17278 95.10538 -0.0204216037
0.80056 1.06902 97.00967 0.0137845895
0.76359 1.01015 70.80162 0.1781477291
1.22813 0.7829 84.83203 -0.0786864049
0.72354 1.07549 70.3337 0.0973305590
1.21388 1.01443 118.82535 0.0830277872
1.28307 1.10287 75.08986 -0.4709306578
1.0232 0.99307 111.10222 0.0155297086
1.16732 1.04823 115.83099 0.0602025547
1.07717 1.00795 98.59071 -0.0299219286
1.23559 1.02889 74.90694 -0.3726755336
0.8422 0.91411 73.20508 0.2228151470
0.94765 0.9309 123.74104 -0.0189748886
1.10957 1.20118 123.1403 0.1107174179
1.04225 1.09221 97.54338 -0.0462509483
1.05737 1.17911 130.37562 0.1425992377
0.97232 0.94136 90.5035 0.0018181536
1.13931 0.86531 95.97815 -0.0179623760
0.96958 0.96873 85.35882 -0.0137965452
1.03261 0.9742 94.39697 -0.0276499597
0.97722 0.78612 100.40987 0.0192501011
1.2982 0.9907 133.83656 0.1882498732
1.00325 0.79497 96.7187 0.0286306012
1.1261 0.96383 117.3866 0.0522320149
0.79587 1.18643 125.66345 0.0730467996
0.64951 1.01535 112.52961 0.0189258643
0.8089 1.06943 128.82361 -0.0006414875
1.14989 0.93561 96.1565 -0.0390584762
1.01211 1.37472 80.17628 -0.3628932147
1.1873 0.93358 75.56069 -0.2336618315
