dis_1 dis_2 ang_1 delta_int
0.91961 1.21229 78.82098 -0.2075871144
1.05686 1.10984 78.07292 -0.2345757033
1.02807 1.3245 107.95107 0.0156287160
1.34857 0.9506 97.59707 -0.0634364245
1.00218 1.15328 95.89957 -0.0605818516
0.70578 1.04285 80.15737 0.1188163857
0.97361 0.86586 96.51821 0.0191966252
1.21301 0.99734 101.41984 -0.0275256255
0.89687 1.27867 71.83086 -0.3590920836
1.06504 0.66609 79.75795 0.1451469550
0.94191 1.20063 119.61062 0.0798934854
1.07242 1.1748 129.53866 0.1396725877
1.05742 1.10077 109.9303 0.0223663483
1.0493 1.04847 72.10716 -0.2329309244
0.84081 0.86401 128.02566 -0.1397192102
1.08741 0.89472 105.38577 0.0069237280
1.24619 0.97006 81.30796 -0.2357768988
1.33879 0.9074 86.35404 -0.1812910230
1.07711 1.20808 128.00093 0.1390006227
1.04113 1.13653 126.12544 0.1052055538
1.18945 1.03586 83.71843 -0.2081798695
0.8654 0.87604 73.45415 0.2459739855
0.75824 1.12649 136.34705 0.0264675904
1.03878 1.24357 92.58003 -0.1278194215
1.09892 1.05219 86.32943 -0.1372341569
0.98906 1.16808 122.20673 0.0872379493
1.1353 0.71347 115.7926 0.0223441235
0.97708 0.84223 89.35161 0.0487635276
0.88769 1.28056 128.27082 0.1428657423
1.31043 0.86606 132.38539 0.1737307711
1.17083 0.89953 99.69071 -0.0145105102
0.80889 1.05449 114.43973 -0.0007352427
0.91116 0.7595 110.79374 -0.0505345734
0.83637 1.19977 84.94669 -0.0889522275
1.29088 1.00297 84.48432 -0.2356737256
0.91528 0.95417 105.10571 -0.0011245829
1.23057 0.84862 91.4358 -0.0613364099
1.16461 1.17994 127.73877 0.1415564164
1.0573 0.8709 138.37474 0.0207321091
1.12974 0.81795 82.27028 -0.0422666881
1.09182 1.04859 90.31415 -0.0987291866
1.17424 0.74256 95.93411 0.0091225513
0.97096 1.09196 70.13808 -0.2141363903
0.85562 0.85673 137.85167 -0.1791157195
1.10091 1.17475 89.67926 -0.1616038446
1.17863 1.2805 75.43102 -0.5191875888
0.81554 1.12054 94.87195 -0.0028268312
0.93425 0.72848 123.57628 -0.1291472469
0.8737 1.29551 84.38702 -0.1694085872
1.16463 0.79625 141.4548 0.0834326925
0.95478 1.00095 130.17469 0.0230895532
1.11504 0.93772 125.28603 0.0678620467
0.93139 1.17402 117.38588 0.0620595982
0.98069 1.11982 89.69449 -0.0856772935
1.02971 0.6155 135.69873 0.0526204104
0.68829 1.08722 106.94186 0.0181878758
1.01986 1.33809 110.24749 0.0362782778
1.10213 0.68185 129.6541 -0.0110670756
0.85244 1.28346 97.43299 -0.0273112948
0.8691 0.97651 134.49392 -0.0482557618
1.23543 0.81145 130.87896 0.1192989907
1.35466 0.91019 78.59956 -0.3161298308
1.06999 0.77756 142.21455 -0.0248520335
1.12203 0.96926 91.88152 -0.0675330324
1.18769 0.92293 85.23004 -0.1263043526
0.95609 1.00581 132.4916 0.0287821089
0.73462 1.15507 123.75027 0.0384502832
1.32745 1.03903 112.96732 0.0538905210
1.19172 0.99416 131.66937 0.1400444595
0.98516 0.88677 101.36451 0.0047963857
0.76881 1.21112 129.55632 0.0922990062
0.7284 1.09761 81.64555 0.0405230941
1.00587 0.95995 88.97902 -0.0248364496
0.80856 0.9072 91.10714 0.0912372200
1.04477 0.65425 76.97586 0.2172579111
1.26378 1.0721 78.0382 -0.3711533690
1.24479 0.84331 105.10894 0.0243034913
0.87748 1.27807 96.75323 -0.0396691440
1.15295 1.07221 102.45012 -0.0276437653
1.08408 1.14877 96.15009 -0.0808262498
0.83891 1.2638 91.79427 -0.0646278169
1.05127 1.10646 113.80519 0.0422371138
1.07364 0.97768 73.59782 -0.1670160890
0.87586 0.97037 107.34901 -0.0052462834
1.24229 0.92807 128.6 0.1334608996
0.82156 1.22871 131.29727 0.1182311995
1.4252 1.01879 76.98342 -0.4693049388
0.89342 1.33951 130.64045 0.1775252671
1.01279 1.26521 105.39024 -0.0020118776
0.94341 1.03465 120.64136 0.0251910855
1.06941 0.85197 113.29997 0.0113588764
1.00807 1.30738 87.5429 -0.2009764504
0.98955 0.69821 137.30281 -0.1553235086
1.39332 0.9487 124.36179 0.1502099514
1.13551 0.86681 114.74647 0.0364179629
1.00296 0.89338 102.7014 0.0024108048
0.88872 1.15286 100.41687 -0.0075596912
1.1832 0.73921 130.22614 0.0652352597
1.19288 0.92515 90.38742 -0.0867985575
1.29534 1.07607 88.73497 -0.2106585671
0.89484 1.21308 102.996 0.0025252212
0.67704 1.04938 116.88675 -0.0193432818
1.38332 0.9453 130.40772 0.1864318962
1.05855 1.19566 104.37069 -0.0147317400
0.95181 0.85316 71.16545 0.1638715301
1.02793 1.3235 108.79215 0.0226570199
1.07837 1.03753 101.66202 -0.0193615478
0.88324 1.04331 115.92732 0.0088649006
0.80327 0.97606 68.91803 0.2082732009
0.97678 1.35428 89.95406 -0.1687137040
0.71423 1.14254 119.22696 0.0258070849
0.99172 1.14071 123.12712 0.0831841979
0.9509 1.05207 120.98713 0.0348800706
0.71731 1.13086 95.94671 0.0218659858
1.05911 1.03467 89.43531 -0.0844473578
0.82341 1.20045 115.55749 0.0578967781
1.25587 0.88768 127.56101 0.1293257644
0.80673 1.00493 140.78357 -0.0758629243
0.97714 1.25807 86.27337 -0.1811263124
1.22008 0.83605 97.32722 -0.0167436157
0.99425 0.81872 131.49944 -0.0598881782
1.12412 0.90606 99.81296 -0.0109835102
1.09272 1.01176 86.39236 -0.1110676242
1.29637 1.03991 131.77194 0.1771817537
1.09552 0.82988 128.71198 0.0265702679
1.13966 1.17351 134.49173 0.1815294312
1.09738 0.75734 101.59296 0.0172618741
1.03866 0.66435 148.41023 -0.1242354337
0.76912 1.12251 114.80558 0.0231480275
1.10582 1.02473 111.85584 0.0312345696
0.77791 0.90401 104.32791 -0.0042884691
0.82499 1.17836 130.33381 0.0840549149
0.84458 1.07231 129.75642 0.0163293871
1.02336 1.11829 105.48101 0.0000454058
0.86029 1.22348 84.87177 -0.1165251233
0.68042 1.12763 119.63727 0.0227941463
1.13325 0.98171 110.38749 0.0265490865
0.89458 1.32264 88.10337 -0.1456731302
1.31427 1.0128 121.73597 0.1165330306
1.32579 0.9867 80.24023 -0.3159012962
0.90164 0.85368 108.96161 -0.0251323483
0.96283 1.20678 106.00227 0.0097994033
1.06224 0.75314 104.35196 0.0117211177
1.30815 0.91493 102.46056 -0.0051645510
1.10945 1.25811 85.95471 -0.2531857108
1.3028 1.04763 100.91221 -0.0529269396
0.99552 0.9854 85.39625 -0.0416587444
1.2339 1.0009 91.35959 -0.1234536635
0.8597 1.18245 113.54166 0.0468390467
1.18198 1.21552 86.81596 -0.2551979734
1.27582 1.09479 100.30309 -0.0681220197
1.08926 0.95002 133.98956 0.0809424728
1.07796 1.01892 89.0782 -0.0882116592
1.02764 1.23014 88.70665 -0.1633553167
0.75253 1.09702 67.62155 0.0299227721
0.76006 0.93987 139.74689 -0.1820038626
0.72877 1.14085 108.20568 0.0244324302
0.92048 1.03968 76.66441 -0.0511219529
0.66695 1.05597 124.62981 -0.0307146265
0.91964 1.17711 90.7948 -0.0754656101
1.02175 0.81 76.54359 0.0785695568
0.97092 1.15267 89.97852 -0.0934033156
1.0771 0.83864 74.41223 -0.0218766592
1.02971 0.82483 79.73357 0.0468358005
0.81811 0.85973 86.70543 0.1592262740
0.7566 0.8885 114.70653 -0.0881389372
1.25791 1.1642 87.59291 -0.2532989783
1.03649 0.60271 95.31753 0.3559193596
0.88555 1.29313 101.24949 -0.0073572614
0.93534 1.07955 85.3776 -0.0653716834
0.75934 0.90214 121.58508 -0.1249868064
0.88743 1.22706 88.39713 -0.1007043625
0.99858 1.15854 128.80832 0.1149182568
0.91097 1.19113 69.97593 -0.2887221636
1.19329 0.93629 92.46665 -0.0751662109
1.10363 0.80888 126.27384 0.0237601958
0.84719 1.0789 127.86427 0.0213566398
0.81496 1.18336 91.27882 -0.0335621435
1.33974 1.03636 133.62871 0.1967730519
1.1102 1.28341 82.64827 -0.3223478769
1.10919 1.11789 91.50241 -0.1229126712
0.7636 1.15041 140.46273 0.0543584847
0.8759 0.92939 130.58077 -0.0740674625
1.03696 0.99493 90.9157 -0.0493625184
1.17432 0.74083 137.24103 0.0651633483
1.0912 0.96659 70.45573 -0.2046103897
0.8804 1.33608 98.4759 -0.0309948507
0.8978 0.8663 123.86137 -0.0819946683
1.01275 0.69277 144.19528 -0.1534807509
1.05029 0.81157 127.70023 -0.0132544369
1.11618 1.31731 78.14795 -0.4371919070
1.12905 1.18897 99.5381 -0.0692232179
1.16151 0.87457 84.97874 -0.0854357689
0.93367 1.30441 100.24851 -0.0285414963
0.75833 1.12622 79.27514 -0.0070823155
0.81432 0.84388 126.12807 -0.1637197044
1.25373 1.01836 100.02095 -0.0482336172
0.80852 0.83807 118.20215 -0.1183788537
1.09822 1.30574 86.72081 -0.2565417253
0.98928 0.87448 79.77816 0.0475836016
1.05883 0.93116 117.73585 0.0266305880
1.04461 1.34373 89.00058 -0.2096611771
0.78414 1.09734 94.13374 0.0124785067
0.92363 1.06584 88.14837 -0.0401650566
1.3563 0.94866 88.96617 -0.1707045203
1.12572 0.98704 114.68273 0.0441475709
1.15204 0.80384 94.30382 -0.0084553934
1.12314 0.8544 70.70316 -0.1198455339
1.15605 0.82321 130.83851 0.0692841949
0.9051 0.73688 109.58734 -0.0493199099
0.96021 1.06673 96.17366 -0.0269579583
1.19566 1.21085 82.95952 -0.3251495818
1.22868 0.97747 121.11006 0.0970351423
1.06434 0.86987 67.30386 -0.0531345834
0.81564 1.00211 116.96496 -0.0258861598
0.80894 1.03068 109.65494 -0.0029046567
0.94099 0.91493 66.70096 0.1115768767
1.22215 1.14921 93.42569 -0.1510967524
0.92877 1.10712 124.36826 0.0593326768
1.002 1.10816 81.77578 -0.1524594353
1.20149 0.78197 120.63716 0.0696258958
1.04324 0.83185 93.90637 0.0136994915
1.06298 0.74187 144.87186 -0.0598600697
1.18606 0.73279 122.06878 0.0566487343
1.20624 0.89661 113.58487 0.0534347281
1.16904 0.82844 120.96085 0.0591745863
1.34926 1.12306 78.27086 -0.4596035113
1.35688 0.92852 99.25366 -0.0398435354
1.26429 0.92085 109.13541 0.0386752801
1.14747 1.10123 103.12837 -0.0262207408
0.98611 0.9734 121.24374 0.0168835829
1.35405 0.9145 83.7502 -0.2305587844
1.19564 0.79586 70.30944 -0.1766541301
1.09379 0.65953 102.59704 0.0615077887
0.87156 0.9777 98.43325 0.0127787462
1.24215 0.82414 117.37479 0.0792054795
0.85159 0.90458 117.07874 -0.0597383176
1.22374 1.14033 81.59255 -0.3245187746
0.99714 0.84288 77.22032 0.0761212848
1.15676 1.14697 108.66567 0.0107070129
0.96594 0.91719 99.38748 0.0052733779
1.05641 1.00401 120.56467 0.0501176872
1.194 1.00933 109.00517 0.0231116140
0.63783 1.03515 116.72971 0.0425860616
1.02852 1.08966 119.82598 0.0625796723
1.09188 1.13717 134.09331 0.1584476471
1.11027 0.76851 105.52051 0.0169963974
0.75767 1.20481 129.08293 0.0845890957
1.348 0.9713 114.63591 0.0780956824
0.94834 1.11729 109.67103 0.0214026605
1.13151 0.71057 134.32799 0.0121578991
0.94007 0.8625 129.58052 -0.0723645234
1.30424 1.04718 90.177 -0.1804699410
0.94017 1.36821 97.7721 -0.0601639626
1.08487 0.69816 73.7257 0.0959613194
0.88634 0.83636 139.38399 -0.1741015078
0.75888 1.06014 94.8652 0.0295579438
1.28427 1.01998 121.87732 0.1128452957
1.21153 0.97952 97.613 -0.0527278201
0.81701 1.22106 119.71174 0.0785008159
0.78872 1.12315 73.72296 -0.0408207157
0.80019 1.0277 92.96229 0.0311750166
1.23582 0.9609 80.97982 -0.2271242870
0.79436 0.86952 82.56833 0.2211144802
1.04563 0.90208 138.27363 0.0299263903
1.10774 0.81489 108.18993 0.0157387984
0.7303 1.13637 135.1809 0.0235950546
1.01551 0.91752 91.67587 -0.0065961518
1.0642 1.13229 114.78114 0.0509732443
1.24964 0.99074 116.30562 0.0745106570
0.99776 0.86404 78.8029 0.0502607958
0.9892 0.94012 72.73918 -0.0167873412
1.05121 0.76711 70.18684 0.0999923278
1.05982 0.84773 125.71441 0.0085551388
0.91255 1.14379 136.1457 0.1055230259
0.8573 1.2555 125.89839 0.1189993147
0.98758 1.0519 139.39148 0.0897895965
1.05906 1.11876 84.99667 -0.1651679125
1.00035 1.10679 120.50705 0.0642554560
1.11264 1.12763 85.45399 -0.1952261044
0.94572 0.79692 96.85969 0.0402750466
1.02003 1.16401 117.46697 0.0669589234
0.87535 0.88304 97.43433 0.0335710137
1.14732 1.06331 105.01418 -0.0076839721
0.88115 0.99236 122.14483 -0.0163043332
0.80341 0.99408 77.48702 0.1168328916
1.27947 0.97179 85.80372 -0.1947658900
0.81319 1.09141 102.81144 0.0100598907
0.75687 0.9623 141.56159 -0.1648642810
1.04145 0.66029 81.50226 0.1739158884
1.12395 1.0613 102.9857 -0.0192831452
0.75571 1.05686 106.47025 0.0069336876
0.62628 1.04108 98.87859 0.1800747123
1.02792 1.12353 83.30165 -0.1662983287
1.07749 0.78454 79.15838 0.0270807910
1.19091 1.03502 136.12951 0.1731207912
0.83893 1.07707 114.41832 0.0125996036
0.96722 0.87243 116.48642 -0.0236423460
0.93234 1.33505 131.79009 0.1835523116
0.95357 0.86247 98.28437 0.0187411505
1.00463 1.0377 136.89508 0.0846069726
0.98361 0.95128 91.33237 -0.0073656361
1.05448 0.77359 121.66136 -0.0162404785
0.80125 1.03072 80.67571 0.0619684497
0.8169 0.82462 96.11862 0.0719109614
0.9178 1.11467 131.16242 0.0760230064
1.05842 0.72956 100.54027 0.0207786242
0.93344 1.07644 116.39852 0.0302797395
1.09841 0.95059 87.10821 -0.0765760060
0.78289 1.07629 134.15389 -0.0089879470
0.80792 1.08856 105.04003 0.0111028353
0.93449 1.35163 76.31877 -0.3740579479
0.958 0.87003 122.97725 -0.0414713953
0.73998 0.90899 101.83979 0.0149313695
0.7428 1.20047 89.94089 -0.0181992594
1.23292 0.85473 119.40631 0.0842612647
0.77073 1.02539 71.79494 0.1357843610
1.07027 0.8003 101.3407 0.0112548870
1.02487 0.84755 108.61494 0.0001113963
1.25796 0.82696 122.9222 0.1062620872
1.00079 1.22461 85.6086 -0.1849105832
0.89718 1.18527 111.0285 0.0381226151
0.84859 1.10815 136.25643 0.0502404442
0.8975 1.31225 72.10685 -0.3925529869
1.32241 0.89764 117.39692 0.1003045262
0.80974 1.24203 100.2084 0.0045602125
1.08317 1.08337 76.46621 -0.2539352531
0.99188 0.78269 130.78019 -0.0801764254
1.0773 0.88691 90.16304 -0.0230733659
1.15578 0.97154 91.40032 -0.0840741666
0.67476 1.13354 119.39045 0.0312273474
1.10499 1.17194 85.4558 -0.2149874144
1.16059 1.09749 90.01154 -0.1505866479
1.0739 0.71042 121.05433 -0.0209976038
0.91556 1.1773 132.92359 0.1170228811
1.08146 1.19738 122.01686 0.1019213617
0.76723 1.1576 113.06885 0.0358080556
1.00541 1.30635 88.66109 -0.1836261136
1.14908 0.81323 117.76393 0.0417881572
1.19169 1.21512 134.29201 0.1913816582
0.73846 1.10474 93.41884 0.0232827560
1.1943 1.13367 76.2891 -0.3971967530
0.96092 0.8025 89.7663 0.0749866107
1.11217 0.7958 84.48401 -0.0093220287
0.79152 1.13008 103.14249 0.0150674645
0.93322 1.14672 83.29403 -0.1221430359
1.04835 0.69093 84.18451 0.1042610002
1.32104 0.89188 127.78996 0.1558888974
1.2659 1.20575 78.24072 -0.4610833094
1.14315 1.04026 124.55509 0.0995100883
0.77262 1.17083 104.93321 0.0249840667
1.15198 1.00853 110.00909 0.0261915914
1.33465 0.90233 86.41514 -0.1761910906
1.31652 0.94949 104.11686 0.0002460568
0.7332 1.12494 86.62625 0.0152570449
1.01149 1.08461 77.27116 -0.1806855552
1.38875 0.94432 81.07019 -0.3122616802
0.95492 0.83887 82.75703 0.0986966417
0.966 1.15516 72.89356 -0.2605726140
1.07871 0.68014 119.8542 -0.0106085844
0.91604 0.69955 105.21718 -0.0135176572
0.83721 0.86609 143.44072 -0.2126659682
0.88236 1.23758 87.9081 -0.1074222010
1.16864 1.18845 93.70055 -0.1436769719
0.90255 0.88523 135.35597 -0.1013195652
1.02758 0.91966 122.89301 0.0163727416
0.91874 0.86377 131.47913 -0.0933359252
1.2054 1.07443 83.49485 -0.2434497480
1.14869 1.19527 104.55552 -0.0271441459
0.87456 1.30148 135.76885 0.1876663489
1.01435 0.6753 139.90468 -0.1351025190
0.89805 1.24564 124.70894 0.1137799263
0.82297 0.9726 92.9343 0.0445457425
0.7867 1.16236 141.65056 0.0776424650
0.99246 1.41593 83.56259 -0.3048357747
1.06334 0.99212 132.02441 0.0803956001
1.28251 1.09449 91.74408 -0.1715291418
0.85238 1.24531 96.21711 -0.0317177498
1.11934 0.73993 114.45093 0.0179390451
0.81357 1.12083 91.81277 -0.0085227790
1.08272 1.03882 123.34994 0.0767606808
0.85811 1.05288 115.24641 0.0071570312
0.72175 1.16313 132.44927 0.0449854531
1.25705 1.13553 94.36709 -0.1447301161
0.97497 1.19736 136.23409 0.1595486343
0.86311 1.16787 76.35439 -0.1458205365
0.89396 1.19626 77.47258 -0.1890173592
0.9063 1.31108 94.94868 -0.0706778423
1.01826 0.93998 91.76781 -0.0166087891
1.15936 1.13462 78.53945 -0.3295372025
0.95889 0.76937 117.26099 -0.0621733002
1.31013 0.95252 134.47446 0.1928141578
1.27216 0.96071 94.07568 -0.0908256737
0.92509 0.94241 99.37732 0.0074181020
1.18105 1.09989 125.47735 0.1215008927
1.29259 0.85189 115.63151 0.0869155637
0.79455 1.10066 107.64551 0.0143855259
0.7633 1.07428 80.04217 0.0453393820
0.98757 1.13835 73.92315 -0.2498279454
1.25736 0.92229 124.55542 0.1192803352
1.05508 1.21429 118.094 0.0795229734
0.81656 1.00513 86.10227 0.0563987950
1.13047 1.02511 74.71478 -0.2679182317
1.02492 0.95328 77.19818 -0.0655477268
0.96723 0.75936 83.69728 0.1390193925
0.95189 1.25229 94.50271 -0.0790807595
0.98276 1.33406 77.08347 -0.3790499298
1.19014 0.83182 76.76499 -0.1419461828
0.77526 1.03505 92.7218 0.0381821525
0.88066 1.0194 86.40053 0.0084809577
1.00971 1.10452 138.48282 0.1325545362
1.25258 1.04478 106.73513 0.0034428734
1.24818 1.04753 113.79095 0.0550182945
1.29171 0.89923 89.15709 -0.1241787027
1.10435 0.72622 115.028 0.0082389061
1.03874 0.64861 86.68628 0.1712750707
1.03437 0.61898 138.943 0.0267282942
0.79204 0.90049 122.49284 -0.1149290516
0.96043 1.40257 129.41415 0.1818362111
0.87292 1.13193 115.02122 0.0365297526
0.88275 0.76775 90.52415 0.1297319598
0.84566 1.26784 125.43709 0.1216322266
1.31165 0.96478 88.34708 -0.1710746540
0.76346 1.1038 129.62783 0.0092978195
1.21961 1.13956 81.62857 -0.3208923039
0.80366 0.86981 84.16869 0.1921042602
1.06241 0.99886 69.9008 -0.2100918873
0.96193 1.1554 107.21831 0.0142067860
1.06103 1.14867 133.39331 0.1497858454
1.19814 0.75401 92.17639 -0.0115428659
1.12783 0.97215 120.24829 0.0644059943
0.86884 0.87081 121.62576 -0.0875543005
0.96391 1.40632 120.61219 0.1257189459
0.77958 0.95758 98.95113 0.0296293163
1.03766 0.89382 96.84903 -0.0021526492
0.90928 0.75936 130.03984 -0.1682291291
0.99883 0.89351 66.57718 0.0369178363
0.94343 0.849 109.98158 -0.0205655182
1.07559 1.31152 80.24642 -0.3630915476
0.7265 0.99216 137.34891 -0.1367394975
1.05505 1.08912 87.17271 -0.1260918780
1.18389 1.12288 132.02033 0.1649108343
1.03855 0.7886 133.92675 -0.0410327685
0.69693 1.12762 126.34956 0.0118946055
0.91865 1.03524 116.79245 0.0143988118
0.84458 1.26811 122.6739 0.1104918074
1.1764 0.79584 103.80249 0.0194097617
1.06682 1.24301 126.11869 0.1330010089
1.11126 0.9038 108.91795 0.0178130039
0.68045 1.08256 91.92077 0.0620992159
1.24926 1.09834 78.61849 -0.3681834254
0.99605 1.23878 93.51073 -0.1008375800
1.1817 0.95314 99.20663 -0.0302616492
1.01077 1.1182 122.18946 0.0762129904
0.72435 0.98439 86.2311 0.1223366305
1.13326 1.23713 134.47414 0.1912361426
1.11017 0.74254 67.18271 0.0125081497
1.40225 0.95922 106.38999 0.0189188974
1.09633 0.89783 88.55589 -0.0422250919
1.0915 0.88116 67.65063 -0.1169562068
0.9303 1.12772 139.2212 0.1113172808
0.85941 1.09474 130.54696 0.0389361004
0.96412 1.39683 114.60394 0.0835951968
0.81451 1.15511 114.00101 0.0374830088
0.97771 1.04815 131.99575 0.0651778210
1.00628 1.11932 92.84092 -0.0740246416
0.95271 1.13074 89.48478 -0.0794275377
1.30289 1.06985 126.15793 0.1407543909
0.94289 1.17157 132.58208 0.1210094337
1.21061 1.02177 113.26561 0.0500383476
1.08558 0.86358 123.12074 0.0277680489
1.21143 0.76296 83.78426 -0.0646316693
0.91757 1.00923 119.21116 0.0056156920
0.9334 0.87566 133.9014 -0.0788443282
0.87988 1.03715 120.70602 0.0065906638
0.87977 0.99373 104.25407 0.0016699307
1.15965 0.7898 80.79584 -0.0559979316
0.91222 1.31982 126.20273 0.1472587634
0.93693 0.80709 94.41027 0.0551108752
1.03083 1.2096 131.86766 0.1550165082
1.0153 1.37668 76.31274 -0.4502912949
1.1902 1.12964 131.02288 0.1605754050
1.07459 1.08664 79.0915 -0.2176668390
0.85635 0.92349 78.8489 0.1421854767
1.19342 1.21113 76.96766 -0.4425556044
1.27088 1.0091 96.28039 -0.0844028340
1.23153 0.85345 102.07645 0.0053396405
1.09464 0.68209 127.41249 -0.0142347042
1.1163 0.68735 71.36402 0.0601940132
0.99868 0.78704 104.33676 0.0040203346
0.92651 1.25924 101.03385 -0.0177886201
1.22535 1.07397 106.28079 -0.0036942290
0.81059 0.86021 90.79071 0.1177187666
0.89921 0.92751 117.40657 -0.0325937340
1.05545 0.67191 80.3634 0.1424292288
0.94674 0.91808 99.38182 0.0077946790
1.03777 0.66924 73.44033 0.2201623475
1.17786 1.18598 84.1792 -0.2807287350
1.25052 0.89297 87.85466 -0.1186452460
0.88063 0.84122 113.44487 -0.0562103595
1.0548 1.29377 132.59471 0.1825941712
0.84368 1.12236 128.78508 0.0497925923
0.69204 0.9312 108.47746 -0.0356304097
0.96032 1.33671 117.71539 0.0986688843
1.09335 0.77546 140.13591 0.0008533431
1.0703 1.1998 91.36024 -0.1393676524
1.07911 0.83403 108.52965 0.0103843207
0.79575 1.15181 135.33361 0.0631288762
0.9777 0.90953 96.73455 0.0073063601
1.12752 1.0789 123.89075 0.0995235679
0.88716 0.84591 90.6163 0.0880965995
0.82735 1.23911 102.5418 0.0131473713
1.12418 0.70869 76.52622 0.0256123594
1.21084 0.98378 121.85357 0.0967652040
0.99944 0.90129 132.3805 -0.0078295629
1.21448 0.93379 98.72304 -0.0327624067
0.96722 0.66109 111.23307 -0.0183949976
1.08835 1.25021 130.08777 0.1603326460
1.21336 1.14269 83.46509 -0.2879200739
0.82355 1.03267 98.06757 0.0137074246
1.14139 0.95874 105.38619 0.0049920126
0.80593 1.16004 101.08649 0.0094577131
0.84844 0.8943 126.83073 -0.1066106767
1.18677 0.88076 136.98194 0.1252437077
0.89771 1.33207 122.31519 0.1301011584
0.90993 1.23927 71.88549 -0.3227293218
0.79052 1.00954 136.18394 -0.0723018333
1.22123 1.06117 129.80472 0.1507432817
0.71861 1.13116 108.3082 0.0218206780
0.98863 1.14309 102.3506 -0.0144547196
0.74066 1.07628 67.2438 0.0865516663
0.93869 0.69221 94.66076 0.0880324968
1.01724 1.09284 103.27954 -0.0099150272
1.02378 1.23836 123.47362 0.1144752058
0.86183 0.91404 139.42422 -0.1224367158
1.12646 0.71958 106.36604 0.0208621939
0.95368 1.05695 68.51618 -0.1519164015
0.74512 1.03978 114.36028 -0.0176468796
0.95321 0.74875 128.16191 -0.1248709261
1.01536 1.00616 92.44632 -0.0392552318
1.02161 1.05546 123.84282 0.0647730565
1.24224 0.95586 92.39416 -0.0979616573
0.99389 1.27756 80.13691 -0.2903347915
1.22488 1.04447 103.11655 -0.0244561621
0.75389 0.91484 134.13376 -0.1886007199
0.65692 1.10829 98.08906 0.0771307090
0.76966 0.99166 104.6378 0.0027507720
0.73145 1.19077 98.15214 0.0153306106
1.19267 1.18306 128.64459 0.1496933759
1.0086 1.23576 86.92543 -0.1783337043
1.05468 1.26938 123.94494 0.1230010483
1.02271 0.9626 114.8834 0.0178715436
1.24574 0.83568 74.30437 -0.2324857174
0.84314 0.92465 75.96737 0.1791762386
0.69242 1.12568 96.11372 0.0329656631
1.20005 0.77145 111.23754 0.0466913441
1.00885 0.98972 136.88706 0.0568640548
1.11311 0.73336 84.31506 0.0230237334
1.17145 0.97434 114.41852 0.0508749319
0.87758 1.11902 109.52464 0.0205731493
1.17604 0.82218 100.40133 0.0040167286
0.86777 1.02315 78.21086 0.0193235794
1.13756 0.83048 92.91861 -0.0172137770
0.95642 1.38365 123.7373 0.1439940641
1.06837 1.09093 126.01813 0.0980020702
1.00012 0.71558 117.40234 -0.0568839378
1.28375 0.85692 119.49165 0.1026242251
0.91366 0.72665 111.80841 -0.0657155733
1.10674 0.77551 92.40193 0.0116286953
1.00451 1.33716 76.81101 -0.4024171737
0.8911 1.11273 96.61962 -0.0172838410
0.75935 1.04177 141.59595 -0.0678759319
0.63645 1.05492 75.49887 0.2744787123
0.83946 0.85451 99.52688 0.0300542493
1.05129 0.91882 73.08733 -0.0753990199
0.79826 0.97833 113.14905 -0.0298510518
1.10827 1.10288 77.5276 -0.2791068850
0.74112 1.15993 99.57946 0.0180133175
0.90863 1.0183 91.88502 -0.0041041705
1.36442 0.99889 126.14602 0.1521442659
0.84905 0.84108 97.36249 0.0483195444
0.83129 0.93909 82.26635 0.1230767803
1.14188 1.18106 103.99027 -0.0292935523
0.79439 1.22706 115.08843 0.0658863673
0.95929 0.67963 116.9158 -0.0778605069
1.18953 0.78471 116.63043 0.0553075061
0.90672 1.08279 88.71828 -0.0389901493
1.03036 1.20811 99.9801 -0.0456578349
1.17909 0.85325 100.33451 -0.0024692285
1.08664 0.91646 73.46481 -0.1180909595
1.3532 1.01 88.41546 -0.2059643011
0.89871 0.86478 138.17778 -0.1309994270
0.82981 1.03747 70.44995 0.0496745685
1.081 0.84691 107.69512 0.0104599358
1.08437 1.01848 128.27062 0.0892537088
1.31391 1.00499 129.5658 0.1657836697
0.84252 0.88362 92.42721 0.0771427034
1.12578 0.99593 85.53433 -0.1280300188
1.01628 0.93707 137.41096 0.0285107087
1.09459 0.66483 69.79264 0.1429306754
1.11983 0.75434 66.40065 -0.0215703673
1.1884 0.91879 88.88158 -0.0940957887
0.82502 1.03575 140.07804 -0.0295254725
1.40385 0.9721 93.68295 -0.1267673456
0.9944 1.22456 81.34151 -0.2361092727
0.96571 0.9449 114.85182 -0.0018082932
1.15963 0.89194 110.9553 0.0328039496
1.05217 0.76513 75.87059 0.0810812848
0.8859 1.34409 113.84977 0.0849882496
1.32061 1.05649 90.66924 -0.1827932953
1.05279 0.78358 98.21498 0.0190651417
1.16004 0.82779 75.25914 -0.1159970435
1.29943 1.08727 93.43502 -0.1511159796
1.15375 0.82945 91.9825 -0.0255195234
0.9051 0.97074 85.72199 0.0271818794
1.15694 1.07746 75.42712 -0.3321660845
0.92682 1.20693 125.08381 0.1038307908
1.21537 0.81278 95.79175 -0.0178933522
0.93088 1.15189 73.2311 -0.2176111426
1.13891 1.11059 93.95947 -0.1064264216
1.00303 1.13603 94.44101 -0.0668724639
0.87686 1.09926 126.60834 0.0436680076
