c_1 c_2 c_3 e_nor
0.6462677052456041 0.49481801346848625 -0.12463209503497351 1.9913434141953177
0.47187602088634273 -0.29175092182872214 0.38430310610296325 2.4599631626536747
-0.4630343558083914 0.5018167337583912 -0.0331189612480533 1.5349845292447444
0.4639631331186697 -0.23080197120802504 -0.49854067352952613 3.0909490062954506
-0.5478633402417583 -0.08821307170464521 0.4624207121868586 2.3517026618455494
0.6571515674508097 0.33069267361356935 -0.5538248430541667 4.170790565586686
-0.015282957076748191 0.4573058001701207 -0.15618819028502004 1.2779505787394967
0.40492646963622075 -0.10472512451128729 0.048624545654936624 0.3545831891599856
0.20247895737437277 0.579004446632893 -0.08311824643988547 1.6883687553358624
0.10682766414189258 -0.022752797807220084 0.24384238461569463 0.5112013782249631
0.7085223504873326 -0.009610625723802266 0.5435985983512843 3.53340231241904
0.21208498664409575 -0.1596873208697091 0.3843088384408663 1.5666101850229912
-0.5677949090317723 -0.340809563331241 0.40319002493383743 3.029873068894216
0.07176619744495716 0.5401724880174893 0.4723500299503993 3.4268065518977657
0.6160297951341729 0.20626350543947497 0.18887948704673757 1.1394948239751819
-0.052352707377980034 -0.07622532032782642 0.5540301951960749 2.936943373188271
-0.06832051617599927 0.05271027892439545 -0.1733944430821529 0.2709462604438469
-0.4291802584228965 0.45965353149542565 -0.5083677190850849 3.6933286112079893
0.7695529979962153 0.42611961628534806 -0.24657373882358313 2.376079886734942
0.35031516963779885 0.19042482236407365 0.5067010579391367 2.7657808652732907
-0.720476987274973 -0.18593284091001563 -0.32619058675016466 1.8344998427092982
-0.2669963854844109 0.09447701828777863 0.5459117364931113 2.9449070314689814
0.7597342656659329 0.5573185064156073 -0.02396326694444864 2.3762149984060756
0.6839357767285911 0.3600101811249081 -0.3587119197584204 2.5432290234787125
-0.20950012339286916 -0.2447878253658317 0.09865653758447464 0.7070604204005863
-0.6010777883879271 -0.05672687206864527 0.1033141157858413 0.5553413806310191
-0.5210701689903167 -0.18150565105532473 -0.13968597658531412 0.7920504691658556
0.7357763500851175 -0.19237421414075143 -0.49613298891137214 3.4108396887140167
