c_1 c_2 c_3 e_har
0.6462677052456041 0.49481801346848625 -0.12463209503497351 2.5616215573
0.47187602088634273 -0.29175092182872214 0.38430310610296325 2.1369741592
-0.4630343558083914 0.5018167337583912 -0.0331189612480533 2.217047074
0.4639631331186697 -0.23080197120802504 -0.49854067352952613 2.6923295614
-0.5478633402417583 -0.08821307170464521 0.4624207121868586 2.1870707138
0.6571515674508097 0.33069267361356935 -0.5538248430541667 3.8840757052
-0.015282957076748191 0.4573058001701207 -0.15618819028502004 1.7825073487
0.40492646963622075 -0.10472512451128729 0.048624545654936624 0.3295910817
0.20247895737437277 0.579004446632893 -0.08311824643988547 2.6560861468
0.10682766414189258 -0.022752797807220084 0.24384238461569463 0.4957112281
0.7085223504873326 -0.009610625723802266 0.5435985983512843 3.0624349292
0.21208498664409575 -0.1596873208697091 0.3843088384408663 1.4381345784
-0.5677949090317723 -0.340809563331241 0.40319002493383743 2.6298386903
0.07176619744495716 0.5401724880174893 0.4723500299503993 4.0072441952
0.6160297951341729 0.20626350543947497 0.18887948704673757 1.1348156496
-0.052352707377980034 -0.07622532032782642 0.5540301951960749 2.5049312821
-0.06832051617599927 0.05271027892439545 -0.1733944430821529 0.268224167
-0.4291802584228965 0.45965353149542565 -0.5083677190850849 3.927470761
0.7695529979962153 0.42611961628534806 -0.24657373882358313 2.6859995773
0.35031516963779885 0.19042482236407365 0.5067010579391367 2.5005661553
-0.720476987274973 -0.18593284091001563 -0.32619058675016466 1.834078197
-0.2669963854844109 0.09447701828777863 0.5459117364931113 2.5521753555
0.7597342656659329 0.5573185064156073 -0.02396326694444864 3.1621675914
0.6839357767285911 0.3600101811249081 -0.3587119197584204 2.662340924
-0.20950012339286916 -0.2447878253658317 0.09865653758447464 0.5934853292
-0.6010777883879271 -0.05672687206864527 0.1033141157858413 0.6110228677
-0.5210701689903167 -0.18150565105532473 -0.13968597658531412 0.782803323
0.7357763500851175 -0.19237421414075143 -0.49613298891137214 3.0021139835
-0.7449915104370108 0.008283598108845186 -0.1287665678070241 0.9031227591
-0.3245256986788656 0.038207332633805643 0.22067705797230716 0.5469820328
0.7492830440135211 0.28921439806616084 -0.1226631730939675 1.5339261051
0.635363406008193 -0.12251805115240928 -0.47579125524728033 2.4859555449
0.10824719035143701 -0.024873969046341156 0.2525168929736194 0.5313669659
-0.139564931518582 0.27810582503520265 -0.45211941179420123 2.2501704386
0.27153674364722136 0.41554441814428167 0.5322506828881853 3.680244473
0.6460804163313285 0.47306139417434534 -0.4117500763738776 3.6342590329
0.01642694742162673 0.33593408068852537 -0.5910489844953009 3.6530708517
-0.14614425229294623 0.15962010656052378 0.15471764840465868 0.4145764681
-0.07618001388830806 0.15471989517579024 0.3561647595273352 1.2051219178
-0.16603548412075272 -0.22669396052061472 0.4851912739969974 2.3125908014
0.30502400278292374 0.5043775985460174 0.4734799992780354 3.8539931873
-0.4074037784777143 0.14342267329261457 0.3853662800843909 1.5750797168
0.7855346302063057 -0.20940160236758876 -0.13927969021769152 1.3439706566
0.612068888650217 0.5839316037915558 0.5960826595005311 5.9512419367
-0.5364272896372804 0.16356055989005078 0.012974822238464925 0.6035024522
-0.2517779675651019 0.5000567407303903 0.28044657006850027 2.614988342
0.3437646922864906 -0.14772317232624355 -0.5338113611161648 2.6104915396
0.6270631116455226 0.3084970733210976 0.4849311006399712 3.1499762374
-0.10678047542864988 -0.16677032854527818 0.10695777952594195 0.3184353095
0.16902536030977217 -0.30504026470983203 0.5625844478560558 3.2792088646
-0.4563460608581528 -0.102621818892919 0.5816667497404185 3.0770668181
-0.26579652327394837 0.34874114327934436 -0.3982965779149771 2.2907472082
-0.06072991248161191 -0.037220498480930446 -0.25860781817216755 0.5509670484
0.11948265153829418 -0.3940562243039752 0.33600723365414314 2.1018402155
-0.6194065074157076 -0.23687304786211658 -0.209411916497026 1.3089917942
0.1253442315661599 -0.040793052157035097 0.1066156801989462 0.125409639
0.7111973775331634 -0.29874966244798085 -0.5121779008739722 3.4787177098
-0.7984332469761972 0.4619953116006109 -0.3924106045021548 3.736533854
-0.3508343615330789 -0.09530127230815903 0.4821219296771916 2.1002790604
0.5689823899327378 -0.3070631937401713 0.05995318238010318 1.193321304
0.3117455236958312 0.5480143703320418 -0.2395263170936712 2.872947714
0.04054885425459103 0.04118663497486652 -0.3807949808139206 1.1758736054
-0.0013341962682661898 0.16750604983504616 -0.014951784569325353 0.2147039049
-0.30096353318764457 -0.12061829818478825 -0.5536445569017299 2.6896649771
0.2533747448931695 0.20355298044178818 -0.18186872169085364 0.6682254913
-0.5007009410575012 0.04279371742048856 -0.09486507665646181 0.4336907854
0.5516370839488904 0.5692327031624519 -0.440136716500886 4.4315550457
0.5781554307876193 -0.24676068259043518 0.09743939706126148 1.0017226662
-0.31745230932040663 -0.08692009826787332 0.26463554392560806 0.7577043392
-0.13561122700066425 0.133526904390903 0.014309565066206339 0.1624426028
-0.311949572294295 0.37379249642738754 -0.4970468465683297 3.1728242515
0.42984627229996497 0.40328842695910183 0.20707337287426153 1.8336906241
-0.6712693523522671 0.27716569147361836 -0.5131346229672346 3.3156772829
-0.45804578414702685 0.31863174904354086 -0.04309724151585875 1.0762998146
0.07987600758383558 0.1827635665015546 -0.03677986069085658 0.2731436062
0.5962557354576042 0.06030511090923331 -0.09446053712300674 0.592175448
0.2633804446566416 -0.3348008306864936 -0.10577218249189846 1.0363538845
-0.5862062376687253 -0.09395328919274502 0.32552031781450474 1.3918601071
0.791077185080636 0.4226770063988927 -0.013242951031910782 2.225151222
0.12383315272909388 -0.2409287395575727 0.09937620467233767 0.5407929459
0.6112296777250376 0.24115238836892938 0.5743583373190665 3.6001755864
-0.781360645286334 0.5775384192819337 -0.0024046730824995727 3.3779807463
0.2534558280891174 0.20635575165479042 -0.2479080798847878 0.9041913939
-0.4338219841315021 0.268346899596382 0.40312219451244147 2.1083131736
0.6703952888013014 0.4732714485094319 -0.3350113284408412 3.2214556324
0.3113824815254157 -0.09168600898785982 0.5286408583374028 2.4352889572
-0.14447292457125338 0.2857052421932207 -0.3266602002398978 1.50251656
0.2295918668630939 0.43258952549680624 -0.5114565604582738 3.5870600078
-0.06714797949255785 0.44698241534005734 -0.5570937864510316 4.0066150703
-0.5587253342858404 0.24408762267736556 -0.3902854563903995 2.1044237816
0.39921599891846293 -0.2708638917387252 0.46863500927729795 2.5357830757
-0.27778033295191673 0.20252024130986734 -0.45919015619786346 2.1060977063
-0.7943879190121603 0.025991573243751898 0.12442255102416624 1.0044014785
-0.328065992018009 0.3968531530907559 0.5610317181270335 3.8639125464
-0.41864161123817867 0.26943278337548404 -0.45246644774788936 2.4327405474
0.36468613976320036 -0.01535790646255878 -0.1416146362531557 0.3468051064
0.7188954648996823 -0.22736090952841848 -0.5807382483711807 3.8087856379
0.4924588421206797 0.21174350960256355 -0.34188487781065746 1.6122522632
0.3695515463916877 0.10328313521009903 0.3024117516690794 1.0024383208
0.5516622263665951 -0.010678713865178519 -0.05087656610204773 0.4437333984
0.315526621296161 -0.24423894624540643 -0.13856683480913717 0.7444527523
0.5538606887360905 -0.3811422040322523 0.29445769454370874 2.2219066347
-0.3857074704378026 0.015617345152692197 0.5190645335947038 2.3649062748
0.09213993249136714 0.504065542604641 0.3240142883745351 2.7801786931
-0.6677258440656433 0.3625427559342563 -0.5521283005061677 4.0560404926
-0.1347708435760617 -0.3330357379863419 0.1819860242472222 1.1319304358
