c_1 c_2 c_3 dis_1 dis_2 ang_1 delta_dir delta_har delta_nor delta_int pot_dir_full pot_har_full pot_nor_full pot_int_full pot_dir_104 pot_har_104 pot_nor_104 pot_int_104 error_dir_abs_full error_dir_abs_104 dir_error_diff error_har_abs_full error_har_abs_104 har_error_diff error_nor_abs_full error_nor_abs_104 nor_error_diff error_int_abs_full error_int_abs_104 int_error_diff
-0.8 -0.4 -0.19999999999999996 0.77089 0.91814 147.44008 2167.8237057 -254.21973739999999 -688.3257092 -233.3761338 2129.708416746877 -1783.9009931616772 -2278.0059945794637 -229.2628635259896 1983.7561371421834 -1497.3423902346788 -996.9027572114303 -205.53810386801825 38.115288953123105 184.06756855781657 145.95227960469347 1529.6812557616772 1243.1226528346788 -286.55860292699845 1589.6802853794636 308.5770480114303 -1281.1032373680332 4.1132702740104 27.83802993198173 23.72475965797133
-0.8 -0.4 -0.09999999999999998 0.80745 0.88107 147.22322 1680.8920651 -501.01241819999996 -928.694782 -243.7174343 1665.7373673190375 -2047.2846939541341 -2731.899895177792 -239.44189882842028 1606.3278523353417 -1749.2494040125787 -1351.4707839342223 -215.82204438280456 15.154697780962678 74.56421276465841 59.40951498369573 1546.2722757541342 1248.2369858125787 -298.03528994155545 1803.205113177792 422.77600193422217 -1380.4291112435699 4.275535471579717 27.895389917195452 23.619854445615736
-0.8 -0.4 0.0 0.8442 0.84415 147.1513 1521.2075566 -580.6504243 -1007.9126459 -247.0932555 1511.0530174096575 -2132.9099565506453 -2884.3935236239367 -242.91579505060906 1477.9595650048118 -1837.8140954479065 -1472.6101256845786 -219.40440292525525 10.154539190342593 43.24799159518822 33.09345240484562 1552.2595322506456 1257.1636711479064 -295.09586110273926 1876.4808777239368 464.69747978457866 -1411.783397939358 4.177460449390935 27.688852574744736 23.5113921253538
-0.8 -0.4 0.09999999999999998 0.88113 0.80741 147.22283 1681.0887843 -500.8152128 -928.4913716 -243.741551 1665.92696758615 -2047.0373177445765 -2731.3965332658595 -239.40599077054108 1606.4709946311868 -1749.0037931214117 -1351.1427521850705 -215.78995405269004 15.161816713849863 74.61778966881316 59.4559729549633 1546.2221049445764 1248.1885803214116 -298.0335246231648 1802.9051616658599 422.65138058507057 -1380.2537810807894 4.335560229458912 27.951596947309977 23.616036717851063
-0.8 -0.4 0.19999999999999996 0.91821 0.77087 147.43928 2168.1704903 -253.8722885 -687.9262165 -233.2318334 2130.036815579466 -1783.4592558849806 -2277.117881809221 -229.1925929635145 1984.0077253639995 -1496.8952162707665 -996.3405115890787 -205.4761037353452 38.1336747205343 184.16276493600049 146.02909021546617 1529.5869673849807 1243.0229277707665 -286.56403961421415 1589.1916653092212 308.4142950890787 -1280.7773702201425 4.039240436485514 27.75572966465481 23.716489228169298
-0.8 -0.4 0.30000000000000004 0.95543 0.73455 147.80511 3005.7815753 183.50751449999998 -278.6804549 -218.73826839999998 2901.507555967492 -1330.4830872220748 -1535.9449370373493 -213.1139980846243 2588.4011186868274 -1119.9172032479726 -435.60034804717594 -189.87318487537732 104.27401933250779 417.38045661317267 313.10643728066486 1513.9906017220749 1303.4247177479726 -210.56588397410223 1257.2644821373492 156.91989314717597 -1100.3445889901732 5.624270315375685 28.865083524622666 23.24081320924698
-0.8 -0.4 0.40000000000000013 0.99276 0.69849 148.32799 4234.0343244999995 851.4360616 311.7773155 -194.94753749999998 3974.195421675792 -686.342005064364 -539.6348516473303 -192.54873010044216 3386.6350050290375 -671.0190004785919 285.78000555539234 -171.0721802620514 259.83890282420765 847.3993194709619 587.5604166467542 1537.7780666643641 1522.455062078592 -15.323004585772196 851.4121671473303 25.99730994460764 -825.4148572027226 2.398807399557834 23.87535723794859 21.476549838390756
-0.8 -0.4 0.5 1.0302 0.66274 149.01908 5911.516019199999 1808.5012708 1100.6842255 -137.8264726 5333.703907051105 128.4891370396167 646.8963301039416 -169.33891858027988 4338.9652681401585 -205.4817332430267 1103.1115411014614 -151.4880271452112 577.8121121488953 1572.5507510598406 994.7386389109454 1680.0121337603832 2013.9830040430265 333.9708702826433 453.78789539605833 2.427315601461366 -451.36057979459696 31.512445980279885 13.661554545211201 -17.850891435068682
-0.8 -0.4 0.6000000000000001 1.06774 0.62735 149.89355 8117.507813499999 3133.9837136 2109.1589783 -0.9519765 6952.949918536044 1069.4501791131017 1900.6529933215384 -145.62394065584044 5402.266331146002 229.2469908847238 1928.424909920159 -133.44521905823498 1164.5578949639557 2715.2414823539975 1550.6835873900418 2064.533534486898 2904.7367227152763 840.2031882283782 208.5059849784616 180.73406837984086 -27.77191659862075 144.67196415584044 132.49324255823498 -12.17872159760546
-0.8 -0.4 0.7 1.10536 0.59239 150.9712 10954.5577096 4930.4319412 3360.3489842999998 290.0630561 8788.249806002566 2074.780928321871 3016.1880315434687 -123.58848654524532 6531.882481278643 598.7595971290555 2647.0598935425164 -118.802034038187 2166.307903597433 4422.675228321356 2256.3673247239235 2855.6510128781288 4331.672344070945 1476.021331192816 344.160952756531 713.2890907574833 369.12813800095233 413.6515426452453 408.865090138187 -4.7864525070583
